trial0053401, AA, 72, 12, 6.000000, GDX, 73, 2, 36.500000, ZIC, 45, 4, 11.250000, ZIP, 321, 14, 22.928571, 
trial0053402, AA, 236, 12, 19.666667, GDX, 22, 2, 11.000000, ZIC, 100, 4, 25.000000, ZIP, 231, 14, 16.500000, 
trial0053403, AA, 364, 12, 30.333333, GDX, 0, 2, 0.000000, ZIC, 38, 4, 9.500000, ZIP, 206, 14, 14.714286, 
trial0053404, AA, 373, 12, 31.083333, GDX, 0, 2, 0.000000, ZIC, 62, 4, 15.500000, ZIP, 163, 14, 11.642857, 
trial0053405, AA, 286, 12, 23.833333, GDX, 19, 2, 9.500000, ZIC, 47, 4, 11.750000, ZIP, 256, 14, 18.285714, 
trial0053406, AA, 250, 12, 20.833333, GDX, 0, 2, 0.000000, ZIC, 130, 4, 32.500000, ZIP, 219, 14, 15.642857, 
trial0053407, AA, 156, 12, 13.000000, GDX, 26, 2, 13.000000, ZIC, 64, 4, 16.000000, ZIP, 313, 14, 22.357143, 
trial0053408, AA, 193, 12, 16.083333, GDX, 34, 2, 17.000000, ZIC, 87, 4, 21.750000, ZIP, 314, 14, 22.428571, 
trial0053409, AA, 185, 12, 15.416667, GDX, 36, 2, 18.000000, ZIC, 53, 4, 13.250000, ZIP, 207, 14, 14.785714, 
trial0053410, AA, 260, 12, 21.666667, GDX, 0, 2, 0.000000, ZIC, 164, 4, 41.000000, ZIP, 194, 14, 13.857143, 
trial0053411, AA, 110, 12, 9.166667, GDX, 79, 2, 39.500000, ZIC, 75, 4, 18.750000, ZIP, 324, 14, 23.142857, 
trial0053412, AA, 263, 12, 21.916667, GDX, 0, 2, 0.000000, ZIC, 35, 4, 8.750000, ZIP, 320, 14, 22.857143, 
trial0053413, AA, 114, 12, 9.500000, GDX, 43, 2, 21.500000, ZIC, 183, 4, 45.750000, ZIP, 278, 14, 19.857143, 
trial0053414, AA, 273, 12, 22.750000, GDX, 47, 2, 23.500000, ZIC, 60, 4, 15.000000, ZIP, 238, 14, 17.000000, 
trial0053415, AA, 238, 12, 19.833333, GDX, 0, 2, 0.000000, ZIC, 104, 4, 26.000000, ZIP, 226, 14, 16.142857, 
trial0053416, AA, 181, 12, 15.083333, GDX, 12, 2, 6.000000, ZIC, 7, 4, 1.750000, ZIP, 398, 14, 28.428571, 
trial0053417, AA, 136, 12, 11.333333, GDX, 0, 2, 0.000000, ZIC, 69, 4, 17.250000, ZIP, 413, 14, 29.500000, 
trial0053418, AA, 262, 12, 21.833333, GDX, 0, 2, 0.000000, ZIC, 26, 4, 6.500000, ZIP, 320, 14, 22.857143, 
trial0053419, AA, 147, 12, 12.250000, GDX, 108, 2, 54.000000, ZIC, 28, 4, 7.000000, ZIP, 276, 14, 19.714286, 
trial0053420, AA, 224, 12, 18.666667, GDX, 59, 2, 29.500000, ZIC, 71, 4, 17.750000, ZIP, 264, 14, 18.857143, 
trial0053421, AA, 294, 12, 24.500000, GDX, 0, 2, 0.000000, ZIC, 37, 4, 9.250000, ZIP, 228, 14, 16.285714, 
trial0053422, AA, 381, 12, 31.750000, GDX, 62, 2, 31.000000, ZIC, 0, 4, 0.000000, ZIP, 165, 14, 11.785714, 
trial0053423, AA, 189, 12, 15.750000, GDX, 94, 2, 47.000000, ZIC, 20, 4, 5.000000, ZIP, 315, 14, 22.500000, 
trial0053424, AA, 282, 12, 23.500000, GDX, 21, 2, 10.500000, ZIC, 60, 4, 15.000000, ZIP, 245, 14, 17.500000, 
trial0053425, AA, 222, 12, 18.500000, GDX, 0, 2, 0.000000, ZIC, 83, 4, 20.750000, ZIP, 303, 14, 21.642857, 
trial0053426, AA, 232, 12, 19.333333, GDX, 60, 2, 30.000000, ZIC, 103, 4, 25.750000, ZIP, 194, 14, 13.857143, 
trial0053427, AA, 196, 12, 16.333333, GDX, 78, 2, 39.000000, ZIC, 84, 4, 21.000000, ZIP, 270, 14, 19.285714, 
trial0053428, AA, 349, 12, 29.083333, GDX, 0, 2, 0.000000, ZIC, 40, 4, 10.000000, ZIP, 209, 14, 14.928571, 
