trial0035401, AA, 858, 16, 53.625000, ZIC, 512, 16, 32.000000, 
trial0035402, AA, 938, 16, 58.625000, ZIC, 259, 16, 16.187500, 
trial0035403, AA, 589, 16, 36.812500, ZIC, 707, 16, 44.187500, 
trial0035404, AA, 518, 16, 32.375000, ZIC, 783, 16, 48.937500, 
trial0035405, AA, 845, 16, 52.812500, ZIC, 402, 16, 25.125000, 
trial0035406, AA, 697, 16, 43.562500, ZIC, 681, 16, 42.562500, 
trial0035407, AA, 761, 16, 47.562500, ZIC, 666, 16, 41.625000, 
trial0035408, AA, 680, 16, 42.500000, ZIC, 712, 16, 44.500000, 
trial0035409, AA, 466, 16, 29.125000, ZIC, 741, 16, 46.312500, 
trial0035410, AA, 583, 16, 36.437500, ZIC, 664, 16, 41.500000, 
trial0035411, AA, 682, 16, 42.625000, ZIC, 662, 16, 41.375000, 
trial0035412, AA, 891, 16, 55.687500, ZIC, 506, 16, 31.625000, 
trial0035413, AA, 509, 16, 31.812500, ZIC, 682, 16, 42.625000, 
trial0035414, AA, 643, 16, 40.187500, ZIC, 721, 16, 45.062500, 
trial0035415, AA, 736, 16, 46.000000, ZIC, 502, 16, 31.375000, 
trial0035416, AA, 702, 16, 43.875000, ZIC, 689, 16, 43.062500, 
trial0035417, AA, 604, 16, 37.750000, ZIC, 699, 16, 43.687500, 
trial0035418, AA, 693, 16, 43.312500, ZIC, 661, 16, 41.312500, 
trial0035419, AA, 481, 16, 30.062500, ZIC, 870, 16, 54.375000, 
trial0035420, AA, 533, 16, 33.312500, ZIC, 863, 16, 53.937500, 
trial0035421, AA, 635, 16, 39.687500, ZIC, 638, 16, 39.875000, 
trial0035422, AA, 378, 16, 23.625000, ZIC, 1017, 16, 63.562500, 
trial0035423, AA, 665, 16, 41.562500, ZIC, 756, 16, 47.250000, 
trial0035424, AA, 833, 16, 52.062500, ZIC, 532, 16, 33.250000, 
trial0035425, AA, 544, 16, 34.000000, ZIC, 647, 16, 40.437500, 
trial0035426, AA, 896, 16, 56.000000, ZIC, 505, 16, 31.562500, 
trial0035427, AA, 838, 16, 52.375000, ZIC, 443, 16, 27.687500, 
trial0035428, AA, 571, 16, 35.687500, ZIC, 763, 16, 47.687500, 
trial0035429, AA, 719, 16, 44.937500, ZIC, 580, 16, 36.250000, 
trial0035430, AA, 823, 16, 51.437500, ZIC, 427, 16, 26.687500, 
trial0035431, AA, 355, 16, 22.187500, ZIC, 30, 16, 1.875000, 
trial0035432, AA, 239, 16, 14.937500, ZIC, 165, 16, 10.312500, 
trial0035433, AA, 233, 16, 14.562500, ZIC, 86, 16, 5.375000, 
trial0035434, AA, 259, 16, 16.187500, ZIC, 153, 16, 9.562500, 
trial0035435, AA, 125, 16, 7.812500, ZIC, 170, 16, 10.625000, 
trial0035436, AA, 294, 16, 18.375000, ZIC, 143, 16, 8.937500, 
trial0035437, AA, 209, 16, 13.062500, ZIC, 181, 16, 11.312500, 
trial0035438, AA, 329, 16, 20.562500, ZIC, 69, 16, 4.312500, 
trial0035439, AA, 242, 16, 15.125000, ZIC, 156, 16, 9.750000, 
trial0035440, AA, 253, 16, 15.812500, ZIC, 178, 16, 11.125000, 
trial0035441, AA, 231, 16, 14.437500, ZIC, 182, 16, 11.375000, 
trial0035442, AA, 243, 16, 15.187500, ZIC, 72, 16, 4.500000, 
trial0035443, AA, 244, 16, 15.250000, ZIC, 84, 16, 5.250000, 
trial0035444, AA, 171, 16, 10.687500, ZIC, 122, 16, 7.625000, 
trial0035445, AA, 285, 16, 17.812500, ZIC, 136, 16, 8.500000, 
trial0035446, AA, 230, 16, 14.375000, ZIC, 105, 16, 6.562500, 
trial0035447, AA, 137, 16, 8.562500, ZIC, 320, 16, 20.000000, 
trial0035448, AA, 251, 16, 15.687500, ZIC, 171, 16, 10.687500, 
trial0035449, AA, 165, 16, 10.312500, ZIC, 111, 16, 6.937500, 
trial0035450, AA, 198, 16, 12.375000, ZIC, 155, 16, 9.687500, 
trial0035451, AA, 255, 16, 15.937500, ZIC, 167, 16, 10.437500, 
trial0035452, AA, 184, 16, 11.500000, ZIC, 175, 16, 10.937500, 
trial0035453, AA, 225, 16, 14.062500, ZIC, 113, 16, 7.062500, 
trial0035454, AA, 187, 16, 11.687500, ZIC, 153, 16, 9.562500, 
trial0035455, AA, 214, 16, 13.375000, ZIC, 209, 16, 13.062500, 
trial0035456, AA, 244, 16, 15.250000, ZIC, 174, 16, 10.875000, 
trial0035457, AA, 209, 16, 13.062500, ZIC, 169, 16, 10.562500, 
trial0035458, AA, 268, 16, 16.750000, ZIC, 37, 16, 2.312500, 
trial0035459, AA, 165, 16, 10.312500, ZIC, 158, 16, 9.875000, 
trial0035460, AA, 196, 16, 12.250000, ZIC, 138, 16, 8.625000, 
trial0035461, AA, 766, 16, 47.875000, ZIC, 1369, 16, 85.562500, 
trial0035462, AA, 1085, 16, 67.812500, ZIC, 958, 16, 59.875000, 
trial0035463, AA, 994, 16, 62.125000, ZIC, 1045, 16, 65.312500, 
trial0035464, AA, 788, 16, 49.250000, ZIC, 1161, 16, 72.562500, 
trial0035465, AA, 1536, 16, 96.000000, ZIC, 491, 16, 30.687500, 
trial0035466, AA, 865, 16, 54.062500, ZIC, 1051, 16, 65.687500, 
trial0035467, AA, 1437, 16, 89.812500, ZIC, 614, 16, 38.375000, 
trial0035468, AA, 1000, 16, 62.500000, ZIC, 1004, 16, 62.750000, 
trial0035469, AA, 758, 16, 47.375000, ZIC, 1165, 16, 72.812500, 
trial0035470, AA, 871, 16, 54.437500, ZIC, 1264, 16, 79.000000, 
trial0035471, AA, 1403, 16, 87.687500, ZIC, 596, 16, 37.250000, 
trial0035472, AA, 1279, 16, 79.937500, ZIC, 839, 16, 52.437500, 
trial0035473, AA, 1054, 16, 65.875000, ZIC, 1020, 16, 63.750000, 
trial0035474, AA, 881, 16, 55.062500, ZIC, 1199, 16, 74.937500, 
trial0035475, AA, 824, 16, 51.500000, ZIC, 1317, 16, 82.312500, 
trial0035476, AA, 910, 16, 56.875000, ZIC, 1097, 16, 68.562500, 
trial0035477, AA, 643, 16, 40.187500, ZIC, 1454, 16, 90.875000, 
trial0035478, AA, 685, 16, 42.812500, ZIC, 1475, 16, 92.187500, 
trial0035479, AA, 783, 16, 48.937500, ZIC, 1302, 16, 81.375000, 
trial0035480, AA, 823, 16, 51.437500, ZIC, 1206, 16, 75.375000, 
trial0035481, AA, 838, 16, 52.375000, ZIC, 1269, 16, 79.312500, 
