trial0032401, AA, 98, 6, 16.333333, ZIC, 156, 14, 11.142857, ZIP, 199, 12, 16.583333, 
trial0032402, AA, 67, 6, 11.166667, ZIC, 112, 14, 8.000000, ZIP, 346, 12, 28.833333, 
trial0032403, AA, 74, 6, 12.333333, ZIC, 52, 14, 3.714286, ZIP, 433, 12, 36.083333, 
trial0032404, AA, 140, 6, 23.333333, ZIC, 205, 14, 14.642857, ZIP, 238, 12, 19.833333, 
trial0032405, AA, 17, 6, 2.833333, ZIC, 266, 14, 19.000000, ZIP, 369, 12, 30.750000, 
trial0032406, AA, 44, 6, 7.333333, ZIC, 280, 14, 20.000000, ZIP, 235, 12, 19.583333, 
trial0032407, AA, 44, 6, 7.333333, ZIC, 296, 14, 21.142857, ZIP, 199, 12, 16.583333, 
trial0032408, AA, 247, 6, 41.166667, ZIC, 169, 14, 12.071429, ZIP, 252, 12, 21.000000, 
trial0032409, AA, 73, 6, 12.166667, ZIC, 190, 14, 13.571429, ZIP, 347, 12, 28.916667, 
trial0032410, AA, 96, 6, 16.000000, ZIC, 308, 14, 22.000000, ZIP, 190, 12, 15.833333, 
trial0032411, AA, 88, 6, 14.666667, ZIC, 161, 14, 11.500000, ZIP, 345, 12, 28.750000, 
trial0032412, AA, 98, 6, 16.333333, ZIC, 149, 14, 10.642857, ZIP, 328, 12, 27.333333, 
trial0032413, AA, 77, 6, 12.833333, ZIC, 94, 14, 6.714286, ZIP, 252, 12, 21.000000, 
trial0032414, AA, 64, 6, 10.666667, ZIC, 299, 14, 21.357143, ZIP, 170, 12, 14.166667, 
trial0032415, AA, 113, 6, 18.833333, ZIC, 250, 14, 17.857143, ZIP, 58, 12, 4.833333, 
trial0032416, AA, 43, 6, 7.166667, ZIC, 248, 14, 17.714286, ZIP, 312, 12, 26.000000, 
trial0032417, AA, 85, 6, 14.166667, ZIC, 128, 14, 9.142857, ZIP, 246, 12, 20.500000, 
trial0032418, AA, 88, 6, 14.666667, ZIC, 271, 14, 19.357143, ZIP, 212, 12, 17.666667, 
trial0032419, AA, 56, 6, 9.333333, ZIC, 311, 14, 22.214286, ZIP, 202, 12, 16.833333, 
trial0032420, AA, 177, 6, 29.500000, ZIC, 146, 14, 10.428571, ZIP, 168, 12, 14.000000, 
trial0032421, AA, 41, 6, 6.833333, ZIC, 260, 14, 18.571429, ZIP, 137, 12, 11.416667, 
trial0032422, AA, 146, 6, 24.333333, ZIC, 179, 14, 12.785714, ZIP, 179, 12, 14.916667, 
trial0032423, AA, 137, 6, 22.833333, ZIC, 68, 14, 4.857143, ZIP, 356, 12, 29.666667, 
trial0032424, AA, 109, 6, 18.166667, ZIC, 188, 14, 13.428571, ZIP, 125, 12, 10.416667, 
trial0032425, AA, 193, 6, 32.166667, ZIC, 118, 14, 8.428571, ZIP, 157, 12, 13.083333, 
trial0032426, AA, 50, 6, 8.333333, ZIC, 153, 14, 10.928571, ZIP, 244, 12, 20.333333, 
trial0032427, AA, 95, 6, 15.833333, ZIC, 116, 14, 8.285714, ZIP, 243, 12, 20.250000, 
trial0032428, AA, 58, 6, 9.666667, ZIC, 289, 14, 20.642857, ZIP, 81, 12, 6.750000, 
trial0032429, AA, 101, 6, 16.833333, ZIC, 70, 14, 5.000000, ZIP, 366, 12, 30.500000, 
trial0032430, AA, 133, 6, 22.166667, ZIC, 186, 14, 13.285714, ZIP, 177, 12, 14.750000, 
trial0032431, AA, 45, 6, 7.500000, ZIC, 78, 14, 5.571429, ZIP, 158, 12, 13.166667, 
trial0032432, AA, 150, 6, 25.000000, ZIC, 112, 14, 8.000000, ZIP, 193, 12, 16.083333, 
trial0032433, AA, 21, 6, 3.500000, ZIC, 167, 14, 11.928571, ZIP, 238, 12, 19.833333, 
trial0032434, AA, 84, 6, 14.000000, ZIC, 125, 14, 8.928571, ZIP, 165, 12, 13.750000, 
trial0032435, AA, 108, 6, 18.000000, ZIC, 151, 14, 10.785714, ZIP, 172, 12, 14.333333, 
trial0032436, AA, 105, 6, 17.500000, ZIC, 136, 14, 9.714286, ZIP, 163, 12, 13.583333, 
trial0032437, AA, 160, 6, 26.666667, ZIC, 160, 14, 11.428571, ZIP, 108, 12, 9.000000, 
trial0032438, AA, 38, 6, 6.333333, ZIC, 123, 14, 8.785714, ZIP, 267, 12, 22.250000, 
trial0032439, AA, 121, 6, 20.166667, ZIC, 101, 14, 7.214286, ZIP, 212, 12, 17.666667, 
trial0032440, AA, 97, 6, 16.166667, ZIC, 159, 14, 11.357143, ZIP, 180, 12, 15.000000, 
trial0032441, AA, 69, 6, 11.500000, ZIC, 59, 14, 4.214286, ZIP, 342, 12, 28.500000, 
trial0032442, AA, 73, 6, 12.166667, ZIC, 170, 14, 12.142857, ZIP, 145, 12, 12.083333, 
trial0032443, AA, 68, 6, 11.333333, ZIC, 111, 14, 7.928571, ZIP, 134, 12, 11.166667, 
trial0032444, AA, 97, 6, 16.166667, ZIC, 120, 14, 8.571429, ZIP, 354, 12, 29.500000, 
trial0032445, AA, 126, 6, 21.000000, ZIC, 157, 14, 11.214286, ZIP, 182, 12, 15.166667, 
trial0032446, AA, 87, 6, 14.500000, ZIC, 137, 14, 9.785714, ZIP, 280, 12, 23.333333, 
trial0032447, AA, 84, 6, 14.000000, ZIC, 149, 14, 10.642857, ZIP, 212, 12, 17.666667, 
trial0032448, AA, 64, 6, 10.666667, ZIC, 101, 14, 7.214286, ZIP, 288, 12, 24.000000, 
trial0032449, AA, 89, 6, 14.833333, ZIC, 188, 14, 13.428571, ZIP, 81, 12, 6.750000, 
trial0032450, AA, 118, 6, 19.666667, ZIC, 105, 14, 7.500000, ZIP, 134, 12, 11.166667, 
trial0032451, AA, 35, 6, 5.833333, ZIC, 152, 14, 10.857143, ZIP, 115, 12, 9.583333, 
trial0032452, AA, 30, 6, 5.000000, ZIC, 233, 14, 16.642857, ZIP, 142, 12, 11.833333, 
trial0032453, AA, 72, 6, 12.000000, ZIC, 292, 14, 20.857143, ZIP, 149, 12, 12.416667, 
trial0032454, AA, 59, 6, 9.833333, ZIC, 57, 14, 4.071429, ZIP, 283, 12, 23.583333, 
trial0032455, AA, 74, 6, 12.333333, ZIC, 237, 14, 16.928571, ZIP, 197, 12, 16.416667, 
trial0032456, AA, 69, 6, 11.500000, ZIC, 115, 14, 8.214286, ZIP, 171, 12, 14.250000, 
trial0032457, AA, 75, 6, 12.500000, ZIC, 129, 14, 9.214286, ZIP, 182, 12, 15.166667, 
trial0032458, AA, 48, 6, 8.000000, ZIC, 216, 14, 15.428571, ZIP, 216, 12, 18.000000, 
trial0032459, AA, 112, 6, 18.666667, ZIC, 75, 14, 5.357143, ZIP, 179, 12, 14.916667, 
trial0032460, AA, 153, 6, 25.500000, ZIC, 151, 14, 10.785714, ZIP, 271, 12, 22.583333, 
trial0032461, AA, 204, 6, 34.000000, ZIC, 229, 14, 16.357143, ZIP, 303, 12, 25.250000, 
trial0032462, AA, 176, 6, 29.333333, ZIC, 351, 14, 25.071429, ZIP, 173, 12, 14.416667, 
trial0032463, AA, 36, 6, 6.000000, ZIC, 390, 14, 27.857143, ZIP, 221, 12, 18.416667, 
trial0032464, AA, 119, 6, 19.833333, ZIC, 440, 14, 31.428571, ZIP, 310, 12, 25.833333, 
trial0032465, AA, 86, 6, 14.333333, ZIC, 387, 14, 27.642857, ZIP, 360, 12, 30.000000, 
trial0032466, AA, 107, 6, 17.833333, ZIC, 249, 14, 17.785714, ZIP, 460, 12, 38.333333, 
trial0032467, AA, 10, 6, 1.666667, ZIC, 323, 14, 23.071429, ZIP, 393, 12, 32.750000, 
trial0032468, AA, 202, 6, 33.666667, ZIC, 135, 14, 9.642857, ZIP, 362, 12, 30.166667, 
trial0032469, AA, 164, 6, 27.333333, ZIC, 330, 14, 23.571429, ZIP, 157, 12, 13.083333, 
