trial0027901, GDX, 162, 14, 11.571429, ZIC, 149, 6, 24.833333, ZIP, 264, 12, 22.000000, 
trial0027902, GDX, 107, 14, 7.642857, ZIC, 20, 6, 3.333333, ZIP, 321, 12, 26.750000, 
trial0027903, GDX, 310, 14, 22.142857, ZIC, 138, 6, 23.000000, ZIP, 170, 12, 14.166667, 
trial0027904, GDX, 156, 14, 11.142857, ZIC, 44, 6, 7.333333, ZIP, 388, 12, 32.333333, 
trial0027905, GDX, 147, 14, 10.500000, ZIC, 120, 6, 20.000000, ZIP, 316, 12, 26.333333, 
trial0027906, GDX, 244, 14, 17.428571, ZIC, 63, 6, 10.500000, ZIP, 420, 12, 35.000000, 
trial0027907, GDX, 409, 14, 29.214286, ZIC, 132, 6, 22.000000, ZIP, 294, 12, 24.500000, 
trial0027908, GDX, 222, 14, 15.857143, ZIC, 49, 6, 8.166667, ZIP, 132, 12, 11.000000, 
trial0027909, GDX, 335, 14, 23.928571, ZIC, 68, 6, 11.333333, ZIP, 207, 12, 17.250000, 
trial0027910, GDX, 229, 14, 16.357143, ZIC, 63, 6, 10.500000, ZIP, 575, 12, 47.916667, 
trial0027911, GDX, 153, 14, 10.928571, ZIC, 102, 6, 17.000000, ZIP, 254, 12, 21.166667, 
trial0027912, GDX, 348, 14, 24.857143, ZIC, 50, 6, 8.333333, ZIP, 297, 12, 24.750000, 
trial0027913, GDX, 117, 14, 8.357143, ZIC, 80, 6, 13.333333, ZIP, 494, 12, 41.166667, 
trial0027914, GDX, 268, 14, 19.142857, ZIC, 94, 6, 15.666667, ZIP, 310, 12, 25.833333, 
trial0027915, GDX, 130, 14, 9.285714, ZIC, 29, 6, 4.833333, ZIP, 279, 12, 23.250000, 
trial0027916, GDX, 153, 14, 10.928571, ZIC, 112, 6, 18.666667, ZIP, 198, 12, 16.500000, 
trial0027917, GDX, 307, 14, 21.928571, ZIC, 25, 6, 4.166667, ZIP, 315, 12, 26.250000, 
trial0027918, GDX, 275, 14, 19.642857, ZIC, 57, 6, 9.500000, ZIP, 240, 12, 20.000000, 
trial0027919, GDX, 148, 14, 10.571429, ZIC, 105, 6, 17.500000, ZIP, 338, 12, 28.166667, 
trial0027920, GDX, 121, 14, 8.642857, ZIC, 61, 6, 10.166667, ZIP, 195, 12, 16.250000, 
trial0027921, GDX, 96, 14, 6.857143, ZIC, 142, 6, 23.666667, ZIP, 212, 12, 17.666667, 
trial0027922, GDX, 215, 14, 15.357143, ZIC, 62, 6, 10.333333, ZIP, 272, 12, 22.666667, 
trial0027923, GDX, 132, 14, 9.428571, ZIC, 45, 6, 7.500000, ZIP, 263, 12, 21.916667, 
trial0027924, GDX, 162, 14, 11.571429, ZIC, 94, 6, 15.666667, ZIP, 351, 12, 29.250000, 
trial0027925, GDX, 225, 14, 16.071429, ZIC, 0, 6, 0.000000, ZIP, 381, 12, 31.750000, 
trial0027926, GDX, 242, 14, 17.285714, ZIC, 117, 6, 19.500000, ZIP, 319, 12, 26.583333, 
trial0027927, GDX, 195, 14, 13.928571, ZIC, 15, 6, 2.500000, ZIP, 308, 12, 25.666667, 
trial0027928, GDX, 397, 14, 28.357143, ZIC, 8, 6, 1.333333, ZIP, 476, 12, 39.666667, 
trial0027929, GDX, 350, 14, 25.000000, ZIC, 99, 6, 16.500000, ZIP, 119, 12, 9.916667, 
trial0027930, GDX, 118, 14, 8.428571, ZIC, 9, 6, 1.500000, ZIP, 369, 12, 30.750000, 
