trial0024001, AA, 604, 10, 60.400000, GDX, 737, 6, 122.833333, ZIC, 415, 6, 69.166667, ZIP, 639, 10, 63.900000, 
trial0024002, AA, 1088, 10, 108.800000, GDX, 517, 6, 86.166667, ZIC, 131, 6, 21.833333, ZIP, 934, 10, 93.400000, 
trial0024003, AA, 1646, 10, 164.600000, GDX, 523, 6, 87.166667, ZIC, 417, 6, 69.500000, ZIP, 1168, 10, 116.800000, 
trial0024004, AA, 1110, 10, 111.000000, GDX, 716, 6, 119.333333, ZIC, 681, 6, 113.500000, ZIP, 1407, 10, 140.700000, 
trial0024005, AA, 1049, 10, 104.900000, GDX, 615, 6, 102.500000, ZIC, 357, 6, 59.500000, ZIP, 726, 10, 72.600000, 
trial0024006, AA, 734, 10, 73.400000, GDX, 728, 6, 121.333333, ZIC, 874, 6, 145.666667, ZIP, 978, 10, 97.800000, 
trial0024007, AA, 1369, 10, 136.900000, GDX, 386, 6, 64.333333, ZIC, 921, 6, 153.500000, ZIP, 635, 10, 63.500000, 
trial0024008, AA, 726, 10, 72.600000, GDX, 437, 6, 72.833333, ZIC, 418, 6, 69.666667, ZIP, 1472, 10, 147.200000, 
trial0024009, AA, 1198, 10, 119.800000, GDX, 259, 6, 43.166667, ZIC, 319, 6, 53.166667, ZIP, 1205, 10, 120.500000, 
trial0024010, AA, 1051, 10, 105.100000, GDX, 514, 6, 85.666667, ZIC, 488, 6, 81.333333, ZIP, 864, 10, 86.400000, 
trial0024011, AA, 1256, 10, 125.600000, GDX, 859, 6, 143.166667, ZIC, 540, 6, 90.000000, ZIP, 460, 10, 46.000000, 
trial0024012, AA, 1749, 10, 174.900000, GDX, 548, 6, 91.333333, ZIC, 147, 6, 24.500000, ZIP, 652, 10, 65.200000, 
trial0024013, AA, 1829, 10, 182.900000, GDX, 900, 6, 150.000000, ZIC, 173, 6, 28.833333, ZIP, 735, 10, 73.500000, 
trial0024014, AA, 1655, 10, 165.500000, GDX, 346, 6, 57.666667, ZIC, 494, 6, 82.333333, ZIP, 813, 10, 81.300000, 
trial0024015, AA, 988, 10, 98.800000, GDX, 473, 6, 78.833333, ZIC, 529, 6, 88.166667, ZIP, 1524, 10, 152.400000, 
trial0024016, AA, 423, 10, 42.300000, GDX, 381, 6, 63.500000, ZIC, 894, 6, 149.000000, ZIP, 1069, 10, 106.900000, 
trial0024017, AA, 1280, 10, 128.000000, GDX, 524, 6, 87.333333, ZIC, 741, 6, 123.500000, ZIP, 696, 10, 69.600000, 
trial0024018, AA, 2079, 10, 207.900000, GDX, 718, 6, 119.666667, ZIC, 42, 6, 7.000000, ZIP, 589, 10, 58.900000, 
trial0024019, AA, 974, 10, 97.400000, GDX, 442, 6, 73.666667, ZIC, 339, 6, 56.500000, ZIP, 1158, 10, 115.800000, 
trial0024020, AA, 829, 10, 82.900000, GDX, 347, 6, 57.833333, ZIC, 775, 6, 129.166667, ZIP, 706, 10, 70.600000, 
trial0024021, AA, 1083, 10, 108.300000, GDX, 792, 6, 132.000000, ZIC, 596, 6, 99.333333, ZIP, 370, 10, 37.000000, 
trial0024022, AA, 1327, 10, 132.700000, GDX, 139, 6, 23.166667, ZIC, 423, 6, 70.500000, ZIP, 958, 10, 95.800000, 
trial0024023, AA, 2021, 10, 202.100000, GDX, 398, 6, 66.333333, ZIC, 384, 6, 64.000000, ZIP, 476, 10, 47.600000, 
trial0024024, AA, 1268, 10, 126.800000, GDX, 503, 6, 83.833333, ZIC, 1101, 6, 183.500000, ZIP, 935, 10, 93.500000, 
trial0024025, AA, 1094, 10, 109.400000, GDX, 530, 6, 88.333333, ZIC, 842, 6, 140.333333, ZIP, 1409, 10, 140.900000, 
trial0024026, AA, 1105, 10, 110.500000, GDX, 490, 6, 81.666667, ZIC, 384, 6, 64.000000, ZIP, 879, 10, 87.900000, 
trial0024027, AA, 948, 10, 94.800000, GDX, 552, 6, 92.000000, ZIC, 456, 6, 76.000000, ZIP, 708, 10, 70.800000, 
trial0024028, AA, 1383, 10, 138.300000, GDX, 784, 6, 130.666667, ZIC, 317, 6, 52.833333, ZIP, 1026, 10, 102.600000, 
trial0024029, AA, 728, 10, 72.800000, GDX, 768, 6, 128.000000, ZIC, 619, 6, 103.166667, ZIP, 745, 10, 74.500000, 
trial0024030, AA, 1236, 10, 123.600000, GDX, 503, 6, 83.833333, ZIC, 476, 6, 79.333333, ZIP, 662, 10, 66.200000, 
trial0024031, AA, 865, 10, 86.500000, GDX, 351, 6, 58.500000, ZIC, 909, 6, 151.500000, ZIP, 1104, 10, 110.400000, 
trial0024032, AA, 1542, 10, 154.200000, GDX, 250, 6, 41.666667, ZIC, 803, 6, 133.833333, ZIP, 307, 10, 30.700000, 
trial0024033, AA, 560, 10, 56.000000, GDX, 304, 6, 50.666667, ZIC, 552, 6, 92.000000, ZIP, 1560, 10, 156.000000, 
trial0024034, AA, 695, 10, 69.500000, GDX, 626, 6, 104.333333, ZIC, 761, 6, 126.833333, ZIP, 1310, 10, 131.000000, 
trial0024035, AA, 957, 10, 95.700000, GDX, 694, 6, 115.666667, ZIC, 279, 6, 46.500000, ZIP, 1546, 10, 154.600000, 
trial0024036, AA, 526, 10, 52.600000, GDX, 578, 6, 96.333333, ZIC, 479, 6, 79.833333, ZIP, 2385, 10, 238.500000, 
trial0024037, AA, 1427, 10, 142.700000, GDX, 456, 6, 76.000000, ZIC, 728, 6, 121.333333, ZIP, 783, 10, 78.300000, 
trial0024038, AA, 838, 10, 83.800000, GDX, 1296, 6, 216.000000, ZIC, 996, 6, 166.000000, ZIP, 1069, 10, 106.900000, 
trial0024039, AA, 1316, 10, 131.600000, GDX, 156, 6, 26.000000, ZIC, 774, 6, 129.000000, ZIP, 974, 10, 97.400000, 
trial0024040, AA, 1186, 10, 118.600000, GDX, 605, 6, 100.833333, ZIC, 426, 6, 71.000000, ZIP, 328, 10, 32.800000, 
trial0024041, AA, 1108, 10, 110.800000, GDX, 459, 6, 76.500000, ZIC, 205, 6, 34.166667, ZIP, 959, 10, 95.900000, 
trial0024042, AA, 662, 10, 66.200000, GDX, 1294, 6, 215.666667, ZIC, 633, 6, 105.500000, ZIP, 1189, 10, 118.900000, 
trial0024043, AA, 1310, 10, 131.000000, GDX, 622, 6, 103.666667, ZIC, 694, 6, 115.666667, ZIP, 625, 10, 62.500000, 
trial0024044, AA, 1687, 10, 168.700000, GDX, 21, 6, 3.500000, ZIC, 501, 6, 83.500000, ZIP, 904, 10, 90.400000, 
trial0024045, AA, 1067, 10, 106.700000, GDX, 324, 6, 54.000000, ZIC, 419, 6, 69.833333, ZIP, 1516, 10, 151.600000, 
trial0024046, AA, 949, 10, 94.900000, GDX, 849, 6, 141.500000, ZIC, 310, 6, 51.666667, ZIP, 1411, 10, 141.100000, 
trial0024047, AA, 591, 10, 59.100000, GDX, 775, 6, 129.166667, ZIC, 473, 6, 78.833333, ZIP, 1598, 10, 159.800000, 
trial0024048, AA, 850, 10, 85.000000, GDX, 952, 6, 158.666667, ZIC, 481, 6, 80.166667, ZIP, 1482, 10, 148.200000, 
trial0024049, AA, 279, 10, 27.900000, GDX, 653, 6, 108.833333, ZIC, 467, 6, 77.833333, ZIP, 2050, 10, 205.000000, 
trial0024050, AA, 1597, 10, 159.700000, GDX, 362, 6, 60.333333, ZIC, 179, 6, 29.833333, ZIP, 1019, 10, 101.900000, 
trial0024051, AA, 1498, 10, 149.800000, GDX, 78, 6, 13.000000, ZIC, 205, 6, 34.166667, ZIP, 1844, 10, 184.400000, 
trial0024052, AA, 926, 10, 92.600000, GDX, 268, 6, 44.666667, ZIC, 596, 6, 99.333333, ZIP, 900, 10, 90.000000, 
trial0024053, AA, 1178, 10, 117.800000, GDX, 503, 6, 83.833333, ZIC, 903, 6, 150.500000, ZIP, 1343, 10, 134.300000, 
