trial0030001, AA, 357, 28, 12.750000, GDX, 157, 4, 39.250000, 
trial0030002, AA, 432, 28, 15.428571, GDX, 109, 4, 27.250000, 
trial0030003, AA, 449, 28, 16.035714, GDX, 41, 4, 10.250000, 
trial0030004, AA, 494, 28, 17.642857, GDX, 86, 4, 21.500000, 
trial0030005, AA, 481, 28, 17.178571, GDX, 74, 4, 18.500000, 
trial0030006, AA, 456, 28, 16.285714, GDX, 77, 4, 19.250000, 
trial0030007, AA, 451, 28, 16.107143, GDX, 98, 4, 24.500000, 
trial0030008, AA, 607, 28, 21.678571, GDX, 24, 4, 6.000000, 
trial0030009, AA, 469, 28, 16.750000, GDX, 91, 4, 22.750000, 
trial0030010, AA, 423, 28, 15.107143, GDX, 35, 4, 8.750000, 
trial0030011, AA, 438, 28, 15.642857, GDX, 63, 4, 15.750000, 
trial0030012, AA, 392, 28, 14.000000, GDX, 60, 4, 15.000000, 
trial0030013, AA, 336, 28, 12.000000, GDX, 47, 4, 11.750000, 
trial0030014, AA, 582, 28, 20.785714, GDX, 21, 4, 5.250000, 
trial0030015, AA, 413, 28, 14.750000, GDX, 105, 4, 26.250000, 
trial0030016, AA, 426, 28, 15.214286, GDX, 67, 4, 16.750000, 
trial0030017, AA, 479, 28, 17.107143, GDX, 67, 4, 16.750000, 
trial0030018, AA, 542, 28, 19.357143, GDX, 55, 4, 13.750000, 
trial0030019, AA, 569, 28, 20.321429, GDX, 9, 4, 2.250000, 
trial0030020, AA, 549, 28, 19.607143, GDX, 0, 4, 0.000000, 
trial0030021, AA, 378, 28, 13.500000, GDX, 73, 4, 18.250000, 
trial0030022, AA, 516, 28, 18.428571, GDX, 67, 4, 16.750000, 
trial0030023, AA, 362, 28, 12.928571, GDX, 36, 4, 9.000000, 
trial0030024, AA, 462, 28, 16.500000, GDX, 121, 4, 30.250000, 
trial0030025, AA, 360, 28, 12.857143, GDX, 45, 4, 11.250000, 
trial0030026, AA, 502, 28, 17.928571, GDX, 132, 4, 33.000000, 
trial0030027, AA, 313, 28, 11.178571, GDX, 127, 4, 31.750000, 
trial0030028, AA, 412, 28, 14.714286, GDX, 67, 4, 16.750000, 
trial0030029, AA, 395, 28, 14.107143, GDX, 114, 4, 28.500000, 
trial0030030, AA, 335, 28, 11.964286, GDX, 128, 4, 32.000000, 
trial0030031, AA, 660, 28, 23.571429, GDX, 162, 4, 40.500000, 
trial0030032, AA, 575, 28, 20.535714, GDX, 47, 4, 11.750000, 
trial0030033, AA, 804, 28, 28.714286, GDX, 58, 4, 14.500000, 
trial0030034, AA, 615, 28, 21.964286, GDX, 25, 4, 6.250000, 
trial0030035, AA, 752, 28, 26.857143, GDX, 70, 4, 17.500000, 
trial0030036, AA, 861, 28, 30.750000, GDX, 66, 4, 16.500000, 
