trial0033301, AA, 0, 6, 0.000000, GDX, 175, 26, 6.730769, 
trial0033302, AA, 77, 6, 12.833333, GDX, 359, 26, 13.807692, 
trial0033303, AA, 244, 6, 40.666667, GDX, 142, 26, 5.461538, 
trial0033304, AA, 142, 6, 23.666667, GDX, 455, 26, 17.500000, 
trial0033305, AA, 37, 6, 6.166667, GDX, 501, 26, 19.269231, 
trial0033306, AA, 139, 6, 23.166667, GDX, 268, 26, 10.307692, 
trial0033307, AA, 119, 6, 19.833333, GDX, 762, 26, 29.307692, 
trial0033308, AA, 110, 6, 18.333333, GDX, 599, 26, 23.038462, 
trial0033309, AA, 46, 6, 7.666667, GDX, 613, 26, 23.576923, 
trial0033310, AA, 0, 6, 0.000000, GDX, 462, 26, 17.769231, 
trial0033311, AA, 84, 6, 14.000000, GDX, 421, 26, 16.192308, 
trial0033312, AA, 309, 6, 51.500000, GDX, 288, 26, 11.076923, 
trial0033313, AA, 210, 6, 35.000000, GDX, 510, 26, 19.615385, 
trial0033314, AA, 221, 6, 36.833333, GDX, 536, 26, 20.615385, 
trial0033315, AA, 82, 6, 13.666667, GDX, 1058, 26, 40.692308, 
trial0033316, AA, 96, 6, 16.000000, GDX, 508, 26, 19.538462, 
trial0033317, AA, 126, 6, 21.000000, GDX, 99, 26, 3.807692, 
trial0033318, AA, 145, 6, 24.166667, GDX, 297, 26, 11.423077, 
trial0033319, AA, 245, 6, 40.833333, GDX, 528, 26, 20.307692, 
trial0033320, AA, 132, 6, 22.000000, GDX, 555, 26, 21.346154, 
trial0033321, AA, 70, 6, 11.666667, GDX, 120, 26, 4.615385, 
trial0033322, AA, 217, 6, 36.166667, GDX, 345, 26, 13.269231, 
trial0033323, AA, 345, 6, 57.500000, GDX, 236, 26, 9.076923, 
trial0033324, AA, 140, 6, 23.333333, GDX, 908, 26, 34.923077, 
trial0033325, AA, 70, 6, 11.666667, GDX, 1021, 26, 39.269231, 
trial0033326, AA, 164, 6, 27.333333, GDX, 544, 26, 20.923077, 
trial0033327, AA, 63, 6, 10.500000, GDX, 646, 26, 24.846154, 
trial0033328, AA, 166, 6, 27.666667, GDX, 431, 26, 16.576923, 
trial0033329, AA, 472, 6, 78.666667, GDX, 499, 26, 19.192308, 
trial0033330, AA, 284, 6, 47.333333, GDX, 91, 26, 3.500000, 
trial0033331, AA, 17, 6, 2.833333, GDX, 547, 26, 21.038462, 
trial0033332, AA, 211, 6, 35.166667, GDX, 398, 26, 15.307692, 
trial0033333, AA, 10, 6, 1.666667, GDX, 373, 26, 14.346154, 
