trial0041101, AA, 263, 16, 16.437500, GDX, 141, 12, 11.750000, ZIP, 118, 4, 29.500000, 
trial0041102, AA, 266, 16, 16.625000, GDX, 217, 12, 18.083333, ZIP, 56, 4, 14.000000, 
trial0041103, AA, 236, 16, 14.750000, GDX, 197, 12, 16.416667, ZIP, 23, 4, 5.750000, 
trial0041104, AA, 138, 16, 8.625000, GDX, 242, 12, 20.166667, ZIP, 79, 4, 19.750000, 
trial0041105, AA, 261, 16, 16.312500, GDX, 198, 12, 16.500000, ZIP, 46, 4, 11.500000, 
trial0041106, AA, 260, 16, 16.250000, GDX, 195, 12, 16.250000, ZIP, 15, 4, 3.750000, 
trial0041107, AA, 285, 16, 17.812500, GDX, 246, 12, 20.500000, ZIP, 22, 4, 5.500000, 
trial0041108, AA, 222, 16, 13.875000, GDX, 109, 12, 9.083333, ZIP, 142, 4, 35.500000, 
trial0041109, AA, 103, 16, 6.437500, GDX, 122, 12, 10.166667, ZIP, 32, 4, 8.000000, 
trial0041110, AA, 96, 16, 6.000000, GDX, 112, 12, 9.333333, ZIP, 95, 4, 23.750000, 
trial0041111, AA, 275, 16, 17.187500, GDX, 155, 12, 12.916667, ZIP, 78, 4, 19.500000, 
trial0041112, AA, 304, 16, 19.000000, GDX, 175, 12, 14.583333, ZIP, 45, 4, 11.250000, 
trial0041113, AA, 425, 16, 26.562500, GDX, 83, 12, 6.916667, ZIP, 39, 4, 9.750000, 
trial0041114, AA, 248, 16, 15.500000, GDX, 202, 12, 16.833333, ZIP, 105, 4, 26.250000, 
trial0041115, AA, 246, 16, 15.375000, GDX, 76, 12, 6.333333, ZIP, 94, 4, 23.500000, 
trial0041116, AA, 224, 16, 14.000000, GDX, 130, 12, 10.833333, ZIP, 96, 4, 24.000000, 
trial0041117, AA, 275, 16, 17.187500, GDX, 274, 12, 22.833333, ZIP, 36, 4, 9.000000, 
trial0041118, AA, 268, 16, 16.750000, GDX, 250, 12, 20.833333, ZIP, 77, 4, 19.250000, 
trial0041119, AA, 297, 16, 18.562500, GDX, 125, 12, 10.416667, ZIP, 76, 4, 19.000000, 
trial0041120, AA, 149, 16, 9.312500, GDX, 96, 12, 8.000000, ZIP, 37, 4, 9.250000, 
trial0041121, AA, 230, 16, 14.375000, GDX, 144, 12, 12.000000, ZIP, 17, 4, 4.250000, 
trial0041122, AA, 396, 16, 24.750000, GDX, 137, 12, 11.416667, ZIP, 29, 4, 7.250000, 
trial0041123, AA, 354, 16, 22.125000, GDX, 213, 12, 17.750000, ZIP, 3, 4, 0.750000, 
trial0041124, AA, 295, 16, 18.437500, GDX, 207, 12, 17.250000, ZIP, 38, 4, 9.500000, 
trial0041125, AA, 345, 16, 21.562500, GDX, 162, 12, 13.500000, ZIP, 48, 4, 12.000000, 
trial0041126, AA, 173, 16, 10.812500, GDX, 199, 12, 16.583333, ZIP, 45, 4, 11.250000, 
trial0041127, AA, 191, 16, 11.937500, GDX, 206, 12, 17.166667, ZIP, 67, 4, 16.750000, 
trial0041128, AA, 153, 16, 9.562500, GDX, 193, 12, 16.083333, ZIP, 92, 4, 23.000000, 
trial0041129, AA, 36, 16, 2.250000, GDX, 196, 12, 16.333333, ZIP, 17, 4, 4.250000, 
trial0041130, AA, 199, 16, 12.437500, GDX, 196, 12, 16.333333, ZIP, 0, 4, 0.000000, 
trial0041131, AA, 323, 16, 20.187500, GDX, 222, 12, 18.500000, ZIP, 128, 4, 32.000000, 
trial0041132, AA, 781, 16, 48.812500, GDX, 68, 12, 5.666667, ZIP, 71, 4, 17.750000, 
trial0041133, AA, 354, 16, 22.125000, GDX, 565, 12, 47.083333, ZIP, 60, 4, 15.000000, 
trial0041134, AA, 554, 16, 34.625000, GDX, 161, 12, 13.416667, ZIP, 168, 4, 42.000000, 
trial0041135, AA, 280, 16, 17.500000, GDX, 436, 12, 36.333333, ZIP, 185, 4, 46.250000, 
trial0041136, AA, 369, 16, 23.062500, GDX, 325, 12, 27.083333, ZIP, 161, 4, 40.250000, 
trial0041137, AA, 412, 16, 25.750000, GDX, 284, 12, 23.666667, ZIP, 119, 4, 29.750000, 
trial0041138, AA, 325, 16, 20.312500, GDX, 206, 12, 17.166667, ZIP, 180, 4, 45.000000, 
trial0041139, AA, 394, 16, 24.625000, GDX, 275, 12, 22.916667, ZIP, 72, 4, 18.000000, 
trial0041140, AA, 452, 16, 28.250000, GDX, 171, 12, 14.250000, ZIP, 124, 4, 31.000000, 
trial0041141, AA, 300, 16, 18.750000, GDX, 0, 12, 0.000000, ZIP, 171, 4, 42.750000, 
trial0041142, AA, 544, 16, 34.000000, GDX, 321, 12, 26.750000, ZIP, 67, 4, 16.750000, 
trial0041143, AA, 328, 16, 20.500000, GDX, 230, 12, 19.166667, ZIP, 200, 4, 50.000000, 
trial0041144, AA, 319, 16, 19.937500, GDX, 385, 12, 32.083333, ZIP, 178, 4, 44.500000, 
trial0041145, AA, 314, 16, 19.625000, GDX, 108, 12, 9.000000, ZIP, 199, 4, 49.750000, 
trial0041146, AA, 294, 16, 18.375000, GDX, 312, 12, 26.000000, ZIP, 323, 4, 80.750000, 
trial0041147, AA, 368, 16, 23.000000, GDX, 278, 12, 23.166667, ZIP, 222, 4, 55.500000, 
trial0041148, AA, 305, 16, 19.062500, GDX, 419, 12, 34.916667, ZIP, 190, 4, 47.500000, 
trial0041149, AA, 739, 16, 46.187500, GDX, 149, 12, 12.416667, ZIP, 69, 4, 17.250000, 
trial0041150, AA, 517, 16, 32.312500, GDX, 97, 12, 8.083333, ZIP, 163, 4, 40.750000, 
trial0041151, AA, 499, 16, 31.187500, GDX, 270, 12, 22.500000, ZIP, 200, 4, 50.000000, 
trial0041152, AA, 543, 16, 33.937500, GDX, 225, 12, 18.750000, ZIP, 48, 4, 12.000000, 
