trial0032701, AA, 153, 10, 15.300000, GDX, 214, 22, 9.727273, 
trial0032702, AA, 140, 10, 14.000000, GDX, 227, 22, 10.318182, 
trial0032703, AA, 85, 10, 8.500000, GDX, 255, 22, 11.590909, 
trial0032704, AA, 90, 10, 9.000000, GDX, 270, 22, 12.272727, 
trial0032705, AA, 110, 10, 11.000000, GDX, 237, 22, 10.772727, 
trial0032706, AA, 170, 10, 17.000000, GDX, 209, 22, 9.500000, 
trial0032707, AA, 82, 10, 8.200000, GDX, 327, 22, 14.863636, 
trial0032708, AA, 176, 10, 17.600000, GDX, 128, 22, 5.818182, 
trial0032709, AA, 127, 10, 12.700000, GDX, 180, 22, 8.181818, 
trial0032710, AA, 97, 10, 9.700000, GDX, 159, 22, 7.227273, 
trial0032711, AA, 154, 10, 15.400000, GDX, 235, 22, 10.681818, 
trial0032712, AA, 146, 10, 14.600000, GDX, 260, 22, 11.818182, 
trial0032713, AA, 0, 10, 0.000000, GDX, 62, 22, 2.818182, 
trial0032714, AA, 48, 10, 4.800000, GDX, 92, 22, 4.181818, 
trial0032715, AA, 67, 10, 6.700000, GDX, 180, 22, 8.181818, 
trial0032716, AA, 99, 10, 9.900000, GDX, 99, 22, 4.500000, 
trial0032717, AA, 160, 10, 16.000000, GDX, 203, 22, 9.227273, 
trial0032718, AA, 47, 10, 4.700000, GDX, 78, 22, 3.545455, 
trial0032719, AA, 65, 10, 6.500000, GDX, 166, 22, 7.545455, 
trial0032720, AA, 33, 10, 3.300000, GDX, 140, 22, 6.363636, 
trial0032721, AA, 147, 10, 14.700000, GDX, 226, 22, 10.272727, 
trial0032722, AA, 56, 10, 5.600000, GDX, 210, 22, 9.545455, 
trial0032723, AA, 38, 10, 3.800000, GDX, 208, 22, 9.454545, 
trial0032724, AA, 141, 10, 14.100000, GDX, 154, 22, 7.000000, 
trial0032725, AA, 9, 10, 0.900000, GDX, 106, 22, 4.818182, 
trial0032726, AA, 115, 10, 11.500000, GDX, 172, 22, 7.818182, 
trial0032727, AA, 70, 10, 7.000000, GDX, 179, 22, 8.136364, 
