trial0056401, GDX, 193, 12, 16.083333, ZIC, 330, 12, 27.500000, ZIP, 70, 8, 8.750000, 
trial0056402, GDX, 243, 12, 20.250000, ZIC, 134, 12, 11.166667, ZIP, 100, 8, 12.500000, 
trial0056403, GDX, 304, 12, 25.333333, ZIC, 184, 12, 15.333333, ZIP, 125, 8, 15.625000, 
trial0056404, GDX, 118, 12, 9.833333, ZIC, 173, 12, 14.416667, ZIP, 208, 8, 26.000000, 
trial0056405, GDX, 144, 12, 12.000000, ZIC, 210, 12, 17.500000, ZIP, 114, 8, 14.250000, 
trial0056406, GDX, 270, 12, 22.500000, ZIC, 251, 12, 20.916667, ZIP, 113, 8, 14.125000, 
trial0056407, GDX, 137, 12, 11.416667, ZIC, 81, 12, 6.750000, ZIP, 188, 8, 23.500000, 
trial0056408, GDX, 110, 12, 9.166667, ZIC, 185, 12, 15.416667, ZIP, 194, 8, 24.250000, 
trial0056409, GDX, 345, 12, 28.750000, ZIC, 195, 12, 16.250000, ZIP, 74, 8, 9.250000, 
trial0056410, GDX, 224, 12, 18.666667, ZIC, 246, 12, 20.500000, ZIP, 133, 8, 16.625000, 
trial0056411, GDX, 59, 12, 4.916667, ZIC, 299, 12, 24.916667, ZIP, 120, 8, 15.000000, 
trial0056412, GDX, 323, 12, 26.916667, ZIC, 192, 12, 16.000000, ZIP, 120, 8, 15.000000, 
trial0056413, GDX, 22, 12, 1.833333, ZIC, 218, 12, 18.166667, ZIP, 208, 8, 26.000000, 
trial0056414, GDX, 133, 12, 11.083333, ZIC, 114, 12, 9.500000, ZIP, 242, 8, 30.250000, 
trial0056415, GDX, 151, 12, 12.583333, ZIC, 330, 12, 27.500000, ZIP, 71, 8, 8.875000, 
trial0056416, GDX, 79, 12, 6.583333, ZIC, 198, 12, 16.500000, ZIP, 129, 8, 16.125000, 
trial0056417, GDX, 120, 12, 10.000000, ZIC, 168, 12, 14.000000, ZIP, 264, 8, 33.000000, 
trial0056418, GDX, 127, 12, 10.583333, ZIC, 222, 12, 18.500000, ZIP, 182, 8, 22.750000, 
trial0056419, GDX, 127, 12, 10.583333, ZIC, 323, 12, 26.916667, ZIP, 153, 8, 19.125000, 
trial0056420, GDX, 289, 12, 24.083333, ZIC, 146, 12, 12.166667, ZIP, 116, 8, 14.500000, 
trial0056421, GDX, 110, 12, 9.166667, ZIC, 437, 12, 36.416667, ZIP, 66, 8, 8.250000, 
trial0056422, GDX, 116, 12, 9.666667, ZIC, 280, 12, 23.333333, ZIP, 146, 8, 18.250000, 
trial0056423, GDX, 171, 12, 14.250000, ZIC, 299, 12, 24.916667, ZIP, 113, 8, 14.125000, 
trial0056424, GDX, 141, 12, 11.750000, ZIC, 251, 12, 20.916667, ZIP, 211, 8, 26.375000, 
trial0056425, GDX, 43, 12, 3.583333, ZIC, 238, 12, 19.833333, ZIP, 114, 8, 14.250000, 
trial0056426, GDX, 93, 12, 7.750000, ZIC, 253, 12, 21.083333, ZIP, 122, 8, 15.250000, 
trial0056427, GDX, 165, 12, 13.750000, ZIC, 319, 12, 26.583333, ZIP, 140, 8, 17.500000, 
trial0056428, GDX, 90, 12, 7.500000, ZIC, 268, 12, 22.333333, ZIP, 203, 8, 25.375000, 
trial0056429, GDX, 29, 12, 2.416667, ZIC, 327, 12, 27.250000, ZIP, 164, 8, 20.500000, 
trial0056430, GDX, 117, 12, 9.750000, ZIC, 286, 12, 23.833333, ZIP, 137, 8, 17.125000, 
trial0056431, GDX, 117, 12, 9.750000, ZIC, 31, 12, 2.583333, ZIP, 116, 8, 14.500000, 
trial0056432, GDX, 61, 12, 5.083333, ZIC, 142, 12, 11.833333, ZIP, 87, 8, 10.875000, 
trial0056433, GDX, 67, 12, 5.583333, ZIC, 130, 12, 10.833333, ZIP, 15, 8, 1.875000, 
trial0056434, GDX, 87, 12, 7.250000, ZIC, 65, 12, 5.416667, ZIP, 61, 8, 7.625000, 
trial0056435, GDX, 86, 12, 7.166667, ZIC, 75, 12, 6.250000, ZIP, 31, 8, 3.875000, 
trial0056436, GDX, 29, 12, 2.416667, ZIC, 130, 12, 10.833333, ZIP, 65, 8, 8.125000, 
trial0056437, GDX, 85, 12, 7.083333, ZIC, 171, 12, 14.250000, ZIP, 45, 8, 5.625000, 
trial0056438, GDX, 175, 12, 14.583333, ZIC, 45, 12, 3.750000, ZIP, 40, 8, 5.000000, 
trial0056439, GDX, 59, 12, 4.916667, ZIC, 41, 12, 3.416667, ZIP, 135, 8, 16.875000, 
trial0056440, GDX, 63, 12, 5.250000, ZIC, 118, 12, 9.833333, ZIP, 53, 8, 6.625000, 
trial0056441, GDX, 92, 12, 7.666667, ZIC, 47, 12, 3.916667, ZIP, 95, 8, 11.875000, 
trial0056442, GDX, 57, 12, 4.750000, ZIC, 99, 12, 8.250000, ZIP, 135, 8, 16.875000, 
trial0056443, GDX, 61, 12, 5.083333, ZIC, 97, 12, 8.083333, ZIP, 144, 8, 18.000000, 
trial0056444, GDX, 45, 12, 3.750000, ZIC, 91, 12, 7.583333, ZIP, 108, 8, 13.500000, 
trial0056445, GDX, 27, 12, 2.250000, ZIC, 66, 12, 5.500000, ZIP, 141, 8, 17.625000, 
trial0056446, GDX, 55, 12, 4.583333, ZIC, 21, 12, 1.750000, ZIP, 200, 8, 25.000000, 
trial0056447, GDX, 93, 12, 7.750000, ZIC, 85, 12, 7.083333, ZIP, 123, 8, 15.375000, 
trial0056448, GDX, 73, 12, 6.083333, ZIC, 143, 12, 11.916667, ZIP, 29, 8, 3.625000, 
trial0056449, GDX, 45, 12, 3.750000, ZIC, 52, 12, 4.333333, ZIP, 173, 8, 21.625000, 
trial0056450, GDX, 85, 12, 7.083333, ZIC, 73, 12, 6.083333, ZIP, 86, 8, 10.750000, 
trial0056451, GDX, 25, 12, 2.083333, ZIC, 126, 12, 10.500000, ZIP, 119, 8, 14.875000, 
trial0056452, GDX, 42, 12, 3.500000, ZIC, 125, 12, 10.416667, ZIP, 82, 8, 10.250000, 
trial0056453, GDX, 61, 12, 5.083333, ZIC, 84, 12, 7.000000, ZIP, 120, 8, 15.000000, 
trial0056454, GDX, 151, 12, 12.583333, ZIC, 71, 12, 5.916667, ZIP, 53, 8, 6.625000, 
trial0056455, GDX, 112, 12, 9.333333, ZIC, 57, 12, 4.750000, ZIP, 143, 8, 17.875000, 
trial0056456, GDX, 62, 12, 5.166667, ZIC, 127, 12, 10.583333, ZIP, 96, 8, 12.000000, 
trial0056457, GDX, 58, 12, 4.833333, ZIC, 38, 12, 3.166667, ZIP, 196, 8, 24.500000, 
trial0056458, GDX, 69, 12, 5.750000, ZIC, 120, 12, 10.000000, ZIP, 86, 8, 10.750000, 
trial0056459, GDX, 85, 12, 7.083333, ZIC, 85, 12, 7.083333, ZIP, 96, 8, 12.000000, 
trial0056460, GDX, 29, 12, 2.416667, ZIC, 111, 12, 9.250000, ZIP, 89, 8, 11.125000, 
trial0056461, GDX, 54, 12, 4.500000, ZIC, 168, 12, 14.000000, ZIP, 116, 8, 14.500000, 
trial0056462, GDX, 80, 12, 6.666667, ZIC, 154, 12, 12.833333, ZIP, 126, 8, 15.750000, 
trial0056463, GDX, 258, 12, 21.500000, ZIC, 62, 12, 5.166667, ZIP, 86, 8, 10.750000, 
trial0056464, GDX, 145, 12, 12.083333, ZIC, 87, 12, 7.250000, ZIP, 98, 8, 12.250000, 
trial0056465, GDX, 21, 12, 1.750000, ZIC, 283, 12, 23.583333, ZIP, 117, 8, 14.625000, 
trial0056466, GDX, 2, 12, 0.166667, ZIC, 264, 12, 22.000000, ZIP, 95, 8, 11.875000, 
trial0056467, GDX, 112, 12, 9.333333, ZIC, 243, 12, 20.250000, ZIP, 120, 8, 15.000000, 
trial0056468, GDX, 126, 12, 10.500000, ZIC, 44, 12, 3.666667, ZIP, 176, 8, 22.000000, 
trial0056469, GDX, 173, 12, 14.416667, ZIC, 104, 12, 8.666667, ZIP, 99, 8, 12.375000, 
trial0056470, GDX, 153, 12, 12.750000, ZIC, 31, 12, 2.583333, ZIP, 123, 8, 15.375000, 
trial0056471, GDX, 158, 12, 13.166667, ZIC, 211, 12, 17.583333, ZIP, 122, 8, 15.250000, 
trial0056472, GDX, 28, 12, 2.333333, ZIC, 90, 12, 7.500000, ZIP, 197, 8, 24.625000, 
trial0056473, GDX, 136, 12, 11.333333, ZIC, 177, 12, 14.750000, ZIP, 154, 8, 19.250000, 
trial0056474, GDX, 24, 12, 2.000000, ZIC, 258, 12, 21.500000, ZIP, 124, 8, 15.500000, 
trial0056475, GDX, 295, 12, 24.583333, ZIC, 122, 12, 10.166667, ZIP, 74, 8, 9.250000, 
trial0056476, GDX, 82, 12, 6.833333, ZIC, 138, 12, 11.500000, ZIP, 180, 8, 22.500000, 
trial0056477, GDX, 249, 12, 20.750000, ZIC, 122, 12, 10.166667, ZIP, 97, 8, 12.125000, 
trial0056478, GDX, 167, 12, 13.916667, ZIC, 176, 12, 14.666667, ZIP, 117, 8, 14.625000, 
trial0056479, GDX, 196, 12, 16.333333, ZIC, 185, 12, 15.416667, ZIP, 41, 8, 5.125000, 
trial0056480, GDX, 68, 12, 5.666667, ZIC, 156, 12, 13.000000, ZIP, 129, 8, 16.125000, 
trial0056481, GDX, 41, 12, 3.416667, ZIC, 147, 12, 12.250000, ZIP, 172, 8, 21.500000, 
trial0056482, GDX, 129, 12, 10.750000, ZIC, 23, 12, 1.916667, ZIP, 101, 8, 12.625000, 
trial0056483, GDX, 67, 12, 5.583333, ZIC, 174, 12, 14.500000, ZIP, 219, 8, 27.375000, 
trial0056484, GDX, 149, 12, 12.416667, ZIC, 169, 12, 14.083333, ZIP, 158, 8, 19.750000, 
trial0056485, GDX, 112, 12, 9.333333, ZIC, 153, 12, 12.750000, ZIP, 96, 8, 12.000000, 
trial0056486, GDX, 72, 12, 6.000000, ZIC, 200, 12, 16.666667, ZIP, 35, 8, 4.375000, 
trial0056487, GDX, 106, 12, 8.833333, ZIC, 125, 12, 10.416667, ZIP, 122, 8, 15.250000, 
trial0056488, GDX, 41, 12, 3.416667, ZIC, 287, 12, 23.916667, ZIP, 124, 8, 15.500000, 
trial0056489, GDX, 127, 12, 10.583333, ZIC, 184, 12, 15.333333, ZIP, 65, 8, 8.125000, 
trial0056490, GDX, 0, 12, 0.000000, ZIC, 68, 12, 5.666667, ZIP, 276, 8, 34.500000, 
trial0056491, GDX, 37, 12, 3.083333, ZIC, 130, 12, 10.833333, ZIP, 133, 8, 16.625000, 
trial0056492, GDX, 121, 12, 10.083333, ZIC, 126, 12, 10.500000, ZIP, 53, 8, 6.625000, 
trial0056493, GDX, 97, 12, 8.083333, ZIC, 83, 12, 6.916667, ZIP, 92, 8, 11.500000, 
trial0056494, GDX, 96, 12, 8.000000, ZIC, 196, 12, 16.333333, ZIP, 37, 8, 4.625000, 
trial0056495, GDX, 159, 12, 13.250000, ZIC, 152, 12, 12.666667, ZIP, 80, 8, 10.000000, 
trial0056496, GDX, 63, 12, 5.250000, ZIC, 216, 12, 18.000000, ZIP, 112, 8, 14.000000, 
trial0056497, GDX, 125, 12, 10.416667, ZIC, 85, 12, 7.083333, ZIP, 112, 8, 14.000000, 
trial0056498, GDX, 0, 12, 0.000000, ZIC, 36, 12, 3.000000, ZIP, 138, 8, 17.250000, 
trial0056499, GDX, 102, 12, 8.500000, ZIC, 213, 12, 17.750000, ZIP, 83, 8, 10.375000, 
trial0056500, GDX, 33, 12, 2.750000, ZIC, 123, 12, 10.250000, ZIP, 96, 8, 12.000000, 
trial0056501, GDX, 117, 12, 9.750000, ZIC, 202, 12, 16.833333, ZIP, 44, 8, 5.500000, 
trial0056502, GDX, 98, 12, 8.166667, ZIC, 147, 12, 12.250000, ZIP, 153, 8, 19.125000, 
trial0056503, GDX, 1, 12, 0.083333, ZIC, 128, 12, 10.666667, ZIP, 157, 8, 19.625000, 
trial0056504, GDX, 129, 12, 10.750000, ZIC, 202, 12, 16.833333, ZIP, 5, 8, 0.625000, 
trial0056505, GDX, 104, 12, 8.666667, ZIC, 165, 12, 13.750000, ZIP, 67, 8, 8.375000, 
trial0056506, GDX, 116, 12, 9.666667, ZIC, 140, 12, 11.666667, ZIP, 65, 8, 8.125000, 
trial0056507, GDX, 148, 12, 12.333333, ZIC, 130, 12, 10.833333, ZIP, 120, 8, 15.000000, 
trial0056508, GDX, 126, 12, 10.500000, ZIC, 105, 12, 8.750000, ZIP, 188, 8, 23.500000, 
trial0056509, GDX, 88, 12, 7.333333, ZIC, 217, 12, 18.083333, ZIP, 93, 8, 11.625000, 
trial0056510, GDX, 47, 12, 3.916667, ZIC, 181, 12, 15.083333, ZIP, 135, 8, 16.875000, 
trial0056511, GDX, 117, 12, 9.750000, ZIC, 109, 12, 9.083333, ZIP, 186, 8, 23.250000, 
trial0056512, GDX, 148, 12, 12.333333, ZIC, 104, 12, 8.666667, ZIP, 76, 8, 9.500000, 
trial0056513, GDX, 39, 12, 3.250000, ZIC, 113, 12, 9.416667, ZIP, 232, 8, 29.000000, 
trial0056514, GDX, 77, 12, 6.416667, ZIC, 155, 12, 12.916667, ZIP, 131, 8, 16.375000, 
trial0056515, GDX, 103, 12, 8.583333, ZIC, 185, 12, 15.416667, ZIP, 117, 8, 14.625000, 
trial0056516, GDX, 90, 12, 7.500000, ZIC, 223, 12, 18.583333, ZIP, 64, 8, 8.000000, 
trial0056517, GDX, 138, 12, 11.500000, ZIC, 163, 12, 13.583333, ZIP, 111, 8, 13.875000, 
trial0056518, GDX, 82, 12, 6.833333, ZIC, 179, 12, 14.916667, ZIP, 67, 8, 8.375000, 
trial0056519, GDX, 34, 12, 2.833333, ZIC, 161, 12, 13.416667, ZIP, 99, 8, 12.375000, 
trial0056520, GDX, 60, 12, 5.000000, ZIC, 233, 12, 19.416667, ZIP, 112, 8, 14.000000, 
trial0056521, GDX, 119, 12, 9.916667, ZIC, 220, 12, 18.333333, ZIP, 140, 8, 17.500000, 
trial0056522, GDX, 90, 12, 7.500000, ZIC, 157, 12, 13.083333, ZIP, 216, 8, 27.000000, 
trial0056523, GDX, 117, 12, 9.750000, ZIC, 230, 12, 19.166667, ZIP, 156, 8, 19.500000, 
trial0056524, GDX, 74, 12, 6.166667, ZIC, 102, 12, 8.500000, ZIP, 151, 8, 18.875000, 
trial0056525, GDX, 65, 12, 5.416667, ZIC, 271, 12, 22.583333, ZIP, 135, 8, 16.875000, 
trial0056526, GDX, 128, 12, 10.666667, ZIC, 172, 12, 14.333333, ZIP, 59, 8, 7.375000, 
trial0056527, GDX, 192, 12, 16.000000, ZIC, 79, 12, 6.583333, ZIP, 136, 8, 17.000000, 
trial0056528, GDX, 50, 12, 4.166667, ZIC, 153, 12, 12.750000, ZIP, 108, 8, 13.500000, 
trial0056529, GDX, 77, 12, 6.416667, ZIC, 86, 12, 7.166667, ZIP, 148, 8, 18.500000, 
trial0056530, GDX, 57, 12, 4.750000, ZIC, 225, 12, 18.750000, ZIP, 45, 8, 5.625000, 
trial0056531, GDX, 58, 12, 4.833333, ZIC, 159, 12, 13.250000, ZIP, 142, 8, 17.750000, 
trial0056532, GDX, 211, 12, 17.583333, ZIC, 95, 12, 7.916667, ZIP, 117, 8, 14.625000, 
trial0056533, GDX, 85, 12, 7.083333, ZIC, 139, 12, 11.583333, ZIP, 167, 8, 20.875000, 
trial0056534, GDX, 107, 12, 8.916667, ZIC, 143, 12, 11.916667, ZIP, 149, 8, 18.625000, 
trial0056535, GDX, 140, 12, 11.666667, ZIC, 172, 12, 14.333333, ZIP, 159, 8, 19.875000, 
trial0056536, GDX, 124, 12, 10.333333, ZIC, 191, 12, 15.916667, ZIP, 76, 8, 9.500000, 
trial0056537, GDX, 264, 12, 22.000000, ZIC, 129, 12, 10.750000, ZIP, 54, 8, 6.750000, 
trial0056538, GDX, 289, 12, 24.083333, ZIC, 176, 12, 14.666667, ZIP, 30, 8, 3.750000, 
trial0056539, GDX, 79, 12, 6.583333, ZIC, 142, 12, 11.833333, ZIP, 106, 8, 13.250000, 
trial0056540, GDX, 88, 12, 7.333333, ZIC, 148, 12, 12.333333, ZIP, 179, 8, 22.375000, 
trial0056541, GDX, 79, 12, 6.583333, ZIC, 137, 12, 11.416667, ZIP, 239, 8, 29.875000, 
trial0056542, GDX, 177, 12, 14.750000, ZIC, 135, 12, 11.250000, ZIP, 135, 8, 16.875000, 
trial0056543, GDX, 78, 12, 6.500000, ZIC, 103, 12, 8.583333, ZIP, 146, 8, 18.250000, 
trial0056544, GDX, 67, 12, 5.583333, ZIC, 139, 12, 11.583333, ZIP, 225, 8, 28.125000, 
trial0056545, GDX, 89, 12, 7.416667, ZIC, 115, 12, 9.583333, ZIP, 115, 8, 14.375000, 
trial0056546, GDX, 125, 12, 10.416667, ZIC, 55, 12, 4.583333, ZIP, 259, 8, 32.375000, 
trial0056547, GDX, 140, 12, 11.666667, ZIC, 1, 12, 0.083333, ZIP, 250, 8, 31.250000, 
trial0056548, GDX, 131, 12, 10.916667, ZIC, 203, 12, 16.916667, ZIP, 145, 8, 18.125000, 
trial0056549, GDX, 138, 12, 11.500000, ZIC, 228, 12, 19.000000, ZIP, 81, 8, 10.125000, 
trial0056550, GDX, 144, 12, 12.000000, ZIC, 237, 12, 19.750000, ZIP, 82, 8, 10.250000, 
trial0056551, GDX, 177, 12, 14.750000, ZIC, 21, 12, 1.750000, ZIP, 81, 8, 10.125000, 
trial0056552, GDX, 82, 12, 6.833333, ZIC, 66, 12, 5.500000, ZIP, 56, 8, 7.000000, 
trial0056553, GDX, 122, 12, 10.166667, ZIC, 57, 12, 4.750000, ZIP, 40, 8, 5.000000, 
trial0056554, GDX, 44, 12, 3.666667, ZIC, 101, 12, 8.416667, ZIP, 134, 8, 16.750000, 
trial0056555, GDX, 56, 12, 4.666667, ZIC, 49, 12, 4.083333, ZIP, 104, 8, 13.000000, 
trial0056556, GDX, 114, 12, 9.500000, ZIC, 1, 12, 0.083333, ZIP, 79, 8, 9.875000, 
trial0056557, GDX, 52, 12, 4.333333, ZIC, 76, 12, 6.333333, ZIP, 11, 8, 1.375000, 
trial0056558, GDX, 94, 12, 7.833333, ZIC, 185, 12, 15.416667, ZIP, 30, 8, 3.750000, 
trial0056559, GDX, 27, 12, 2.250000, ZIC, 105, 12, 8.750000, ZIP, 82, 8, 10.250000, 
trial0056560, GDX, 88, 12, 7.333333, ZIC, 96, 12, 8.000000, ZIP, 75, 8, 9.375000, 
trial0056561, GDX, 66, 12, 5.500000, ZIC, 116, 12, 9.666667, ZIP, 37, 8, 4.625000, 
trial0056562, GDX, 97, 12, 8.083333, ZIC, 95, 12, 7.916667, ZIP, 102, 8, 12.750000, 
trial0056563, GDX, 101, 12, 8.416667, ZIC, 103, 12, 8.583333, ZIP, 85, 8, 10.625000, 
trial0056564, GDX, 73, 12, 6.083333, ZIC, 128, 12, 10.666667, ZIP, 88, 8, 11.000000, 
trial0056565, GDX, 51, 12, 4.250000, ZIC, 174, 12, 14.500000, ZIP, 94, 8, 11.750000, 
trial0056566, GDX, 24, 12, 2.000000, ZIC, 164, 12, 13.666667, ZIP, 81, 8, 10.125000, 
trial0056567, GDX, 106, 12, 8.833333, ZIC, 126, 12, 10.500000, ZIP, 67, 8, 8.375000, 
trial0056568, GDX, 110, 12, 9.166667, ZIC, 99, 12, 8.250000, ZIP, 105, 8, 13.125000, 
trial0056569, GDX, 80, 12, 6.666667, ZIC, 86, 12, 7.166667, ZIP, 93, 8, 11.625000, 
trial0056570, GDX, 69, 12, 5.750000, ZIC, 128, 12, 10.666667, ZIP, 62, 8, 7.750000, 
trial0056571, GDX, 113, 12, 9.416667, ZIC, 107, 12, 8.916667, ZIP, 84, 8, 10.500000, 
trial0056572, GDX, 89, 12, 7.416667, ZIC, 160, 12, 13.333333, ZIP, 60, 8, 7.500000, 
trial0056573, GDX, 76, 12, 6.333333, ZIC, 124, 12, 10.333333, ZIP, 79, 8, 9.875000, 
trial0056574, GDX, 125, 12, 10.416667, ZIC, 72, 12, 6.000000, ZIP, 77, 8, 9.625000, 
trial0056575, GDX, 21, 12, 1.750000, ZIC, 151, 12, 12.583333, ZIP, 132, 8, 16.500000, 
trial0056576, GDX, 73, 12, 6.083333, ZIC, 138, 12, 11.500000, ZIP, 73, 8, 9.125000, 
trial0056577, GDX, 82, 12, 6.833333, ZIC, 128, 12, 10.666667, ZIP, 59, 8, 7.375000, 
trial0056578, GDX, 67, 12, 5.583333, ZIC, 149, 12, 12.416667, ZIP, 63, 8, 7.875000, 
trial0056579, GDX, 42, 12, 3.500000, ZIC, 129, 12, 10.750000, ZIP, 108, 8, 13.500000, 
trial0056580, GDX, 57, 12, 4.750000, ZIC, 120, 12, 10.000000, ZIP, 97, 8, 12.125000, 
trial0056581, GDX, 62, 12, 5.166667, ZIC, 114, 12, 9.500000, ZIP, 13, 8, 1.625000, 
trial0056582, GDX, 29, 12, 2.416667, ZIC, 115, 12, 9.583333, ZIP, 82, 8, 10.250000, 
trial0056583, GDX, 104, 12, 8.666667, ZIC, 86, 12, 7.166667, ZIP, 53, 8, 6.625000, 
trial0056584, GDX, 121, 12, 10.083333, ZIC, 95, 12, 7.916667, ZIP, 15, 8, 1.875000, 
trial0056585, GDX, 51, 12, 4.250000, ZIC, 108, 12, 9.000000, ZIP, 84, 8, 10.500000, 
trial0056586, GDX, 100, 12, 8.333333, ZIC, 42, 12, 3.500000, ZIP, 89, 8, 11.125000, 
trial0056587, GDX, 74, 12, 6.166667, ZIC, 130, 12, 10.833333, ZIP, 48, 8, 6.000000, 
trial0056588, GDX, 41, 12, 3.416667, ZIC, 101, 12, 8.416667, ZIP, 90, 8, 11.250000, 
trial0056589, GDX, 64, 12, 5.333333, ZIC, 59, 12, 4.916667, ZIP, 108, 8, 13.500000, 
trial0056590, GDX, 58, 12, 4.833333, ZIC, 80, 12, 6.666667, ZIP, 85, 8, 10.625000, 
trial0056591, GDX, 116, 12, 9.666667, ZIC, 103, 12, 8.583333, ZIP, 24, 8, 3.000000, 
trial0056592, GDX, 45, 12, 3.750000, ZIC, 50, 12, 4.166667, ZIP, 131, 8, 16.375000, 
trial0056593, GDX, 67, 12, 5.583333, ZIC, 36, 12, 3.000000, ZIP, 119, 8, 14.875000, 
trial0056594, GDX, 57, 12, 4.750000, ZIC, 143, 12, 11.916667, ZIP, 34, 8, 4.250000, 
trial0056595, GDX, 53, 12, 4.416667, ZIC, 70, 12, 5.833333, ZIP, 104, 8, 13.000000, 
trial0056596, GDX, 108, 12, 9.000000, ZIC, 72, 12, 6.000000, ZIP, 42, 8, 5.250000, 
trial0056597, GDX, 80, 12, 6.666667, ZIC, 71, 12, 5.916667, ZIP, 97, 8, 12.125000, 
trial0056598, GDX, 64, 12, 5.333333, ZIC, 114, 12, 9.500000, ZIP, 58, 8, 7.250000, 
trial0056599, GDX, 49, 12, 4.083333, ZIC, 146, 12, 12.166667, ZIP, 61, 8, 7.625000, 
trial0056600, GDX, 60, 12, 5.000000, ZIC, 98, 12, 8.166667, ZIP, 60, 8, 7.500000, 
trial0056601, GDX, 98, 12, 8.166667, ZIC, 106, 12, 8.833333, ZIP, 43, 8, 5.375000, 
trial0056602, GDX, 30, 12, 2.500000, ZIC, 114, 12, 9.500000, ZIP, 116, 8, 14.500000, 
trial0056603, GDX, 111, 12, 9.250000, ZIC, 37, 12, 3.083333, ZIP, 96, 8, 12.000000, 
trial0056604, GDX, 97, 12, 8.083333, ZIC, 99, 12, 8.250000, ZIP, 26, 8, 3.250000, 
trial0056605, GDX, 25, 12, 2.083333, ZIC, 107, 12, 8.916667, ZIP, 94, 8, 11.750000, 
trial0056606, GDX, 55, 12, 4.583333, ZIC, 129, 12, 10.750000, ZIP, 80, 8, 10.000000, 
trial0056607, GDX, 26, 12, 2.166667, ZIC, 80, 12, 6.666667, ZIP, 57, 8, 7.125000, 
trial0056608, GDX, 119, 12, 9.916667, ZIC, 83, 12, 6.916667, ZIP, 20, 8, 2.500000, 
