trial0014401, AA, 3397, 16, 212.312500, ZIC, 0, 2, 0.000000, ZIP, 2053, 14, 146.642857, 
trial0014402, AA, 2783, 16, 173.937500, ZIC, 16, 2, 8.000000, ZIP, 2812, 14, 200.857143, 
trial0014403, AA, 2417, 16, 151.062500, ZIC, 131, 2, 65.500000, ZIP, 3030, 14, 216.428571, 
trial0014404, AA, 3183, 16, 198.937500, ZIC, 68, 2, 34.000000, ZIP, 2681, 14, 191.500000, 
trial0014405, AA, 2198, 16, 137.375000, ZIC, 250, 2, 125.000000, ZIP, 2850, 14, 203.571429, 
trial0014406, AA, 1851, 16, 115.687500, ZIC, 623, 2, 311.500000, ZIP, 3032, 14, 216.571429, 
trial0014407, AA, 1605, 16, 100.312500, ZIC, 5, 2, 2.500000, ZIP, 4122, 14, 294.428571, 
trial0014408, AA, 3214, 16, 200.875000, ZIC, 138, 2, 69.000000, ZIP, 1896, 14, 135.428571, 
trial0014409, AA, 3009, 16, 188.062500, ZIC, 379, 2, 189.500000, ZIP, 2381, 14, 170.071429, 
trial0014410, AA, 2808, 16, 175.500000, ZIC, 537, 2, 268.500000, ZIP, 1704, 14, 121.714286, 
trial0014411, AA, 3637, 16, 227.312500, ZIC, 415, 2, 207.500000, ZIP, 1825, 14, 130.357143, 
trial0014412, AA, 1973, 16, 123.312500, ZIC, 503, 2, 251.500000, ZIP, 3548, 14, 253.428571, 
trial0014413, AA, 2700, 16, 168.750000, ZIC, 32, 2, 16.000000, ZIP, 2882, 14, 205.857143, 
trial0014414, AA, 2495, 16, 155.937500, ZIC, 10, 2, 5.000000, ZIP, 3159, 14, 225.642857, 
trial0014415, AA, 4466, 16, 279.125000, ZIC, 53, 2, 26.500000, ZIP, 1219, 14, 87.071429, 
trial0014416, AA, 3351, 16, 209.437500, ZIC, 227, 2, 113.500000, ZIP, 1630, 14, 116.428571, 
trial0014417, AA, 3144, 16, 196.500000, ZIC, 0, 2, 0.000000, ZIP, 2549, 14, 182.071429, 
trial0014418, AA, 3646, 16, 227.875000, ZIC, 218, 2, 109.000000, ZIP, 1576, 14, 112.571429, 
trial0014419, AA, 3766, 16, 235.375000, ZIC, 377, 2, 188.500000, ZIP, 1118, 14, 79.857143, 
trial0014420, AA, 3012, 16, 188.250000, ZIC, 96, 2, 48.000000, ZIP, 2797, 14, 199.785714, 
trial0014421, AA, 1522, 16, 95.125000, ZIC, 78, 2, 39.000000, ZIP, 3725, 14, 266.071429, 
trial0014422, AA, 3433, 16, 214.562500, ZIC, 514, 2, 257.000000, ZIP, 1632, 14, 116.571429, 
trial0014423, AA, 3449, 16, 215.562500, ZIC, 195, 2, 97.500000, ZIP, 1043, 14, 74.500000, 
trial0014424, AA, 1634, 16, 102.125000, ZIC, 0, 2, 0.000000, ZIP, 3822, 14, 273.000000, 
trial0014425, AA, 2580, 16, 161.250000, ZIC, 292, 2, 146.000000, ZIP, 2111, 14, 150.785714, 
trial0014426, AA, 3069, 16, 191.812500, ZIC, 194, 2, 97.000000, ZIP, 2160, 14, 154.285714, 
trial0014427, AA, 3176, 16, 198.500000, ZIC, 295, 2, 147.500000, ZIP, 2373, 14, 169.500000, 
trial0014428, AA, 3660, 16, 228.750000, ZIC, 0, 2, 0.000000, ZIP, 2152, 14, 153.714286, 
trial0014429, AA, 2430, 16, 151.875000, ZIC, 174, 2, 87.000000, ZIP, 2970, 14, 212.142857, 
trial0014430, AA, 1783, 16, 111.437500, ZIC, 210, 2, 105.000000, ZIP, 3809, 14, 272.071429, 
trial0014431, AA, 2586, 16, 161.625000, ZIC, 0, 2, 0.000000, ZIP, 1634, 14, 116.714286, 
trial0014432, AA, 3140, 16, 196.250000, ZIC, 0, 2, 0.000000, ZIP, 1417, 14, 101.214286, 
trial0014433, AA, 2962, 16, 185.125000, ZIC, 88, 2, 44.000000, ZIP, 1346, 14, 96.142857, 
trial0014434, AA, 1538, 16, 96.125000, ZIC, 138, 2, 69.000000, ZIP, 3140, 14, 224.285714, 
