trial0043201, AA, 872, 20, 43.600000, ZIC, 651, 12, 54.250000, 
trial0043202, AA, 1205, 20, 60.250000, ZIC, 413, 12, 34.416667, 
trial0043203, AA, 1272, 20, 63.600000, ZIC, 333, 12, 27.750000, 
trial0043204, AA, 1255, 20, 62.750000, ZIC, 475, 12, 39.583333, 
trial0043205, AA, 1070, 20, 53.500000, ZIC, 601, 12, 50.083333, 
trial0043206, AA, 1154, 20, 57.700000, ZIC, 522, 12, 43.500000, 
trial0043207, AA, 1276, 20, 63.800000, ZIC, 377, 12, 31.416667, 
trial0043208, AA, 815, 20, 40.750000, ZIC, 883, 12, 73.583333, 
trial0043209, AA, 1373, 20, 68.650000, ZIC, 300, 12, 25.000000, 
trial0043210, AA, 1226, 20, 61.300000, ZIC, 462, 12, 38.500000, 
trial0043211, AA, 1027, 20, 51.350000, ZIC, 661, 12, 55.083333, 
trial0043212, AA, 992, 20, 49.600000, ZIC, 704, 12, 58.666667, 
trial0043213, AA, 1215, 20, 60.750000, ZIC, 474, 12, 39.500000, 
trial0043214, AA, 1076, 20, 53.800000, ZIC, 515, 12, 42.916667, 
trial0043215, AA, 930, 20, 46.500000, ZIC, 685, 12, 57.083333, 
trial0043216, AA, 981, 20, 49.050000, ZIC, 699, 12, 58.250000, 
trial0043217, AA, 821, 20, 41.050000, ZIC, 760, 12, 63.333333, 
trial0043218, AA, 759, 20, 37.950000, ZIC, 934, 12, 77.833333, 
trial0043219, AA, 1030, 20, 51.500000, ZIC, 673, 12, 56.083333, 
trial0043220, AA, 1113, 20, 55.650000, ZIC, 549, 12, 45.750000, 
trial0043221, AA, 769, 20, 38.450000, ZIC, 919, 12, 76.583333, 
trial0043222, AA, 1011, 20, 50.550000, ZIC, 632, 12, 52.666667, 
trial0043223, AA, 1127, 20, 56.350000, ZIC, 448, 12, 37.333333, 
trial0043224, AA, 1285, 20, 64.250000, ZIC, 441, 12, 36.750000, 
trial0043225, AA, 1019, 20, 50.950000, ZIC, 576, 12, 48.000000, 
trial0043226, AA, 1325, 20, 66.250000, ZIC, 317, 12, 26.416667, 
trial0043227, AA, 1164, 20, 58.200000, ZIC, 449, 12, 37.416667, 
trial0043228, AA, 1163, 20, 58.150000, ZIC, 457, 12, 38.083333, 
trial0043229, AA, 1245, 20, 62.250000, ZIC, 388, 12, 32.333333, 
trial0043230, AA, 1075, 20, 53.750000, ZIC, 552, 12, 46.000000, 
trial0043231, AA, 930, 20, 46.500000, ZIC, 363, 12, 30.250000, 
trial0043232, AA, 610, 20, 30.500000, ZIC, 731, 12, 60.916667, 
trial0043233, AA, 779, 20, 38.950000, ZIC, 447, 12, 37.250000, 
trial0043234, AA, 774, 20, 38.700000, ZIC, 553, 12, 46.083333, 
trial0043235, AA, 992, 20, 49.600000, ZIC, 366, 12, 30.500000, 
trial0043236, AA, 1065, 20, 53.250000, ZIC, 267, 12, 22.250000, 
trial0043237, AA, 986, 20, 49.300000, ZIC, 385, 12, 32.083333, 
trial0043238, AA, 827, 20, 41.350000, ZIC, 483, 12, 40.250000, 
trial0043239, AA, 935, 20, 46.750000, ZIC, 415, 12, 34.583333, 
trial0043240, AA, 938, 20, 46.900000, ZIC, 357, 12, 29.750000, 
trial0043241, AA, 895, 20, 44.750000, ZIC, 415, 12, 34.583333, 
trial0043242, AA, 798, 20, 39.900000, ZIC, 518, 12, 43.166667, 
trial0043243, AA, 751, 20, 37.550000, ZIC, 552, 12, 46.000000, 
trial0043244, AA, 717, 20, 35.850000, ZIC, 602, 12, 50.166667, 
trial0043245, AA, 966, 20, 48.300000, ZIC, 284, 12, 23.666667, 
trial0043246, AA, 705, 20, 35.250000, ZIC, 628, 12, 52.333333, 
trial0043247, AA, 887, 20, 44.350000, ZIC, 522, 12, 43.500000, 
trial0043248, AA, 837, 20, 41.850000, ZIC, 498, 12, 41.500000, 
trial0043249, AA, 728, 20, 36.400000, ZIC, 611, 12, 50.916667, 
trial0043250, AA, 846, 20, 42.300000, ZIC, 464, 12, 38.666667, 
trial0043251, AA, 772, 20, 38.600000, ZIC, 653, 12, 54.416667, 
trial0043252, AA, 666, 20, 33.300000, ZIC, 668, 12, 55.666667, 
trial0043253, AA, 936, 20, 46.800000, ZIC, 284, 12, 23.666667, 
trial0043254, AA, 971, 20, 48.550000, ZIC, 383, 12, 31.916667, 
trial0043255, AA, 953, 20, 47.650000, ZIC, 330, 12, 27.500000, 
trial0043256, AA, 676, 20, 33.800000, ZIC, 630, 12, 52.500000, 
trial0043257, AA, 823, 20, 41.150000, ZIC, 529, 12, 44.083333, 
trial0043258, AA, 707, 20, 35.350000, ZIC, 637, 12, 53.083333, 
trial0043259, AA, 652, 20, 32.600000, ZIC, 659, 12, 54.916667, 
trial0043260, AA, 649, 20, 32.450000, ZIC, 634, 12, 52.833333, 
trial0043261, AA, 494, 20, 24.700000, ZIC, 327, 12, 27.250000, 
trial0043262, AA, 671, 20, 33.550000, ZIC, 163, 12, 13.583333, 
trial0043263, AA, 590, 20, 29.500000, ZIC, 216, 12, 18.000000, 
trial0043264, AA, 512, 20, 25.600000, ZIC, 322, 12, 26.833333, 
trial0043265, AA, 625, 20, 31.250000, ZIC, 145, 12, 12.083333, 
trial0043266, AA, 577, 20, 28.850000, ZIC, 189, 12, 15.750000, 
trial0043267, AA, 617, 20, 30.850000, ZIC, 151, 12, 12.583333, 
trial0043268, AA, 616, 20, 30.800000, ZIC, 170, 12, 14.166667, 
trial0043269, AA, 510, 20, 25.500000, ZIC, 311, 12, 25.916667, 
trial0043270, AA, 500, 20, 25.000000, ZIC, 298, 12, 24.833333, 
trial0043271, AA, 424, 20, 21.200000, ZIC, 419, 12, 34.916667, 
trial0043272, AA, 455, 20, 22.750000, ZIC, 343, 12, 28.583333, 
trial0043273, AA, 547, 20, 27.350000, ZIC, 228, 12, 19.000000, 
trial0043274, AA, 428, 20, 21.400000, ZIC, 389, 12, 32.416667, 
trial0043275, AA, 570, 20, 28.500000, ZIC, 210, 12, 17.500000, 
trial0043276, AA, 580, 20, 29.000000, ZIC, 229, 12, 19.083333, 
trial0043277, AA, 561, 20, 28.050000, ZIC, 191, 12, 15.916667, 
trial0043278, AA, 460, 20, 23.000000, ZIC, 338, 12, 28.166667, 
trial0043279, AA, 629, 20, 31.450000, ZIC, 205, 12, 17.083333, 
trial0043280, AA, 436, 20, 21.800000, ZIC, 294, 12, 24.500000, 
trial0043281, AA, 488, 20, 24.400000, ZIC, 293, 12, 24.416667, 
trial0043282, AA, 653, 20, 32.650000, ZIC, 179, 12, 14.916667, 
trial0043283, AA, 450, 20, 22.500000, ZIC, 354, 12, 29.500000, 
trial0043284, AA, 574, 20, 28.700000, ZIC, 246, 12, 20.500000, 
trial0043285, AA, 582, 20, 29.100000, ZIC, 228, 12, 19.000000, 
trial0043286, AA, 627, 20, 31.350000, ZIC, 162, 12, 13.500000, 
trial0043287, AA, 360, 20, 18.000000, ZIC, 480, 12, 40.000000, 
trial0043288, AA, 605, 20, 30.250000, ZIC, 118, 12, 9.833333, 
trial0043289, AA, 450, 20, 22.500000, ZIC, 278, 12, 23.166667, 
trial0043290, AA, 427, 20, 21.350000, ZIC, 392, 12, 32.666667, 
trial0043291, AA, 827, 20, 41.350000, ZIC, 151, 12, 12.583333, 
trial0043292, AA, 377, 20, 18.850000, ZIC, 679, 12, 56.583333, 
trial0043293, AA, 696, 20, 34.800000, ZIC, 269, 12, 22.416667, 
trial0043294, AA, 877, 20, 43.850000, ZIC, 190, 12, 15.833333, 
trial0043295, AA, 402, 20, 20.100000, ZIC, 579, 12, 48.250000, 
trial0043296, AA, 746, 20, 37.300000, ZIC, 288, 12, 24.000000, 
trial0043297, AA, 642, 20, 32.100000, ZIC, 393, 12, 32.750000, 
trial0043298, AA, 680, 20, 34.000000, ZIC, 284, 12, 23.666667, 
trial0043299, AA, 593, 20, 29.650000, ZIC, 464, 12, 38.666667, 
trial0043300, AA, 754, 20, 37.700000, ZIC, 280, 12, 23.333333, 
trial0043301, AA, 912, 20, 45.600000, ZIC, 167, 12, 13.916667, 
trial0043302, AA, 570, 20, 28.500000, ZIC, 415, 12, 34.583333, 
trial0043303, AA, 852, 20, 42.600000, ZIC, 177, 12, 14.750000, 
trial0043304, AA, 503, 20, 25.150000, ZIC, 520, 12, 43.333333, 
trial0043305, AA, 525, 20, 26.250000, ZIC, 522, 12, 43.500000, 
trial0043306, AA, 625, 20, 31.250000, ZIC, 282, 12, 23.500000, 
trial0043307, AA, 649, 20, 32.450000, ZIC, 386, 12, 32.166667, 
trial0043308, AA, 822, 20, 41.100000, ZIC, 176, 12, 14.666667, 
trial0043309, AA, 537, 20, 26.850000, ZIC, 421, 12, 35.083333, 
trial0043310, AA, 536, 20, 26.800000, ZIC, 378, 12, 31.500000, 
trial0043311, AA, 843, 20, 42.150000, ZIC, 197, 12, 16.416667, 
trial0043312, AA, 814, 20, 40.700000, ZIC, 269, 12, 22.416667, 
trial0043313, AA, 919, 20, 45.950000, ZIC, 143, 12, 11.916667, 
trial0043314, AA, 664, 20, 33.200000, ZIC, 412, 12, 34.333333, 
trial0043315, AA, 647, 20, 32.350000, ZIC, 376, 12, 31.333333, 
trial0043316, AA, 771, 20, 38.550000, ZIC, 256, 12, 21.333333, 
trial0043317, AA, 634, 20, 31.700000, ZIC, 349, 12, 29.083333, 
trial0043318, AA, 878, 20, 43.900000, ZIC, 208, 12, 17.333333, 
trial0043319, AA, 475, 20, 23.750000, ZIC, 542, 12, 45.166667, 
trial0043320, AA, 720, 20, 36.000000, ZIC, 237, 12, 19.750000, 
trial0043321, AA, 1009, 20, 50.450000, ZIC, 518, 12, 43.166667, 
