trial0029101, GDX, 465, 6, 77.500000, ZIP, 1300, 26, 50.000000, 
trial0029102, GDX, 426, 6, 71.000000, ZIP, 1339, 26, 51.500000, 
trial0029103, GDX, 458, 6, 76.333333, ZIP, 1734, 26, 66.692308, 
trial0029104, GDX, 549, 6, 91.500000, ZIP, 1893, 26, 72.807692, 
trial0029105, GDX, 501, 6, 83.500000, ZIP, 1595, 26, 61.346154, 
trial0029106, GDX, 643, 6, 107.166667, ZIP, 1692, 26, 65.076923, 
trial0029107, GDX, 303, 6, 50.500000, ZIP, 2138, 26, 82.230769, 
trial0029108, GDX, 405, 6, 67.500000, ZIP, 1888, 26, 72.615385, 
trial0029109, GDX, 58, 6, 9.666667, ZIP, 1600, 26, 61.538462, 
trial0029110, GDX, 271, 6, 45.166667, ZIP, 2129, 26, 81.884615, 
trial0029111, GDX, 217, 6, 36.166667, ZIP, 1629, 26, 62.653846, 
trial0029112, GDX, 134, 6, 22.333333, ZIP, 2284, 26, 87.846154, 
trial0029113, GDX, 321, 6, 53.500000, ZIP, 1928, 26, 74.153846, 
trial0029114, GDX, 265, 6, 44.166667, ZIP, 1852, 26, 71.230769, 
trial0029115, GDX, 194, 6, 32.333333, ZIP, 2648, 26, 101.846154, 
trial0029116, GDX, 491, 6, 81.833333, ZIP, 1810, 26, 69.615385, 
trial0029117, GDX, 312, 6, 52.000000, ZIP, 1801, 26, 69.269231, 
trial0029118, GDX, 341, 6, 56.833333, ZIP, 2173, 26, 83.576923, 
trial0029119, GDX, 595, 6, 99.166667, ZIP, 1637, 26, 62.961538, 
trial0029120, GDX, 242, 6, 40.333333, ZIP, 2467, 26, 94.884615, 
trial0029121, GDX, 612, 6, 102.000000, ZIP, 1526, 26, 58.692308, 
trial0029122, GDX, 542, 6, 90.333333, ZIP, 1682, 26, 64.692308, 
trial0029123, GDX, 314, 6, 52.333333, ZIP, 2036, 26, 78.307692, 
trial0029124, GDX, 79, 6, 13.166667, ZIP, 1573, 26, 60.500000, 
trial0029125, GDX, 461, 6, 76.833333, ZIP, 1270, 26, 48.846154, 
trial0029126, GDX, 462, 6, 77.000000, ZIP, 1746, 26, 67.153846, 
trial0029127, GDX, 404, 6, 67.333333, ZIP, 2025, 26, 77.884615, 
trial0029128, GDX, 291, 6, 48.500000, ZIP, 2002, 26, 77.000000, 
trial0029129, GDX, 650, 6, 108.333333, ZIP, 1818, 26, 69.923077, 
trial0029130, GDX, 422, 6, 70.333333, ZIP, 1685, 26, 64.807692, 
trial0029131, GDX, 235, 6, 39.166667, ZIP, 1269, 26, 48.807692, 
trial0029132, GDX, 69, 6, 11.500000, ZIP, 1376, 26, 52.923077, 
trial0029133, GDX, 347, 6, 57.833333, ZIP, 966, 26, 37.153846, 
trial0029134, GDX, 215, 6, 35.833333, ZIP, 1516, 26, 58.307692, 
