trial0020401, AA, 1655, 14, 118.214286, ZIP, 2836, 18, 157.555556, 
trial0020402, AA, 2365, 14, 168.928571, ZIP, 1938, 18, 107.666667, 
trial0020403, AA, 1747, 14, 124.785714, ZIP, 2576, 18, 143.111111, 
trial0020404, AA, 1522, 14, 108.714286, ZIP, 2041, 18, 113.388889, 
trial0020405, AA, 2332, 14, 166.571429, ZIP, 2004, 18, 111.333333, 
trial0020406, AA, 1975, 14, 141.071429, ZIP, 1821, 18, 101.166667, 
trial0020407, AA, 1775, 14, 126.785714, ZIP, 2172, 18, 120.666667, 
trial0020408, AA, 2213, 14, 158.071429, ZIP, 1789, 18, 99.388889, 
trial0020409, AA, 1716, 14, 122.571429, ZIP, 2783, 18, 154.611111, 
trial0020410, AA, 2069, 14, 147.785714, ZIP, 2458, 18, 136.555556, 
trial0020411, AA, 1937, 14, 138.357143, ZIP, 2081, 18, 115.611111, 
trial0020412, AA, 2671, 14, 190.785714, ZIP, 1815, 18, 100.833333, 
trial0020413, AA, 1828, 14, 130.571429, ZIP, 2115, 18, 117.500000, 
trial0020414, AA, 2286, 14, 163.285714, ZIP, 1535, 18, 85.277778, 
trial0020415, AA, 1958, 14, 139.857143, ZIP, 2610, 18, 145.000000, 
trial0020416, AA, 1754, 14, 125.285714, ZIP, 2482, 18, 137.888889, 
trial0020417, AA, 1079, 14, 77.071429, ZIP, 2722, 18, 151.222222, 
trial0020418, AA, 2272, 14, 162.285714, ZIP, 1855, 18, 103.055556, 
trial0020419, AA, 1780, 14, 127.142857, ZIP, 2220, 18, 123.333333, 
trial0020420, AA, 1752, 14, 125.142857, ZIP, 2326, 18, 129.222222, 
trial0020421, AA, 2563, 14, 183.071429, ZIP, 1430, 18, 79.444444, 
trial0020422, AA, 1887, 14, 134.785714, ZIP, 1818, 18, 101.000000, 
trial0020423, AA, 1883, 14, 134.500000, ZIP, 2397, 18, 133.166667, 
trial0020424, AA, 1091, 14, 77.928571, ZIP, 2917, 18, 162.055556, 
trial0020425, AA, 1366, 14, 97.571429, ZIP, 2499, 18, 138.833333, 
trial0020426, AA, 2920, 14, 208.571429, ZIP, 1033, 18, 57.388889, 
trial0020427, AA, 1451, 14, 103.642857, ZIP, 2429, 18, 134.944444, 
trial0020428, AA, 1607, 14, 114.785714, ZIP, 2003, 18, 111.277778, 
trial0020429, AA, 2456, 14, 175.428571, ZIP, 1661, 18, 92.277778, 
trial0020430, AA, 2059, 14, 147.071429, ZIP, 1583, 18, 87.944444, 
trial0020431, AA, 479, 14, 34.214286, ZIP, 949, 18, 52.722222, 
trial0020432, AA, 555, 14, 39.642857, ZIP, 767, 18, 42.611111, 
trial0020433, AA, 804, 14, 57.428571, ZIP, 586, 18, 32.555556, 
trial0020434, AA, 634, 14, 45.285714, ZIP, 876, 18, 48.666667, 
trial0020435, AA, 694, 14, 49.571429, ZIP, 1101, 18, 61.166667, 
trial0020436, AA, 717, 14, 51.214286, ZIP, 912, 18, 50.666667, 
trial0020437, AA, 767, 14, 54.785714, ZIP, 783, 18, 43.500000, 
trial0020438, AA, 685, 14, 48.928571, ZIP, 752, 18, 41.777778, 
trial0020439, AA, 546, 14, 39.000000, ZIP, 674, 18, 37.444444, 
trial0020440, AA, 542, 14, 38.714286, ZIP, 927, 18, 51.500000, 
trial0020441, AA, 588, 14, 42.000000, ZIP, 948, 18, 52.666667, 
trial0020442, AA, 661, 14, 47.214286, ZIP, 742, 18, 41.222222, 
trial0020443, AA, 667, 14, 47.642857, ZIP, 712, 18, 39.555556, 
trial0020444, AA, 327, 14, 23.357143, ZIP, 1296, 18, 72.000000, 
trial0020445, AA, 589, 14, 42.071429, ZIP, 967, 18, 53.722222, 
trial0020446, AA, 536, 14, 38.285714, ZIP, 860, 18, 47.777778, 
trial0020447, AA, 407, 14, 29.071429, ZIP, 1135, 18, 63.055556, 
trial0020448, AA, 524, 14, 37.428571, ZIP, 1022, 18, 56.777778, 
trial0020449, AA, 657, 14, 46.928571, ZIP, 1085, 18, 60.277778, 
trial0020450, AA, 825, 14, 58.928571, ZIP, 705, 18, 39.166667, 
trial0020451, AA, 476, 14, 34.000000, ZIP, 965, 18, 53.611111, 
trial0020452, AA, 404, 14, 28.857143, ZIP, 1257, 18, 69.833333, 
trial0020453, AA, 628, 14, 44.857143, ZIP, 717, 18, 39.833333, 
trial0020454, AA, 607, 14, 43.357143, ZIP, 1077, 18, 59.833333, 
trial0020455, AA, 495, 14, 35.357143, ZIP, 832, 18, 46.222222, 
trial0020456, AA, 778, 14, 55.571429, ZIP, 720, 18, 40.000000, 
trial0020457, AA, 548, 14, 39.142857, ZIP, 1208, 18, 67.111111, 
trial0020458, AA, 558, 14, 39.857143, ZIP, 926, 18, 51.444444, 
trial0020459, AA, 557, 14, 39.785714, ZIP, 1069, 18, 59.388889, 
