trial0020101, GDX, 314, 16, 19.625000, ZIP, 659, 16, 41.187500, 
trial0020102, GDX, 372, 16, 23.250000, ZIP, 864, 16, 54.000000, 
trial0020103, GDX, 610, 16, 38.125000, ZIP, 503, 16, 31.437500, 
trial0020104, GDX, 429, 16, 26.812500, ZIP, 732, 16, 45.750000, 
trial0020105, GDX, 257, 16, 16.062500, ZIP, 627, 16, 39.187500, 
trial0020106, GDX, 583, 16, 36.437500, ZIP, 642, 16, 40.125000, 
trial0020107, GDX, 220, 16, 13.750000, ZIP, 874, 16, 54.625000, 
trial0020108, GDX, 448, 16, 28.000000, ZIP, 673, 16, 42.062500, 
trial0020109, GDX, 545, 16, 34.062500, ZIP, 471, 16, 29.437500, 
trial0020110, GDX, 260, 16, 16.250000, ZIP, 433, 16, 27.062500, 
trial0020111, GDX, 388, 16, 24.250000, ZIP, 894, 16, 55.875000, 
trial0020112, GDX, 238, 16, 14.875000, ZIP, 539, 16, 33.687500, 
trial0020113, GDX, 167, 16, 10.437500, ZIP, 729, 16, 45.562500, 
trial0020114, GDX, 307, 16, 19.187500, ZIP, 566, 16, 35.375000, 
trial0020115, GDX, 242, 16, 15.125000, ZIP, 520, 16, 32.500000, 
trial0020116, GDX, 438, 16, 27.375000, ZIP, 507, 16, 31.687500, 
trial0020117, GDX, 464, 16, 29.000000, ZIP, 591, 16, 36.937500, 
trial0020118, GDX, 327, 16, 20.437500, ZIP, 710, 16, 44.375000, 
trial0020119, GDX, 356, 16, 22.250000, ZIP, 746, 16, 46.625000, 
trial0020120, GDX, 237, 16, 14.812500, ZIP, 918, 16, 57.375000, 
trial0020121, GDX, 404, 16, 25.250000, ZIP, 521, 16, 32.562500, 
trial0020122, GDX, 360, 16, 22.500000, ZIP, 768, 16, 48.000000, 
trial0020123, GDX, 295, 16, 18.437500, ZIP, 641, 16, 40.062500, 
trial0020124, GDX, 417, 16, 26.062500, ZIP, 621, 16, 38.812500, 
trial0020125, GDX, 455, 16, 28.437500, ZIP, 416, 16, 26.000000, 
trial0020126, GDX, 543, 16, 33.937500, ZIP, 501, 16, 31.312500, 
trial0020127, GDX, 399, 16, 24.937500, ZIP, 815, 16, 50.937500, 
trial0020128, GDX, 381, 16, 23.812500, ZIP, 482, 16, 30.125000, 
trial0020129, GDX, 333, 16, 20.812500, ZIP, 511, 16, 31.937500, 
trial0020130, GDX, 283, 16, 17.687500, ZIP, 1172, 16, 73.250000, 
trial0020131, GDX, 313, 16, 19.562500, ZIP, 1284, 16, 80.250000, 
trial0020132, GDX, 840, 16, 52.500000, ZIP, 727, 16, 45.437500, 
trial0020133, GDX, 696, 16, 43.500000, ZIP, 1094, 16, 68.375000, 
trial0020134, GDX, 287, 16, 17.937500, ZIP, 1129, 16, 70.562500, 
trial0020135, GDX, 468, 16, 29.250000, ZIP, 977, 16, 61.062500, 
trial0020136, GDX, 1009, 16, 63.062500, ZIP, 1026, 16, 64.125000, 
trial0020137, GDX, 815, 16, 50.937500, ZIP, 1107, 16, 69.187500, 
trial0020138, GDX, 422, 16, 26.375000, ZIP, 555, 16, 34.687500, 
trial0020139, GDX, 828, 16, 51.750000, ZIP, 702, 16, 43.875000, 
trial0020140, GDX, 818, 16, 51.125000, ZIP, 748, 16, 46.750000, 
trial0020141, GDX, 552, 16, 34.500000, ZIP, 1444, 16, 90.250000, 
trial0020142, GDX, 747, 16, 46.687500, ZIP, 908, 16, 56.750000, 
trial0020143, GDX, 396, 16, 24.750000, ZIP, 952, 16, 59.500000, 
trial0020144, GDX, 652, 16, 40.750000, ZIP, 1280, 16, 80.000000, 
trial0020145, GDX, 576, 16, 36.000000, ZIP, 970, 16, 60.625000, 
trial0020146, GDX, 491, 16, 30.687500, ZIP, 643, 16, 40.187500, 
trial0020147, GDX, 450, 16, 28.125000, ZIP, 1150, 16, 71.875000, 
trial0020148, GDX, 483, 16, 30.187500, ZIP, 783, 16, 48.937500, 
trial0020149, GDX, 913, 16, 57.062500, ZIP, 847, 16, 52.937500, 
trial0020150, GDX, 683, 16, 42.687500, ZIP, 1123, 16, 70.187500, 
trial0020151, GDX, 501, 16, 31.312500, ZIP, 1035, 16, 64.687500, 
trial0020152, GDX, 134, 16, 8.375000, ZIP, 714, 16, 44.625000, 
trial0020153, GDX, 770, 16, 48.125000, ZIP, 745, 16, 46.562500, 
trial0020154, GDX, 816, 16, 51.000000, ZIP, 1316, 16, 82.250000, 
trial0020155, GDX, 281, 16, 17.562500, ZIP, 1178, 16, 73.625000, 
trial0020156, GDX, 817, 16, 51.062500, ZIP, 911, 16, 56.937500, 
trial0020157, GDX, 358, 16, 22.375000, ZIP, 802, 16, 50.125000, 
trial0020158, GDX, 420, 16, 26.250000, ZIP, 1015, 16, 63.437500, 
trial0020159, GDX, 548, 16, 34.250000, ZIP, 807, 16, 50.437500, 
trial0020160, GDX, 806, 16, 50.375000, ZIP, 379, 16, 23.687500, 
trial0020161, GDX, 460, 16, 28.750000, ZIP, 263, 16, 16.437500, 
trial0020162, GDX, 303, 16, 18.937500, ZIP, 617, 16, 38.562500, 
trial0020163, GDX, 371, 16, 23.187500, ZIP, 384, 16, 24.000000, 
trial0020164, GDX, 376, 16, 23.500000, ZIP, 530, 16, 33.125000, 
trial0020165, GDX, 247, 16, 15.437500, ZIP, 274, 16, 17.125000, 
trial0020166, GDX, 366, 16, 22.875000, ZIP, 637, 16, 39.812500, 
trial0020167, GDX, 339, 16, 21.187500, ZIP, 414, 16, 25.875000, 
trial0020168, GDX, 172, 16, 10.750000, ZIP, 147, 16, 9.187500, 
trial0020169, GDX, 189, 16, 11.812500, ZIP, 514, 16, 32.125000, 
trial0020170, GDX, 401, 16, 25.062500, ZIP, 323, 16, 20.187500, 
trial0020171, GDX, 208, 16, 13.000000, ZIP, 578, 16, 36.125000, 
