trial0015301, AA, 769, 14, 54.928571, GDX, 709, 4, 177.250000, ZIP, 1319, 14, 94.214286, 
trial0015302, AA, 1204, 14, 86.000000, GDX, 426, 4, 106.500000, ZIP, 1343, 14, 95.928571, 
trial0015303, AA, 1084, 14, 77.428571, GDX, 259, 4, 64.750000, ZIP, 1645, 14, 117.500000, 
trial0015304, AA, 1131, 14, 80.785714, GDX, 7, 4, 1.750000, ZIP, 1650, 14, 117.857143, 
trial0015305, AA, 1023, 14, 73.071429, GDX, 258, 4, 64.500000, ZIP, 1532, 14, 109.428571, 
trial0015306, AA, 1466, 14, 104.714286, GDX, 206, 4, 51.500000, ZIP, 1037, 14, 74.071429, 
trial0015307, AA, 1727, 14, 123.357143, GDX, 24, 4, 6.000000, ZIP, 1422, 14, 101.571429, 
trial0015308, AA, 1063, 14, 75.928571, GDX, 413, 4, 103.250000, ZIP, 1549, 14, 110.642857, 
trial0015309, AA, 1757, 14, 125.500000, GDX, 292, 4, 73.000000, ZIP, 640, 14, 45.714286, 
trial0015310, AA, 1054, 14, 75.285714, GDX, 430, 4, 107.500000, ZIP, 1421, 14, 101.500000, 
trial0015311, AA, 1930, 14, 137.857143, GDX, 342, 4, 85.500000, ZIP, 956, 14, 68.285714, 
trial0015312, AA, 1261, 14, 90.071429, GDX, 567, 4, 141.750000, ZIP, 1173, 14, 83.785714, 
trial0015313, AA, 1355, 14, 96.785714, GDX, 104, 4, 26.000000, ZIP, 1062, 14, 75.857143, 
trial0015314, AA, 1476, 14, 105.428571, GDX, 368, 4, 92.000000, ZIP, 1116, 14, 79.714286, 
trial0015315, AA, 1368, 14, 97.714286, GDX, 345, 4, 86.250000, ZIP, 1199, 14, 85.642857, 
trial0015316, AA, 937, 14, 66.928571, GDX, 381, 4, 95.250000, ZIP, 1786, 14, 127.571429, 
trial0015317, AA, 991, 14, 70.785714, GDX, 197, 4, 49.250000, ZIP, 1984, 14, 141.714286, 
trial0015318, AA, 1127, 14, 80.500000, GDX, 38, 4, 9.500000, ZIP, 1564, 14, 111.714286, 
trial0015319, AA, 754, 14, 53.857143, GDX, 291, 4, 72.750000, ZIP, 1807, 14, 129.071429, 
trial0015320, AA, 1448, 14, 103.428571, GDX, 185, 4, 46.250000, ZIP, 993, 14, 70.928571, 
trial0015321, AA, 1407, 14, 100.500000, GDX, 191, 4, 47.750000, ZIP, 1740, 14, 124.285714, 
trial0015322, AA, 1251, 14, 89.357143, GDX, 146, 4, 36.500000, ZIP, 1167, 14, 83.357143, 
trial0015323, AA, 1253, 14, 89.500000, GDX, 212, 4, 53.000000, ZIP, 1274, 14, 91.000000, 
