trial0017401, GDX, 551, 18, 30.611111, ZIP, 603, 14, 43.071429, 
trial0017402, GDX, 637, 18, 35.388889, ZIP, 413, 14, 29.500000, 
trial0017403, GDX, 585, 18, 32.500000, ZIP, 880, 14, 62.857143, 
trial0017404, GDX, 865, 18, 48.055556, ZIP, 1117, 14, 79.785714, 
trial0017405, GDX, 771, 18, 42.833333, ZIP, 705, 14, 50.357143, 
trial0017406, GDX, 646, 18, 35.888889, ZIP, 1100, 14, 78.571429, 
trial0017407, GDX, 1013, 18, 56.277778, ZIP, 715, 14, 51.071429, 
trial0017408, GDX, 595, 18, 33.055556, ZIP, 912, 14, 65.142857, 
trial0017409, GDX, 372, 18, 20.666667, ZIP, 648, 14, 46.285714, 
trial0017410, GDX, 373, 18, 20.722222, ZIP, 871, 14, 62.214286, 
trial0017411, GDX, 955, 18, 53.055556, ZIP, 862, 14, 61.571429, 
trial0017412, GDX, 308, 18, 17.111111, ZIP, 728, 14, 52.000000, 
trial0017413, GDX, 621, 18, 34.500000, ZIP, 793, 14, 56.642857, 
trial0017414, GDX, 1094, 18, 60.777778, ZIP, 992, 14, 70.857143, 
trial0017415, GDX, 876, 18, 48.666667, ZIP, 500, 14, 35.714286, 
trial0017416, GDX, 227, 18, 12.611111, ZIP, 1061, 14, 75.785714, 
trial0017417, GDX, 930, 18, 51.666667, ZIP, 975, 14, 69.642857, 
trial0017418, GDX, 801, 18, 44.500000, ZIP, 822, 14, 58.714286, 
trial0017419, GDX, 1059, 18, 58.833333, ZIP, 498, 14, 35.571429, 
trial0017420, GDX, 876, 18, 48.666667, ZIP, 1083, 14, 77.357143, 
trial0017421, GDX, 405, 18, 22.500000, ZIP, 1160, 14, 82.857143, 
trial0017422, GDX, 695, 18, 38.611111, ZIP, 1122, 14, 80.142857, 
trial0017423, GDX, 675, 18, 37.500000, ZIP, 866, 14, 61.857143, 
trial0017424, GDX, 509, 18, 28.277778, ZIP, 713, 14, 50.928571, 
trial0017425, GDX, 217, 18, 12.055556, ZIP, 541, 14, 38.642857, 
trial0017426, GDX, 873, 18, 48.500000, ZIP, 490, 14, 35.000000, 
trial0017427, GDX, 495, 18, 27.500000, ZIP, 1112, 14, 79.428571, 
trial0017428, GDX, 497, 18, 27.611111, ZIP, 1303, 14, 93.071429, 
trial0017429, GDX, 524, 18, 29.111111, ZIP, 765, 14, 54.642857, 
trial0017430, GDX, 606, 18, 33.666667, ZIP, 712, 14, 50.857143, 
trial0017431, GDX, 238, 18, 13.222222, ZIP, 1045, 14, 74.642857, 
trial0017432, GDX, 719, 18, 39.944444, ZIP, 356, 14, 25.428571, 
trial0017433, GDX, 529, 18, 29.388889, ZIP, 483, 14, 34.500000, 
trial0017434, GDX, 475, 18, 26.388889, ZIP, 685, 14, 48.928571, 
trial0017435, GDX, 94, 18, 5.222222, ZIP, 444, 14, 31.714286, 
trial0017436, GDX, 568, 18, 31.555556, ZIP, 549, 14, 39.214286, 
trial0017437, GDX, 825, 18, 45.833333, ZIP, 523, 14, 37.357143, 
trial0017438, GDX, 79, 18, 4.388889, ZIP, 234, 14, 16.714286, 
trial0017439, GDX, 374, 18, 20.777778, ZIP, 307, 14, 21.928571, 
trial0017440, GDX, 277, 18, 15.388889, ZIP, 598, 14, 42.714286, 
trial0017441, GDX, 741, 18, 41.166667, ZIP, 362, 14, 25.857143, 
trial0017442, GDX, 457, 18, 25.388889, ZIP, 678, 14, 48.428571, 
trial0017443, GDX, 731, 18, 40.611111, ZIP, 471, 14, 33.642857, 
trial0017444, GDX, 186, 18, 10.333333, ZIP, 825, 14, 58.928571, 
trial0017445, GDX, 179, 18, 9.944444, ZIP, 432, 14, 30.857143, 
trial0017446, GDX, 180, 18, 10.000000, ZIP, 245, 14, 17.500000, 
trial0017447, GDX, 432, 18, 24.000000, ZIP, 695, 14, 49.642857, 
trial0017448, GDX, 409, 18, 22.722222, ZIP, 680, 14, 48.571429, 
trial0017449, GDX, 833, 18, 46.277778, ZIP, 733, 14, 52.357143, 
trial0017450, GDX, 547, 18, 30.388889, ZIP, 422, 14, 30.142857, 
trial0017451, GDX, 329, 18, 18.277778, ZIP, 529, 14, 37.785714, 
trial0017452, GDX, 903, 18, 50.166667, ZIP, 518, 14, 37.000000, 
trial0017453, GDX, 152, 18, 8.444444, ZIP, 734, 14, 52.428571, 
trial0017454, GDX, 672, 18, 37.333333, ZIP, 754, 14, 53.857143, 
trial0017455, GDX, 608, 18, 33.777778, ZIP, 305, 14, 21.785714, 
trial0017456, GDX, 364, 18, 20.222222, ZIP, 649, 14, 46.357143, 
trial0017457, GDX, 200, 18, 11.111111, ZIP, 351, 14, 25.071429, 
trial0017458, GDX, 713, 18, 39.611111, ZIP, 271, 14, 19.357143, 
trial0017459, GDX, 621, 18, 34.500000, ZIP, 485, 14, 34.642857, 
trial0017460, GDX, 352, 18, 19.555556, ZIP, 567, 14, 40.500000, 
trial0017461, GDX, 993, 18, 55.166667, ZIP, 1168, 14, 83.428571, 
trial0017462, GDX, 702, 18, 39.000000, ZIP, 927, 14, 66.214286, 
trial0017463, GDX, 309, 18, 17.166667, ZIP, 1196, 14, 85.428571, 
trial0017464, GDX, 773, 18, 42.944444, ZIP, 1851, 14, 132.214286, 
trial0017465, GDX, 1039, 18, 57.722222, ZIP, 1081, 14, 77.214286, 
trial0017466, GDX, 807, 18, 44.833333, ZIP, 987, 14, 70.500000, 
trial0017467, GDX, 682, 18, 37.888889, ZIP, 940, 14, 67.142857, 
trial0017468, GDX, 457, 18, 25.388889, ZIP, 709, 14, 50.642857, 
trial0017469, GDX, 531, 18, 29.500000, ZIP, 784, 14, 56.000000, 
trial0017470, GDX, 218, 18, 12.111111, ZIP, 714, 14, 51.000000, 
trial0017471, GDX, 1295, 18, 71.944444, ZIP, 761, 14, 54.357143, 
trial0017472, GDX, 1465, 18, 81.388889, ZIP, 944, 14, 67.428571, 
trial0017473, GDX, 1019, 18, 56.611111, ZIP, 794, 14, 56.714286, 
trial0017474, GDX, 746, 18, 41.444444, ZIP, 1173, 14, 83.785714, 
trial0017475, GDX, 1102, 18, 61.222222, ZIP, 681, 14, 48.642857, 
trial0017476, GDX, 579, 18, 32.166667, ZIP, 852, 14, 60.857143, 
trial0017477, GDX, 567, 18, 31.500000, ZIP, 1151, 14, 82.214286, 
trial0017478, GDX, 777, 18, 43.166667, ZIP, 859, 14, 61.357143, 
trial0017479, GDX, 602, 18, 33.444444, ZIP, 1033, 14, 73.785714, 
trial0017480, GDX, 658, 18, 36.555556, ZIP, 742, 14, 53.000000, 
trial0017481, GDX, 333, 18, 18.500000, ZIP, 1439, 14, 102.785714, 
trial0017482, GDX, 525, 18, 29.166667, ZIP, 650, 14, 46.428571, 
trial0017483, GDX, 807, 18, 44.833333, ZIP, 855, 14, 61.071429, 
trial0017484, GDX, 1195, 18, 66.388889, ZIP, 892, 14, 63.714286, 
trial0017485, GDX, 270, 18, 15.000000, ZIP, 1187, 14, 84.785714, 
trial0017486, GDX, 271, 18, 15.055556, ZIP, 1268, 14, 90.571429, 
trial0017487, GDX, 767, 18, 42.611111, ZIP, 964, 14, 68.857143, 
