trial0014701, AA, 1787, 18, 99.277778, ZIP, 1465, 14, 104.642857, 
trial0014702, AA, 1837, 18, 102.055556, ZIP, 1384, 14, 98.857143, 
trial0014703, AA, 2464, 18, 136.888889, ZIP, 1029, 14, 73.500000, 
trial0014704, AA, 2354, 18, 130.777778, ZIP, 832, 14, 59.428571, 
trial0014705, AA, 2482, 18, 137.888889, ZIP, 1045, 14, 74.642857, 
trial0014706, AA, 2375, 18, 131.944444, ZIP, 1447, 14, 103.357143, 
trial0014707, AA, 1098, 18, 61.000000, ZIP, 2215, 14, 158.214286, 
trial0014708, AA, 1996, 18, 110.888889, ZIP, 981, 14, 70.071429, 
trial0014709, AA, 1842, 18, 102.333333, ZIP, 1723, 14, 123.071429, 
trial0014710, AA, 1421, 18, 78.944444, ZIP, 1728, 14, 123.428571, 
trial0014711, AA, 1716, 18, 95.333333, ZIP, 1488, 14, 106.285714, 
trial0014712, AA, 2123, 18, 117.944444, ZIP, 1138, 14, 81.285714, 
trial0014713, AA, 2020, 18, 112.222222, ZIP, 1149, 14, 82.071429, 
trial0014714, AA, 2159, 18, 119.944444, ZIP, 1188, 14, 84.857143, 
trial0014715, AA, 2172, 18, 120.666667, ZIP, 1069, 14, 76.357143, 
trial0014716, AA, 1920, 18, 106.666667, ZIP, 1571, 14, 112.214286, 
trial0014717, AA, 1270, 18, 70.555556, ZIP, 2280, 14, 162.857143, 
trial0014718, AA, 1803, 18, 100.166667, ZIP, 1393, 14, 99.500000, 
trial0014719, AA, 2554, 18, 141.888889, ZIP, 618, 14, 44.142857, 
trial0014720, AA, 1866, 18, 103.666667, ZIP, 1414, 14, 101.000000, 
trial0014721, AA, 1771, 18, 98.388889, ZIP, 1726, 14, 123.285714, 
trial0014722, AA, 1472, 18, 81.777778, ZIP, 1470, 14, 105.000000, 
trial0014723, AA, 2222, 18, 123.444444, ZIP, 981, 14, 70.071429, 
trial0014724, AA, 1211, 18, 67.277778, ZIP, 2254, 14, 161.000000, 
trial0014725, AA, 2282, 18, 126.777778, ZIP, 1315, 14, 93.928571, 
trial0014726, AA, 1563, 18, 86.833333, ZIP, 1739, 14, 124.214286, 
trial0014727, AA, 1951, 18, 108.388889, ZIP, 1034, 14, 73.857143, 
trial0014728, AA, 1332, 18, 74.000000, ZIP, 1803, 14, 128.785714, 
trial0014729, AA, 1771, 18, 98.388889, ZIP, 1709, 14, 122.071429, 
trial0014730, AA, 1430, 18, 79.444444, ZIP, 2003, 14, 143.071429, 
trial0014731, AA, 1580, 18, 87.777778, ZIP, 1718, 14, 122.714286, 
trial0014732, AA, 2237, 18, 124.277778, ZIP, 1500, 14, 107.142857, 
trial0014733, AA, 1869, 18, 103.833333, ZIP, 1680, 14, 120.000000, 
trial0014734, AA, 1631, 18, 90.611111, ZIP, 1685, 14, 120.357143, 
trial0014735, AA, 1807, 18, 100.388889, ZIP, 1795, 14, 128.214286, 
trial0014736, AA, 2129, 18, 118.277778, ZIP, 1185, 14, 84.642857, 
trial0014737, AA, 1768, 18, 98.222222, ZIP, 1798, 14, 128.428571, 
trial0014738, AA, 1654, 18, 91.888889, ZIP, 1911, 14, 136.500000, 
trial0014739, AA, 2127, 18, 118.166667, ZIP, 1278, 14, 91.285714, 
trial0014740, AA, 2177, 18, 120.944444, ZIP, 1369, 14, 97.785714, 
trial0014741, AA, 1318, 18, 73.222222, ZIP, 2171, 14, 155.071429, 
trial0014742, AA, 1967, 18, 109.277778, ZIP, 1319, 14, 94.214286, 
trial0014743, AA, 1225, 18, 68.055556, ZIP, 1807, 14, 129.071429, 
trial0014744, AA, 1839, 18, 102.166667, ZIP, 1710, 14, 122.142857, 
trial0014745, AA, 1400, 18, 77.777778, ZIP, 2076, 14, 148.285714, 
trial0014746, AA, 2018, 18, 112.111111, ZIP, 1424, 14, 101.714286, 
trial0014747, AA, 1743, 18, 96.833333, ZIP, 1800, 14, 128.571429, 
trial0014748, AA, 2132, 18, 118.444444, ZIP, 1322, 14, 94.428571, 
trial0014749, AA, 2245, 18, 124.722222, ZIP, 1136, 14, 81.142857, 
