trial0015301, AA, 269, 14, 19.214286, GDX, 118, 14, 8.428571, ZIC, 9, 4, 2.250000, 
trial0015302, AA, 100, 14, 7.142857, GDX, 170, 14, 12.142857, ZIC, 69, 4, 17.250000, 
trial0015303, AA, 165, 14, 11.785714, GDX, 106, 14, 7.571429, ZIC, 38, 4, 9.500000, 
trial0015304, AA, 327, 14, 23.357143, GDX, 168, 14, 12.000000, ZIC, 48, 4, 12.000000, 
trial0015305, AA, 171, 14, 12.214286, GDX, 200, 14, 14.285714, ZIC, 48, 4, 12.000000, 
trial0015306, AA, 237, 14, 16.928571, GDX, 243, 14, 17.357143, ZIC, 17, 4, 4.250000, 
trial0015307, AA, 153, 14, 10.928571, GDX, 134, 14, 9.571429, ZIC, 52, 4, 13.000000, 
trial0015308, AA, 179, 14, 12.785714, GDX, 328, 14, 23.428571, ZIC, 19, 4, 4.750000, 
trial0015309, AA, 109, 14, 7.785714, GDX, 271, 14, 19.357143, ZIC, 15, 4, 3.750000, 
trial0015310, AA, 333, 14, 23.785714, GDX, 324, 14, 23.142857, ZIC, 44, 4, 11.000000, 
trial0015311, AA, 356, 14, 25.428571, GDX, 267, 14, 19.071429, ZIC, 12, 4, 3.000000, 
trial0015312, AA, 15, 14, 1.071429, GDX, 109, 14, 7.785714, ZIC, 22, 4, 5.500000, 
trial0015313, AA, 126, 14, 9.000000, GDX, 222, 14, 15.857143, ZIC, 164, 4, 41.000000, 
trial0015314, AA, 68, 14, 4.857143, GDX, 198, 14, 14.142857, ZIC, 4, 4, 1.000000, 
trial0015315, AA, 111, 14, 7.928571, GDX, 118, 14, 8.428571, ZIC, 37, 4, 9.250000, 
trial0015316, AA, 165, 14, 11.785714, GDX, 44, 14, 3.142857, ZIC, 130, 4, 32.500000, 
trial0015317, AA, 176, 14, 12.571429, GDX, 312, 14, 22.285714, ZIC, 20, 4, 5.000000, 
trial0015318, AA, 172, 14, 12.285714, GDX, 83, 14, 5.928571, ZIC, 90, 4, 22.500000, 
trial0015319, AA, 194, 14, 13.857143, GDX, 128, 14, 9.142857, ZIC, 121, 4, 30.250000, 
trial0015320, AA, 130, 14, 9.285714, GDX, 90, 14, 6.428571, ZIC, 53, 4, 13.250000, 
trial0015321, AA, 230, 14, 16.428571, GDX, 239, 14, 17.071429, ZIC, 37, 4, 9.250000, 
trial0015322, AA, 112, 14, 8.000000, GDX, 64, 14, 4.571429, ZIC, 9, 4, 2.250000, 
trial0015323, AA, 265, 14, 18.928571, GDX, 157, 14, 11.214286, ZIC, 13, 4, 3.250000, 
trial0015324, AA, 191, 14, 13.642857, GDX, 249, 14, 17.785714, ZIC, 99, 4, 24.750000, 
trial0015325, AA, 56, 14, 4.000000, GDX, 178, 14, 12.714286, ZIC, 4, 4, 1.000000, 
trial0015326, AA, 324, 14, 23.142857, GDX, 76, 14, 5.428571, ZIC, 18, 4, 4.500000, 
trial0015327, AA, 205, 14, 14.642857, GDX, 209, 14, 14.928571, ZIC, 79, 4, 19.750000, 
trial0015328, AA, 125, 14, 8.928571, GDX, 73, 14, 5.214286, ZIC, 69, 4, 17.250000, 
trial0015329, AA, 101, 14, 7.214286, GDX, 30, 14, 2.142857, ZIC, 63, 4, 15.750000, 
trial0015330, AA, 170, 14, 12.142857, GDX, 199, 14, 14.214286, ZIC, 19, 4, 4.750000, 
trial0015331, AA, 560, 14, 40.000000, GDX, 51, 14, 3.642857, ZIC, 59, 4, 14.750000, 
trial0015332, AA, 315, 14, 22.500000, GDX, 742, 14, 53.000000, ZIC, 142, 4, 35.500000, 
trial0015333, AA, 1290, 14, 92.142857, GDX, 627, 14, 44.785714, ZIC, 77, 4, 19.250000, 
trial0015334, AA, 717, 14, 51.214286, GDX, 528, 14, 37.714286, ZIC, 14, 4, 3.500000, 
trial0015335, AA, 1180, 14, 84.285714, GDX, 663, 14, 47.357143, ZIC, 0, 4, 0.000000, 
trial0015336, AA, 929, 14, 66.357143, GDX, 376, 14, 26.857143, ZIC, 304, 4, 76.000000, 
trial0015337, AA, 275, 14, 19.642857, GDX, 1201, 14, 85.785714, ZIC, 85, 4, 21.250000, 
trial0015338, AA, 395, 14, 28.214286, GDX, 732, 14, 52.285714, ZIC, 306, 4, 76.500000, 
trial0015339, AA, 395, 14, 28.214286, GDX, 226, 14, 16.142857, ZIC, 277, 4, 69.250000, 
trial0015340, AA, 435, 14, 31.071429, GDX, 60, 14, 4.285714, ZIC, 308, 4, 77.000000, 
trial0015341, AA, 640, 14, 45.714286, GDX, 970, 14, 69.285714, ZIC, 256, 4, 64.000000, 
trial0015342, AA, 695, 14, 49.642857, GDX, 307, 14, 21.928571, ZIC, 255, 4, 63.750000, 
trial0015343, AA, 1349, 14, 96.357143, GDX, 305, 14, 21.785714, ZIC, 48, 4, 12.000000, 
trial0015344, AA, 477, 14, 34.071429, GDX, 664, 14, 47.428571, ZIC, 321, 4, 80.250000, 
trial0015345, AA, 824, 14, 58.857143, GDX, 541, 14, 38.642857, ZIC, 305, 4, 76.250000, 
trial0015346, AA, 671, 14, 47.928571, GDX, 267, 14, 19.071429, ZIC, 107, 4, 26.750000, 
trial0015347, AA, 325, 14, 23.214286, GDX, 476, 14, 34.000000, ZIC, 123, 4, 30.750000, 
trial0015348, AA, 527, 14, 37.642857, GDX, 162, 14, 11.571429, ZIC, 270, 4, 67.500000, 
