trial0003001, AA, 8136, 26, 312.923077, ZIC, 327, 4, 81.750000, ZIP, 1137, 2, 568.500000, 
trial0003002, AA, 7883, 26, 303.192308, ZIC, 1399, 4, 349.750000, ZIP, 90, 2, 45.000000, 
trial0003003, AA, 9392, 26, 361.230769, ZIC, 455, 4, 113.750000, ZIP, 17, 2, 8.500000, 
trial0003004, AA, 7866, 26, 302.538462, ZIC, 592, 4, 148.000000, ZIP, 724, 2, 362.000000, 
trial0003005, AA, 8284, 26, 318.615385, ZIC, 197, 4, 49.250000, ZIP, 581, 2, 290.500000, 
trial0003006, AA, 7717, 26, 296.807692, ZIC, 675, 4, 168.750000, ZIP, 1111, 2, 555.500000, 
trial0003007, AA, 7894, 26, 303.615385, ZIC, 1743, 4, 435.750000, ZIP, 13, 2, 6.500000, 
trial0003008, AA, 8299, 26, 319.192308, ZIC, 249, 4, 62.250000, ZIP, 950, 2, 475.000000, 
trial0003009, AA, 8425, 26, 324.038462, ZIC, 831, 4, 207.750000, ZIP, 15, 2, 7.500000, 
trial0003010, AA, 7873, 26, 302.807692, ZIC, 1257, 4, 314.250000, ZIP, 726, 2, 363.000000, 
trial0003011, AA, 7180, 26, 276.153846, ZIC, 1242, 4, 310.500000, ZIP, 1300, 2, 650.000000, 
trial0003012, AA, 9041, 26, 347.730769, ZIC, 430, 4, 107.500000, ZIP, 265, 2, 132.500000, 
trial0003013, AA, 8631, 26, 331.961538, ZIC, 145, 4, 36.250000, ZIP, 1034, 2, 517.000000, 
trial0003014, AA, 8473, 26, 325.884615, ZIC, 407, 4, 101.750000, ZIP, 695, 2, 347.500000, 
trial0003015, AA, 9253, 26, 355.884615, ZIC, 243, 4, 60.750000, ZIP, 101, 2, 50.500000, 
trial0003016, AA, 7560, 26, 290.769231, ZIC, 1056, 4, 264.000000, ZIP, 628, 2, 314.000000, 
trial0003017, AA, 9313, 26, 358.192308, ZIC, 89, 4, 22.250000, ZIP, 343, 2, 171.500000, 
trial0003018, AA, 8349, 26, 321.115385, ZIC, 977, 4, 244.250000, ZIP, 303, 2, 151.500000, 
trial0003019, AA, 9276, 26, 356.769231, ZIC, 85, 4, 21.250000, ZIP, 633, 2, 316.500000, 
trial0003020, AA, 8620, 26, 331.538462, ZIC, 927, 4, 231.750000, ZIP, 348, 2, 174.000000, 
trial0003021, AA, 7636, 26, 293.692308, ZIC, 734, 4, 183.500000, ZIP, 1225, 2, 612.500000, 
trial0003022, AA, 8620, 26, 331.538462, ZIC, 1053, 4, 263.250000, ZIP, 259, 2, 129.500000, 
trial0003023, AA, 8127, 26, 312.576923, ZIC, 188, 4, 47.000000, ZIP, 862, 2, 431.000000, 
trial0003024, AA, 7518, 26, 289.153846, ZIC, 2040, 4, 510.000000, ZIP, 0, 2, 0.000000, 
trial0003025, AA, 8248, 26, 317.230769, ZIC, 405, 4, 101.250000, ZIP, 939, 2, 469.500000, 
trial0003026, AA, 8585, 26, 330.192308, ZIC, 766, 4, 191.500000, ZIP, 153, 2, 76.500000, 
trial0003027, AA, 7402, 26, 284.692308, ZIC, 2136, 4, 534.000000, ZIP, 37, 2, 18.500000, 
trial0003028, AA, 9772, 26, 375.846154, ZIC, 42, 4, 10.500000, ZIP, 80, 2, 40.000000, 
trial0003029, AA, 7846, 26, 301.769231, ZIC, 1420, 4, 355.000000, ZIP, 271, 2, 135.500000, 
trial0003030, AA, 7939, 26, 305.346154, ZIC, 643, 4, 160.750000, ZIP, 1298, 2, 649.000000, 
trial0003031, AA, 1835, 26, 70.576923, ZIC, 44, 4, 11.000000, ZIP, 224, 2, 112.000000, 
trial0003032, AA, 823, 26, 31.653846, ZIC, 135, 4, 33.750000, ZIP, 214, 2, 107.000000, 
trial0003033, AA, 989, 26, 38.038462, ZIC, 12, 4, 3.000000, ZIP, 231, 2, 115.500000, 
trial0003034, AA, 825, 26, 31.730769, ZIC, 125, 4, 31.250000, ZIP, 169, 2, 84.500000, 
trial0003035, AA, 1257, 26, 48.346154, ZIC, 21, 4, 5.250000, ZIP, 61, 2, 30.500000, 
trial0003036, AA, 1021, 26, 39.269231, ZIC, 36, 4, 9.000000, ZIP, 43, 2, 21.500000, 
trial0003037, AA, 784, 26, 30.153846, ZIC, 12, 4, 3.000000, ZIP, 153, 2, 76.500000, 
trial0003038, AA, 944, 26, 36.307692, ZIC, 108, 4, 27.000000, ZIP, 85, 2, 42.500000, 
trial0003039, AA, 1074, 26, 41.307692, ZIC, 28, 4, 7.000000, ZIP, 5, 2, 2.500000, 
trial0003040, AA, 1360, 26, 52.307692, ZIC, 12, 4, 3.000000, ZIP, 1, 2, 0.500000, 
trial0003041, AA, 783, 26, 30.115385, ZIC, 23, 4, 5.750000, ZIP, 341, 2, 170.500000, 
trial0003042, AA, 1121, 26, 43.115385, ZIC, 4, 4, 1.000000, ZIP, 1, 2, 0.500000, 
trial0003043, AA, 944, 26, 36.307692, ZIC, 16, 4, 4.000000, ZIP, 213, 2, 106.500000, 
trial0003044, AA, 1109, 26, 42.653846, ZIC, 12, 4, 3.000000, ZIP, 93, 2, 46.500000, 
trial0003045, AA, 721, 26, 27.730769, ZIC, 96, 4, 24.000000, ZIP, 73, 2, 36.500000, 
trial0003046, AA, 1100, 26, 42.307692, ZIC, 65, 4, 16.250000, ZIP, 143, 2, 71.500000, 
trial0003047, AA, 1053, 26, 40.500000, ZIC, 81, 4, 20.250000, ZIP, 51, 2, 25.500000, 
trial0003048, AA, 1092, 26, 42.000000, ZIC, 3, 4, 0.750000, ZIP, 199, 2, 99.500000, 
trial0003049, AA, 989, 26, 38.038462, ZIC, 23, 4, 5.750000, ZIP, 92, 2, 46.000000, 
trial0003050, AA, 1447, 26, 55.653846, ZIC, 24, 4, 6.000000, ZIP, 219, 2, 109.500000, 
trial0003051, AA, 1088, 26, 41.846154, ZIC, 0, 4, 0.000000, ZIP, 186, 2, 93.000000, 
trial0003052, AA, 1117, 26, 42.961538, ZIC, 9, 4, 2.250000, ZIP, 156, 2, 78.000000, 
trial0003053, AA, 918, 26, 35.307692, ZIC, 34, 4, 8.500000, ZIP, 100, 2, 50.000000, 
trial0003054, AA, 1189, 26, 45.730769, ZIC, 50, 4, 12.500000, ZIP, 327, 2, 163.500000, 
trial0003055, AA, 1227, 26, 47.192308, ZIC, 66, 4, 16.500000, ZIP, 84, 2, 42.000000, 
trial0003056, AA, 1349, 26, 51.884615, ZIC, 19, 4, 4.750000, ZIP, 99, 2, 49.500000, 
trial0003057, AA, 1045, 26, 40.192308, ZIC, 1, 4, 0.250000, ZIP, 63, 2, 31.500000, 
trial0003058, AA, 937, 26, 36.038462, ZIC, 48, 4, 12.000000, ZIP, 51, 2, 25.500000, 
trial0003059, AA, 933, 26, 35.884615, ZIC, 36, 4, 9.000000, ZIP, 113, 2, 56.500000, 
trial0003060, AA, 1107, 26, 42.576923, ZIC, 11, 4, 2.750000, ZIP, 158, 2, 79.000000, 
trial0003061, AA, 6929, 26, 266.500000, ZIC, 488, 4, 122.000000, ZIP, 447, 2, 223.500000, 
trial0003062, AA, 6159, 26, 236.884615, ZIC, 841, 4, 210.250000, ZIP, 1288, 2, 644.000000, 
trial0003063, AA, 6678, 26, 256.846154, ZIC, 675, 4, 168.750000, ZIP, 1008, 2, 504.000000, 
