trial0050701, GDX, 12, 2, 6.000000, ZIC, 0, 6, 0.000000, ZIP, 215, 24, 8.958333, 
trial0050702, GDX, 9, 2, 4.500000, ZIC, 87, 6, 14.500000, ZIP, 235, 24, 9.791667, 
trial0050703, GDX, 0, 2, 0.000000, ZIC, 40, 6, 6.666667, ZIP, 249, 24, 10.375000, 
trial0050704, GDX, 0, 2, 0.000000, ZIC, 0, 6, 0.000000, ZIP, 274, 24, 11.416667, 
trial0050705, GDX, 0, 2, 0.000000, ZIC, 37, 6, 6.166667, ZIP, 279, 24, 11.625000, 
trial0050706, GDX, 11, 2, 5.500000, ZIC, 55, 6, 9.166667, ZIP, 197, 24, 8.208333, 
trial0050707, GDX, 0, 2, 0.000000, ZIC, 15, 6, 2.500000, ZIP, 279, 24, 11.625000, 
trial0050708, GDX, 7, 2, 3.500000, ZIC, 42, 6, 7.000000, ZIP, 236, 24, 9.833333, 
trial0050709, GDX, 37, 2, 18.500000, ZIC, 21, 6, 3.500000, ZIP, 262, 24, 10.916667, 
trial0050710, GDX, 0, 2, 0.000000, ZIC, 29, 6, 4.833333, ZIP, 275, 24, 11.458333, 
trial0050711, GDX, 0, 2, 0.000000, ZIC, 86, 6, 14.333333, ZIP, 245, 24, 10.208333, 
trial0050712, GDX, 0, 2, 0.000000, ZIC, 51, 6, 8.500000, ZIP, 265, 24, 11.041667, 
trial0050713, GDX, 39, 2, 19.500000, ZIC, 42, 6, 7.000000, ZIP, 186, 24, 7.750000, 
trial0050714, GDX, 8, 2, 4.000000, ZIC, 101, 6, 16.833333, ZIP, 169, 24, 7.041667, 
trial0050715, GDX, 5, 2, 2.500000, ZIC, 44, 6, 7.333333, ZIP, 256, 24, 10.666667, 
trial0050716, GDX, 0, 2, 0.000000, ZIC, 77, 6, 12.833333, ZIP, 232, 24, 9.666667, 
trial0050717, GDX, 17, 2, 8.500000, ZIC, 89, 6, 14.833333, ZIP, 156, 24, 6.500000, 
