trial0054601, AA, 0, 2, 0.000000, GDX, 81, 22, 3.681818, ZIC, 132, 8, 16.500000, 
trial0054602, AA, 27, 2, 13.500000, GDX, 259, 22, 11.772727, ZIC, 88, 8, 11.000000, 
trial0054603, AA, 37, 2, 18.500000, GDX, 122, 22, 5.545455, ZIC, 274, 8, 34.250000, 
trial0054604, AA, 19, 2, 9.500000, GDX, 269, 22, 12.227273, ZIC, 86, 8, 10.750000, 
trial0054605, AA, 7, 2, 3.500000, GDX, 303, 22, 13.772727, ZIC, 79, 8, 9.875000, 
trial0054606, AA, 6, 2, 3.000000, GDX, 135, 22, 6.136364, ZIC, 233, 8, 29.125000, 
trial0054607, AA, 0, 2, 0.000000, GDX, 291, 22, 13.227273, ZIC, 171, 8, 21.375000, 
trial0054608, AA, 77, 2, 38.500000, GDX, 236, 22, 10.727273, ZIC, 113, 8, 14.125000, 
trial0054609, AA, 22, 2, 11.000000, GDX, 280, 22, 12.727273, ZIC, 145, 8, 18.125000, 
trial0054610, AA, 62, 2, 31.000000, GDX, 204, 22, 9.272727, ZIC, 182, 8, 22.750000, 
trial0054611, AA, 9, 2, 4.500000, GDX, 279, 22, 12.681818, ZIC, 174, 8, 21.750000, 
trial0054612, AA, 0, 2, 0.000000, GDX, 225, 22, 10.227273, ZIC, 214, 8, 26.750000, 
trial0054613, AA, 59, 2, 29.500000, GDX, 263, 22, 11.954545, ZIC, 74, 8, 9.250000, 
trial0054614, AA, 27, 2, 13.500000, GDX, 164, 22, 7.454545, ZIC, 191, 8, 23.875000, 
trial0054615, AA, 104, 2, 52.000000, GDX, 194, 22, 8.818182, ZIC, 127, 8, 15.875000, 
trial0054616, AA, 2, 2, 1.000000, GDX, 271, 22, 12.318182, ZIC, 115, 8, 14.375000, 
trial0054617, AA, 23, 2, 11.500000, GDX, 217, 22, 9.863636, ZIC, 192, 8, 24.000000, 
trial0054618, AA, 22, 2, 11.000000, GDX, 254, 22, 11.545455, ZIC, 61, 8, 7.625000, 
trial0054619, AA, 0, 2, 0.000000, GDX, 277, 22, 12.590909, ZIC, 178, 8, 22.250000, 
trial0054620, AA, 2, 2, 1.000000, GDX, 178, 22, 8.090909, ZIC, 231, 8, 28.875000, 
trial0054621, AA, 0, 2, 0.000000, GDX, 320, 22, 14.545455, ZIC, 120, 8, 15.000000, 
trial0054622, AA, 12, 2, 6.000000, GDX, 286, 22, 13.000000, ZIC, 90, 8, 11.250000, 
trial0054623, AA, 4, 2, 2.000000, GDX, 245, 22, 11.136364, ZIC, 205, 8, 25.625000, 
trial0054624, AA, 3, 2, 1.500000, GDX, 294, 22, 13.363636, ZIC, 114, 8, 14.250000, 
trial0054625, AA, 12, 2, 6.000000, GDX, 173, 22, 7.863636, ZIC, 262, 8, 32.750000, 
trial0054626, AA, 14, 2, 7.000000, GDX, 207, 22, 9.409091, ZIC, 117, 8, 14.625000, 
trial0054627, AA, 0, 2, 0.000000, GDX, 245, 22, 11.136364, ZIC, 224, 8, 28.000000, 
trial0054628, AA, 28, 2, 14.000000, GDX, 220, 22, 10.000000, ZIC, 141, 8, 17.625000, 
trial0054629, AA, 0, 2, 0.000000, GDX, 186, 22, 8.454545, ZIC, 239, 8, 29.875000, 
trial0054630, AA, 4, 2, 2.000000, GDX, 167, 22, 7.590909, ZIC, 195, 8, 24.375000, 
trial0054631, AA, 11, 2, 5.500000, GDX, 60, 22, 2.727273, ZIC, 14, 8, 1.750000, 
trial0054632, AA, 0, 2, 0.000000, GDX, 67, 22, 3.045455, ZIC, 6, 8, 0.750000, 
trial0054633, AA, 0, 2, 0.000000, GDX, 60, 22, 2.727273, ZIC, 23, 8, 2.875000, 
trial0054634, AA, 0, 2, 0.000000, GDX, 48, 22, 2.181818, ZIC, 39, 8, 4.875000, 
trial0054635, AA, 0, 2, 0.000000, GDX, 68, 22, 3.090909, ZIC, 2, 8, 0.250000, 
trial0054636, AA, 15, 2, 7.500000, GDX, 42, 22, 1.909091, ZIC, 21, 8, 2.625000, 
trial0054637, AA, 1, 2, 0.500000, GDX, 52, 22, 2.363636, ZIC, 22, 8, 2.750000, 
trial0054638, AA, 9, 2, 4.500000, GDX, 65, 22, 2.954545, ZIC, 14, 8, 1.750000, 
trial0054639, AA, 15, 2, 7.500000, GDX, 51, 22, 2.318182, ZIC, 26, 8, 3.250000, 
trial0054640, AA, 0, 2, 0.000000, GDX, 65, 22, 2.954545, ZIC, 0, 8, 0.000000, 
trial0054641, AA, 0, 2, 0.000000, GDX, 70, 22, 3.181818, ZIC, 22, 8, 2.750000, 
trial0054642, AA, 12, 2, 6.000000, GDX, 66, 22, 3.000000, ZIC, 10, 8, 1.250000, 
trial0054643, AA, 2, 2, 1.000000, GDX, 67, 22, 3.045455, ZIC, 12, 8, 1.500000, 
trial0054644, AA, 6, 2, 3.000000, GDX, 80, 22, 3.636364, ZIC, 2, 8, 0.250000, 
trial0054645, AA, 10, 2, 5.000000, GDX, 56, 22, 2.545455, ZIC, 22, 8, 2.750000, 
trial0054646, AA, 3, 2, 1.500000, GDX, 53, 22, 2.409091, ZIC, 35, 8, 4.375000, 
trial0054647, AA, 3, 2, 1.500000, GDX, 69, 22, 3.136364, ZIC, 22, 8, 2.750000, 
trial0054648, AA, 0, 2, 0.000000, GDX, 76, 22, 3.454545, ZIC, 4, 8, 0.500000, 
trial0054649, AA, 0, 2, 0.000000, GDX, 73, 22, 3.318182, ZIC, 12, 8, 1.500000, 
trial0054650, AA, 4, 2, 2.000000, GDX, 35, 22, 1.590909, ZIC, 28, 8, 3.500000, 
trial0054651, AA, 10, 2, 5.000000, GDX, 44, 22, 2.000000, ZIC, 25, 8, 3.125000, 
trial0054652, AA, 6, 2, 3.000000, GDX, 55, 22, 2.500000, ZIC, 20, 8, 2.500000, 
trial0054653, AA, 3, 2, 1.500000, GDX, 67, 22, 3.045455, ZIC, 0, 8, 0.000000, 
trial0054654, AA, 9, 2, 4.500000, GDX, 54, 22, 2.454545, ZIC, 22, 8, 2.750000, 
trial0054655, AA, 23, 2, 11.500000, GDX, 35, 22, 1.590909, ZIC, 20, 8, 2.500000, 
trial0054656, AA, 0, 2, 0.000000, GDX, 39, 22, 1.772727, ZIC, 28, 8, 3.500000, 
trial0054657, AA, 0, 2, 0.000000, GDX, 48, 22, 2.181818, ZIC, 18, 8, 2.250000, 
trial0054658, AA, 4, 2, 2.000000, GDX, 26, 22, 1.181818, ZIC, 50, 8, 6.250000, 
trial0054659, AA, 3, 2, 1.500000, GDX, 68, 22, 3.090909, ZIC, 9, 8, 1.125000, 
trial0054660, AA, 10, 2, 5.000000, GDX, 60, 22, 2.727273, ZIC, 19, 8, 2.375000, 
trial0054661, AA, 0, 2, 0.000000, GDX, 110, 22, 5.000000, ZIC, 193, 8, 24.125000, 
trial0054662, AA, 15, 2, 7.500000, GDX, 139, 22, 6.318182, ZIC, 194, 8, 24.250000, 
trial0054663, AA, 0, 2, 0.000000, GDX, 148, 22, 6.727273, ZIC, 22, 8, 2.750000, 
trial0054664, AA, 0, 2, 0.000000, GDX, 44, 22, 2.000000, ZIC, 97, 8, 12.125000, 
trial0054665, AA, 60, 2, 30.000000, GDX, 310, 22, 14.090909, ZIC, 37, 8, 4.625000, 
trial0054666, AA, 0, 2, 0.000000, GDX, 208, 22, 9.454545, ZIC, 169, 8, 21.125000, 
trial0054667, AA, 32, 2, 16.000000, GDX, 212, 22, 9.636364, ZIC, 66, 8, 8.250000, 
trial0054668, AA, 83, 2, 41.500000, GDX, 94, 22, 4.272727, ZIC, 156, 8, 19.500000, 
trial0054669, AA, 24, 2, 12.000000, GDX, 161, 22, 7.318182, ZIC, 111, 8, 13.875000, 
trial0054670, AA, 23, 2, 11.500000, GDX, 185, 22, 8.409091, ZIC, 103, 8, 12.875000, 
trial0054671, AA, 9, 2, 4.500000, GDX, 87, 22, 3.954545, ZIC, 193, 8, 24.125000, 
