trial0053101, AA, 154, 12, 12.833333, GDX, 38, 12, 3.166667, ZIC, 141, 8, 17.625000, 
trial0053102, AA, 135, 12, 11.250000, GDX, 178, 12, 14.833333, ZIC, 60, 8, 7.500000, 
trial0053103, AA, 174, 12, 14.500000, GDX, 96, 12, 8.000000, ZIC, 90, 8, 11.250000, 
trial0053104, AA, 54, 12, 4.500000, GDX, 137, 12, 11.416667, ZIC, 209, 8, 26.125000, 
trial0053105, AA, 31, 12, 2.583333, GDX, 149, 12, 12.416667, ZIC, 74, 8, 9.250000, 
trial0053106, AA, 77, 12, 6.416667, GDX, 341, 12, 28.416667, ZIC, 2, 8, 0.250000, 
trial0053107, AA, 234, 12, 19.500000, GDX, 49, 12, 4.083333, ZIC, 37, 8, 4.625000, 
trial0053108, AA, 166, 12, 13.833333, GDX, 140, 12, 11.666667, ZIC, 114, 8, 14.250000, 
trial0053109, AA, 95, 12, 7.916667, GDX, 95, 12, 7.916667, ZIC, 97, 8, 12.125000, 
trial0053110, AA, 11, 12, 0.916667, GDX, 169, 12, 14.083333, ZIC, 60, 8, 7.500000, 
trial0053111, AA, 196, 12, 16.333333, GDX, 47, 12, 3.916667, ZIC, 57, 8, 7.125000, 
trial0053112, AA, 161, 12, 13.416667, GDX, 185, 12, 15.416667, ZIC, 47, 8, 5.875000, 
trial0053113, AA, 121, 12, 10.083333, GDX, 135, 12, 11.250000, ZIC, 84, 8, 10.500000, 
trial0053114, AA, 143, 12, 11.916667, GDX, 124, 12, 10.333333, ZIC, 113, 8, 14.125000, 
trial0053115, AA, 184, 12, 15.333333, GDX, 74, 12, 6.166667, ZIC, 142, 8, 17.750000, 
trial0053116, AA, 54, 12, 4.500000, GDX, 140, 12, 11.666667, ZIC, 193, 8, 24.125000, 
trial0053117, AA, 169, 12, 14.083333, GDX, 121, 12, 10.083333, ZIC, 137, 8, 17.125000, 
trial0053118, AA, 106, 12, 8.833333, GDX, 142, 12, 11.833333, ZIC, 99, 8, 12.375000, 
trial0053119, AA, 121, 12, 10.083333, GDX, 107, 12, 8.916667, ZIC, 159, 8, 19.875000, 
trial0053120, AA, 33, 12, 2.750000, GDX, 221, 12, 18.416667, ZIC, 166, 8, 20.750000, 
trial0053121, AA, 121, 12, 10.083333, GDX, 173, 12, 14.416667, ZIC, 86, 8, 10.750000, 
trial0053122, AA, 202, 12, 16.833333, GDX, 26, 12, 2.166667, ZIC, 107, 8, 13.375000, 
trial0053123, AA, 96, 12, 8.000000, GDX, 151, 12, 12.583333, ZIC, 113, 8, 14.125000, 
trial0053124, AA, 166, 12, 13.833333, GDX, 105, 12, 8.750000, ZIC, 68, 8, 8.500000, 
trial0053125, AA, 234, 12, 19.500000, GDX, 123, 12, 10.250000, ZIC, 37, 8, 4.625000, 
trial0053126, AA, 250, 12, 20.833333, GDX, 53, 12, 4.416667, ZIC, 111, 8, 13.875000, 
trial0053127, AA, 191, 12, 15.916667, GDX, 69, 12, 5.750000, ZIC, 154, 8, 19.250000, 
trial0053128, AA, 174, 12, 14.500000, GDX, 212, 12, 17.666667, ZIC, 21, 8, 2.625000, 
trial0053129, AA, 80, 12, 6.666667, GDX, 163, 12, 13.583333, ZIC, 157, 8, 19.625000, 
trial0053130, AA, 106, 12, 8.833333, GDX, 182, 12, 15.166667, ZIC, 72, 8, 9.000000, 
trial0053131, AA, 154, 12, 12.833333, GDX, 108, 12, 9.000000, ZIC, 50, 8, 6.250000, 
trial0053132, AA, 166, 12, 13.833333, GDX, 84, 12, 7.000000, ZIC, 101, 8, 12.625000, 
trial0053133, AA, 105, 12, 8.750000, GDX, 101, 12, 8.416667, ZIC, 100, 8, 12.500000, 
trial0053134, AA, 106, 12, 8.833333, GDX, 98, 12, 8.166667, ZIC, 148, 8, 18.500000, 
trial0053135, AA, 143, 12, 11.916667, GDX, 62, 12, 5.166667, ZIC, 102, 8, 12.750000, 
trial0053136, AA, 76, 12, 6.333333, GDX, 68, 12, 5.666667, ZIC, 128, 8, 16.000000, 
trial0053137, AA, 186, 12, 15.500000, GDX, 82, 12, 6.833333, ZIC, 32, 8, 4.000000, 
trial0053138, AA, 68, 12, 5.666667, GDX, 209, 12, 17.416667, ZIC, 80, 8, 10.000000, 
trial0053139, AA, 112, 12, 9.333333, GDX, 92, 12, 7.666667, ZIC, 68, 8, 8.500000, 
trial0053140, AA, 53, 12, 4.416667, GDX, 128, 12, 10.666667, ZIC, 159, 8, 19.875000, 
trial0053141, AA, 82, 12, 6.833333, GDX, 103, 12, 8.583333, ZIC, 145, 8, 18.125000, 
trial0053142, AA, 130, 12, 10.833333, GDX, 128, 12, 10.666667, ZIC, 54, 8, 6.750000, 
trial0053143, AA, 106, 12, 8.833333, GDX, 97, 12, 8.083333, ZIC, 97, 8, 12.125000, 
trial0053144, AA, 86, 12, 7.166667, GDX, 89, 12, 7.416667, ZIC, 80, 8, 10.000000, 
trial0053145, AA, 145, 12, 12.083333, GDX, 159, 12, 13.250000, ZIC, 8, 8, 1.000000, 
trial0053146, AA, 102, 12, 8.500000, GDX, 135, 12, 11.250000, ZIC, 69, 8, 8.625000, 
trial0053147, AA, 106, 12, 8.833333, GDX, 1, 12, 0.083333, ZIC, 165, 8, 20.625000, 
trial0053148, AA, 111, 12, 9.250000, GDX, 132, 12, 11.000000, ZIC, 91, 8, 11.375000, 
trial0053149, AA, 157, 12, 13.083333, GDX, 8, 12, 0.666667, ZIC, 136, 8, 17.000000, 
trial0053150, AA, 95, 12, 7.916667, GDX, 102, 12, 8.500000, ZIC, 120, 8, 15.000000, 
trial0053151, AA, 135, 12, 11.250000, GDX, 50, 12, 4.166667, ZIC, 126, 8, 15.750000, 
trial0053152, AA, 166, 12, 13.833333, GDX, 121, 12, 10.083333, ZIC, 36, 8, 4.500000, 
trial0053153, AA, 163, 12, 13.583333, GDX, 95, 12, 7.916667, ZIC, 83, 8, 10.375000, 
trial0053154, AA, 160, 12, 13.333333, GDX, 42, 12, 3.500000, ZIC, 121, 8, 15.125000, 
trial0053155, AA, 169, 12, 14.083333, GDX, 86, 12, 7.166667, ZIC, 63, 8, 7.875000, 
trial0053156, AA, 80, 12, 6.666667, GDX, 122, 12, 10.166667, ZIC, 104, 8, 13.000000, 
trial0053157, AA, 157, 12, 13.083333, GDX, 6, 12, 0.500000, ZIC, 132, 8, 16.500000, 
trial0053158, AA, 83, 12, 6.916667, GDX, 128, 12, 10.666667, ZIC, 129, 8, 16.125000, 
trial0053159, AA, 76, 12, 6.333333, GDX, 104, 12, 8.666667, ZIC, 172, 8, 21.500000, 
trial0053160, AA, 182, 12, 15.166667, GDX, 0, 12, 0.000000, ZIC, 61, 8, 7.625000, 
trial0053161, AA, 76, 12, 6.333333, GDX, 7, 12, 0.583333, ZIC, 105, 8, 13.125000, 
trial0053162, AA, 65, 12, 5.416667, GDX, 56, 12, 4.666667, ZIC, 91, 8, 11.375000, 
