trial0025801, GDX, 385, 14, 27.500000, ZIC, 351, 4, 87.750000, ZIP, 993, 14, 70.928571, 
trial0025802, GDX, 855, 14, 61.071429, ZIC, 114, 4, 28.500000, ZIP, 622, 14, 44.428571, 
trial0025803, GDX, 809, 14, 57.785714, ZIC, 196, 4, 49.000000, ZIP, 566, 14, 40.428571, 
trial0025804, GDX, 621, 14, 44.357143, ZIC, 280, 4, 70.000000, ZIP, 1001, 14, 71.500000, 
trial0025805, GDX, 657, 14, 46.928571, ZIC, 47, 4, 11.750000, ZIP, 1622, 14, 115.857143, 
trial0025806, GDX, 393, 14, 28.071429, ZIC, 414, 4, 103.500000, ZIP, 630, 14, 45.000000, 
trial0025807, GDX, 731, 14, 52.214286, ZIC, 174, 4, 43.500000, ZIP, 452, 14, 32.285714, 
trial0025808, GDX, 421, 14, 30.071429, ZIC, 124, 4, 31.000000, ZIP, 1166, 14, 83.285714, 
trial0025809, GDX, 525, 14, 37.500000, ZIC, 237, 4, 59.250000, ZIP, 1022, 14, 73.000000, 
trial0025810, GDX, 654, 14, 46.714286, ZIC, 341, 4, 85.250000, ZIP, 452, 14, 32.285714, 
trial0025811, GDX, 826, 14, 59.000000, ZIC, 3, 4, 0.750000, ZIP, 916, 14, 65.428571, 
trial0025812, GDX, 950, 14, 67.857143, ZIC, 97, 4, 24.250000, ZIP, 565, 14, 40.357143, 
trial0025813, GDX, 105, 14, 7.500000, ZIC, 307, 4, 76.750000, ZIP, 768, 14, 54.857143, 
trial0025814, GDX, 348, 14, 24.857143, ZIC, 286, 4, 71.500000, ZIP, 668, 14, 47.714286, 
trial0025815, GDX, 427, 14, 30.500000, ZIC, 419, 4, 104.750000, ZIP, 1057, 14, 75.500000, 
trial0025816, GDX, 421, 14, 30.071429, ZIC, 139, 4, 34.750000, ZIP, 804, 14, 57.428571, 
trial0025817, GDX, 149, 14, 10.642857, ZIC, 0, 4, 0.000000, ZIP, 1071, 14, 76.500000, 
trial0025818, GDX, 584, 14, 41.714286, ZIC, 89, 4, 22.250000, ZIP, 945, 14, 67.500000, 
trial0025819, GDX, 500, 14, 35.714286, ZIC, 129, 4, 32.250000, ZIP, 1046, 14, 74.714286, 
trial0025820, GDX, 623, 14, 44.500000, ZIC, 304, 4, 76.000000, ZIP, 1040, 14, 74.285714, 
trial0025821, GDX, 757, 14, 54.071429, ZIC, 400, 4, 100.000000, ZIP, 1424, 14, 101.714286, 
trial0025822, GDX, 287, 14, 20.500000, ZIC, 65, 4, 16.250000, ZIP, 706, 14, 50.428571, 
trial0025823, GDX, 1003, 14, 71.642857, ZIC, 163, 4, 40.750000, ZIP, 1026, 14, 73.285714, 
trial0025824, GDX, 646, 14, 46.142857, ZIC, 478, 4, 119.500000, ZIP, 1104, 14, 78.857143, 
trial0025825, GDX, 979, 14, 69.928571, ZIC, 96, 4, 24.000000, ZIP, 662, 14, 47.285714, 
trial0025826, GDX, 203, 14, 14.500000, ZIC, 70, 4, 17.500000, ZIP, 1190, 14, 85.000000, 
trial0025827, GDX, 439, 14, 31.357143, ZIC, 191, 4, 47.750000, ZIP, 549, 14, 39.214286, 
trial0025828, GDX, 698, 14, 49.857143, ZIC, 156, 4, 39.000000, ZIP, 1006, 14, 71.857143, 
trial0025829, GDX, 840, 14, 60.000000, ZIC, 8, 4, 2.000000, ZIP, 880, 14, 62.857143, 
trial0025830, GDX, 469, 14, 33.500000, ZIC, 51, 4, 12.750000, ZIP, 1148, 14, 82.000000, 
trial0025831, GDX, 83, 14, 5.928571, ZIC, 0, 4, 0.000000, ZIP, 145, 14, 10.357143, 
trial0025832, GDX, 326, 14, 23.285714, ZIC, 60, 4, 15.000000, ZIP, 270, 14, 19.285714, 
trial0025833, GDX, 192, 14, 13.714286, ZIC, 28, 4, 7.000000, ZIP, 608, 14, 43.428571, 
trial0025834, GDX, 387, 14, 27.642857, ZIC, 33, 4, 8.250000, ZIP, 340, 14, 24.285714, 
trial0025835, GDX, 555, 14, 39.642857, ZIC, 137, 4, 34.250000, ZIP, 415, 14, 29.642857, 
trial0025836, GDX, 127, 14, 9.071429, ZIC, 0, 4, 0.000000, ZIP, 530, 14, 37.857143, 
trial0025837, GDX, 502, 14, 35.857143, ZIC, 78, 4, 19.500000, ZIP, 263, 14, 18.785714, 
trial0025838, GDX, 176, 14, 12.571429, ZIC, 50, 4, 12.500000, ZIP, 303, 14, 21.642857, 
trial0025839, GDX, 293, 14, 20.928571, ZIC, 7, 4, 1.750000, ZIP, 480, 14, 34.285714, 
trial0025840, GDX, 217, 14, 15.500000, ZIC, 68, 4, 17.000000, ZIP, 409, 14, 29.214286, 
trial0025841, GDX, 167, 14, 11.928571, ZIC, 51, 4, 12.750000, ZIP, 555, 14, 39.642857, 
trial0025842, GDX, 647, 14, 46.214286, ZIC, 0, 4, 0.000000, ZIP, 466, 14, 33.285714, 
trial0025843, GDX, 444, 14, 31.714286, ZIC, 27, 4, 6.750000, ZIP, 254, 14, 18.142857, 
