trial0005101, AA, 7946, 26, 305.615385, ZIC, 1408, 6, 234.666667, 
trial0005102, AA, 7031, 26, 270.423077, ZIC, 2480, 6, 413.333333, 
trial0005103, AA, 9255, 26, 355.961538, ZIC, 146, 6, 24.333333, 
trial0005104, AA, 8204, 26, 315.538462, ZIC, 1146, 6, 191.000000, 
trial0005105, AA, 7079, 26, 272.269231, ZIC, 1728, 6, 288.000000, 
trial0005106, AA, 6272, 26, 241.230769, ZIC, 2632, 6, 438.666667, 
trial0005107, AA, 7332, 26, 282.000000, ZIC, 2472, 6, 412.000000, 
trial0005108, AA, 5986, 26, 230.230769, ZIC, 3019, 6, 503.166667, 
trial0005109, AA, 9038, 26, 347.615385, ZIC, 335, 6, 55.833333, 
trial0005110, AA, 7445, 26, 286.346154, ZIC, 1599, 6, 266.500000, 
trial0005111, AA, 8254, 26, 317.461538, ZIC, 913, 6, 152.166667, 
trial0005112, AA, 9114, 26, 350.538462, ZIC, 508, 6, 84.666667, 
trial0005113, AA, 7574, 26, 291.307692, ZIC, 1668, 6, 278.000000, 
trial0005114, AA, 7306, 26, 281.000000, ZIC, 1869, 6, 311.500000, 
trial0005115, AA, 7957, 26, 306.038462, ZIC, 1674, 6, 279.000000, 
trial0005116, AA, 6534, 26, 251.307692, ZIC, 2221, 6, 370.166667, 
trial0005117, AA, 7892, 26, 303.538462, ZIC, 1319, 6, 219.833333, 
trial0005118, AA, 7680, 26, 295.384615, ZIC, 1561, 6, 260.166667, 
trial0005119, AA, 6396, 26, 246.000000, ZIC, 2917, 6, 486.166667, 
trial0005120, AA, 7349, 26, 282.653846, ZIC, 1652, 6, 275.333333, 
trial0005121, AA, 9360, 26, 360.000000, ZIC, 320, 6, 53.333333, 
trial0005122, AA, 7499, 26, 288.423077, ZIC, 1766, 6, 294.333333, 
trial0005123, AA, 6536, 26, 251.384615, ZIC, 3053, 6, 508.833333, 
trial0005124, AA, 7755, 26, 298.269231, ZIC, 1425, 6, 237.500000, 
trial0005125, AA, 8236, 26, 316.769231, ZIC, 1122, 6, 187.000000, 
trial0005126, AA, 7173, 26, 275.884615, ZIC, 2268, 6, 378.000000, 
trial0005127, AA, 7202, 26, 277.000000, ZIC, 2020, 6, 336.666667, 
trial0005128, AA, 7042, 26, 270.846154, ZIC, 1880, 6, 313.333333, 
trial0005129, AA, 8024, 26, 308.615385, ZIC, 1110, 6, 185.000000, 
trial0005130, AA, 8181, 26, 314.653846, ZIC, 983, 6, 163.833333, 
trial0005131, AA, 9583, 26, 368.576923, ZIC, 2884, 6, 480.666667, 
trial0005132, AA, 8178, 26, 314.538462, ZIC, 3108, 6, 518.000000, 
trial0005133, AA, 10322, 26, 397.000000, ZIC, 2328, 6, 388.000000, 
trial0005134, AA, 9017, 26, 346.807692, ZIC, 2712, 6, 452.000000, 
trial0005135, AA, 11672, 26, 448.923077, ZIC, 492, 6, 82.000000, 
trial0005136, AA, 9737, 26, 374.500000, ZIC, 2452, 6, 408.666667, 
trial0005137, AA, 10303, 26, 396.269231, ZIC, 1718, 6, 286.333333, 
trial0005138, AA, 10994, 26, 422.846154, ZIC, 1505, 6, 250.833333, 
trial0005139, AA, 11995, 26, 461.346154, ZIC, 459, 6, 76.500000, 
trial0005140, AA, 11186, 26, 430.230769, ZIC, 1113, 6, 185.500000, 
trial0005141, AA, 8529, 26, 328.038462, ZIC, 3452, 6, 575.333333, 
trial0005142, AA, 9436, 26, 362.923077, ZIC, 2741, 6, 456.833333, 
trial0005143, AA, 10661, 26, 410.038462, ZIC, 1519, 6, 253.166667, 
trial0005144, AA, 10491, 26, 403.500000, ZIC, 2073, 6, 345.500000, 
trial0005145, AA, 11135, 26, 428.269231, ZIC, 1032, 6, 172.000000, 
trial0005146, AA, 12064, 26, 464.000000, ZIC, 403, 6, 67.166667, 
trial0005147, AA, 10142, 26, 390.076923, ZIC, 2269, 6, 378.166667, 
trial0005148, AA, 8353, 26, 321.269231, ZIC, 3816, 6, 636.000000, 
trial0005149, AA, 9227, 26, 354.884615, ZIC, 2406, 6, 401.000000, 
trial0005150, AA, 11350, 26, 436.538462, ZIC, 1136, 6, 189.333333, 
trial0005151, AA, 10488, 26, 403.384615, ZIC, 2121, 6, 353.500000, 
trial0005152, AA, 12667, 26, 487.192308, ZIC, 103, 6, 17.166667, 
trial0005153, AA, 10147, 26, 390.269231, ZIC, 2339, 6, 389.833333, 
trial0005154, AA, 9140, 26, 351.538462, ZIC, 3000, 6, 500.000000, 
trial0005155, AA, 10440, 26, 401.538462, ZIC, 1774, 6, 295.666667, 
trial0005156, AA, 10545, 26, 405.576923, ZIC, 1940, 6, 323.333333, 
trial0005157, AA, 10997, 26, 422.961538, ZIC, 1611, 6, 268.500000, 
trial0005158, AA, 8567, 26, 329.500000, ZIC, 3657, 6, 609.500000, 
trial0005159, AA, 10360, 26, 398.461538, ZIC, 1979, 6, 329.833333, 
trial0005160, AA, 10402, 26, 400.076923, ZIC, 1847, 6, 307.833333, 
trial0005161, AA, 8568, 26, 329.538462, ZIC, 1708, 6, 284.666667, 
trial0005162, AA, 9352, 26, 359.692308, ZIC, 1325, 6, 220.833333, 
trial0005163, AA, 8314, 26, 319.769231, ZIC, 2028, 6, 338.000000, 
trial0005164, AA, 8690, 26, 334.230769, ZIC, 2103, 6, 350.500000, 
trial0005165, AA, 8350, 26, 321.153846, ZIC, 2335, 6, 389.166667, 
trial0005166, AA, 8156, 26, 313.692308, ZIC, 2154, 6, 359.000000, 
trial0005167, AA, 10008, 26, 384.923077, ZIC, 715, 6, 119.166667, 
trial0005168, AA, 8716, 26, 335.230769, ZIC, 1931, 6, 321.833333, 
trial0005169, AA, 9391, 26, 361.192308, ZIC, 1062, 6, 177.000000, 
trial0005170, AA, 7745, 26, 297.884615, ZIC, 2766, 6, 461.000000, 
trial0005171, AA, 8883, 26, 341.653846, ZIC, 1276, 6, 212.666667, 
trial0005172, AA, 9353, 26, 359.730769, ZIC, 1203, 6, 200.500000, 
trial0005173, AA, 7935, 26, 305.192308, ZIC, 2744, 6, 457.333333, 
trial0005174, AA, 8723, 26, 335.500000, ZIC, 2069, 6, 344.833333, 
trial0005175, AA, 7920, 26, 304.615385, ZIC, 2546, 6, 424.333333, 
trial0005176, AA, 8112, 26, 312.000000, ZIC, 1556, 6, 259.333333, 
trial0005177, AA, 9709, 26, 373.423077, ZIC, 880, 6, 146.666667, 
trial0005178, AA, 7333, 26, 282.038462, ZIC, 2916, 6, 486.000000, 
