trial0004801, ZIC, 284, 4, 71.000000, ZIP, 3796, 28, 135.571429, 
trial0004802, ZIC, 344, 4, 86.000000, ZIP, 3255, 28, 116.250000, 
trial0004803, ZIC, 380, 4, 95.000000, ZIP, 3366, 28, 120.214286, 
trial0004804, ZIC, 293, 4, 73.250000, ZIP, 3609, 28, 128.892857, 
trial0004805, ZIC, 197, 4, 49.250000, ZIP, 2087, 28, 74.535714, 
trial0004806, ZIC, 818, 4, 204.500000, ZIP, 3271, 28, 116.821429, 
trial0004807, ZIC, 396, 4, 99.000000, ZIP, 3946, 28, 140.928571, 
trial0004808, ZIC, 239, 4, 59.750000, ZIP, 3470, 28, 123.928571, 
trial0004809, ZIC, 675, 4, 168.750000, ZIP, 2981, 28, 106.464286, 
trial0004810, ZIC, 449, 4, 112.250000, ZIP, 3433, 28, 122.607143, 
trial0004811, ZIC, 96, 4, 24.000000, ZIP, 4166, 28, 148.785714, 
trial0004812, ZIC, 663, 4, 165.750000, ZIP, 3712, 28, 132.571429, 
trial0004813, ZIC, 289, 4, 72.250000, ZIP, 3693, 28, 131.892857, 
trial0004814, ZIC, 236, 4, 59.000000, ZIP, 3883, 28, 138.678571, 
trial0004815, ZIC, 317, 4, 79.250000, ZIP, 3784, 28, 135.142857, 
trial0004816, ZIC, 384, 4, 96.000000, ZIP, 3361, 28, 120.035714, 
trial0004817, ZIC, 20, 4, 5.000000, ZIP, 4169, 28, 148.892857, 
trial0004818, ZIC, 852, 4, 213.000000, ZIP, 3209, 28, 114.607143, 
trial0004819, ZIC, 87, 4, 21.750000, ZIP, 3392, 28, 121.142857, 
trial0004820, ZIC, 355, 4, 88.750000, ZIP, 3282, 28, 117.214286, 
trial0004821, ZIC, 49, 4, 12.250000, ZIP, 3323, 28, 118.678571, 
trial0004822, ZIC, 137, 4, 34.250000, ZIP, 3252, 28, 116.142857, 
trial0004823, ZIC, 7, 4, 1.750000, ZIP, 3543, 28, 126.535714, 
trial0004824, ZIC, 60, 4, 15.000000, ZIP, 3718, 28, 132.785714, 
trial0004825, ZIC, 28, 4, 7.000000, ZIP, 3371, 28, 120.392857, 
trial0004826, ZIC, 329, 4, 82.250000, ZIP, 3041, 28, 108.607143, 
trial0004827, ZIC, 30, 4, 7.500000, ZIP, 3989, 28, 142.464286, 
trial0004828, ZIC, 69, 4, 17.250000, ZIP, 4084, 28, 145.857143, 
trial0004829, ZIC, 592, 4, 148.000000, ZIP, 3213, 28, 114.750000, 
trial0004830, ZIC, 271, 4, 67.750000, ZIP, 3317, 28, 118.464286, 
trial0004831, ZIC, 2509, 4, 627.250000, ZIP, 7089, 28, 253.178571, 
trial0004832, ZIC, 266, 4, 66.500000, ZIP, 8321, 28, 297.178571, 
trial0004833, ZIC, 1107, 4, 276.750000, ZIP, 7167, 28, 255.964286, 
trial0004834, ZIC, 1528, 4, 382.000000, ZIP, 8319, 28, 297.107143, 
trial0004835, ZIC, 2499, 4, 624.750000, ZIP, 7817, 28, 279.178571, 
trial0004836, ZIC, 568, 4, 142.000000, ZIP, 6666, 28, 238.071429, 
trial0004837, ZIC, 1432, 4, 358.000000, ZIP, 7419, 28, 264.964286, 
trial0004838, ZIC, 1304, 4, 326.000000, ZIP, 7359, 28, 262.821429, 
trial0004839, ZIC, 0, 4, 0.000000, ZIP, 7571, 28, 270.392857, 
trial0004840, ZIC, 1473, 4, 368.250000, ZIP, 8777, 28, 313.464286, 
trial0004841, ZIC, 2597, 4, 649.250000, ZIP, 7281, 28, 260.035714, 
trial0004842, ZIC, 774, 4, 193.500000, ZIP, 8399, 28, 299.964286, 
