trial0005101, AA, 2479, 22, 112.681818, ZIC, 600, 10, 60.000000, 
trial0005102, AA, 2324, 22, 105.636364, ZIC, 982, 10, 98.200000, 
trial0005103, AA, 2524, 22, 114.727273, ZIC, 864, 10, 86.400000, 
trial0005104, AA, 2189, 22, 99.500000, ZIC, 1149, 10, 114.900000, 
trial0005105, AA, 2375, 22, 107.954545, ZIC, 740, 10, 74.000000, 
trial0005106, AA, 2200, 22, 100.000000, ZIC, 986, 10, 98.600000, 
trial0005107, AA, 2393, 22, 108.772727, ZIC, 650, 10, 65.000000, 
trial0005108, AA, 2458, 22, 111.727273, ZIC, 867, 10, 86.700000, 
trial0005109, AA, 2891, 22, 131.409091, ZIC, 424, 10, 42.400000, 
trial0005110, AA, 2690, 22, 122.272727, ZIC, 587, 10, 58.700000, 
trial0005111, AA, 2981, 22, 135.500000, ZIC, 510, 10, 51.000000, 
trial0005112, AA, 3095, 22, 140.681818, ZIC, 517, 10, 51.700000, 
trial0005113, AA, 2265, 22, 102.954545, ZIC, 645, 10, 64.500000, 
trial0005114, AA, 3664, 22, 166.545455, ZIC, 36, 10, 3.600000, 
trial0005115, AA, 2779, 22, 126.318182, ZIC, 664, 10, 66.400000, 
trial0005116, AA, 3713, 22, 168.772727, ZIC, 107, 10, 10.700000, 
trial0005117, AA, 2525, 22, 114.772727, ZIC, 749, 10, 74.900000, 
trial0005118, AA, 3238, 22, 147.181818, ZIC, 142, 10, 14.200000, 
trial0005119, AA, 2912, 22, 132.363636, ZIC, 298, 10, 29.800000, 
trial0005120, AA, 2122, 22, 96.454545, ZIC, 1027, 10, 102.700000, 
trial0005121, AA, 2158, 22, 98.090909, ZIC, 925, 10, 92.500000, 
trial0005122, AA, 3134, 22, 142.454545, ZIC, 218, 10, 21.800000, 
trial0005123, AA, 2405, 22, 109.318182, ZIC, 800, 10, 80.000000, 
trial0005124, AA, 2568, 22, 116.727273, ZIC, 547, 10, 54.700000, 
trial0005125, AA, 2304, 22, 104.727273, ZIC, 972, 10, 97.200000, 
trial0005126, AA, 1796, 22, 81.636364, ZIC, 1071, 10, 107.100000, 
trial0005127, AA, 2727, 22, 123.954545, ZIC, 679, 10, 67.900000, 
trial0005128, AA, 2652, 22, 120.545455, ZIC, 724, 10, 72.400000, 
trial0005129, AA, 2886, 22, 131.181818, ZIC, 327, 10, 32.700000, 
trial0005130, AA, 3549, 22, 161.318182, ZIC, 90, 10, 9.000000, 
trial0005131, AA, 1664, 22, 75.636364, ZIC, 668, 10, 66.800000, 
