trial0026701, AA, 1686, 16, 105.375000, GDX, 362, 4, 90.500000, ZIP, 1607, 12, 133.916667, 
trial0026702, AA, 1447, 16, 90.437500, GDX, 563, 4, 140.750000, ZIP, 1632, 12, 136.000000, 
trial0026703, AA, 996, 16, 62.250000, GDX, 383, 4, 95.750000, ZIP, 2280, 12, 190.000000, 
trial0026704, AA, 1642, 16, 102.625000, GDX, 482, 4, 120.500000, ZIP, 1435, 12, 119.583333, 
trial0026705, AA, 1486, 16, 92.875000, GDX, 626, 4, 156.500000, ZIP, 1392, 12, 116.000000, 
trial0026706, AA, 2344, 16, 146.500000, GDX, 249, 4, 62.250000, ZIP, 831, 12, 69.250000, 
trial0026707, AA, 1476, 16, 92.250000, GDX, 271, 4, 67.750000, ZIP, 1944, 12, 162.000000, 
trial0026708, AA, 1474, 16, 92.125000, GDX, 596, 4, 149.000000, ZIP, 775, 12, 64.583333, 
trial0026709, AA, 1694, 16, 105.875000, GDX, 228, 4, 57.000000, ZIP, 1370, 12, 114.166667, 
trial0026710, AA, 1843, 16, 115.187500, GDX, 449, 4, 112.250000, ZIP, 1113, 12, 92.750000, 
trial0026711, AA, 1381, 16, 86.312500, GDX, 628, 4, 157.000000, ZIP, 1578, 12, 131.500000, 
trial0026712, AA, 1562, 16, 97.625000, GDX, 474, 4, 118.500000, ZIP, 1442, 12, 120.166667, 
trial0026713, AA, 1132, 16, 70.750000, GDX, 369, 4, 92.250000, ZIP, 1767, 12, 147.250000, 
trial0026714, AA, 1978, 16, 123.625000, GDX, 425, 4, 106.250000, ZIP, 1013, 12, 84.416667, 
trial0026715, AA, 1741, 16, 108.812500, GDX, 0, 4, 0.000000, ZIP, 1463, 12, 121.916667, 
trial0026716, AA, 1849, 16, 115.562500, GDX, 148, 4, 37.000000, ZIP, 1499, 12, 124.916667, 
trial0026717, AA, 1365, 16, 85.312500, GDX, 370, 4, 92.500000, ZIP, 1856, 12, 154.666667, 
trial0026718, AA, 1204, 16, 75.250000, GDX, 295, 4, 73.750000, ZIP, 1618, 12, 134.833333, 
trial0026719, AA, 2232, 16, 139.500000, GDX, 349, 4, 87.250000, ZIP, 1095, 12, 91.250000, 
trial0026720, AA, 2291, 16, 143.187500, GDX, 294, 4, 73.500000, ZIP, 1035, 12, 86.250000, 
trial0026721, AA, 1739, 16, 108.687500, GDX, 693, 4, 173.250000, ZIP, 1432, 12, 119.333333, 
trial0026722, AA, 1477, 16, 92.312500, GDX, 459, 4, 114.750000, ZIP, 1423, 12, 118.583333, 
trial0026723, AA, 1142, 16, 71.375000, GDX, 361, 4, 90.250000, ZIP, 1720, 12, 143.333333, 
trial0026724, AA, 1702, 16, 106.375000, GDX, 262, 4, 65.500000, ZIP, 1131, 12, 94.250000, 
trial0026725, AA, 1385, 16, 86.562500, GDX, 277, 4, 69.250000, ZIP, 1584, 12, 132.000000, 
trial0026726, AA, 2485, 16, 155.312500, GDX, 484, 4, 121.000000, ZIP, 730, 12, 60.833333, 
trial0026727, AA, 1509, 16, 94.312500, GDX, 552, 4, 138.000000, ZIP, 792, 12, 66.000000, 
trial0026728, AA, 898, 16, 56.125000, GDX, 338, 4, 84.500000, ZIP, 1884, 12, 157.000000, 
trial0026729, AA, 2207, 16, 137.937500, GDX, 305, 4, 76.250000, ZIP, 1127, 12, 93.916667, 
trial0026730, AA, 1545, 16, 96.562500, GDX, 114, 4, 28.500000, ZIP, 1034, 12, 86.166667, 
trial0026731, AA, 1543, 16, 96.437500, GDX, 493, 4, 123.250000, ZIP, 1170, 12, 97.500000, 
trial0026732, AA, 1598, 16, 99.875000, GDX, 502, 4, 125.500000, ZIP, 1789, 12, 149.083333, 
trial0026733, AA, 1741, 16, 108.812500, GDX, 688, 4, 172.000000, ZIP, 1146, 12, 95.500000, 
trial0026734, AA, 1554, 16, 97.125000, GDX, 118, 4, 29.500000, ZIP, 1802, 12, 150.166667, 
trial0026735, AA, 1121, 16, 70.062500, GDX, 99, 4, 24.750000, ZIP, 2181, 12, 181.750000, 
trial0026736, AA, 1772, 16, 110.750000, GDX, 175, 4, 43.750000, ZIP, 1188, 12, 99.000000, 
trial0026737, AA, 2092, 16, 130.750000, GDX, 447, 4, 111.750000, ZIP, 822, 12, 68.500000, 
trial0026738, AA, 1882, 16, 117.625000, GDX, 690, 4, 172.500000, ZIP, 901, 12, 75.083333, 
trial0026739, AA, 2151, 16, 134.437500, GDX, 62, 4, 15.500000, ZIP, 1036, 12, 86.333333, 
trial0026740, AA, 2355, 16, 147.187500, GDX, 210, 4, 52.500000, ZIP, 726, 12, 60.500000, 
