trial0026101, AA, 1311, 20, 65.550000, ZIP, 664, 12, 55.333333, 
trial0026102, AA, 827, 20, 41.350000, ZIP, 1164, 12, 97.000000, 
trial0026103, AA, 2430, 20, 121.500000, ZIP, 466, 12, 38.833333, 
trial0026104, AA, 1777, 20, 88.850000, ZIP, 1271, 12, 105.916667, 
trial0026105, AA, 1563, 20, 78.150000, ZIP, 1465, 12, 122.083333, 
trial0026106, AA, 1845, 20, 92.250000, ZIP, 1077, 12, 89.750000, 
trial0026107, AA, 1820, 20, 91.000000, ZIP, 1040, 12, 86.666667, 
trial0026108, AA, 1984, 20, 99.200000, ZIP, 817, 12, 68.083333, 
trial0026109, AA, 1805, 20, 90.250000, ZIP, 1241, 12, 103.416667, 
trial0026110, AA, 1234, 20, 61.700000, ZIP, 1378, 12, 114.833333, 
trial0026111, AA, 1721, 20, 86.050000, ZIP, 1519, 12, 126.583333, 
trial0026112, AA, 1404, 20, 70.200000, ZIP, 1806, 12, 150.500000, 
trial0026113, AA, 1622, 20, 81.100000, ZIP, 1254, 12, 104.500000, 
trial0026114, AA, 2377, 20, 118.850000, ZIP, 791, 12, 65.916667, 
trial0026115, AA, 1847, 20, 92.350000, ZIP, 1107, 12, 92.250000, 
trial0026116, AA, 1485, 20, 74.250000, ZIP, 1860, 12, 155.000000, 
trial0026117, AA, 1494, 20, 74.700000, ZIP, 1488, 12, 124.000000, 
trial0026118, AA, 2108, 20, 105.400000, ZIP, 1024, 12, 85.333333, 
trial0026119, AA, 2273, 20, 113.650000, ZIP, 982, 12, 81.833333, 
trial0026120, AA, 2199, 20, 109.950000, ZIP, 710, 12, 59.166667, 
trial0026121, AA, 2555, 20, 127.750000, ZIP, 678, 12, 56.500000, 
trial0026122, AA, 1811, 20, 90.550000, ZIP, 1048, 12, 87.333333, 
trial0026123, AA, 2027, 20, 101.350000, ZIP, 971, 12, 80.916667, 
trial0026124, AA, 2006, 20, 100.300000, ZIP, 1022, 12, 85.166667, 
trial0026125, AA, 2177, 20, 108.850000, ZIP, 824, 12, 68.666667, 
trial0026126, AA, 1694, 20, 84.700000, ZIP, 1292, 12, 107.666667, 
trial0026127, AA, 1619, 20, 80.950000, ZIP, 1082, 12, 90.166667, 
trial0026128, AA, 2063, 20, 103.150000, ZIP, 1025, 12, 85.416667, 
trial0026129, AA, 1466, 20, 73.300000, ZIP, 1282, 12, 106.833333, 
trial0026130, AA, 1801, 20, 90.050000, ZIP, 1253, 12, 104.416667, 
trial0026131, AA, 2202, 20, 110.100000, ZIP, 1595, 12, 132.916667, 
trial0026132, AA, 2740, 20, 137.000000, ZIP, 1164, 12, 97.000000, 
trial0026133, AA, 2017, 20, 100.850000, ZIP, 1666, 12, 138.833333, 
trial0026134, AA, 2036, 20, 101.800000, ZIP, 1857, 12, 154.750000, 
trial0026135, AA, 2540, 20, 127.000000, ZIP, 1287, 12, 107.250000, 
trial0026136, AA, 1746, 20, 87.300000, ZIP, 1897, 12, 158.083333, 
trial0026137, AA, 2102, 20, 105.100000, ZIP, 1396, 12, 116.333333, 
trial0026138, AA, 2366, 20, 118.300000, ZIP, 1144, 12, 95.333333, 
trial0026139, AA, 1870, 20, 93.500000, ZIP, 1578, 12, 131.500000, 
trial0026140, AA, 2066, 20, 103.300000, ZIP, 1671, 12, 139.250000, 
trial0026141, AA, 2714, 20, 135.700000, ZIP, 1215, 12, 101.250000, 
trial0026142, AA, 2986, 20, 149.300000, ZIP, 669, 12, 55.750000, 
trial0026143, AA, 2387, 20, 119.350000, ZIP, 1335, 12, 111.250000, 
trial0026144, AA, 2433, 20, 121.650000, ZIP, 1332, 12, 111.000000, 
trial0026145, AA, 2484, 20, 124.200000, ZIP, 1455, 12, 121.250000, 
trial0026146, AA, 2079, 20, 103.950000, ZIP, 1340, 12, 111.666667, 
trial0026147, AA, 1705, 20, 85.250000, ZIP, 2363, 12, 196.916667, 
trial0026148, AA, 1830, 20, 91.500000, ZIP, 2221, 12, 185.083333, 
trial0026149, AA, 2615, 20, 130.750000, ZIP, 1166, 12, 97.166667, 
trial0026150, AA, 1801, 20, 90.050000, ZIP, 1825, 12, 152.083333, 
trial0026151, AA, 2434, 20, 121.700000, ZIP, 1343, 12, 111.916667, 
trial0026152, AA, 3040, 20, 152.000000, ZIP, 774, 12, 64.500000, 
trial0026153, AA, 2222, 20, 111.100000, ZIP, 1454, 12, 121.166667, 
trial0026154, AA, 2536, 20, 126.800000, ZIP, 996, 12, 83.000000, 
trial0026155, AA, 2495, 20, 124.750000, ZIP, 1203, 12, 100.250000, 
trial0026156, AA, 2335, 20, 116.750000, ZIP, 1179, 12, 98.250000, 
trial0026157, AA, 2309, 20, 115.450000, ZIP, 1326, 12, 110.500000, 
trial0026158, AA, 3216, 20, 160.800000, ZIP, 769, 12, 64.083333, 
trial0026159, AA, 2628, 20, 131.400000, ZIP, 1166, 12, 97.166667, 
trial0026160, AA, 2424, 20, 121.200000, ZIP, 1347, 12, 112.250000, 
trial0026161, AA, 1013, 20, 50.650000, ZIP, 369, 12, 30.750000, 
trial0026162, AA, 944, 20, 47.200000, ZIP, 640, 12, 53.333333, 
trial0026163, AA, 711, 20, 35.550000, ZIP, 596, 12, 49.666667, 
trial0026164, AA, 968, 20, 48.400000, ZIP, 415, 12, 34.583333, 
trial0026165, AA, 611, 20, 30.550000, ZIP, 868, 12, 72.333333, 
trial0026166, AA, 754, 20, 37.700000, ZIP, 639, 12, 53.250000, 
trial0026167, AA, 846, 20, 42.300000, ZIP, 471, 12, 39.250000, 
trial0026168, AA, 798, 20, 39.900000, ZIP, 568, 12, 47.333333, 
trial0026169, AA, 724, 20, 36.200000, ZIP, 723, 12, 60.250000, 
trial0026170, AA, 945, 20, 47.250000, ZIP, 421, 12, 35.083333, 
trial0026171, AA, 963, 20, 48.150000, ZIP, 481, 12, 40.083333, 
trial0026172, AA, 922, 20, 46.100000, ZIP, 525, 12, 43.750000, 
trial0026173, AA, 691, 20, 34.550000, ZIP, 715, 12, 59.583333, 
trial0026174, AA, 712, 20, 35.600000, ZIP, 874, 12, 72.833333, 
trial0026175, AA, 867, 20, 43.350000, ZIP, 680, 12, 56.666667, 
