0,0,10,10
0,10,0,10
0,10,10,0
0,0,19,1
0,19,0,1
0,19,1,0
0,0,1,19
0,1,0,19
0,1,19,0
10,0,0,10
10,0,10,0
10,10,0,0
19,0,0,1
19,0,1,0
19,1,0,0
1,0,0,19
1,0,19,0
1,19,0,0
0,7,7,7
7,0,7,7
7,7,0,7
7,7,7,0
5,5,5,5
