AA- Wins: 0 Total: 0, GDX- Wins: 329 Total: 99886, ZIC- Wins: 0 Total: 0, ZIP- Wins: 171, Total: 86224
AA- Wins: 0 Total: 0, GDX- Wins: 391 Total: 96570, ZIC- Wins: 0 Total: 0, ZIP- Wins: 109, Total: 69744
AA- Wins: 0 Total: 0, GDX- Wins: 330 Total: 82869, ZIC- Wins: 0 Total: 0, ZIP- Wins: 170, Total: 63407
AA- Wins: 0 Total: 0, GDX- Wins: 363 Total: 69477, ZIC- Wins: 0 Total: 0, ZIP- Wins: 137, Total: 53103
AA- Wins: 0 Total: 0, GDX- Wins: 402 Total: 98712, ZIC- Wins: 0 Total: 0, ZIP- Wins: 98, Total: 63145
AA- Wins: 0 Total: 0, GDX- Wins: 422 Total: 102583, ZIC- Wins: 0 Total: 0, ZIP- Wins: 78, Total: 60005
AA- Wins: 0 Total: 0, GDX- Wins: 438 Total: 118658, ZIC- Wins: 0 Total: 0, ZIP- Wins: 62, Total: 59919
AA- Wins: 0 Total: 0, GDX- Wins: 428 Total: 80518, ZIC- Wins: 0 Total: 0, ZIP- Wins: 72, Total: 39306
AA- Wins: 0 Total: 0, GDX- Wins: 434 Total: 58121, ZIC- Wins: 0 Total: 0, ZIP- Wins: 66, Total: 26483
AA- Wins: 0 Total: 0, GDX- Wins: 423 Total: 53831, ZIC- Wins: 0 Total: 0, ZIP- Wins: 77, Total: 22311
AA- Wins: 0 Total: 0, GDX- Wins: 393 Total: 88728, ZIC- Wins: 0 Total: 0, ZIP- Wins: 107, Total: 32725
AA- Wins: 0 Total: 0, GDX- Wins: 305 Total: 57005, ZIC- Wins: 0 Total: 0, ZIP- Wins: 195, Total: 17575
AA- Wins: 324 Total: 122826, GDX- Wins: 0 Total: 0, ZIC- Wins: 176 Total: 100515, ZIP- Wins: 0, Total: 0
AA- Wins: 361 Total: 103566, GDX- Wins: 0 Total: 0, ZIC- Wins: 139 Total: 75260, ZIP- Wins: 0, Total: 0
AA- Wins: 373 Total: 108987, GDX- Wins: 0 Total: 0, ZIC- Wins: 127 Total: 83133, ZIP- Wins: 0, Total: 0
AA- Wins: 355 Total: 130050, GDX- Wins: 0 Total: 0, ZIC- Wins: 145 Total: 99911, ZIP- Wins: 0, Total: 0
AA- Wins: 420 Total: 78390, GDX- Wins: 0 Total: 0, ZIC- Wins: 80 Total: 51385, ZIP- Wins: 0, Total: 0
AA- Wins: 395 Total: 105287, GDX- Wins: 0 Total: 0, ZIC- Wins: 105 Total: 78335, ZIP- Wins: 0, Total: 0
AA- Wins: 346 Total: 158943, GDX- Wins: 0 Total: 0, ZIC- Wins: 154 Total: 131173, ZIP- Wins: 0, Total: 0
AA- Wins: 438 Total: 78996, GDX- Wins: 0 Total: 0, ZIC- Wins: 62 Total: 50934, ZIP- Wins: 0, Total: 0
AA- Wins: 408 Total: 109482, GDX- Wins: 0 Total: 0, ZIC- Wins: 92 Total: 77904, ZIP- Wins: 0, Total: 0
AA- Wins: 395 Total: 116787, GDX- Wins: 0 Total: 0, ZIC- Wins: 105 Total: 86141, ZIP- Wins: 0, Total: 0
AA- Wins: 370 Total: 151320, GDX- Wins: 0 Total: 0, ZIC- Wins: 130 Total: 117114, ZIP- Wins: 0, Total: 0
AA- Wins: 401 Total: 146675, GDX- Wins: 0 Total: 0, ZIC- Wins: 99 Total: 112977, ZIP- Wins: 0, Total: 0
AA- Wins: 362 Total: 150477, GDX- Wins: 0 Total: 0, ZIC- Wins: 138 Total: 116207, ZIP- Wins: 0, Total: 0
AA- Wins: 408 Total: 107824, GDX- Wins: 0 Total: 0, ZIC- Wins: 92 Total: 74224, ZIP- Wins: 0, Total: 0
AA- Wins: 376 Total: 128793, GDX- Wins: 0 Total: 0, ZIC- Wins: 124 Total: 94345, ZIP- Wins: 0, Total: 0
AA- Wins: 377 Total: 115563, GDX- Wins: 0 Total: 0, ZIC- Wins: 123 Total: 82447, ZIP- Wins: 0, Total: 0
AA- Wins: 352 Total: 144778, GDX- Wins: 0 Total: 0, ZIC- Wins: 148 Total: 106427, ZIP- Wins: 0, Total: 0
AA- Wins: 355 Total: 96872, GDX- Wins: 0 Total: 0, ZIC- Wins: 145 Total: 64130, ZIP- Wins: 0, Total: 0
AA- Wins: 279 Total: 149384, GDX- Wins: 0 Total: 0, ZIC- Wins: 221 Total: 105643, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 235 Total: 62219, ZIC- Wins: 265 Total: 87487, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 209 Total: 109295, ZIC- Wins: 291 Total: 134844, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 151 Total: 106247, ZIC- Wins: 349 Total: 151577, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 133 Total: 68506, ZIC- Wins: 367 Total: 93891, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 128 Total: 59525, ZIC- Wins: 372 Total: 77815, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 165 Total: 77622, ZIC- Wins: 335 Total: 89666, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 196 Total: 107985, ZIC- Wins: 304 Total: 117116, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 194 Total: 54724, ZIC- Wins: 306 Total: 58175, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 222 Total: 51748, ZIC- Wins: 278 Total: 51150, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 327 Total: 66528, ZIC- Wins: 173 Total: 59262, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 376 Total: 91974, ZIC- Wins: 124 Total: 75009, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 406 Total: 137100, ZIC- Wins: 94 Total: 102652, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 445 Total: 80218, ZIC- Wins: 55 Total: 55121, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 415 Total: 95842, ZIC- Wins: 85 Total: 67205, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 437 Total: 108328, ZIC- Wins: 63 Total: 66894, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 412 Total: 167344, ZIC- Wins: 88 Total: 108296, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 405 Total: 120082, ZIC- Wins: 95 Total: 74105, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 370 Total: 171834, ZIC- Wins: 130 Total: 112165, ZIP- Wins: 0, Total: 0
AA- Wins: 0 Total: 0, GDX- Wins: 291 Total: 138260, ZIC- Wins: 209 Total: 86605, ZIP- Wins: 0, Total: 0
