trial0047101, GDX, 8, 20, 0.400000, ZIC, 171, 8, 21.375000, ZIP, 114, 4, 28.500000, 
trial0047102, GDX, 49, 20, 2.450000, ZIC, 114, 8, 14.250000, ZIP, 107, 4, 26.750000, 
trial0047103, GDX, 0, 20, 0.000000, ZIC, 164, 8, 20.500000, ZIP, 114, 4, 28.500000, 
trial0047104, GDX, 36, 20, 1.800000, ZIC, 275, 8, 34.375000, ZIP, 0, 4, 0.000000, 
trial0047105, GDX, 26, 20, 1.300000, ZIC, 142, 8, 17.750000, ZIP, 109, 4, 27.250000, 
trial0047106, GDX, 0, 20, 0.000000, ZIC, 176, 8, 22.000000, ZIP, 110, 4, 27.500000, 
trial0047107, GDX, 106, 20, 5.300000, ZIC, 98, 8, 12.250000, ZIP, 58, 4, 14.500000, 
trial0047108, GDX, 4, 20, 0.200000, ZIC, 95, 8, 11.875000, ZIP, 147, 4, 36.750000, 
trial0047109, GDX, 38, 20, 1.900000, ZIC, 150, 8, 18.750000, ZIP, 139, 4, 34.750000, 
trial0047110, GDX, 17, 20, 0.850000, ZIC, 188, 8, 23.500000, ZIP, 164, 4, 41.000000, 
trial0047111, GDX, 26, 20, 1.300000, ZIC, 47, 8, 5.875000, ZIP, 82, 4, 20.500000, 
trial0047112, GDX, 114, 20, 5.700000, ZIC, 89, 8, 11.125000, ZIP, 189, 4, 47.250000, 
trial0047113, GDX, 0, 20, 0.000000, ZIC, 179, 8, 22.375000, ZIP, 115, 4, 28.750000, 
trial0047114, GDX, 82, 20, 4.100000, ZIC, 204, 8, 25.500000, ZIP, 57, 4, 14.250000, 
trial0047115, GDX, 0, 20, 0.000000, ZIC, 148, 8, 18.500000, ZIP, 129, 4, 32.250000, 
trial0047116, GDX, 20, 20, 1.000000, ZIC, 128, 8, 16.000000, ZIP, 82, 4, 20.500000, 
trial0047117, GDX, 298, 20, 14.900000, ZIC, 105, 8, 13.125000, ZIP, 71, 4, 17.750000, 
trial0047118, GDX, 0, 20, 0.000000, ZIC, 196, 8, 24.500000, ZIP, 115, 4, 28.750000, 
trial0047119, GDX, 122, 20, 6.100000, ZIC, 57, 8, 7.125000, ZIP, 74, 4, 18.500000, 
trial0047120, GDX, 137, 20, 6.850000, ZIC, 41, 8, 5.125000, ZIP, 182, 4, 45.500000, 
trial0047121, GDX, 135, 20, 6.750000, ZIC, 25, 8, 3.125000, ZIP, 52, 4, 13.000000, 
trial0047122, GDX, 76, 20, 3.800000, ZIC, 104, 8, 13.000000, ZIP, 122, 4, 30.500000, 
trial0047123, GDX, 0, 20, 0.000000, ZIC, 204, 8, 25.500000, ZIP, 50, 4, 12.500000, 
trial0047124, GDX, 13, 20, 0.650000, ZIC, 155, 8, 19.375000, ZIP, 3, 4, 0.750000, 
trial0047125, GDX, 229, 20, 11.450000, ZIC, 32, 8, 4.000000, ZIP, 24, 4, 6.000000, 
trial0047126, GDX, 33, 20, 1.650000, ZIC, 151, 8, 18.875000, ZIP, 52, 4, 13.000000, 
trial0047127, GDX, 64, 20, 3.200000, ZIC, 116, 8, 14.500000, ZIP, 72, 4, 18.000000, 
trial0047128, GDX, 90, 20, 4.500000, ZIC, 188, 8, 23.500000, ZIP, 82, 4, 20.500000, 
trial0047129, GDX, 130, 20, 6.500000, ZIC, 66, 8, 8.250000, ZIP, 148, 4, 37.000000, 
trial0047130, GDX, 173, 20, 8.650000, ZIC, 227, 8, 28.375000, ZIP, 17, 4, 4.250000, 
trial0047131, GDX, 98, 20, 4.900000, ZIC, 140, 8, 17.500000, ZIP, 0, 4, 0.000000, 
trial0047132, GDX, 70, 20, 3.500000, ZIC, 65, 8, 8.125000, ZIP, 28, 4, 7.000000, 
trial0047133, GDX, 97, 20, 4.850000, ZIC, 58, 8, 7.250000, ZIP, 28, 4, 7.000000, 
trial0047134, GDX, 57, 20, 2.850000, ZIC, 61, 8, 7.625000, ZIP, 46, 4, 11.500000, 
trial0047135, GDX, 120, 20, 6.000000, ZIC, 64, 8, 8.000000, ZIP, 16, 4, 4.000000, 
trial0047136, GDX, 52, 20, 2.600000, ZIC, 46, 8, 5.750000, ZIP, 23, 4, 5.750000, 
trial0047137, GDX, 90, 20, 4.500000, ZIC, 89, 8, 11.125000, ZIP, 8, 4, 2.000000, 
trial0047138, GDX, 1, 20, 0.050000, ZIC, 116, 8, 14.500000, ZIP, 52, 4, 13.000000, 
trial0047139, GDX, 21, 20, 1.050000, ZIC, 27, 8, 3.375000, ZIP, 83, 4, 20.750000, 
trial0047140, GDX, 80, 20, 4.000000, ZIC, 51, 8, 6.375000, ZIP, 70, 4, 17.500000, 
trial0047141, GDX, 23, 20, 1.150000, ZIC, 47, 8, 5.875000, ZIP, 67, 4, 16.750000, 
trial0047142, GDX, 56, 20, 2.800000, ZIC, 42, 8, 5.250000, ZIP, 121, 4, 30.250000, 
trial0047143, GDX, 180, 20, 9.000000, ZIC, 46, 8, 5.750000, ZIP, 21, 4, 5.250000, 
trial0047144, GDX, 70, 20, 3.500000, ZIC, 55, 8, 6.875000, ZIP, 39, 4, 9.750000, 
trial0047145, GDX, 55, 20, 2.750000, ZIC, 61, 8, 7.625000, ZIP, 24, 4, 6.000000, 
trial0047146, GDX, 42, 20, 2.100000, ZIC, 116, 8, 14.500000, ZIP, 0, 4, 0.000000, 
trial0047147, GDX, 0, 20, 0.000000, ZIC, 75, 8, 9.375000, ZIP, 0, 4, 0.000000, 
trial0047148, GDX, 105, 20, 5.250000, ZIC, 56, 8, 7.000000, ZIP, 78, 4, 19.500000, 
trial0047149, GDX, 59, 20, 2.950000, ZIC, 105, 8, 13.125000, ZIP, 27, 4, 6.750000, 
trial0047150, GDX, 0, 20, 0.000000, ZIC, 79, 8, 9.875000, ZIP, 56, 4, 14.000000, 
