trial0055201, GDX, 150, 14, 10.714286, ZIC, 54, 8, 6.750000, ZIP, 227, 10, 22.700000, 
trial0055202, GDX, 169, 14, 12.071429, ZIC, 20, 8, 2.500000, ZIP, 195, 10, 19.500000, 
trial0055203, GDX, 71, 14, 5.071429, ZIC, 127, 8, 15.875000, ZIP, 166, 10, 16.600000, 
trial0055204, GDX, 142, 14, 10.142857, ZIC, 33, 8, 4.125000, ZIP, 163, 10, 16.300000, 
trial0055205, GDX, 157, 14, 11.214286, ZIC, 84, 8, 10.500000, ZIP, 177, 10, 17.700000, 
trial0055206, GDX, 153, 14, 10.928571, ZIC, 139, 8, 17.375000, ZIP, 52, 10, 5.200000, 
trial0055207, GDX, 130, 14, 9.285714, ZIC, 110, 8, 13.750000, ZIP, 90, 10, 9.000000, 
trial0055208, GDX, 80, 14, 5.714286, ZIC, 79, 8, 9.875000, ZIP, 178, 10, 17.800000, 
trial0055209, GDX, 30, 14, 2.142857, ZIC, 53, 8, 6.625000, ZIP, 261, 10, 26.100000, 
trial0055210, GDX, 174, 14, 12.428571, ZIC, 80, 8, 10.000000, ZIP, 131, 10, 13.100000, 
trial0055211, GDX, 190, 14, 13.571429, ZIC, 95, 8, 11.875000, ZIP, 140, 10, 14.000000, 
trial0055212, GDX, 124, 14, 8.857143, ZIC, 35, 8, 4.375000, ZIP, 131, 10, 13.100000, 
trial0055213, GDX, 79, 14, 5.642857, ZIC, 148, 8, 18.500000, ZIP, 198, 10, 19.800000, 
trial0055214, GDX, 225, 14, 16.071429, ZIC, 31, 8, 3.875000, ZIP, 155, 10, 15.500000, 
trial0055215, GDX, 82, 14, 5.857143, ZIC, 211, 8, 26.375000, ZIP, 65, 10, 6.500000, 
trial0055216, GDX, 116, 14, 8.285714, ZIC, 34, 8, 4.250000, ZIP, 141, 10, 14.100000, 
trial0055217, GDX, 0, 14, 0.000000, ZIC, 84, 8, 10.500000, ZIP, 246, 10, 24.600000, 
trial0055218, GDX, 72, 14, 5.142857, ZIC, 25, 8, 3.125000, ZIP, 44, 10, 4.400000, 
trial0055219, GDX, 37, 14, 2.642857, ZIC, 111, 8, 13.875000, ZIP, 216, 10, 21.600000, 
trial0055220, GDX, 54, 14, 3.857143, ZIC, 90, 8, 11.250000, ZIP, 146, 10, 14.600000, 
trial0055221, GDX, 0, 14, 0.000000, ZIC, 180, 8, 22.500000, ZIP, 150, 10, 15.000000, 
trial0055222, GDX, 102, 14, 7.285714, ZIC, 76, 8, 9.500000, ZIP, 133, 10, 13.300000, 
trial0055223, GDX, 113, 14, 8.071429, ZIC, 57, 8, 7.125000, ZIP, 93, 10, 9.300000, 
trial0055224, GDX, 92, 14, 6.571429, ZIC, 44, 8, 5.500000, ZIP, 160, 10, 16.000000, 
trial0055225, GDX, 148, 14, 10.571429, ZIC, 146, 8, 18.250000, ZIP, 63, 10, 6.300000, 
trial0055226, GDX, 85, 14, 6.071429, ZIC, 105, 8, 13.125000, ZIP, 66, 10, 6.600000, 
