trial0006001, AA, 829, 10, 82.900000, GDX, 814, 14, 58.142857, ZIP, 667, 8, 83.375000, 
trial0006002, AA, 457, 10, 45.700000, GDX, 461, 14, 32.928571, ZIP, 1161, 8, 145.125000, 
trial0006003, AA, 589, 10, 58.900000, GDX, 791, 14, 56.500000, ZIP, 921, 8, 115.125000, 
trial0006004, AA, 843, 10, 84.300000, GDX, 253, 14, 18.071429, ZIP, 855, 8, 106.875000, 
trial0006005, AA, 939, 10, 93.900000, GDX, 463, 14, 33.071429, ZIP, 407, 8, 50.875000, 
trial0006006, AA, 227, 10, 22.700000, GDX, 440, 14, 31.428571, ZIP, 620, 8, 77.500000, 
trial0006007, AA, 562, 10, 56.200000, GDX, 538, 14, 38.428571, ZIP, 536, 8, 67.000000, 
trial0006008, AA, 477, 10, 47.700000, GDX, 513, 14, 36.642857, ZIP, 428, 8, 53.500000, 
trial0006009, AA, 704, 10, 70.400000, GDX, 665, 14, 47.500000, ZIP, 558, 8, 69.750000, 
trial0006010, AA, 841, 10, 84.100000, GDX, 257, 14, 18.357143, ZIP, 409, 8, 51.125000, 
trial0006011, AA, 751, 10, 75.100000, GDX, 36, 14, 2.571429, ZIP, 493, 8, 61.625000, 
trial0006012, AA, 586, 10, 58.600000, GDX, 87, 14, 6.214286, ZIP, 236, 8, 29.500000, 
trial0006013, AA, 634, 10, 63.400000, GDX, 446, 14, 31.857143, ZIP, 480, 8, 60.000000, 
trial0006014, AA, 530, 10, 53.000000, GDX, 709, 14, 50.642857, ZIP, 471, 8, 58.875000, 
trial0006015, AA, 958, 10, 95.800000, GDX, 457, 14, 32.642857, ZIP, 208, 8, 26.000000, 
trial0006016, AA, 635, 10, 63.500000, GDX, 408, 14, 29.142857, ZIP, 516, 8, 64.500000, 
trial0006017, AA, 931, 10, 93.100000, GDX, 463, 14, 33.071429, ZIP, 913, 8, 114.125000, 
trial0006018, AA, 532, 10, 53.200000, GDX, 693, 14, 49.500000, ZIP, 503, 8, 62.875000, 
trial0006019, AA, 552, 10, 55.200000, GDX, 456, 14, 32.571429, ZIP, 254, 8, 31.750000, 
trial0006020, AA, 725, 10, 72.500000, GDX, 872, 14, 62.285714, ZIP, 422, 8, 52.750000, 
trial0006021, AA, 733, 10, 73.300000, GDX, 630, 14, 45.000000, ZIP, 768, 8, 96.000000, 
trial0006022, AA, 425, 10, 42.500000, GDX, 952, 14, 68.000000, ZIP, 279, 8, 34.875000, 
trial0006023, AA, 326, 10, 32.600000, GDX, 288, 14, 20.571429, ZIP, 563, 8, 70.375000, 
trial0006024, AA, 498, 10, 49.800000, GDX, 935, 14, 66.785714, ZIP, 513, 8, 64.125000, 
trial0006025, AA, 591, 10, 59.100000, GDX, 99, 14, 7.071429, ZIP, 306, 8, 38.250000, 
