trial0007801, AA, 1297, 22, 58.954545, ZIP, 509, 10, 50.900000, 
trial0007802, AA, 1241, 22, 56.409091, ZIP, 1003, 10, 100.300000, 
trial0007803, AA, 1566, 22, 71.181818, ZIP, 352, 10, 35.200000, 
trial0007804, AA, 1213, 22, 55.136364, ZIP, 759, 10, 75.900000, 
trial0007805, AA, 1119, 22, 50.863636, ZIP, 958, 10, 95.800000, 
trial0007806, AA, 1585, 22, 72.045455, ZIP, 400, 10, 40.000000, 
trial0007807, AA, 1381, 22, 62.772727, ZIP, 916, 10, 91.600000, 
trial0007808, AA, 1278, 22, 58.090909, ZIP, 885, 10, 88.500000, 
trial0007809, AA, 1256, 22, 57.090909, ZIP, 874, 10, 87.400000, 
trial0007810, AA, 1438, 22, 65.363636, ZIP, 816, 10, 81.600000, 
trial0007811, AA, 1580, 22, 71.818182, ZIP, 531, 10, 53.100000, 
trial0007812, AA, 1613, 22, 73.318182, ZIP, 450, 10, 45.000000, 
trial0007813, AA, 1243, 22, 56.500000, ZIP, 683, 10, 68.300000, 
trial0007814, AA, 1116, 22, 50.727273, ZIP, 866, 10, 86.600000, 
trial0007815, AA, 1162, 22, 52.818182, ZIP, 730, 10, 73.000000, 
trial0007816, AA, 1048, 22, 47.636364, ZIP, 898, 10, 89.800000, 
trial0007817, AA, 1275, 22, 57.954545, ZIP, 932, 10, 93.200000, 
trial0007818, AA, 1632, 22, 74.181818, ZIP, 425, 10, 42.500000, 
trial0007819, AA, 1297, 22, 58.954545, ZIP, 618, 10, 61.800000, 
trial0007820, AA, 1312, 22, 59.636364, ZIP, 814, 10, 81.400000, 
trial0007821, AA, 1451, 22, 65.954545, ZIP, 666, 10, 66.600000, 
trial0007822, AA, 1303, 22, 59.227273, ZIP, 576, 10, 57.600000, 
trial0007823, AA, 1754, 22, 79.727273, ZIP, 402, 10, 40.200000, 
trial0007824, AA, 1364, 22, 62.000000, ZIP, 661, 10, 66.100000, 
trial0007825, AA, 1228, 22, 55.818182, ZIP, 619, 10, 61.900000, 
trial0007826, AA, 1332, 22, 60.545455, ZIP, 608, 10, 60.800000, 
trial0007827, AA, 950, 22, 43.181818, ZIP, 982, 10, 98.200000, 
trial0007828, AA, 1317, 22, 59.863636, ZIP, 646, 10, 64.600000, 
trial0007829, AA, 1369, 22, 62.227273, ZIP, 838, 10, 83.800000, 
trial0007830, AA, 1282, 22, 58.272727, ZIP, 606, 10, 60.600000, 
trial0007831, AA, 3260, 22, 148.181818, ZIP, 1293, 10, 129.300000, 
trial0007832, AA, 3536, 22, 160.727273, ZIP, 872, 10, 87.200000, 
trial0007833, AA, 2471, 22, 112.318182, ZIP, 2325, 10, 232.500000, 
trial0007834, AA, 3334, 22, 151.545455, ZIP, 1190, 10, 119.000000, 
trial0007835, AA, 2866, 22, 130.272727, ZIP, 1904, 10, 190.400000, 
trial0007836, AA, 2380, 22, 108.181818, ZIP, 1939, 10, 193.900000, 
trial0007837, AA, 3258, 22, 148.090909, ZIP, 884, 10, 88.400000, 
trial0007838, AA, 1966, 22, 89.363636, ZIP, 2181, 10, 218.100000, 
trial0007839, AA, 2288, 22, 104.000000, ZIP, 2052, 10, 205.200000, 
trial0007840, AA, 3164, 22, 143.818182, ZIP, 1588, 10, 158.800000, 
trial0007841, AA, 2525, 22, 114.772727, ZIP, 1647, 10, 164.700000, 
trial0007842, AA, 2819, 22, 128.136364, ZIP, 1702, 10, 170.200000, 
trial0007843, AA, 3007, 22, 136.681818, ZIP, 1749, 10, 174.900000, 
trial0007844, AA, 3162, 22, 143.727273, ZIP, 1398, 10, 139.800000, 
trial0007845, AA, 2712, 22, 123.272727, ZIP, 1752, 10, 175.200000, 
trial0007846, AA, 2864, 22, 130.181818, ZIP, 1378, 10, 137.800000, 
trial0007847, AA, 3323, 22, 151.045455, ZIP, 1264, 10, 126.400000, 
trial0007848, AA, 3429, 22, 155.863636, ZIP, 1377, 10, 137.700000, 
trial0007849, AA, 2632, 22, 119.636364, ZIP, 1897, 10, 189.700000, 
trial0007850, AA, 3078, 22, 139.909091, ZIP, 1866, 10, 186.600000, 
trial0007851, AA, 3096, 22, 140.727273, ZIP, 877, 10, 87.700000, 
trial0007852, AA, 3157, 22, 143.500000, ZIP, 1717, 10, 171.700000, 
trial0007853, AA, 3616, 22, 164.363636, ZIP, 1107, 10, 110.700000, 
trial0007854, AA, 3129, 22, 142.227273, ZIP, 1427, 10, 142.700000, 
trial0007855, AA, 2792, 22, 126.909091, ZIP, 1297, 10, 129.700000, 
trial0007856, AA, 2297, 22, 104.409091, ZIP, 1923, 10, 192.300000, 
trial0007857, AA, 3078, 22, 139.909091, ZIP, 1542, 10, 154.200000, 
trial0007858, AA, 2648, 22, 120.363636, ZIP, 1706, 10, 170.600000, 
trial0007859, AA, 3084, 22, 140.181818, ZIP, 1120, 10, 112.000000, 
trial0007860, AA, 2479, 22, 112.681818, ZIP, 1860, 10, 186.000000, 
trial0007861, AA, 4133, 22, 187.863636, ZIP, 1282, 10, 128.200000, 
trial0007862, AA, 3740, 22, 170.000000, ZIP, 2053, 10, 205.300000, 
trial0007863, AA, 3139, 22, 142.681818, ZIP, 2539, 10, 253.900000, 
trial0007864, AA, 2118, 22, 96.272727, ZIP, 3530, 10, 353.000000, 
trial0007865, AA, 3415, 22, 155.227273, ZIP, 1624, 10, 162.400000, 
trial0007866, AA, 4766, 22, 216.636364, ZIP, 949, 10, 94.900000, 
trial0007867, AA, 3385, 22, 153.863636, ZIP, 2004, 10, 200.400000, 
trial0007868, AA, 4216, 22, 191.636364, ZIP, 1410, 10, 141.000000, 
trial0007869, AA, 3651, 22, 165.954545, ZIP, 2084, 10, 208.400000, 
trial0007870, AA, 3472, 22, 157.818182, ZIP, 1886, 10, 188.600000, 
trial0007871, AA, 3659, 22, 166.318182, ZIP, 1811, 10, 181.100000, 
trial0007872, AA, 4387, 22, 199.409091, ZIP, 1057, 10, 105.700000, 
trial0007873, AA, 3615, 22, 164.318182, ZIP, 1806, 10, 180.600000, 
trial0007874, AA, 4591, 22, 208.681818, ZIP, 1068, 10, 106.800000, 
trial0007875, AA, 2846, 22, 129.363636, ZIP, 2547, 10, 254.700000, 
trial0007876, AA, 3816, 22, 173.454545, ZIP, 2120, 10, 212.000000, 
trial0007877, AA, 3657, 22, 166.227273, ZIP, 1787, 10, 178.700000, 
trial0007878, AA, 3122, 22, 141.909091, ZIP, 2071, 10, 207.100000, 
trial0007879, AA, 3602, 22, 163.727273, ZIP, 1389, 10, 138.900000, 
trial0007880, AA, 3843, 22, 174.681818, ZIP, 1688, 10, 168.800000, 
trial0007881, AA, 4378, 22, 199.000000, ZIP, 1173, 10, 117.300000, 
trial0007882, AA, 3735, 22, 169.772727, ZIP, 1623, 10, 162.300000, 
trial0007883, AA, 3409, 22, 154.954545, ZIP, 1862, 10, 186.200000, 
