trial0039001, AA, 6, 2, 3.000000, GDX, 169, 10, 16.900000, ZIP, 831, 20, 41.550000, 
trial0039002, AA, 0, 2, 0.000000, GDX, 339, 10, 33.900000, ZIP, 878, 20, 43.900000, 
trial0039003, AA, 66, 2, 33.000000, GDX, 308, 10, 30.800000, ZIP, 394, 20, 19.700000, 
trial0039004, AA, 9, 2, 4.500000, GDX, 255, 10, 25.500000, ZIP, 757, 20, 37.850000, 
trial0039005, AA, 53, 2, 26.500000, GDX, 228, 10, 22.800000, ZIP, 739, 20, 36.950000, 
trial0039006, AA, 100, 2, 50.000000, GDX, 133, 10, 13.300000, ZIP, 918, 20, 45.900000, 
trial0039007, AA, 43, 2, 21.500000, GDX, 176, 10, 17.600000, ZIP, 779, 20, 38.950000, 
trial0039008, AA, 113, 2, 56.500000, GDX, 128, 10, 12.800000, ZIP, 1037, 20, 51.850000, 
trial0039009, AA, 207, 2, 103.500000, GDX, 168, 10, 16.800000, ZIP, 733, 20, 36.650000, 
trial0039010, AA, 0, 2, 0.000000, GDX, 149, 10, 14.900000, ZIP, 819, 20, 40.950000, 
trial0039011, AA, 63, 2, 31.500000, GDX, 200, 10, 20.000000, ZIP, 694, 20, 34.700000, 
trial0039012, AA, 38, 2, 19.000000, GDX, 521, 10, 52.100000, ZIP, 656, 20, 32.800000, 
trial0039013, AA, 107, 2, 53.500000, GDX, 215, 10, 21.500000, ZIP, 702, 20, 35.100000, 
trial0039014, AA, 89, 2, 44.500000, GDX, 382, 10, 38.200000, ZIP, 551, 20, 27.550000, 
trial0039015, AA, 61, 2, 30.500000, GDX, 528, 10, 52.800000, ZIP, 409, 20, 20.450000, 
trial0039016, AA, 152, 2, 76.000000, GDX, 239, 10, 23.900000, ZIP, 649, 20, 32.450000, 
trial0039017, AA, 3, 2, 1.500000, GDX, 187, 10, 18.700000, ZIP, 978, 20, 48.900000, 
trial0039018, AA, 0, 2, 0.000000, GDX, 351, 10, 35.100000, ZIP, 650, 20, 32.500000, 
trial0039019, AA, 8, 2, 4.000000, GDX, 437, 10, 43.700000, ZIP, 574, 20, 28.700000, 
trial0039020, AA, 147, 2, 73.500000, GDX, 290, 10, 29.000000, ZIP, 724, 20, 36.200000, 
trial0039021, AA, 288, 2, 144.000000, GDX, 326, 10, 32.600000, ZIP, 616, 20, 30.800000, 
trial0039022, AA, 74, 2, 37.000000, GDX, 278, 10, 27.800000, ZIP, 1084, 20, 54.200000, 
trial0039023, AA, 139, 2, 69.500000, GDX, 187, 10, 18.700000, ZIP, 423, 20, 21.150000, 
trial0039024, AA, 28, 2, 14.000000, GDX, 225, 10, 22.500000, ZIP, 900, 20, 45.000000, 
trial0039025, AA, 0, 2, 0.000000, GDX, 284, 10, 28.400000, ZIP, 820, 20, 41.000000, 
trial0039026, AA, 0, 2, 0.000000, GDX, 445, 10, 44.500000, ZIP, 424, 20, 21.200000, 
trial0039027, AA, 57, 2, 28.500000, GDX, 488, 10, 48.800000, ZIP, 584, 20, 29.200000, 
trial0039028, AA, 180, 2, 90.000000, GDX, 228, 10, 22.800000, ZIP, 683, 20, 34.150000, 
trial0039029, AA, 74, 2, 37.000000, GDX, 333, 10, 33.300000, ZIP, 900, 20, 45.000000, 
trial0039030, AA, 91, 2, 45.500000, GDX, 345, 10, 34.500000, ZIP, 801, 20, 40.050000, 
trial0039031, AA, 5, 2, 2.500000, GDX, 253, 10, 25.300000, ZIP, 805, 20, 40.250000, 
trial0039032, AA, 88, 2, 44.000000, GDX, 273, 10, 27.300000, ZIP, 666, 20, 33.300000, 
trial0039033, AA, 0, 2, 0.000000, GDX, 262, 10, 26.200000, ZIP, 805, 20, 40.250000, 
trial0039034, AA, 0, 2, 0.000000, GDX, 556, 10, 55.600000, ZIP, 467, 20, 23.350000, 
trial0039035, AA, 79, 2, 39.500000, GDX, 481, 10, 48.100000, ZIP, 536, 20, 26.800000, 
trial0039036, AA, 54, 2, 27.000000, GDX, 281, 10, 28.100000, ZIP, 594, 20, 29.700000, 
trial0039037, AA, 49, 2, 24.500000, GDX, 439, 10, 43.900000, ZIP, 584, 20, 29.200000, 
trial0039038, AA, 0, 2, 0.000000, GDX, 212, 10, 21.200000, ZIP, 648, 20, 32.400000, 
trial0039039, AA, 0, 2, 0.000000, GDX, 254, 10, 25.400000, ZIP, 650, 20, 32.500000, 
trial0039040, AA, 85, 2, 42.500000, GDX, 205, 10, 20.500000, ZIP, 710, 20, 35.500000, 
trial0039041, AA, 84, 2, 42.000000, GDX, 233, 10, 23.300000, ZIP, 614, 20, 30.700000, 
trial0039042, AA, 69, 2, 34.500000, GDX, 145, 10, 14.500000, ZIP, 854, 20, 42.700000, 
trial0039043, AA, 0, 2, 0.000000, GDX, 611, 10, 61.100000, ZIP, 457, 20, 22.850000, 
trial0039044, AA, 22, 2, 11.000000, GDX, 518, 10, 51.800000, ZIP, 505, 20, 25.250000, 
trial0039045, AA, 2, 2, 1.000000, GDX, 358, 10, 35.800000, ZIP, 659, 20, 32.950000, 
trial0039046, AA, 0, 2, 0.000000, GDX, 326, 10, 32.600000, ZIP, 496, 20, 24.800000, 
trial0039047, AA, 99, 2, 49.500000, GDX, 391, 10, 39.100000, ZIP, 596, 20, 29.800000, 
trial0039048, AA, 162, 2, 81.000000, GDX, 45, 10, 4.500000, ZIP, 629, 20, 31.450000, 
trial0039049, AA, 27, 2, 13.500000, GDX, 375, 10, 37.500000, ZIP, 616, 20, 30.800000, 
trial0039050, AA, 96, 2, 48.000000, GDX, 207, 10, 20.700000, ZIP, 600, 20, 30.000000, 
trial0039051, AA, 52, 2, 26.000000, GDX, 294, 10, 29.400000, ZIP, 702, 20, 35.100000, 
trial0039052, AA, 22, 2, 11.000000, GDX, 370, 10, 37.000000, ZIP, 611, 20, 30.550000, 
trial0039053, AA, 108, 2, 54.000000, GDX, 128, 10, 12.800000, ZIP, 795, 20, 39.750000, 
trial0039054, AA, 121, 2, 60.500000, GDX, 328, 10, 32.800000, ZIP, 461, 20, 23.050000, 
trial0039055, AA, 202, 2, 101.000000, GDX, 168, 10, 16.800000, ZIP, 734, 20, 36.700000, 
trial0039056, AA, 0, 2, 0.000000, GDX, 331, 10, 33.100000, ZIP, 672, 20, 33.600000, 
trial0039057, AA, 62, 2, 31.000000, GDX, 200, 10, 20.000000, ZIP, 605, 20, 30.250000, 
trial0039058, AA, 146, 2, 73.000000, GDX, 278, 10, 27.800000, ZIP, 567, 20, 28.350000, 
trial0039059, AA, 0, 2, 0.000000, GDX, 174, 10, 17.400000, ZIP, 769, 20, 38.450000, 
trial0039060, AA, 62, 2, 31.000000, GDX, 215, 10, 21.500000, ZIP, 731, 20, 36.550000, 
trial0039061, AA, 57, 2, 28.500000, GDX, 253, 10, 25.300000, ZIP, 471, 20, 23.550000, 
trial0039062, AA, 26, 2, 13.000000, GDX, 232, 10, 23.200000, ZIP, 229, 20, 11.450000, 
trial0039063, AA, 0, 2, 0.000000, GDX, 152, 10, 15.200000, ZIP, 441, 20, 22.050000, 
trial0039064, AA, 0, 2, 0.000000, GDX, 282, 10, 28.200000, ZIP, 209, 20, 10.450000, 
trial0039065, AA, 7, 2, 3.500000, GDX, 306, 10, 30.600000, ZIP, 461, 20, 23.050000, 
trial0039066, AA, 0, 2, 0.000000, GDX, 158, 10, 15.800000, ZIP, 465, 20, 23.250000, 
trial0039067, AA, 99, 2, 49.500000, GDX, 150, 10, 15.000000, ZIP, 517, 20, 25.850000, 
trial0039068, AA, 80, 2, 40.000000, GDX, 48, 10, 4.800000, ZIP, 557, 20, 27.850000, 
trial0039069, AA, 13, 2, 6.500000, GDX, 168, 10, 16.800000, ZIP, 217, 20, 10.850000, 
trial0039070, AA, 4, 2, 2.000000, GDX, 188, 10, 18.800000, ZIP, 413, 20, 20.650000, 
