trial0037501, AA, 292, 12, 24.333333, ZIP, 449, 20, 22.450000, 
trial0037502, AA, 427, 12, 35.583333, ZIP, 355, 20, 17.750000, 
trial0037503, AA, 263, 12, 21.916667, ZIP, 450, 20, 22.500000, 
trial0037504, AA, 373, 12, 31.083333, ZIP, 477, 20, 23.850000, 
trial0037505, AA, 288, 12, 24.000000, ZIP, 469, 20, 23.450000, 
trial0037506, AA, 289, 12, 24.083333, ZIP, 590, 20, 29.500000, 
trial0037507, AA, 383, 12, 31.916667, ZIP, 433, 20, 21.650000, 
trial0037508, AA, 212, 12, 17.666667, ZIP, 535, 20, 26.750000, 
trial0037509, AA, 356, 12, 29.666667, ZIP, 480, 20, 24.000000, 
trial0037510, AA, 166, 12, 13.833333, ZIP, 489, 20, 24.450000, 
trial0037511, AA, 285, 12, 23.750000, ZIP, 509, 20, 25.450000, 
trial0037512, AA, 402, 12, 33.500000, ZIP, 572, 20, 28.600000, 
trial0037513, AA, 320, 12, 26.666667, ZIP, 565, 20, 28.250000, 
trial0037514, AA, 211, 12, 17.583333, ZIP, 563, 20, 28.150000, 
trial0037515, AA, 357, 12, 29.750000, ZIP, 652, 20, 32.600000, 
trial0037516, AA, 291, 12, 24.250000, ZIP, 493, 20, 24.650000, 
trial0037517, AA, 471, 12, 39.250000, ZIP, 346, 20, 17.300000, 
trial0037518, AA, 289, 12, 24.083333, ZIP, 562, 20, 28.100000, 
trial0037519, AA, 296, 12, 24.666667, ZIP, 399, 20, 19.950000, 
trial0037520, AA, 348, 12, 29.000000, ZIP, 370, 20, 18.500000, 
trial0037521, AA, 248, 12, 20.666667, ZIP, 614, 20, 30.700000, 
trial0037522, AA, 278, 12, 23.166667, ZIP, 447, 20, 22.350000, 
trial0037523, AA, 557, 12, 46.416667, ZIP, 326, 20, 16.300000, 
trial0037524, AA, 278, 12, 23.166667, ZIP, 505, 20, 25.250000, 
trial0037525, AA, 416, 12, 34.666667, ZIP, 315, 20, 15.750000, 
trial0037526, AA, 313, 12, 26.083333, ZIP, 368, 20, 18.400000, 
trial0037527, AA, 364, 12, 30.333333, ZIP, 511, 20, 25.550000, 
trial0037528, AA, 310, 12, 25.833333, ZIP, 622, 20, 31.100000, 
trial0037529, AA, 218, 12, 18.166667, ZIP, 536, 20, 26.800000, 
trial0037530, AA, 465, 12, 38.750000, ZIP, 424, 20, 21.200000, 
trial0037531, AA, 998, 12, 83.166667, ZIP, 441, 20, 22.050000, 
trial0037532, AA, 358, 12, 29.833333, ZIP, 1090, 20, 54.500000, 
trial0037533, AA, 435, 12, 36.250000, ZIP, 1089, 20, 54.450000, 
trial0037534, AA, 689, 12, 57.416667, ZIP, 645, 20, 32.250000, 
trial0037535, AA, 467, 12, 38.916667, ZIP, 565, 20, 28.250000, 
trial0037536, AA, 550, 12, 45.833333, ZIP, 805, 20, 40.250000, 
trial0037537, AA, 565, 12, 47.083333, ZIP, 865, 20, 43.250000, 
trial0037538, AA, 514, 12, 42.833333, ZIP, 700, 20, 35.000000, 
trial0037539, AA, 350, 12, 29.166667, ZIP, 736, 20, 36.800000, 
trial0037540, AA, 452, 12, 37.666667, ZIP, 656, 20, 32.800000, 
trial0037541, AA, 460, 12, 38.333333, ZIP, 858, 20, 42.900000, 
trial0037542, AA, 523, 12, 43.583333, ZIP, 664, 20, 33.200000, 
trial0037543, AA, 715, 12, 59.583333, ZIP, 719, 20, 35.950000, 
trial0037544, AA, 675, 12, 56.250000, ZIP, 665, 20, 33.250000, 
trial0037545, AA, 593, 12, 49.416667, ZIP, 666, 20, 33.300000, 
trial0037546, AA, 571, 12, 47.583333, ZIP, 830, 20, 41.500000, 
trial0037547, AA, 367, 12, 30.583333, ZIP, 988, 20, 49.400000, 
trial0037548, AA, 513, 12, 42.750000, ZIP, 875, 20, 43.750000, 
