trial0039601, AA, 417, 10, 41.700000, ZIP, 988, 22, 44.909091, 
trial0039602, AA, 384, 10, 38.400000, ZIP, 742, 22, 33.727273, 
trial0039603, AA, 411, 10, 41.100000, ZIP, 893, 22, 40.590909, 
trial0039604, AA, 281, 10, 28.100000, ZIP, 746, 22, 33.909091, 
trial0039605, AA, 328, 10, 32.800000, ZIP, 778, 22, 35.363636, 
trial0039606, AA, 385, 10, 38.500000, ZIP, 846, 22, 38.454545, 
trial0039607, AA, 740, 10, 74.000000, ZIP, 589, 22, 26.772727, 
trial0039608, AA, 280, 10, 28.000000, ZIP, 1103, 22, 50.136364, 
trial0039609, AA, 412, 10, 41.200000, ZIP, 1021, 22, 46.409091, 
trial0039610, AA, 363, 10, 36.300000, ZIP, 652, 22, 29.636364, 
trial0039611, AA, 606, 10, 60.600000, ZIP, 897, 22, 40.772727, 
trial0039612, AA, 706, 10, 70.600000, ZIP, 706, 22, 32.090909, 
trial0039613, AA, 509, 10, 50.900000, ZIP, 843, 22, 38.318182, 
trial0039614, AA, 336, 10, 33.600000, ZIP, 656, 22, 29.818182, 
trial0039615, AA, 343, 10, 34.300000, ZIP, 1065, 22, 48.409091, 
trial0039616, AA, 547, 10, 54.700000, ZIP, 854, 22, 38.818182, 
trial0039617, AA, 641, 10, 64.100000, ZIP, 714, 22, 32.454545, 
trial0039618, AA, 586, 10, 58.600000, ZIP, 736, 22, 33.454545, 
trial0039619, AA, 557, 10, 55.700000, ZIP, 866, 22, 39.363636, 
trial0039620, AA, 624, 10, 62.400000, ZIP, 719, 22, 32.681818, 
trial0039621, AA, 386, 10, 38.600000, ZIP, 756, 22, 34.363636, 
trial0039622, AA, 541, 10, 54.100000, ZIP, 849, 22, 38.590909, 
trial0039623, AA, 744, 10, 74.400000, ZIP, 481, 22, 21.863636, 
trial0039624, AA, 360, 10, 36.000000, ZIP, 1059, 22, 48.136364, 
trial0039625, AA, 639, 10, 63.900000, ZIP, 639, 22, 29.045455, 
trial0039626, AA, 377, 10, 37.700000, ZIP, 964, 22, 43.818182, 
trial0039627, AA, 593, 10, 59.300000, ZIP, 617, 22, 28.045455, 
trial0039628, AA, 409, 10, 40.900000, ZIP, 735, 22, 33.409091, 
trial0039629, AA, 436, 10, 43.600000, ZIP, 675, 22, 30.681818, 
trial0039630, AA, 357, 10, 35.700000, ZIP, 664, 22, 30.181818, 
trial0039631, AA, 335, 10, 33.500000, ZIP, 770, 22, 35.000000, 
trial0039632, AA, 193, 10, 19.300000, ZIP, 704, 22, 32.000000, 
trial0039633, AA, 418, 10, 41.800000, ZIP, 515, 22, 23.409091, 
trial0039634, AA, 193, 10, 19.300000, ZIP, 584, 22, 26.545455, 
trial0039635, AA, 234, 10, 23.400000, ZIP, 979, 22, 44.500000, 
trial0039636, AA, 463, 10, 46.300000, ZIP, 682, 22, 31.000000, 
trial0039637, AA, 547, 10, 54.700000, ZIP, 693, 22, 31.500000, 
trial0039638, AA, 399, 10, 39.900000, ZIP, 729, 22, 33.136364, 
trial0039639, AA, 438, 10, 43.800000, ZIP, 685, 22, 31.136364, 
trial0039640, AA, 506, 10, 50.600000, ZIP, 477, 22, 21.681818, 
trial0039641, AA, 589, 10, 58.900000, ZIP, 598, 22, 27.181818, 
trial0039642, AA, 256, 10, 25.600000, ZIP, 947, 22, 43.045455, 
trial0039643, AA, 425, 10, 42.500000, ZIP, 797, 22, 36.227273, 
trial0039644, AA, 407, 10, 40.700000, ZIP, 646, 22, 29.363636, 
trial0039645, AA, 372, 10, 37.200000, ZIP, 646, 22, 29.363636, 
trial0039646, AA, 175, 10, 17.500000, ZIP, 875, 22, 39.772727, 
trial0039647, AA, 538, 10, 53.800000, ZIP, 819, 22, 37.227273, 
trial0039648, AA, 389, 10, 38.900000, ZIP, 717, 22, 32.590909, 
trial0039649, AA, 209, 10, 20.900000, ZIP, 716, 22, 32.545455, 
trial0039650, AA, 423, 10, 42.300000, ZIP, 609, 22, 27.681818, 
trial0039651, AA, 386, 10, 38.600000, ZIP, 517, 22, 23.500000, 
trial0039652, AA, 467, 10, 46.700000, ZIP, 513, 22, 23.318182, 
trial0039653, AA, 296, 10, 29.600000, ZIP, 453, 22, 20.590909, 
trial0039654, AA, 435, 10, 43.500000, ZIP, 771, 22, 35.045455, 
trial0039655, AA, 141, 10, 14.100000, ZIP, 802, 22, 36.454545, 
trial0039656, AA, 387, 10, 38.700000, ZIP, 563, 22, 25.590909, 
trial0039657, AA, 406, 10, 40.600000, ZIP, 610, 22, 27.727273, 
trial0039658, AA, 281, 10, 28.100000, ZIP, 756, 22, 34.363636, 
trial0039659, AA, 487, 10, 48.700000, ZIP, 687, 22, 31.227273, 
trial0039660, AA, 402, 10, 40.200000, ZIP, 647, 22, 29.409091, 
trial0039661, AA, 456, 10, 45.600000, ZIP, 776, 22, 35.272727, 
trial0039662, AA, 268, 10, 26.800000, ZIP, 854, 22, 38.818182, 
trial0039663, AA, 334, 10, 33.400000, ZIP, 652, 22, 29.636364, 
trial0039664, AA, 485, 10, 48.500000, ZIP, 559, 22, 25.409091, 
trial0039665, AA, 493, 10, 49.300000, ZIP, 827, 22, 37.590909, 
trial0039666, AA, 387, 10, 38.700000, ZIP, 482, 22, 21.909091, 
trial0039667, AA, 259, 10, 25.900000, ZIP, 974, 22, 44.272727, 
trial0039668, AA, 115, 10, 11.500000, ZIP, 872, 22, 39.636364, 
trial0039669, AA, 401, 10, 40.100000, ZIP, 522, 22, 23.727273, 
trial0039670, AA, 398, 10, 39.800000, ZIP, 772, 22, 35.090909, 
trial0039671, AA, 366, 10, 36.600000, ZIP, 572, 22, 26.000000, 
trial0039672, AA, 273, 10, 27.300000, ZIP, 901, 22, 40.954545, 
trial0039673, AA, 441, 10, 44.100000, ZIP, 573, 22, 26.045455, 
trial0039674, AA, 669, 10, 66.900000, ZIP, 450, 22, 20.454545, 
trial0039675, AA, 343, 10, 34.300000, ZIP, 904, 22, 41.090909, 
trial0039676, AA, 346, 10, 34.600000, ZIP, 860, 22, 39.090909, 
trial0039677, AA, 614, 10, 61.400000, ZIP, 529, 22, 24.045455, 
trial0039678, AA, 548, 10, 54.800000, ZIP, 485, 22, 22.045455, 
trial0039679, AA, 410, 10, 41.000000, ZIP, 694, 22, 31.545455, 
trial0039680, AA, 408, 10, 40.800000, ZIP, 553, 22, 25.136364, 
trial0039681, AA, 292, 10, 29.200000, ZIP, 745, 22, 33.863636, 
trial0039682, AA, 343, 10, 34.300000, ZIP, 881, 22, 40.045455, 
trial0039683, AA, 290, 10, 29.000000, ZIP, 909, 22, 41.318182, 
trial0039684, AA, 439, 10, 43.900000, ZIP, 816, 22, 37.090909, 
trial0039685, AA, 279, 10, 27.900000, ZIP, 870, 22, 39.545455, 
trial0039686, AA, 626, 10, 62.600000, ZIP, 573, 22, 26.045455, 
trial0039687, AA, 211, 10, 21.100000, ZIP, 1098, 22, 49.909091, 
trial0039688, AA, 213, 10, 21.300000, ZIP, 1013, 22, 46.045455, 
trial0039689, AA, 463, 10, 46.300000, ZIP, 756, 22, 34.363636, 
trial0039690, AA, 583, 10, 58.300000, ZIP, 620, 22, 28.181818, 
trial0039691, AA, 199, 10, 19.900000, ZIP, 396, 22, 18.000000, 
trial0039692, AA, 157, 10, 15.700000, ZIP, 694, 22, 31.545455, 
trial0039693, AA, 93, 10, 9.300000, ZIP, 439, 22, 19.954545, 
trial0039694, AA, 213, 10, 21.300000, ZIP, 406, 22, 18.454545, 
trial0039695, AA, 187, 10, 18.700000, ZIP, 703, 22, 31.954545, 
trial0039696, AA, 175, 10, 17.500000, ZIP, 555, 22, 25.227273, 
trial0039697, AA, 222, 10, 22.200000, ZIP, 508, 22, 23.090909, 
trial0039698, AA, 93, 10, 9.300000, ZIP, 500, 22, 22.727273, 
trial0039699, AA, 293, 10, 29.300000, ZIP, 256, 22, 11.636364, 
trial0039700, AA, 82, 10, 8.200000, ZIP, 647, 22, 29.409091, 
trial0039701, AA, 207, 10, 20.700000, ZIP, 384, 22, 17.454545, 
trial0039702, AA, 211, 10, 21.100000, ZIP, 163, 22, 7.409091, 
trial0039703, AA, 144, 10, 14.400000, ZIP, 449, 22, 20.409091, 
trial0039704, AA, 202, 10, 20.200000, ZIP, 425, 22, 19.318182, 
trial0039705, AA, 157, 10, 15.700000, ZIP, 548, 22, 24.909091, 
trial0039706, AA, 202, 10, 20.200000, ZIP, 538, 22, 24.454545, 
trial0039707, AA, 172, 10, 17.200000, ZIP, 559, 22, 25.409091, 
trial0039708, AA, 134, 10, 13.400000, ZIP, 267, 22, 12.136364, 
trial0039709, AA, 157, 10, 15.700000, ZIP, 609, 22, 27.681818, 
trial0039710, AA, 248, 10, 24.800000, ZIP, 333, 22, 15.136364, 
trial0039711, AA, 258, 10, 25.800000, ZIP, 195, 22, 8.863636, 
trial0039712, AA, 120, 10, 12.000000, ZIP, 345, 22, 15.681818, 
trial0039713, AA, 258, 10, 25.800000, ZIP, 322, 22, 14.636364, 
trial0039714, AA, 201, 10, 20.100000, ZIP, 318, 22, 14.454545, 
trial0039715, AA, 270, 10, 27.000000, ZIP, 611, 22, 27.772727, 
trial0039716, AA, 99, 10, 9.900000, ZIP, 345, 22, 15.681818, 
trial0039717, AA, 194, 10, 19.400000, ZIP, 362, 22, 16.454545, 
trial0039718, AA, 35, 10, 3.500000, ZIP, 306, 22, 13.909091, 
trial0039719, AA, 201, 10, 20.100000, ZIP, 413, 22, 18.772727, 
trial0039720, AA, 167, 10, 16.700000, ZIP, 539, 22, 24.500000, 
trial0039721, AA, 730, 10, 73.000000, ZIP, 273, 22, 12.409091, 
trial0039722, AA, 432, 10, 43.200000, ZIP, 917, 22, 41.681818, 
trial0039723, AA, 259, 10, 25.900000, ZIP, 997, 22, 45.318182, 
trial0039724, AA, 335, 10, 33.500000, ZIP, 755, 22, 34.318182, 
trial0039725, AA, 290, 10, 29.000000, ZIP, 1094, 22, 49.727273, 
trial0039726, AA, 616, 10, 61.600000, ZIP, 782, 22, 35.545455, 
trial0039727, AA, 501, 10, 50.100000, ZIP, 777, 22, 35.318182, 
trial0039728, AA, 306, 10, 30.600000, ZIP, 1066, 22, 48.454545, 
trial0039729, AA, 513, 10, 51.300000, ZIP, 851, 22, 38.681818, 
trial0039730, AA, 440, 10, 44.000000, ZIP, 762, 22, 34.636364, 
trial0039731, AA, 440, 10, 44.000000, ZIP, 967, 22, 43.954545, 
trial0039732, AA, 429, 10, 42.900000, ZIP, 909, 22, 41.318182, 
trial0039733, AA, 415, 10, 41.500000, ZIP, 583, 22, 26.500000, 
trial0039734, AA, 418, 10, 41.800000, ZIP, 769, 22, 34.954545, 
trial0039735, AA, 442, 10, 44.200000, ZIP, 968, 22, 44.000000, 
trial0039736, AA, 522, 10, 52.200000, ZIP, 769, 22, 34.954545, 
trial0039737, AA, 489, 10, 48.900000, ZIP, 634, 22, 28.818182, 
trial0039738, AA, 735, 10, 73.500000, ZIP, 677, 22, 30.772727, 
trial0039739, AA, 416, 10, 41.600000, ZIP, 663, 22, 30.136364, 
trial0039740, AA, 520, 10, 52.000000, ZIP, 715, 22, 32.500000, 
trial0039741, AA, 366, 10, 36.600000, ZIP, 726, 22, 33.000000, 
trial0039742, AA, 373, 10, 37.300000, ZIP, 950, 22, 43.181818, 
trial0039743, AA, 430, 10, 43.000000, ZIP, 953, 22, 43.318182, 
trial0039744, AA, 161, 10, 16.100000, ZIP, 880, 22, 40.000000, 
trial0039745, AA, 385, 10, 38.500000, ZIP, 854, 22, 38.818182, 
trial0039746, AA, 453, 10, 45.300000, ZIP, 918, 22, 41.727273, 
trial0039747, AA, 337, 10, 33.700000, ZIP, 810, 22, 36.818182, 
trial0039748, AA, 210, 10, 21.000000, ZIP, 871, 22, 39.590909, 
trial0039749, AA, 186, 10, 18.600000, ZIP, 771, 22, 35.045455, 
trial0039750, AA, 535, 10, 53.500000, ZIP, 633, 22, 28.772727, 
trial0039751, AA, 389, 10, 38.900000, ZIP, 1331, 22, 60.500000, 
trial0039752, AA, 239, 10, 23.900000, ZIP, 1630, 22, 74.090909, 
trial0039753, AA, 240, 10, 24.000000, ZIP, 1114, 22, 50.636364, 
trial0039754, AA, 996, 10, 99.600000, ZIP, 857, 22, 38.954545, 
trial0039755, AA, 669, 10, 66.900000, ZIP, 1162, 22, 52.818182, 
trial0039756, AA, 711, 10, 71.100000, ZIP, 1004, 22, 45.636364, 
trial0039757, AA, 220, 10, 22.000000, ZIP, 1123, 22, 51.045455, 
trial0039758, AA, 470, 10, 47.000000, ZIP, 1139, 22, 51.772727, 
trial0039759, AA, 378, 10, 37.800000, ZIP, 1318, 22, 59.909091, 
trial0039760, AA, 816, 10, 81.600000, ZIP, 773, 22, 35.136364, 
trial0039761, AA, 357, 10, 35.700000, ZIP, 1085, 22, 49.318182, 
trial0039762, AA, 879, 10, 87.900000, ZIP, 638, 22, 29.000000, 
trial0039763, AA, 366, 10, 36.600000, ZIP, 789, 22, 35.863636, 
trial0039764, AA, 419, 10, 41.900000, ZIP, 867, 22, 39.409091, 
trial0039765, AA, 351, 10, 35.100000, ZIP, 1139, 22, 51.772727, 
trial0039766, AA, 767, 10, 76.700000, ZIP, 996, 22, 45.272727, 
trial0039767, AA, 825, 10, 82.500000, ZIP, 645, 22, 29.318182, 
trial0039768, AA, 739, 10, 73.900000, ZIP, 752, 22, 34.181818, 
trial0039769, AA, 266, 10, 26.600000, ZIP, 1285, 22, 58.409091, 
trial0039770, AA, 598, 10, 59.800000, ZIP, 928, 22, 42.181818, 
trial0039771, AA, 579, 10, 57.900000, ZIP, 1190, 22, 54.090909, 
trial0039772, AA, 881, 10, 88.100000, ZIP, 688, 22, 31.272727, 
trial0039773, AA, 617, 10, 61.700000, ZIP, 914, 22, 41.545455, 
trial0039774, AA, 610, 10, 61.000000, ZIP, 1246, 22, 56.636364, 
trial0039775, AA, 621, 10, 62.100000, ZIP, 850, 22, 38.636364, 
trial0039776, AA, 472, 10, 47.200000, ZIP, 1077, 22, 48.954545, 
trial0039777, AA, 572, 10, 57.200000, ZIP, 1144, 22, 52.000000, 
trial0039778, AA, 822, 10, 82.200000, ZIP, 725, 22, 32.954545, 
trial0039779, AA, 788, 10, 78.800000, ZIP, 817, 22, 37.136364, 
trial0039780, AA, 490, 10, 49.000000, ZIP, 1112, 22, 50.545455, 
trial0039781, AA, 702, 10, 70.200000, ZIP, 622, 22, 28.272727, 
trial0039782, AA, 582, 10, 58.200000, ZIP, 544, 22, 24.727273, 
trial0039783, AA, 547, 10, 54.700000, ZIP, 760, 22, 34.545455, 
trial0039784, AA, 477, 10, 47.700000, ZIP, 877, 22, 39.863636, 
trial0039785, AA, 247, 10, 24.700000, ZIP, 1164, 22, 52.909091, 
trial0039786, AA, 143, 10, 14.300000, ZIP, 1263, 22, 57.409091, 
trial0039787, AA, 777, 10, 77.700000, ZIP, 597, 22, 27.136364, 
trial0039788, AA, 662, 10, 66.200000, ZIP, 601, 22, 27.318182, 
trial0039789, AA, 310, 10, 31.000000, ZIP, 715, 22, 32.500000, 
trial0039790, AA, 574, 10, 57.400000, ZIP, 865, 22, 39.318182, 
trial0039791, AA, 328, 10, 32.800000, ZIP, 866, 22, 39.363636, 
trial0039792, AA, 460, 10, 46.000000, ZIP, 923, 22, 41.954545, 
trial0039793, AA, 477, 10, 47.700000, ZIP, 825, 22, 37.500000, 
trial0039794, AA, 615, 10, 61.500000, ZIP, 582, 22, 26.454545, 
trial0039795, AA, 370, 10, 37.000000, ZIP, 1111, 22, 50.500000, 
trial0039796, AA, 419, 10, 41.900000, ZIP, 678, 22, 30.818182, 
trial0039797, AA, 443, 10, 44.300000, ZIP, 994, 22, 45.181818, 
trial0039798, AA, 239, 10, 23.900000, ZIP, 1166, 22, 53.000000, 
trial0039799, AA, 392, 10, 39.200000, ZIP, 757, 22, 34.409091, 
trial0039800, AA, 537, 10, 53.700000, ZIP, 321, 22, 14.590909, 
trial0039801, AA, 928, 10, 92.800000, ZIP, 371, 22, 16.863636, 
trial0039802, AA, 388, 10, 38.800000, ZIP, 984, 22, 44.727273, 
trial0039803, AA, 540, 10, 54.000000, ZIP, 768, 22, 34.909091, 
trial0039804, AA, 506, 10, 50.600000, ZIP, 908, 22, 41.272727, 
trial0039805, AA, 215, 10, 21.500000, ZIP, 1250, 22, 56.818182, 
trial0039806, AA, 550, 10, 55.000000, ZIP, 736, 22, 33.454545, 
trial0039807, AA, 526, 10, 52.600000, ZIP, 775, 22, 35.227273, 
trial0039808, AA, 460, 10, 46.000000, ZIP, 660, 22, 30.000000, 
trial0039809, AA, 467, 10, 46.700000, ZIP, 771, 22, 35.045455, 
trial0039810, AA, 489, 10, 48.900000, ZIP, 964, 22, 43.818182, 
trial0039811, AA, 771, 10, 77.100000, ZIP, 1162, 22, 52.818182, 
trial0039812, AA, 564, 10, 56.400000, ZIP, 1010, 22, 45.909091, 
trial0039813, AA, 680, 10, 68.000000, ZIP, 1015, 22, 46.136364, 
trial0039814, AA, 449, 10, 44.900000, ZIP, 1003, 22, 45.590909, 
trial0039815, AA, 469, 10, 46.900000, ZIP, 929, 22, 42.227273, 
trial0039816, AA, 537, 10, 53.700000, ZIP, 917, 22, 41.681818, 
trial0039817, AA, 345, 10, 34.500000, ZIP, 1526, 22, 69.363636, 
trial0039818, AA, 364, 10, 36.400000, ZIP, 1564, 22, 71.090909, 
trial0039819, AA, 507, 10, 50.700000, ZIP, 1473, 22, 66.954545, 
trial0039820, AA, 549, 10, 54.900000, ZIP, 1388, 22, 63.090909, 
trial0039821, AA, 595, 10, 59.500000, ZIP, 961, 22, 43.681818, 
trial0039822, AA, 456, 10, 45.600000, ZIP, 932, 22, 42.363636, 
trial0039823, AA, 928, 10, 92.800000, ZIP, 980, 22, 44.545455, 
trial0039824, AA, 562, 10, 56.200000, ZIP, 1278, 22, 58.090909, 
trial0039825, AA, 903, 10, 90.300000, ZIP, 836, 22, 38.000000, 
trial0039826, AA, 784, 10, 78.400000, ZIP, 1045, 22, 47.500000, 
trial0039827, AA, 358, 10, 35.800000, ZIP, 1083, 22, 49.227273, 
trial0039828, AA, 609, 10, 60.900000, ZIP, 1009, 22, 45.863636, 
trial0039829, AA, 686, 10, 68.600000, ZIP, 839, 22, 38.136364, 
trial0039830, AA, 343, 10, 34.300000, ZIP, 1217, 22, 55.318182, 
trial0039831, AA, 697, 10, 69.700000, ZIP, 1037, 22, 47.136364, 
trial0039832, AA, 865, 10, 86.500000, ZIP, 1012, 22, 46.000000, 
trial0039833, AA, 681, 10, 68.100000, ZIP, 1305, 22, 59.318182, 
trial0039834, AA, 559, 10, 55.900000, ZIP, 1449, 22, 65.863636, 
trial0039835, AA, 716, 10, 71.600000, ZIP, 1286, 22, 58.454545, 
trial0039836, AA, 810, 10, 81.000000, ZIP, 1072, 22, 48.727273, 
trial0039837, AA, 586, 10, 58.600000, ZIP, 991, 22, 45.045455, 
trial0039838, AA, 608, 10, 60.800000, ZIP, 1104, 22, 50.181818, 
trial0039839, AA, 354, 10, 35.400000, ZIP, 1175, 22, 53.409091, 
trial0039840, AA, 777, 10, 77.700000, ZIP, 869, 22, 39.500000, 
trial0039841, AA, 290, 10, 29.000000, ZIP, 704, 22, 32.000000, 
trial0039842, AA, 224, 10, 22.400000, ZIP, 750, 22, 34.090909, 
trial0039843, AA, 400, 10, 40.000000, ZIP, 885, 22, 40.227273, 
trial0039844, AA, 452, 10, 45.200000, ZIP, 541, 22, 24.590909, 
trial0039845, AA, 512, 10, 51.200000, ZIP, 639, 22, 29.045455, 
trial0039846, AA, 444, 10, 44.400000, ZIP, 816, 22, 37.090909, 
trial0039847, AA, 416, 10, 41.600000, ZIP, 824, 22, 37.454545, 
trial0039848, AA, 288, 10, 28.800000, ZIP, 572, 22, 26.000000, 
trial0039849, AA, 367, 10, 36.700000, ZIP, 899, 22, 40.863636, 
trial0039850, AA, 309, 10, 30.900000, ZIP, 880, 22, 40.000000, 
trial0039851, AA, 489, 10, 48.900000, ZIP, 751, 22, 34.136364, 
trial0039852, AA, 382, 10, 38.200000, ZIP, 654, 22, 29.727273, 
trial0039853, AA, 406, 10, 40.600000, ZIP, 791, 22, 35.954545, 
trial0039854, AA, 308, 10, 30.800000, ZIP, 1007, 22, 45.772727, 
trial0039855, AA, 369, 10, 36.900000, ZIP, 839, 22, 38.136364, 
trial0039856, AA, 172, 10, 17.200000, ZIP, 978, 22, 44.454545, 
trial0039857, AA, 359, 10, 35.900000, ZIP, 910, 22, 41.363636, 
trial0039858, AA, 548, 10, 54.800000, ZIP, 643, 22, 29.227273, 
trial0039859, AA, 585, 10, 58.500000, ZIP, 413, 22, 18.772727, 
trial0039860, AA, 545, 10, 54.500000, ZIP, 716, 22, 32.545455, 
trial0039861, AA, 600, 10, 60.000000, ZIP, 486, 22, 22.090909, 
trial0039862, AA, 267, 10, 26.700000, ZIP, 715, 22, 32.500000, 
trial0039863, AA, 324, 10, 32.400000, ZIP, 949, 22, 43.136364, 
trial0039864, AA, 225, 10, 22.500000, ZIP, 820, 22, 37.272727, 
trial0039865, AA, 326, 10, 32.600000, ZIP, 739, 22, 33.590909, 
trial0039866, AA, 358, 10, 35.800000, ZIP, 876, 22, 39.818182, 
trial0039867, AA, 443, 10, 44.300000, ZIP, 676, 22, 30.727273, 
trial0039868, AA, 503, 10, 50.300000, ZIP, 694, 22, 31.545455, 
trial0039869, AA, 259, 10, 25.900000, ZIP, 874, 22, 39.727273, 
trial0039870, AA, 328, 10, 32.800000, ZIP, 822, 22, 37.363636, 
trial0039871, AA, 308, 10, 30.800000, ZIP, 1090, 22, 49.545455, 
trial0039872, AA, 691, 10, 69.100000, ZIP, 718, 22, 32.636364, 
trial0039873, AA, 449, 10, 44.900000, ZIP, 931, 22, 42.318182, 
trial0039874, AA, 397, 10, 39.700000, ZIP, 859, 22, 39.045455, 
trial0039875, AA, 575, 10, 57.500000, ZIP, 773, 22, 35.136364, 
trial0039876, AA, 216, 10, 21.600000, ZIP, 1170, 22, 53.181818, 
trial0039877, AA, 327, 10, 32.700000, ZIP, 1071, 22, 48.681818, 
trial0039878, AA, 697, 10, 69.700000, ZIP, 726, 22, 33.000000, 
trial0039879, AA, 364, 10, 36.400000, ZIP, 892, 22, 40.545455, 
trial0039880, AA, 181, 10, 18.100000, ZIP, 1167, 22, 53.045455, 
