trial0038701, AA, 360, 4, 90.000000, GDX, 201, 8, 25.125000, ZIP, 1101, 20, 55.050000, 
trial0038702, AA, 155, 4, 38.750000, GDX, 199, 8, 24.875000, ZIP, 1001, 20, 50.050000, 
trial0038703, AA, 294, 4, 73.500000, GDX, 267, 8, 33.375000, ZIP, 867, 20, 43.350000, 
trial0038704, AA, 55, 4, 13.750000, GDX, 0, 8, 0.000000, ZIP, 797, 20, 39.850000, 
trial0038705, AA, 422, 4, 105.500000, GDX, 306, 8, 38.250000, ZIP, 720, 20, 36.000000, 
trial0038706, AA, 293, 4, 73.250000, GDX, 104, 8, 13.000000, ZIP, 1094, 20, 54.700000, 
trial0038707, AA, 281, 4, 70.250000, GDX, 127, 8, 15.875000, ZIP, 868, 20, 43.400000, 
trial0038708, AA, 311, 4, 77.750000, GDX, 278, 8, 34.750000, ZIP, 848, 20, 42.400000, 
trial0038709, AA, 75, 4, 18.750000, GDX, 390, 8, 48.750000, ZIP, 865, 20, 43.250000, 
trial0038710, AA, 65, 4, 16.250000, GDX, 482, 8, 60.250000, ZIP, 743, 20, 37.150000, 
trial0038711, AA, 374, 4, 93.500000, GDX, 164, 8, 20.500000, ZIP, 1150, 20, 57.500000, 
trial0038712, AA, 150, 4, 37.500000, GDX, 288, 8, 36.000000, ZIP, 1131, 20, 56.550000, 
trial0038713, AA, 130, 4, 32.500000, GDX, 347, 8, 43.375000, ZIP, 999, 20, 49.950000, 
trial0038714, AA, 95, 4, 23.750000, GDX, 163, 8, 20.375000, ZIP, 1299, 20, 64.950000, 
trial0038715, AA, 373, 4, 93.250000, GDX, 372, 8, 46.500000, ZIP, 945, 20, 47.250000, 
trial0038716, AA, 208, 4, 52.000000, GDX, 389, 8, 48.625000, ZIP, 678, 20, 33.900000, 
trial0038717, AA, 121, 4, 30.250000, GDX, 528, 8, 66.000000, ZIP, 912, 20, 45.600000, 
trial0038718, AA, 132, 4, 33.000000, GDX, 445, 8, 55.625000, ZIP, 647, 20, 32.350000, 
trial0038719, AA, 177, 4, 44.250000, GDX, 312, 8, 39.000000, ZIP, 821, 20, 41.050000, 
trial0038720, AA, 203, 4, 50.750000, GDX, 498, 8, 62.250000, ZIP, 448, 20, 22.400000, 
trial0038721, AA, 288, 4, 72.000000, GDX, 368, 8, 46.000000, ZIP, 604, 20, 30.200000, 
trial0038722, AA, 216, 4, 54.000000, GDX, 614, 8, 76.750000, ZIP, 513, 20, 25.650000, 
trial0038723, AA, 194, 4, 48.500000, GDX, 198, 8, 24.750000, ZIP, 852, 20, 42.600000, 
trial0038724, AA, 154, 4, 38.500000, GDX, 388, 8, 48.500000, ZIP, 828, 20, 41.400000, 
trial0038725, AA, 226, 4, 56.500000, GDX, 193, 8, 24.125000, ZIP, 911, 20, 45.550000, 
trial0038726, AA, 76, 4, 19.000000, GDX, 500, 8, 62.500000, ZIP, 617, 20, 30.850000, 
trial0038727, AA, 142, 4, 35.500000, GDX, 332, 8, 41.500000, ZIP, 581, 20, 29.050000, 
trial0038728, AA, 169, 4, 42.250000, GDX, 398, 8, 49.750000, ZIP, 829, 20, 41.450000, 
trial0038729, AA, 386, 4, 96.500000, GDX, 541, 8, 67.625000, ZIP, 689, 20, 34.450000, 
trial0038730, AA, 474, 4, 118.500000, GDX, 276, 8, 34.500000, ZIP, 578, 20, 28.900000, 
trial0038731, AA, 437, 4, 109.250000, GDX, 160, 8, 20.000000, ZIP, 654, 20, 32.700000, 
trial0038732, AA, 85, 4, 21.250000, GDX, 250, 8, 31.250000, ZIP, 757, 20, 37.850000, 
trial0038733, AA, 92, 4, 23.000000, GDX, 292, 8, 36.500000, ZIP, 595, 20, 29.750000, 
trial0038734, AA, 36, 4, 9.000000, GDX, 370, 8, 46.250000, ZIP, 854, 20, 42.700000, 
trial0038735, AA, 117, 4, 29.250000, GDX, 244, 8, 30.500000, ZIP, 653, 20, 32.650000, 
trial0038736, AA, 162, 4, 40.500000, GDX, 169, 8, 21.125000, ZIP, 705, 20, 35.250000, 
trial0038737, AA, 31, 4, 7.750000, GDX, 321, 8, 40.125000, ZIP, 648, 20, 32.400000, 
trial0038738, AA, 176, 4, 44.000000, GDX, 293, 8, 36.625000, ZIP, 425, 20, 21.250000, 
trial0038739, AA, 32, 4, 8.000000, GDX, 379, 8, 47.375000, ZIP, 506, 20, 25.300000, 
trial0038740, AA, 96, 4, 24.000000, GDX, 44, 8, 5.500000, ZIP, 882, 20, 44.100000, 
trial0038741, AA, 11, 4, 2.750000, GDX, 302, 8, 37.750000, ZIP, 892, 20, 44.600000, 
trial0038742, AA, 11, 4, 2.750000, GDX, 196, 8, 24.500000, ZIP, 716, 20, 35.800000, 
trial0038743, AA, 205, 4, 51.250000, GDX, 367, 8, 45.875000, ZIP, 415, 20, 20.750000, 
trial0038744, AA, 275, 4, 68.750000, GDX, 353, 8, 44.125000, ZIP, 593, 20, 29.650000, 
trial0038745, AA, 95, 4, 23.750000, GDX, 236, 8, 29.500000, ZIP, 867, 20, 43.350000, 
trial0038746, AA, 130, 4, 32.500000, GDX, 189, 8, 23.625000, ZIP, 539, 20, 26.950000, 
trial0038747, AA, 128, 4, 32.000000, GDX, 304, 8, 38.000000, ZIP, 712, 20, 35.600000, 
trial0038748, AA, 157, 4, 39.250000, GDX, 363, 8, 45.375000, ZIP, 800, 20, 40.000000, 
trial0038749, AA, 18, 4, 4.500000, GDX, 366, 8, 45.750000, ZIP, 661, 20, 33.050000, 
trial0038750, AA, 204, 4, 51.000000, GDX, 103, 8, 12.875000, ZIP, 785, 20, 39.250000, 
trial0038751, AA, 212, 4, 53.000000, GDX, 224, 8, 28.000000, ZIP, 778, 20, 38.900000, 
trial0038752, AA, 73, 4, 18.250000, GDX, 223, 8, 27.875000, ZIP, 858, 20, 42.900000, 
trial0038753, AA, 453, 4, 113.250000, GDX, 152, 8, 19.000000, ZIP, 724, 20, 36.200000, 
trial0038754, AA, 137, 4, 34.250000, GDX, 226, 8, 28.250000, ZIP, 925, 20, 46.250000, 
trial0038755, AA, 132, 4, 33.000000, GDX, 331, 8, 41.375000, ZIP, 772, 20, 38.600000, 
trial0038756, AA, 325, 4, 81.250000, GDX, 314, 8, 39.250000, ZIP, 645, 20, 32.250000, 
trial0038757, AA, 168, 4, 42.000000, GDX, 366, 8, 45.750000, ZIP, 809, 20, 40.450000, 
trial0038758, AA, 17, 4, 4.250000, GDX, 449, 8, 56.125000, ZIP, 826, 20, 41.300000, 
trial0038759, AA, 113, 4, 28.250000, GDX, 447, 8, 55.875000, ZIP, 616, 20, 30.800000, 
trial0038760, AA, 166, 4, 41.500000, GDX, 235, 8, 29.375000, ZIP, 831, 20, 41.550000, 
trial0038761, AA, 191, 4, 47.750000, GDX, 310, 8, 38.750000, ZIP, 1491, 20, 74.550000, 
trial0038762, AA, 227, 4, 56.750000, GDX, 433, 8, 54.125000, ZIP, 1484, 20, 74.200000, 
trial0038763, AA, 11, 4, 2.750000, GDX, 499, 8, 62.375000, ZIP, 1632, 20, 81.600000, 
trial0038764, AA, 198, 4, 49.500000, GDX, 605, 8, 75.625000, ZIP, 1206, 20, 60.300000, 
trial0038765, AA, 230, 4, 57.500000, GDX, 349, 8, 43.625000, ZIP, 1414, 20, 70.700000, 
