trial0056401, AA, 268, 14, 19.142857, GDX, 59, 6, 9.833333, ZIP, 146, 12, 12.166667, 
trial0056402, AA, 230, 14, 16.428571, GDX, 52, 6, 8.666667, ZIP, 199, 12, 16.583333, 
trial0056403, AA, 315, 14, 22.500000, GDX, 71, 6, 11.833333, ZIP, 73, 12, 6.083333, 
trial0056404, AA, 134, 14, 9.571429, GDX, 104, 6, 17.333333, ZIP, 228, 12, 19.000000, 
trial0056405, AA, 93, 14, 6.642857, GDX, 28, 6, 4.666667, ZIP, 254, 12, 21.166667, 
trial0056406, AA, 170, 14, 12.142857, GDX, 89, 6, 14.833333, ZIP, 162, 12, 13.500000, 
trial0056407, AA, 205, 14, 14.642857, GDX, 32, 6, 5.333333, ZIP, 244, 12, 20.333333, 
trial0056408, AA, 252, 14, 18.000000, GDX, 0, 6, 0.000000, ZIP, 214, 12, 17.833333, 
trial0056409, AA, 235, 14, 16.785714, GDX, 68, 6, 11.333333, ZIP, 148, 12, 12.333333, 
trial0056410, AA, 212, 14, 15.142857, GDX, 61, 6, 10.166667, ZIP, 200, 12, 16.666667, 
trial0056411, AA, 184, 14, 13.142857, GDX, 165, 6, 27.500000, ZIP, 117, 12, 9.750000, 
trial0056412, AA, 248, 14, 17.714286, GDX, 45, 6, 7.500000, ZIP, 143, 12, 11.916667, 
trial0056413, AA, 236, 14, 16.857143, GDX, 3, 6, 0.500000, ZIP, 219, 12, 18.250000, 
trial0056414, AA, 233, 14, 16.642857, GDX, 143, 6, 23.833333, ZIP, 90, 12, 7.500000, 
trial0056415, AA, 148, 14, 10.571429, GDX, 71, 6, 11.833333, ZIP, 232, 12, 19.333333, 
trial0056416, AA, 180, 14, 12.857143, GDX, 36, 6, 6.000000, ZIP, 265, 12, 22.083333, 
trial0056417, AA, 147, 14, 10.500000, GDX, 58, 6, 9.666667, ZIP, 268, 12, 22.333333, 
trial0056418, AA, 169, 14, 12.071429, GDX, 54, 6, 9.000000, ZIP, 250, 12, 20.833333, 
trial0056419, AA, 185, 14, 13.214286, GDX, 17, 6, 2.833333, ZIP, 271, 12, 22.583333, 
trial0056420, AA, 178, 14, 12.714286, GDX, 133, 6, 22.166667, ZIP, 132, 12, 11.000000, 
trial0056421, AA, 194, 14, 13.857143, GDX, 95, 6, 15.833333, ZIP, 192, 12, 16.000000, 
trial0056422, AA, 288, 14, 20.571429, GDX, 70, 6, 11.666667, ZIP, 85, 12, 7.083333, 
trial0056423, AA, 238, 14, 17.000000, GDX, 107, 6, 17.833333, ZIP, 99, 12, 8.250000, 
trial0056424, AA, 257, 14, 18.357143, GDX, 23, 6, 3.833333, ZIP, 118, 12, 9.833333, 
trial0056425, AA, 236, 14, 16.857143, GDX, 112, 6, 18.666667, ZIP, 118, 12, 9.833333, 
trial0056426, AA, 180, 14, 12.857143, GDX, 64, 6, 10.666667, ZIP, 237, 12, 19.750000, 
trial0056427, AA, 134, 14, 9.571429, GDX, 106, 6, 17.666667, ZIP, 196, 12, 16.333333, 
trial0056428, AA, 323, 14, 23.071429, GDX, 44, 6, 7.333333, ZIP, 114, 12, 9.500000, 
trial0056429, AA, 161, 14, 11.500000, GDX, 177, 6, 29.500000, ZIP, 143, 12, 11.916667, 
trial0056430, AA, 212, 14, 15.142857, GDX, 51, 6, 8.500000, ZIP, 195, 12, 16.250000, 
trial0056431, AA, 198, 14, 14.142857, GDX, 37, 6, 6.166667, ZIP, 212, 12, 17.666667, 
trial0056432, AA, 167, 14, 11.928571, GDX, 94, 6, 15.666667, ZIP, 194, 12, 16.166667, 
trial0056433, AA, 196, 14, 14.000000, GDX, 41, 6, 6.833333, ZIP, 166, 12, 13.833333, 
trial0056434, AA, 226, 14, 16.142857, GDX, 60, 6, 10.000000, ZIP, 168, 12, 14.000000, 
trial0056435, AA, 246, 14, 17.571429, GDX, 96, 6, 16.000000, ZIP, 127, 12, 10.583333, 
trial0056436, AA, 218, 14, 15.571429, GDX, 106, 6, 17.666667, ZIP, 145, 12, 12.083333, 
trial0056437, AA, 162, 14, 11.571429, GDX, 72, 6, 12.000000, ZIP, 199, 12, 16.583333, 
trial0056438, AA, 254, 14, 18.142857, GDX, 56, 6, 9.333333, ZIP, 152, 12, 12.666667, 
trial0056439, AA, 166, 14, 11.857143, GDX, 145, 6, 24.166667, ZIP, 92, 12, 7.666667, 
trial0056440, AA, 265, 14, 18.928571, GDX, 6, 6, 1.000000, ZIP, 183, 12, 15.250000, 
trial0056441, AA, 263, 14, 18.785714, GDX, 0, 6, 0.000000, ZIP, 192, 12, 16.000000, 
trial0056442, AA, 173, 14, 12.357143, GDX, 71, 6, 11.833333, ZIP, 182, 12, 15.166667, 
trial0056443, AA, 246, 14, 17.571429, GDX, 40, 6, 6.666667, ZIP, 176, 12, 14.666667, 
trial0056444, AA, 207, 14, 14.785714, GDX, 66, 6, 11.000000, ZIP, 196, 12, 16.333333, 
trial0056445, AA, 212, 14, 15.142857, GDX, 110, 6, 18.333333, ZIP, 118, 12, 9.833333, 
trial0056446, AA, 239, 14, 17.071429, GDX, 27, 6, 4.500000, ZIP, 196, 12, 16.333333, 
trial0056447, AA, 187, 14, 13.357143, GDX, 114, 6, 19.000000, ZIP, 168, 12, 14.000000, 
trial0056448, AA, 343, 14, 24.500000, GDX, 36, 6, 6.000000, ZIP, 83, 12, 6.916667, 
trial0056449, AA, 116, 14, 8.285714, GDX, 126, 6, 21.000000, ZIP, 212, 12, 17.666667, 
trial0056450, AA, 287, 14, 20.500000, GDX, 45, 6, 7.500000, ZIP, 137, 12, 11.416667, 
trial0056451, AA, 83, 14, 5.928571, GDX, 97, 6, 16.166667, ZIP, 275, 12, 22.916667, 
trial0056452, AA, 181, 14, 12.928571, GDX, 100, 6, 16.666667, ZIP, 152, 12, 12.666667, 
trial0056453, AA, 283, 14, 20.214286, GDX, 35, 6, 5.833333, ZIP, 151, 12, 12.583333, 
trial0056454, AA, 143, 14, 10.214286, GDX, 65, 6, 10.833333, ZIP, 254, 12, 21.166667, 
