trial0054601, AA, 40, 4, 10.000000, GDX, 424, 18, 23.555556, ZIP, 155, 10, 15.500000, 
trial0054602, AA, 0, 4, 0.000000, GDX, 334, 18, 18.555556, ZIP, 345, 10, 34.500000, 
trial0054603, AA, 83, 4, 20.750000, GDX, 521, 18, 28.944444, ZIP, 123, 10, 12.300000, 
trial0054604, AA, 248, 4, 62.000000, GDX, 297, 18, 16.500000, ZIP, 109, 10, 10.900000, 
trial0054605, AA, 160, 4, 40.000000, GDX, 177, 18, 9.833333, ZIP, 329, 10, 32.900000, 
trial0054606, AA, 186, 4, 46.500000, GDX, 343, 18, 19.055556, ZIP, 150, 10, 15.000000, 
trial0054607, AA, 20, 4, 5.000000, GDX, 304, 18, 16.888889, ZIP, 318, 10, 31.800000, 
trial0054608, AA, 36, 4, 9.000000, GDX, 181, 18, 10.055556, ZIP, 317, 10, 31.700000, 
trial0054609, AA, 178, 4, 44.500000, GDX, 331, 18, 18.388889, ZIP, 231, 10, 23.100000, 
trial0054610, AA, 0, 4, 0.000000, GDX, 422, 18, 23.444444, ZIP, 184, 10, 18.400000, 
trial0054611, AA, 185, 4, 46.250000, GDX, 249, 18, 13.833333, ZIP, 184, 10, 18.400000, 
trial0054612, AA, 124, 4, 31.000000, GDX, 425, 18, 23.611111, ZIP, 203, 10, 20.300000, 
trial0054613, AA, 148, 4, 37.000000, GDX, 167, 18, 9.277778, ZIP, 412, 10, 41.200000, 
trial0054614, AA, 134, 4, 33.500000, GDX, 238, 18, 13.222222, ZIP, 344, 10, 34.400000, 
trial0054615, AA, 112, 4, 28.000000, GDX, 174, 18, 9.666667, ZIP, 186, 10, 18.600000, 
trial0054616, AA, 145, 4, 36.250000, GDX, 294, 18, 16.333333, ZIP, 216, 10, 21.600000, 
trial0054617, AA, 140, 4, 35.000000, GDX, 402, 18, 22.333333, ZIP, 222, 10, 22.200000, 
trial0054618, AA, 28, 4, 7.000000, GDX, 459, 18, 25.500000, ZIP, 216, 10, 21.600000, 
trial0054619, AA, 109, 4, 27.250000, GDX, 454, 18, 25.222222, ZIP, 115, 10, 11.500000, 
trial0054620, AA, 134, 4, 33.500000, GDX, 397, 18, 22.055556, ZIP, 209, 10, 20.900000, 
trial0054621, AA, 95, 4, 23.750000, GDX, 360, 18, 20.000000, ZIP, 309, 10, 30.900000, 
trial0054622, AA, 94, 4, 23.500000, GDX, 488, 18, 27.111111, ZIP, 145, 10, 14.500000, 
trial0054623, AA, 178, 4, 44.500000, GDX, 385, 18, 21.388889, ZIP, 139, 10, 13.900000, 
trial0054624, AA, 82, 4, 20.500000, GDX, 281, 18, 15.611111, ZIP, 303, 10, 30.300000, 
trial0054625, AA, 147, 4, 36.750000, GDX, 308, 18, 17.111111, ZIP, 164, 10, 16.400000, 
trial0054626, AA, 124, 4, 31.000000, GDX, 172, 18, 9.555556, ZIP, 262, 10, 26.200000, 
trial0054627, AA, 36, 4, 9.000000, GDX, 184, 18, 10.222222, ZIP, 557, 10, 55.700000, 
trial0054628, AA, 0, 4, 0.000000, GDX, 61, 18, 3.388889, ZIP, 363, 10, 36.300000, 
trial0054629, AA, 227, 4, 56.750000, GDX, 0, 18, 0.000000, ZIP, 281, 10, 28.100000, 
trial0054630, AA, 39, 4, 9.750000, GDX, 508, 18, 28.222222, ZIP, 156, 10, 15.600000, 
