trial0048001, AA, 307, 24, 12.791667, ZIP, 96, 8, 12.000000, 
trial0048002, AA, 304, 24, 12.666667, ZIP, 92, 8, 11.500000, 
trial0048003, AA, 269, 24, 11.208333, ZIP, 140, 8, 17.500000, 
trial0048004, AA, 270, 24, 11.250000, ZIP, 146, 8, 18.250000, 
trial0048005, AA, 287, 24, 11.958333, ZIP, 63, 8, 7.875000, 
trial0048006, AA, 342, 24, 14.250000, ZIP, 67, 8, 8.375000, 
trial0048007, AA, 379, 24, 15.791667, ZIP, 17, 8, 2.125000, 
trial0048008, AA, 330, 24, 13.750000, ZIP, 72, 8, 9.000000, 
trial0048009, AA, 304, 24, 12.666667, ZIP, 99, 8, 12.375000, 
trial0048010, AA, 313, 24, 13.041667, ZIP, 77, 8, 9.625000, 
trial0048011, AA, 256, 24, 10.666667, ZIP, 166, 8, 20.750000, 
trial0048012, AA, 309, 24, 12.875000, ZIP, 113, 8, 14.125000, 
trial0048013, AA, 327, 24, 13.625000, ZIP, 76, 8, 9.500000, 
trial0048014, AA, 232, 24, 9.666667, ZIP, 157, 8, 19.625000, 
trial0048015, AA, 341, 24, 14.208333, ZIP, 81, 8, 10.125000, 
trial0048016, AA, 329, 24, 13.708333, ZIP, 80, 8, 10.000000, 
trial0048017, AA, 210, 24, 8.750000, ZIP, 186, 8, 23.250000, 
trial0048018, AA, 318, 24, 13.250000, ZIP, 91, 8, 11.375000, 
trial0048019, AA, 304, 24, 12.666667, ZIP, 99, 8, 12.375000, 
trial0048020, AA, 359, 24, 14.958333, ZIP, 24, 8, 3.000000, 
trial0048021, AA, 337, 24, 14.041667, ZIP, 72, 8, 9.000000, 
trial0048022, AA, 328, 24, 13.666667, ZIP, 81, 8, 10.125000, 
trial0048023, AA, 290, 24, 12.083333, ZIP, 60, 8, 7.500000, 
trial0048024, AA, 359, 24, 14.958333, ZIP, 57, 8, 7.125000, 
trial0048025, AA, 297, 24, 12.375000, ZIP, 125, 8, 15.625000, 
trial0048026, AA, 368, 24, 15.333333, ZIP, 15, 8, 1.875000, 
trial0048027, AA, 294, 24, 12.250000, ZIP, 128, 8, 16.000000, 
trial0048028, AA, 276, 24, 11.500000, ZIP, 146, 8, 18.250000, 
trial0048029, AA, 281, 24, 11.708333, ZIP, 128, 8, 16.000000, 
trial0048030, AA, 345, 24, 14.375000, ZIP, 17, 8, 2.125000, 
trial0048031, AA, 607, 24, 25.291667, ZIP, 128, 8, 16.000000, 
trial0048032, AA, 478, 24, 19.916667, ZIP, 257, 8, 32.125000, 
trial0048033, AA, 549, 24, 22.875000, ZIP, 151, 8, 18.875000, 
trial0048034, AA, 681, 24, 28.375000, ZIP, 66, 8, 8.250000, 
trial0048035, AA, 654, 24, 27.250000, ZIP, 93, 8, 11.625000, 
trial0048036, AA, 523, 24, 21.791667, ZIP, 201, 8, 25.125000, 
trial0048037, AA, 496, 24, 20.666667, ZIP, 169, 8, 21.125000, 
trial0048038, AA, 502, 24, 20.916667, ZIP, 187, 8, 23.375000, 
trial0048039, AA, 664, 24, 27.666667, ZIP, 71, 8, 8.875000, 
trial0048040, AA, 613, 24, 25.541667, ZIP, 122, 8, 15.250000, 
trial0048041, AA, 537, 24, 22.375000, ZIP, 187, 8, 23.375000, 
trial0048042, AA, 490, 24, 20.416667, ZIP, 257, 8, 32.125000, 
trial0048043, AA, 478, 24, 19.916667, ZIP, 257, 8, 32.125000, 
trial0048044, AA, 593, 24, 24.708333, ZIP, 107, 8, 13.375000, 
trial0048045, AA, 551, 24, 22.958333, ZIP, 184, 8, 23.000000, 
trial0048046, AA, 467, 24, 19.458333, ZIP, 280, 8, 35.000000, 
trial0048047, AA, 582, 24, 24.250000, ZIP, 153, 8, 19.125000, 
trial0048048, AA, 501, 24, 20.875000, ZIP, 234, 8, 29.250000, 
trial0048049, AA, 535, 24, 22.291667, ZIP, 165, 8, 20.625000, 
trial0048050, AA, 566, 24, 23.583333, ZIP, 169, 8, 21.125000, 
trial0048051, AA, 531, 24, 22.125000, ZIP, 169, 8, 21.125000, 
trial0048052, AA, 552, 24, 23.000000, ZIP, 183, 8, 22.875000, 
trial0048053, AA, 437, 24, 18.208333, ZIP, 310, 8, 38.750000, 
trial0048054, AA, 642, 24, 26.750000, ZIP, 81, 8, 10.125000, 
trial0048055, AA, 507, 24, 21.125000, ZIP, 240, 8, 30.000000, 
trial0048056, AA, 704, 24, 29.333333, ZIP, 43, 8, 5.375000, 
trial0048057, AA, 609, 24, 25.375000, ZIP, 138, 8, 17.250000, 
trial0048058, AA, 431, 24, 17.958333, ZIP, 304, 8, 38.000000, 
trial0048059, AA, 594, 24, 24.750000, ZIP, 153, 8, 19.125000, 
trial0048060, AA, 585, 24, 24.375000, ZIP, 69, 8, 8.625000, 
trial0048061, AA, 444, 24, 18.500000, ZIP, 106, 8, 13.250000, 
trial0048062, AA, 503, 24, 20.958333, ZIP, 47, 8, 5.875000, 
trial0048063, AA, 353, 24, 14.708333, ZIP, 189, 8, 23.625000, 
trial0048064, AA, 377, 24, 15.708333, ZIP, 165, 8, 20.625000, 
trial0048065, AA, 423, 24, 17.625000, ZIP, 110, 8, 13.750000, 
trial0048066, AA, 430, 24, 17.916667, ZIP, 112, 8, 14.000000, 
trial0048067, AA, 416, 24, 17.333333, ZIP, 134, 8, 16.750000, 
trial0048068, AA, 441, 24, 18.375000, ZIP, 58, 8, 7.250000, 
trial0048069, AA, 337, 24, 14.041667, ZIP, 188, 8, 23.500000, 
trial0048070, AA, 335, 24, 13.958333, ZIP, 198, 8, 24.750000, 
trial0048071, AA, 519, 24, 21.625000, ZIP, 31, 8, 3.875000, 
trial0048072, AA, 355, 24, 14.791667, ZIP, 195, 8, 24.375000, 
trial0048073, AA, 291, 24, 12.125000, ZIP, 225, 8, 28.125000, 
trial0048074, AA, 392, 24, 16.333333, ZIP, 150, 8, 18.750000, 
trial0048075, AA, 419, 24, 17.458333, ZIP, 123, 8, 15.375000, 
trial0048076, AA, 443, 24, 18.458333, ZIP, 99, 8, 12.375000, 
trial0048077, AA, 404, 24, 16.833333, ZIP, 138, 8, 17.250000, 
trial0048078, AA, 421, 24, 17.541667, ZIP, 104, 8, 13.000000, 
trial0048079, AA, 467, 24, 19.458333, ZIP, 83, 8, 10.375000, 
trial0048080, AA, 299, 24, 12.458333, ZIP, 174, 8, 21.750000, 
trial0048081, AA, 413, 24, 17.208333, ZIP, 129, 8, 16.125000, 
trial0048082, AA, 461, 24, 19.208333, ZIP, 47, 8, 5.875000, 
trial0048083, AA, 469, 24, 19.541667, ZIP, 64, 8, 8.000000, 
trial0048084, AA, 403, 24, 16.791667, ZIP, 122, 8, 15.250000, 
trial0048085, AA, 430, 24, 17.916667, ZIP, 103, 8, 12.875000, 
trial0048086, AA, 330, 24, 13.750000, ZIP, 212, 8, 26.500000, 
trial0048087, AA, 352, 24, 14.666667, ZIP, 198, 8, 24.750000, 
trial0048088, AA, 405, 24, 16.875000, ZIP, 137, 8, 17.125000, 
trial0048089, AA, 504, 24, 21.000000, ZIP, 29, 8, 3.625000, 
trial0048090, AA, 290, 24, 12.083333, ZIP, 227, 8, 28.375000, 
trial0048091, AA, 176, 24, 7.333333, ZIP, 104, 8, 13.000000, 
trial0048092, AA, 235, 24, 9.791667, ZIP, 112, 8, 14.000000, 
trial0048093, AA, 284, 24, 11.833333, ZIP, 58, 8, 7.250000, 
trial0048094, AA, 265, 24, 11.041667, ZIP, 88, 8, 11.000000, 
trial0048095, AA, 227, 24, 9.458333, ZIP, 103, 8, 12.875000, 
trial0048096, AA, 229, 24, 9.541667, ZIP, 107, 8, 13.375000, 
trial0048097, AA, 313, 24, 13.041667, ZIP, 34, 8, 4.250000, 
trial0048098, AA, 199, 24, 8.291667, ZIP, 143, 8, 17.875000, 
trial0048099, AA, 224, 24, 9.333333, ZIP, 106, 8, 13.250000, 
trial0048100, AA, 202, 24, 8.416667, ZIP, 156, 8, 19.500000, 
trial0048101, AA, 231, 24, 9.625000, ZIP, 106, 8, 13.250000, 
trial0048102, AA, 260, 24, 10.833333, ZIP, 98, 8, 12.250000, 
trial0048103, AA, 288, 24, 12.000000, ZIP, 47, 8, 5.875000, 
trial0048104, AA, 314, 24, 13.083333, ZIP, 44, 8, 5.500000, 
trial0048105, AA, 164, 24, 6.833333, ZIP, 194, 8, 24.250000, 
trial0048106, AA, 313, 24, 13.041667, ZIP, 40, 8, 5.000000, 
trial0048107, AA, 321, 24, 13.375000, ZIP, 9, 8, 1.125000, 
trial0048108, AA, 255, 24, 10.625000, ZIP, 81, 8, 10.125000, 
trial0048109, AA, 223, 24, 9.291667, ZIP, 102, 8, 12.750000, 
trial0048110, AA, 314, 24, 13.083333, ZIP, 39, 8, 4.875000, 
trial0048111, AA, 259, 24, 10.791667, ZIP, 54, 8, 6.750000, 
trial0048112, AA, 232, 24, 9.666667, ZIP, 93, 8, 11.625000, 
trial0048113, AA, 322, 24, 13.416667, ZIP, 31, 8, 3.875000, 
trial0048114, AA, 297, 24, 12.375000, ZIP, 50, 8, 6.250000, 
trial0048115, AA, 281, 24, 11.708333, ZIP, 61, 8, 7.625000, 
trial0048116, AA, 290, 24, 12.083333, ZIP, 57, 8, 7.125000, 
trial0048117, AA, 194, 24, 8.083333, ZIP, 136, 8, 17.000000, 
trial0048118, AA, 235, 24, 9.791667, ZIP, 123, 8, 15.375000, 
trial0048119, AA, 275, 24, 11.458333, ZIP, 55, 8, 6.875000, 
trial0048120, AA, 255, 24, 10.625000, ZIP, 81, 8, 10.125000, 
trial0048121, AA, 316, 24, 13.166667, ZIP, 199, 8, 24.875000, 
trial0048122, AA, 288, 24, 12.000000, ZIP, 202, 8, 25.250000, 
trial0048123, AA, 340, 24, 14.166667, ZIP, 183, 8, 22.875000, 
trial0048124, AA, 405, 24, 16.875000, ZIP, 94, 8, 11.750000, 
trial0048125, AA, 425, 24, 17.708333, ZIP, 82, 8, 10.250000, 
trial0048126, AA, 314, 24, 13.083333, ZIP, 168, 8, 21.000000, 
trial0048127, AA, 405, 24, 16.875000, ZIP, 118, 8, 14.750000, 
trial0048128, AA, 394, 24, 16.416667, ZIP, 129, 8, 16.125000, 
trial0048129, AA, 380, 24, 15.833333, ZIP, 127, 8, 15.875000, 
trial0048130, AA, 431, 24, 17.958333, ZIP, 44, 8, 5.500000, 
trial0048131, AA, 426, 24, 17.750000, ZIP, 97, 8, 12.125000, 
trial0048132, AA, 402, 24, 16.750000, ZIP, 121, 8, 15.125000, 
trial0048133, AA, 476, 24, 19.833333, ZIP, 31, 8, 3.875000, 
trial0048134, AA, 311, 24, 12.958333, ZIP, 171, 8, 21.375000, 
trial0048135, AA, 428, 24, 17.833333, ZIP, 87, 8, 10.875000, 
