trial0022201, ZIC, 1414, 30, 47.133333, ZIP, 4, 2, 2.000000, 
trial0022202, ZIC, 1508, 30, 50.266667, ZIP, 145, 2, 72.500000, 
trial0022203, ZIC, 1492, 30, 49.733333, ZIP, 9, 2, 4.500000, 
trial0022204, ZIC, 1675, 30, 55.833333, ZIP, 386, 2, 193.000000, 
trial0022205, ZIC, 1498, 30, 49.933333, ZIP, 1, 2, 0.500000, 
trial0022206, ZIC, 1403, 30, 46.766667, ZIP, 224, 2, 112.000000, 
trial0022207, ZIC, 1385, 30, 46.166667, ZIP, 172, 2, 86.000000, 
trial0022208, ZIC, 1375, 30, 45.833333, ZIP, 284, 2, 142.000000, 
trial0022209, ZIC, 1324, 30, 44.133333, ZIP, 259, 2, 129.500000, 
trial0022210, ZIC, 1525, 30, 50.833333, ZIP, 164, 2, 82.000000, 
trial0022211, ZIC, 1456, 30, 48.533333, ZIP, 122, 2, 61.000000, 
trial0022212, ZIC, 1319, 30, 43.966667, ZIP, 280, 2, 140.000000, 
trial0022213, ZIC, 1359, 30, 45.300000, ZIP, 358, 2, 179.000000, 
trial0022214, ZIC, 1231, 30, 41.033333, ZIP, 2, 2, 1.000000, 
trial0022215, ZIC, 1703, 30, 56.766667, ZIP, 29, 2, 14.500000, 
trial0022216, ZIC, 1529, 30, 50.966667, ZIP, 93, 2, 46.500000, 
trial0022217, ZIC, 1701, 30, 56.700000, ZIP, 300, 2, 150.000000, 
trial0022218, ZIC, 1549, 30, 51.633333, ZIP, 91, 2, 45.500000, 
trial0022219, ZIC, 1041, 30, 34.700000, ZIP, 394, 2, 197.000000, 
trial0022220, ZIC, 1249, 30, 41.633333, ZIP, 213, 2, 106.500000, 
trial0022221, ZIC, 1639, 30, 54.633333, ZIP, 9, 2, 4.500000, 
trial0022222, ZIC, 1574, 30, 52.466667, ZIP, 120, 2, 60.000000, 
trial0022223, ZIC, 2036, 30, 67.866667, ZIP, 0, 2, 0.000000, 
trial0022224, ZIC, 1381, 30, 46.033333, ZIP, 77, 2, 38.500000, 
trial0022225, ZIC, 1592, 30, 53.066667, ZIP, 256, 2, 128.000000, 
trial0022226, ZIC, 1564, 30, 52.133333, ZIP, 132, 2, 66.000000, 
trial0022227, ZIC, 1505, 30, 50.166667, ZIP, 133, 2, 66.500000, 
trial0022228, ZIC, 1622, 30, 54.066667, ZIP, 0, 2, 0.000000, 
trial0022229, ZIC, 1662, 30, 55.400000, ZIP, 162, 2, 81.000000, 
trial0022230, ZIC, 1104, 30, 36.800000, ZIP, 221, 2, 110.500000, 
trial0022231, ZIC, 2850, 30, 95.000000, ZIP, 21, 2, 10.500000, 
trial0022232, ZIC, 2891, 30, 96.366667, ZIP, 4, 2, 2.000000, 
trial0022233, ZIC, 2175, 30, 72.500000, ZIP, 682, 2, 341.000000, 
trial0022234, ZIC, 2447, 30, 81.566667, ZIP, 374, 2, 187.000000, 
trial0022235, ZIC, 2376, 30, 79.200000, ZIP, 0, 2, 0.000000, 
trial0022236, ZIC, 2433, 30, 81.100000, ZIP, 519, 2, 259.500000, 
trial0022237, ZIC, 2127, 30, 70.900000, ZIP, 876, 2, 438.000000, 
trial0022238, ZIC, 2552, 30, 85.066667, ZIP, 503, 2, 251.500000, 
trial0022239, ZIC, 3047, 30, 101.566667, ZIP, 45, 2, 22.500000, 
trial0022240, ZIC, 2547, 30, 84.900000, ZIP, 353, 2, 176.500000, 
trial0022241, ZIC, 2514, 30, 83.800000, ZIP, 311, 2, 155.500000, 
trial0022242, ZIC, 2590, 30, 86.333333, ZIP, 425, 2, 212.500000, 
trial0022243, ZIC, 2815, 30, 93.833333, ZIP, 243, 2, 121.500000, 
trial0022244, ZIC, 2368, 30, 78.933333, ZIP, 424, 2, 212.000000, 
trial0022245, ZIC, 2401, 30, 80.033333, ZIP, 748, 2, 374.000000, 
trial0022246, ZIC, 2662, 30, 88.733333, ZIP, 205, 2, 102.500000, 
trial0022247, ZIC, 2230, 30, 74.333333, ZIP, 84, 2, 42.000000, 
trial0022248, ZIC, 1936, 30, 64.533333, ZIP, 365, 2, 182.500000, 
trial0022249, ZIC, 2097, 30, 69.900000, ZIP, 50, 2, 25.000000, 
trial0022250, ZIC, 2740, 30, 91.333333, ZIP, 228, 2, 114.000000, 
trial0022251, ZIC, 2581, 30, 86.033333, ZIP, 563, 2, 281.500000, 
trial0022252, ZIC, 2363, 30, 78.766667, ZIP, 58, 2, 29.000000, 
trial0022253, ZIC, 2669, 30, 88.966667, ZIP, 568, 2, 284.000000, 
trial0022254, ZIC, 3189, 30, 106.300000, ZIP, 185, 2, 92.500000, 
trial0022255, ZIC, 2533, 30, 84.433333, ZIP, 244, 2, 122.000000, 
trial0022256, ZIC, 3114, 30, 103.800000, ZIP, 15, 2, 7.500000, 
trial0022257, ZIC, 2609, 30, 86.966667, ZIP, 12, 2, 6.000000, 
trial0022258, ZIC, 2377, 30, 79.233333, ZIP, 717, 2, 358.500000, 
trial0022259, ZIC, 2770, 30, 92.333333, ZIP, 8, 2, 4.000000, 
trial0022260, ZIC, 2224, 30, 74.133333, ZIP, 732, 2, 366.000000, 
trial0022261, ZIC, 2025, 30, 67.500000, ZIP, 350, 2, 175.000000, 
trial0022262, ZIC, 2228, 30, 74.266667, ZIP, 148, 2, 74.000000, 
trial0022263, ZIC, 2214, 30, 73.800000, ZIP, 38, 2, 19.000000, 
trial0022264, ZIC, 2041, 30, 68.033333, ZIP, 162, 2, 81.000000, 
trial0022265, ZIC, 1655, 30, 55.166667, ZIP, 798, 2, 399.000000, 
trial0022266, ZIC, 1926, 30, 64.200000, ZIP, 120, 2, 60.000000, 
trial0022267, ZIC, 2595, 30, 86.500000, ZIP, 281, 2, 140.500000, 
trial0022268, ZIC, 2444, 30, 81.466667, ZIP, 482, 2, 241.000000, 
trial0022269, ZIC, 2308, 30, 76.933333, ZIP, 13, 2, 6.500000, 
trial0022270, ZIC, 2591, 30, 86.366667, ZIP, 320, 2, 160.000000, 
