trial0016801, AA, 511, 6, 85.166667, ZIC, 1433, 26, 55.115385, 
trial0016802, AA, 436, 6, 72.666667, ZIC, 1345, 26, 51.730769, 
trial0016803, AA, 381, 6, 63.500000, ZIC, 1662, 26, 63.923077, 
trial0016804, AA, 404, 6, 67.333333, ZIC, 1643, 26, 63.192308, 
trial0016805, AA, 158, 6, 26.333333, ZIC, 1737, 26, 66.807692, 
trial0016806, AA, 388, 6, 64.666667, ZIC, 1044, 26, 40.153846, 
trial0016807, AA, 268, 6, 44.666667, ZIC, 1770, 26, 68.076923, 
trial0016808, AA, 700, 6, 116.666667, ZIC, 1617, 26, 62.192308, 
trial0016809, AA, 538, 6, 89.666667, ZIC, 1429, 26, 54.961538, 
trial0016810, AA, 602, 6, 100.333333, ZIC, 1553, 26, 59.730769, 
trial0016811, AA, 626, 6, 104.333333, ZIC, 1575, 26, 60.576923, 
trial0016812, AA, 406, 6, 67.666667, ZIC, 1458, 26, 56.076923, 
trial0016813, AA, 210, 6, 35.000000, ZIC, 1429, 26, 54.961538, 
trial0016814, AA, 284, 6, 47.333333, ZIC, 1736, 26, 66.769231, 
trial0016815, AA, 234, 6, 39.000000, ZIC, 1817, 26, 69.884615, 
trial0016816, AA, 236, 6, 39.333333, ZIC, 2097, 26, 80.653846, 
trial0016817, AA, 691, 6, 115.166667, ZIC, 1505, 26, 57.884615, 
trial0016818, AA, 550, 6, 91.666667, ZIC, 1814, 26, 69.769231, 
trial0016819, AA, 266, 6, 44.333333, ZIC, 1876, 26, 72.153846, 
trial0016820, AA, 586, 6, 97.666667, ZIC, 1507, 26, 57.961538, 
trial0016821, AA, 685, 6, 114.166667, ZIC, 1230, 26, 47.307692, 
trial0016822, AA, 366, 6, 61.000000, ZIC, 1766, 26, 67.923077, 
trial0016823, AA, 485, 6, 80.833333, ZIC, 1573, 26, 60.500000, 
trial0016824, AA, 224, 6, 37.333333, ZIC, 1744, 26, 67.076923, 
trial0016825, AA, 177, 6, 29.500000, ZIC, 1908, 26, 73.384615, 
trial0016826, AA, 144, 6, 24.000000, ZIC, 1364, 26, 52.461538, 
trial0016827, AA, 618, 6, 103.000000, ZIC, 1142, 26, 43.923077, 
trial0016828, AA, 385, 6, 64.166667, ZIC, 1630, 26, 62.692308, 
trial0016829, AA, 340, 6, 56.666667, ZIC, 1898, 26, 73.000000, 
trial0016830, AA, 295, 6, 49.166667, ZIC, 1647, 26, 63.346154, 
trial0016831, AA, 454, 6, 75.666667, ZIC, 1871, 26, 71.961538, 
trial0016832, AA, 1091, 6, 181.833333, ZIC, 1402, 26, 53.923077, 
trial0016833, AA, 374, 6, 62.333333, ZIC, 1819, 26, 69.961538, 
trial0016834, AA, 470, 6, 78.333333, ZIC, 1619, 26, 62.269231, 
trial0016835, AA, 686, 6, 114.333333, ZIC, 1506, 26, 57.923077, 
trial0016836, AA, 821, 6, 136.833333, ZIC, 1661, 26, 63.884615, 
trial0016837, AA, 908, 6, 151.333333, ZIC, 1477, 26, 56.807692, 
trial0016838, AA, 745, 6, 124.166667, ZIC, 1917, 26, 73.730769, 
trial0016839, AA, 874, 6, 145.666667, ZIC, 1615, 26, 62.115385, 
trial0016840, AA, 384, 6, 64.000000, ZIC, 2292, 26, 88.153846, 
trial0016841, AA, 489, 6, 81.500000, ZIC, 1463, 26, 56.269231, 
trial0016842, AA, 1060, 6, 176.666667, ZIC, 1473, 26, 56.653846, 
trial0016843, AA, 237, 6, 39.500000, ZIC, 2028, 26, 78.000000, 
trial0016844, AA, 719, 6, 119.833333, ZIC, 1808, 26, 69.538462, 
trial0016845, AA, 733, 6, 122.166667, ZIC, 1707, 26, 65.653846, 
trial0016846, AA, 424, 6, 70.666667, ZIC, 1751, 26, 67.346154, 
trial0016847, AA, 576, 6, 96.000000, ZIC, 2061, 26, 79.269231, 
trial0016848, AA, 663, 6, 110.500000, ZIC, 1718, 26, 66.076923, 
trial0016849, AA, 806, 6, 134.333333, ZIC, 1496, 26, 57.538462, 
trial0016850, AA, 664, 6, 110.666667, ZIC, 1916, 26, 73.692308, 
trial0016851, AA, 905, 6, 150.833333, ZIC, 1618, 26, 62.230769, 
trial0016852, AA, 217, 6, 36.166667, ZIC, 1955, 26, 75.192308, 
trial0016853, AA, 573, 6, 95.500000, ZIC, 1952, 26, 75.076923, 
trial0016854, AA, 461, 6, 76.833333, ZIC, 1846, 26, 71.000000, 
trial0016855, AA, 852, 6, 142.000000, ZIC, 1306, 26, 50.230769, 
trial0016856, AA, 780, 6, 130.000000, ZIC, 1705, 26, 65.576923, 
trial0016857, AA, 564, 6, 94.000000, ZIC, 1721, 26, 66.192308, 
trial0016858, AA, 804, 6, 134.000000, ZIC, 1843, 26, 70.884615, 
trial0016859, AA, 406, 6, 67.666667, ZIC, 1547, 26, 59.500000, 
trial0016860, AA, 927, 6, 154.500000, ZIC, 1201, 26, 46.192308, 
trial0016861, AA, 883, 6, 147.166667, ZIC, 2097, 26, 80.653846, 
trial0016862, AA, 707, 6, 117.833333, ZIC, 2210, 26, 85.000000, 
trial0016863, AA, 218, 6, 36.333333, ZIC, 2846, 26, 109.461538, 
trial0016864, AA, 983, 6, 163.833333, ZIC, 1595, 26, 61.346154, 
trial0016865, AA, 796, 6, 132.666667, ZIC, 2012, 26, 77.384615, 
trial0016866, AA, 907, 6, 151.166667, ZIC, 2147, 26, 82.576923, 
trial0016867, AA, 248, 6, 41.333333, ZIC, 2952, 26, 113.538462, 
trial0016868, AA, 833, 6, 138.833333, ZIC, 2017, 26, 77.576923, 
trial0016869, AA, 839, 6, 139.833333, ZIC, 2001, 26, 76.961538, 
trial0016870, AA, 1126, 6, 187.666667, ZIC, 1459, 26, 56.115385, 
trial0016871, AA, 476, 6, 79.333333, ZIC, 2699, 26, 103.807692, 
trial0016872, AA, 753, 6, 125.500000, ZIC, 2244, 26, 86.307692, 
trial0016873, AA, 394, 6, 65.666667, ZIC, 2806, 26, 107.923077, 
trial0016874, AA, 342, 6, 57.000000, ZIC, 2779, 26, 106.884615, 
trial0016875, AA, 357, 6, 59.500000, ZIC, 2898, 26, 111.461538, 
trial0016876, AA, 624, 6, 104.000000, ZIC, 2217, 26, 85.269231, 
trial0016877, AA, 755, 6, 125.833333, ZIC, 2252, 26, 86.615385, 
trial0016878, AA, 557, 6, 92.833333, ZIC, 2050, 26, 78.846154, 
trial0016879, AA, 633, 6, 105.500000, ZIC, 2408, 26, 92.615385, 
trial0016880, AA, 660, 6, 110.000000, ZIC, 2240, 26, 86.153846, 
trial0016881, AA, 731, 6, 121.833333, ZIC, 2247, 26, 86.423077, 
trial0016882, AA, 441, 6, 73.500000, ZIC, 2379, 26, 91.500000, 
trial0016883, AA, 337, 6, 56.166667, ZIC, 2622, 26, 100.846154, 
trial0016884, AA, 941, 6, 156.833333, ZIC, 2077, 26, 79.884615, 
trial0016885, AA, 977, 6, 162.833333, ZIC, 2008, 26, 77.230769, 
trial0016886, AA, 447, 6, 74.500000, ZIC, 2125, 26, 81.730769, 
trial0016887, AA, 284, 6, 47.333333, ZIC, 2430, 26, 93.461538, 
trial0016888, AA, 1201, 6, 200.166667, ZIC, 1590, 26, 61.153846, 
trial0016889, AA, 976, 6, 162.666667, ZIC, 2328, 26, 89.538462, 
trial0016890, AA, 1157, 6, 192.833333, ZIC, 1864, 26, 71.692308, 
trial0016891, AA, 483, 6, 80.500000, ZIC, 1934, 26, 74.384615, 
trial0016892, AA, 458, 6, 76.333333, ZIC, 2101, 26, 80.807692, 
trial0016893, AA, 815, 6, 135.833333, ZIC, 1682, 26, 64.692308, 
trial0016894, AA, 1108, 6, 184.666667, ZIC, 1773, 26, 68.192308, 
trial0016895, AA, 438, 6, 73.000000, ZIC, 1735, 26, 66.730769, 
trial0016896, AA, 749, 6, 124.833333, ZIC, 1726, 26, 66.384615, 
trial0016897, AA, 430, 6, 71.666667, ZIC, 1971, 26, 75.807692, 
trial0016898, AA, 302, 6, 50.333333, ZIC, 2420, 26, 93.076923, 
trial0016899, AA, 1062, 6, 177.000000, ZIC, 1675, 26, 64.423077, 
trial0016900, AA, 629, 6, 104.833333, ZIC, 2399, 26, 92.269231, 
trial0016901, AA, 561, 6, 93.500000, ZIC, 2113, 26, 81.269231, 
trial0016902, AA, 649, 6, 108.166667, ZIC, 1966, 26, 75.615385, 
trial0016903, AA, 557, 6, 92.833333, ZIC, 1821, 26, 70.038462, 
trial0016904, AA, 995, 6, 165.833333, ZIC, 1652, 26, 63.538462, 
trial0016905, AA, 751, 6, 125.166667, ZIC, 1970, 26, 75.769231, 
trial0016906, AA, 870, 6, 145.000000, ZIC, 1745, 26, 67.115385, 
trial0016907, AA, 996, 6, 166.000000, ZIC, 1667, 26, 64.115385, 
trial0016908, AA, 502, 6, 83.666667, ZIC, 1842, 26, 70.846154, 
trial0016909, AA, 465, 6, 77.500000, ZIC, 2426, 26, 93.307692, 
trial0016910, AA, 914, 6, 152.333333, ZIC, 2207, 26, 84.884615, 
