trial0019801, AA, 185, 4, 46.250000, ZIC, 2867, 28, 102.392857, 
trial0019802, AA, 235, 4, 58.750000, ZIC, 2548, 28, 91.000000, 
trial0019803, AA, 213, 4, 53.250000, ZIC, 3273, 28, 116.892857, 
trial0019804, AA, 194, 4, 48.500000, ZIC, 2765, 28, 98.750000, 
trial0019805, AA, 433, 4, 108.250000, ZIC, 2412, 28, 86.142857, 
trial0019806, AA, 153, 4, 38.250000, ZIC, 3245, 28, 115.892857, 
trial0019807, AA, 738, 4, 184.500000, ZIC, 2627, 28, 93.821429, 
trial0019808, AA, 199, 4, 49.750000, ZIC, 2600, 28, 92.857143, 
trial0019809, AA, 391, 4, 97.750000, ZIC, 3223, 28, 115.107143, 
trial0019810, AA, 304, 4, 76.000000, ZIC, 2759, 28, 98.535714, 
trial0019811, AA, 469, 4, 117.250000, ZIC, 2711, 28, 96.821429, 
trial0019812, AA, 755, 4, 188.750000, ZIC, 2583, 28, 92.250000, 
trial0019813, AA, 417, 4, 104.250000, ZIC, 2820, 28, 100.714286, 
trial0019814, AA, 206, 4, 51.500000, ZIC, 3243, 28, 115.821429, 
trial0019815, AA, 629, 4, 157.250000, ZIC, 2461, 28, 87.892857, 
trial0019816, AA, 860, 4, 215.000000, ZIC, 2334, 28, 83.357143, 
trial0019817, AA, 590, 4, 147.500000, ZIC, 2559, 28, 91.392857, 
trial0019818, AA, 286, 4, 71.500000, ZIC, 3007, 28, 107.392857, 
trial0019819, AA, 359, 4, 89.750000, ZIC, 2878, 28, 102.785714, 
trial0019820, AA, 495, 4, 123.750000, ZIC, 2465, 28, 88.035714, 
trial0019821, AA, 959, 4, 239.750000, ZIC, 2453, 28, 87.607143, 
trial0019822, AA, 507, 4, 126.750000, ZIC, 2607, 28, 93.107143, 
trial0019823, AA, 303, 4, 75.750000, ZIC, 2871, 28, 102.535714, 
trial0019824, AA, 448, 4, 112.000000, ZIC, 2792, 28, 99.714286, 
trial0019825, AA, 540, 4, 135.000000, ZIC, 2695, 28, 96.250000, 
trial0019826, AA, 382, 4, 95.500000, ZIC, 2578, 28, 92.071429, 
trial0019827, AA, 951, 4, 237.750000, ZIC, 2319, 28, 82.821429, 
trial0019828, AA, 248, 4, 62.000000, ZIC, 2683, 28, 95.821429, 
trial0019829, AA, 1250, 4, 312.500000, ZIC, 2115, 28, 75.535714, 
trial0019830, AA, 231, 4, 57.750000, ZIC, 2946, 28, 105.214286, 
trial0019831, AA, 460, 4, 115.000000, ZIC, 3246, 28, 115.928571, 
trial0019832, AA, 68, 4, 17.000000, ZIC, 3748, 28, 133.857143, 
trial0019833, AA, 999, 4, 249.750000, ZIC, 3076, 28, 109.857143, 
trial0019834, AA, 421, 4, 105.250000, ZIC, 3167, 28, 113.107143, 
trial0019835, AA, 430, 4, 107.500000, ZIC, 3486, 28, 124.500000, 
trial0019836, AA, 626, 4, 156.500000, ZIC, 3067, 28, 109.535714, 
trial0019837, AA, 461, 4, 115.250000, ZIC, 3296, 28, 117.714286, 
trial0019838, AA, 804, 4, 201.000000, ZIC, 2633, 28, 94.035714, 
trial0019839, AA, 403, 4, 100.750000, ZIC, 3210, 28, 114.642857, 
trial0019840, AA, 46, 4, 11.500000, ZIC, 3910, 28, 139.642857, 
trial0019841, AA, 19, 4, 4.750000, ZIC, 3877, 28, 138.464286, 
trial0019842, AA, 801, 4, 200.250000, ZIC, 3023, 28, 107.964286, 
trial0019843, AA, 1199, 4, 299.750000, ZIC, 2551, 28, 91.107143, 
trial0019844, AA, 705, 4, 176.250000, ZIC, 2816, 28, 100.571429, 
trial0019845, AA, 757, 4, 189.250000, ZIC, 2812, 28, 100.428571, 
trial0019846, AA, 268, 4, 67.000000, ZIC, 3128, 28, 111.714286, 
