trial0042901, AA, 342, 12, 28.500000, ZIC, 181, 6, 30.166667, ZIP, 598, 14, 42.714286, 
trial0042902, AA, 193, 12, 16.083333, ZIC, 95, 6, 15.833333, ZIP, 788, 14, 56.285714, 
trial0042903, AA, 514, 12, 42.833333, ZIC, 170, 6, 28.333333, ZIP, 408, 14, 29.142857, 
trial0042904, AA, 544, 12, 45.333333, ZIC, 232, 6, 38.666667, ZIP, 271, 14, 19.357143, 
trial0042905, AA, 324, 12, 27.000000, ZIC, 264, 6, 44.000000, ZIP, 510, 14, 36.428571, 
trial0042906, AA, 288, 12, 24.000000, ZIC, 197, 6, 32.833333, ZIP, 556, 14, 39.714286, 
trial0042907, AA, 449, 12, 37.416667, ZIC, 268, 6, 44.666667, ZIP, 398, 14, 28.428571, 
trial0042908, AA, 236, 12, 19.666667, ZIC, 188, 6, 31.333333, ZIP, 518, 14, 37.000000, 
trial0042909, AA, 443, 12, 36.916667, ZIC, 110, 6, 18.333333, ZIP, 474, 14, 33.857143, 
trial0042910, AA, 425, 12, 35.416667, ZIC, 87, 6, 14.500000, ZIP, 428, 14, 30.571429, 
trial0042911, AA, 457, 12, 38.083333, ZIC, 179, 6, 29.833333, ZIP, 469, 14, 33.500000, 
trial0042912, AA, 290, 12, 24.166667, ZIC, 353, 6, 58.833333, ZIP, 395, 14, 28.214286, 
trial0042913, AA, 199, 12, 16.583333, ZIC, 137, 6, 22.833333, ZIP, 602, 14, 43.000000, 
trial0042914, AA, 460, 12, 38.333333, ZIC, 104, 6, 17.333333, ZIP, 582, 14, 41.571429, 
trial0042915, AA, 277, 12, 23.083333, ZIC, 166, 6, 27.666667, ZIP, 672, 14, 48.000000, 
trial0042916, AA, 419, 12, 34.916667, ZIC, 252, 6, 42.000000, ZIP, 447, 14, 31.928571, 
trial0042917, AA, 647, 12, 53.916667, ZIC, 34, 6, 5.666667, ZIP, 364, 14, 26.000000, 
trial0042918, AA, 313, 12, 26.083333, ZIC, 96, 6, 16.000000, ZIP, 405, 14, 28.928571, 
trial0042919, AA, 341, 12, 28.416667, ZIC, 316, 6, 52.666667, ZIP, 434, 14, 31.000000, 
trial0042920, AA, 453, 12, 37.750000, ZIC, 48, 6, 8.000000, ZIP, 445, 14, 31.785714, 
