trial0050101, AA, 260, 16, 16.250000, ZIC, 371, 16, 23.187500, 
trial0050102, AA, 342, 16, 21.375000, ZIC, 321, 16, 20.062500, 
trial0050103, AA, 327, 16, 20.437500, ZIC, 347, 16, 21.687500, 
trial0050104, AA, 334, 16, 20.875000, ZIC, 340, 16, 21.250000, 
trial0050105, AA, 344, 16, 21.500000, ZIC, 330, 16, 20.625000, 
trial0050106, AA, 269, 16, 16.812500, ZIC, 373, 16, 23.312500, 
trial0050107, AA, 377, 16, 23.562500, ZIC, 276, 16, 17.250000, 
trial0050108, AA, 384, 16, 24.000000, ZIC, 280, 16, 17.500000, 
trial0050109, AA, 289, 16, 18.062500, ZIC, 396, 16, 24.750000, 
trial0050110, AA, 393, 16, 24.562500, ZIC, 292, 16, 18.250000, 
trial0050111, AA, 241, 16, 15.062500, ZIC, 444, 16, 27.750000, 
trial0050112, AA, 318, 16, 19.875000, ZIC, 367, 16, 22.937500, 
trial0050113, AA, 417, 16, 26.062500, ZIC, 224, 16, 14.000000, 
trial0050114, AA, 376, 16, 23.500000, ZIC, 213, 16, 13.312500, 
trial0050115, AA, 357, 16, 22.312500, ZIC, 274, 16, 17.125000, 
trial0050116, AA, 503, 16, 31.437500, ZIC, 139, 16, 8.687500, 
trial0050117, AA, 352, 16, 22.000000, ZIC, 290, 16, 18.125000, 
trial0050118, AA, 227, 16, 14.187500, ZIC, 447, 16, 27.937500, 
trial0050119, AA, 331, 16, 20.687500, ZIC, 300, 16, 18.750000, 
trial0050120, AA, 276, 16, 17.250000, ZIC, 334, 16, 20.875000, 
trial0050121, AA, 330, 16, 20.625000, ZIC, 279, 16, 17.437500, 
trial0050122, AA, 294, 16, 18.375000, ZIC, 337, 16, 21.062500, 
trial0050123, AA, 405, 16, 25.312500, ZIC, 259, 16, 16.187500, 
trial0050124, AA, 306, 16, 19.125000, ZIC, 389, 16, 24.312500, 
trial0050125, AA, 418, 16, 26.125000, ZIC, 256, 16, 16.000000, 
trial0050126, AA, 393, 16, 24.562500, ZIC, 292, 16, 18.250000, 
trial0050127, AA, 336, 16, 21.000000, ZIC, 338, 16, 21.125000, 
trial0050128, AA, 470, 16, 29.375000, ZIC, 225, 16, 14.062500, 
trial0050129, AA, 331, 16, 20.687500, ZIC, 213, 16, 13.312500, 
trial0050130, AA, 347, 16, 21.687500, ZIC, 338, 16, 21.125000, 
trial0050131, AA, 281, 16, 17.562500, ZIC, 113, 16, 7.062500, 
trial0050132, AA, 191, 16, 11.937500, ZIC, 238, 16, 14.875000, 
trial0050133, AA, 204, 16, 12.750000, ZIC, 218, 16, 13.625000, 
trial0050134, AA, 188, 16, 11.750000, ZIC, 234, 16, 14.625000, 
trial0050135, AA, 216, 16, 13.500000, ZIC, 206, 16, 12.875000, 
trial0050136, AA, 195, 16, 12.187500, ZIC, 200, 16, 12.500000, 
trial0050137, AA, 231, 16, 14.437500, ZIC, 205, 16, 12.812500, 
trial0050138, AA, 253, 16, 15.812500, ZIC, 142, 16, 8.875000, 
trial0050139, AA, 310, 16, 19.375000, ZIC, 112, 16, 7.000000, 
trial0050140, AA, 181, 16, 11.312500, ZIC, 207, 16, 12.937500, 
trial0050141, AA, 254, 16, 15.875000, ZIC, 168, 16, 10.500000, 
trial0050142, AA, 267, 16, 16.687500, ZIC, 142, 16, 8.875000, 
trial0050143, AA, 278, 16, 17.375000, ZIC, 151, 16, 9.437500, 
trial0050144, AA, 164, 16, 10.250000, ZIC, 224, 16, 14.000000, 
trial0050145, AA, 216, 16, 13.500000, ZIC, 220, 16, 13.750000, 
trial0050146, AA, 260, 16, 16.250000, ZIC, 155, 16, 9.687500, 
trial0050147, AA, 184, 16, 11.500000, ZIC, 190, 16, 11.875000, 
trial0050148, AA, 193, 16, 12.062500, ZIC, 209, 16, 13.062500, 
trial0050149, AA, 276, 16, 17.250000, ZIC, 125, 16, 7.812500, 
trial0050150, AA, 223, 16, 13.937500, ZIC, 166, 16, 10.375000, 
trial0050151, AA, 166, 16, 10.375000, ZIC, 256, 16, 16.000000, 
trial0050152, AA, 184, 16, 11.500000, ZIC, 169, 16, 10.562500, 
trial0050153, AA, 138, 16, 8.625000, ZIC, 264, 16, 16.500000, 
trial0050154, AA, 230, 16, 14.375000, ZIC, 192, 16, 12.000000, 
trial0050155, AA, 166, 16, 10.375000, ZIC, 229, 16, 14.312500, 
trial0050156, AA, 138, 16, 8.625000, ZIC, 270, 16, 16.875000, 
trial0050157, AA, 234, 16, 14.625000, ZIC, 168, 16, 10.500000, 
trial0050158, AA, 204, 16, 12.750000, ZIC, 198, 16, 12.375000, 
trial0050159, AA, 276, 16, 17.250000, ZIC, 126, 16, 7.875000, 
trial0050160, AA, 151, 16, 9.437500, ZIC, 264, 16, 16.500000, 
trial0050161, AA, 312, 16, 19.500000, ZIC, 225, 16, 14.062500, 
trial0050162, AA, 231, 16, 14.437500, ZIC, 297, 16, 18.562500, 
trial0050163, AA, 118, 16, 7.375000, ZIC, 322, 16, 20.125000, 
trial0050164, AA, 341, 16, 21.312500, ZIC, 187, 16, 11.687500, 
