trial0057001, GDX, 11, 12, 0.916667, ZIC, 8, 16, 0.500000, ZIP, 0, 4, 0.000000, 
trial0057002, GDX, 9, 12, 0.750000, ZIC, 2, 16, 0.125000, ZIP, 0, 4, 0.000000, 
trial0057003, GDX, 9, 12, 0.750000, ZIC, 4, 16, 0.250000, ZIP, 0, 4, 0.000000, 
trial0057004, GDX, 13, 12, 1.083333, ZIC, 0, 16, 0.000000, ZIP, 0, 4, 0.000000, 
trial0057005, GDX, 8, 12, 0.666667, ZIC, 0, 16, 0.000000, ZIP, 0, 4, 0.000000, 
trial0057006, GDX, 15, 12, 1.250000, ZIC, 7, 16, 0.437500, ZIP, 1, 4, 0.250000, 
trial0057007, GDX, 14, 12, 1.166667, ZIC, 2, 16, 0.125000, ZIP, 2, 4, 0.500000, 
trial0057008, GDX, 11, 12, 0.916667, ZIC, 7, 16, 0.437500, ZIP, 0, 4, 0.000000, 
trial0057009, GDX, 8, 12, 0.666667, ZIC, 0, 16, 0.000000, ZIP, 0, 4, 0.000000, 
trial0057010, GDX, 9, 12, 0.750000, ZIC, 6, 16, 0.375000, ZIP, 0, 4, 0.000000, 
trial0057011, GDX, 9, 12, 0.750000, ZIC, 6, 16, 0.375000, ZIP, 0, 4, 0.000000, 
trial0057012, GDX, 13, 12, 1.083333, ZIC, 2, 16, 0.125000, ZIP, 0, 4, 0.000000, 
trial0057013, GDX, 17, 12, 1.416667, ZIC, 3, 16, 0.187500, ZIP, 0, 4, 0.000000, 
trial0057014, GDX, 7, 12, 0.583333, ZIC, 9, 16, 0.562500, ZIP, 0, 4, 0.000000, 
trial0057015, GDX, 17, 12, 1.416667, ZIC, 0, 16, 0.000000, ZIP, 0, 4, 0.000000, 
trial0057016, GDX, 9, 12, 0.750000, ZIC, 5, 16, 0.312500, ZIP, 0, 4, 0.000000, 
trial0057017, GDX, 13, 12, 1.083333, ZIC, 3, 16, 0.187500, ZIP, 1, 4, 0.250000, 
trial0057018, GDX, 9, 12, 0.750000, ZIC, 7, 16, 0.437500, ZIP, 0, 4, 0.000000, 
trial0057019, GDX, 9, 12, 0.750000, ZIC, 3, 16, 0.187500, ZIP, 0, 4, 0.000000, 
trial0057020, GDX, 9, 12, 0.750000, ZIC, 4, 16, 0.250000, ZIP, 0, 4, 0.000000, 
trial0057021, GDX, 10, 12, 0.833333, ZIC, 2, 16, 0.125000, ZIP, 0, 4, 0.000000, 
trial0057022, GDX, 16, 12, 1.333333, ZIC, 5, 16, 0.312500, ZIP, 0, 4, 0.000000, 
trial0057023, GDX, 2, 12, 0.166667, ZIC, 2, 16, 0.125000, ZIP, 0, 4, 0.000000, 
trial0057024, GDX, 3, 12, 0.250000, ZIC, 0, 16, 0.000000, ZIP, 0, 4, 0.000000, 
trial0057025, GDX, 4, 12, 0.333333, ZIC, 8, 16, 0.500000, ZIP, 0, 4, 0.000000, 
trial0057026, GDX, 3, 12, 0.250000, ZIC, 15, 16, 0.937500, ZIP, 0, 4, 0.000000, 
trial0057027, GDX, 19, 12, 1.583333, ZIC, 1, 16, 0.062500, ZIP, 1, 4, 0.250000, 
trial0057028, GDX, 11, 12, 0.916667, ZIC, 7, 16, 0.437500, ZIP, 0, 4, 0.000000, 
trial0057029, GDX, 6, 12, 0.500000, ZIC, 0, 16, 0.000000, ZIP, 0, 4, 0.000000, 
trial0057030, GDX, 14, 12, 1.166667, ZIC, 0, 16, 0.000000, ZIP, 0, 4, 0.000000, 
trial0057031, GDX, 155, 12, 12.916667, ZIC, 525, 16, 32.812500, ZIP, 1, 4, 0.250000, 
trial0057032, GDX, 192, 12, 16.000000, ZIC, 372, 16, 23.250000, ZIP, 30, 4, 7.500000, 
trial0057033, GDX, 153, 12, 12.750000, ZIC, 223, 16, 13.937500, ZIP, 120, 4, 30.000000, 
trial0057034, GDX, 86, 12, 7.166667, ZIC, 406, 16, 25.375000, ZIP, 47, 4, 11.750000, 
trial0057035, GDX, 270, 12, 22.500000, ZIC, 251, 16, 15.687500, ZIP, 30, 4, 7.500000, 
trial0057036, GDX, 45, 12, 3.750000, ZIC, 227, 16, 14.187500, ZIP, 116, 4, 29.000000, 
trial0057037, GDX, 65, 12, 5.416667, ZIC, 232, 16, 14.500000, ZIP, 70, 4, 17.500000, 
trial0057038, GDX, 67, 12, 5.583333, ZIC, 258, 16, 16.125000, ZIP, 97, 4, 24.250000, 
trial0057039, GDX, 184, 12, 15.333333, ZIC, 323, 16, 20.187500, ZIP, 77, 4, 19.250000, 
trial0057040, GDX, 298, 12, 24.833333, ZIC, 307, 16, 19.187500, ZIP, 43, 4, 10.750000, 
trial0057041, GDX, 145, 12, 12.083333, ZIC, 481, 16, 30.062500, ZIP, 22, 4, 5.500000, 
trial0057042, GDX, 95, 12, 7.916667, ZIC, 506, 16, 31.625000, ZIP, 15, 4, 3.750000, 
trial0057043, GDX, 21, 12, 1.750000, ZIC, 393, 16, 24.562500, ZIP, 105, 4, 26.250000, 
trial0057044, GDX, 142, 12, 11.833333, ZIC, 365, 16, 22.812500, ZIP, 87, 4, 21.750000, 
trial0057045, GDX, 155, 12, 12.916667, ZIC, 464, 16, 29.000000, ZIP, 62, 4, 15.500000, 
trial0057046, GDX, 70, 12, 5.833333, ZIC, 331, 16, 20.687500, ZIP, 129, 4, 32.250000, 
trial0057047, GDX, 146, 12, 12.166667, ZIC, 224, 16, 14.000000, ZIP, 52, 4, 13.000000, 
trial0057048, GDX, 48, 12, 4.000000, ZIC, 341, 16, 21.312500, ZIP, 140, 4, 35.000000, 
trial0057049, GDX, 313, 12, 26.083333, ZIC, 173, 16, 10.812500, ZIP, 141, 4, 35.250000, 
trial0057050, GDX, 67, 12, 5.583333, ZIC, 363, 16, 22.687500, ZIP, 122, 4, 30.500000, 
trial0057051, GDX, 60, 12, 5.000000, ZIC, 342, 16, 21.375000, ZIP, 76, 4, 19.000000, 
trial0057052, GDX, 96, 12, 8.000000, ZIC, 356, 16, 22.250000, ZIP, 110, 4, 27.500000, 
trial0057053, GDX, 158, 12, 13.166667, ZIC, 470, 16, 29.375000, ZIP, 64, 4, 16.000000, 
trial0057054, GDX, 131, 12, 10.916667, ZIC, 455, 16, 28.437500, ZIP, 95, 4, 23.750000, 
trial0057055, GDX, 304, 12, 25.333333, ZIC, 199, 16, 12.437500, ZIP, 102, 4, 25.500000, 
trial0057056, GDX, 193, 12, 16.083333, ZIC, 253, 16, 15.812500, ZIP, 137, 4, 34.250000, 
trial0057057, GDX, 164, 12, 13.666667, ZIC, 226, 16, 14.125000, ZIP, 107, 4, 26.750000, 
trial0057058, GDX, 191, 12, 15.916667, ZIC, 339, 16, 21.187500, ZIP, 130, 4, 32.500000, 
trial0057059, GDX, 50, 12, 4.166667, ZIC, 269, 16, 16.812500, ZIP, 103, 4, 25.750000, 
trial0057060, GDX, 62, 12, 5.166667, ZIC, 273, 16, 17.062500, ZIP, 64, 4, 16.000000, 
trial0057061, GDX, 55, 12, 4.583333, ZIC, 87, 16, 5.437500, ZIP, 69, 4, 17.250000, 
trial0057062, GDX, 80, 12, 6.666667, ZIC, 62, 16, 3.875000, ZIP, 56, 4, 14.000000, 
trial0057063, GDX, 34, 12, 2.833333, ZIC, 95, 16, 5.937500, ZIP, 5, 4, 1.250000, 
trial0057064, GDX, 94, 12, 7.833333, ZIC, 102, 16, 6.375000, ZIP, 46, 4, 11.500000, 
trial0057065, GDX, 18, 12, 1.500000, ZIC, 188, 16, 11.750000, ZIP, 32, 4, 8.000000, 
