trial0045901, AA, 21, 6, 3.500000, GDX, 54, 2, 27.000000, ZIC, 241, 14, 17.214286, ZIP, 108, 10, 10.800000, 
trial0045902, AA, 119, 6, 19.833333, GDX, 45, 2, 22.500000, ZIC, 146, 14, 10.428571, ZIP, 92, 10, 9.200000, 
trial0045903, AA, 50, 6, 8.333333, GDX, 0, 2, 0.000000, ZIC, 152, 14, 10.857143, ZIP, 215, 10, 21.500000, 
trial0045904, AA, 77, 6, 12.833333, GDX, 53, 2, 26.500000, ZIC, 197, 14, 14.071429, ZIP, 105, 10, 10.500000, 
trial0045905, AA, 72, 6, 12.000000, GDX, 0, 2, 0.000000, ZIC, 208, 14, 14.857143, ZIP, 108, 10, 10.800000, 
trial0045906, AA, 110, 6, 18.333333, GDX, 61, 2, 30.500000, ZIC, 120, 14, 8.571429, ZIP, 155, 10, 15.500000, 
trial0045907, AA, 112, 6, 18.666667, GDX, 21, 2, 10.500000, ZIC, 153, 14, 10.928571, ZIP, 160, 10, 16.000000, 
trial0045908, AA, 59, 6, 9.833333, GDX, 64, 2, 32.000000, ZIC, 150, 14, 10.714286, ZIP, 165, 10, 16.500000, 
trial0045909, AA, 157, 6, 26.166667, GDX, 4, 2, 2.000000, ZIC, 88, 14, 6.285714, ZIP, 183, 10, 18.300000, 
trial0045910, AA, 166, 6, 27.666667, GDX, 54, 2, 27.000000, ZIC, 146, 14, 10.428571, ZIP, 87, 10, 8.700000, 
trial0045911, AA, 22, 6, 3.666667, GDX, 40, 2, 20.000000, ZIC, 266, 14, 19.000000, ZIP, 67, 10, 6.700000, 
trial0045912, AA, 104, 6, 17.333333, GDX, 18, 2, 9.000000, ZIC, 145, 14, 10.357143, ZIP, 151, 10, 15.100000, 
trial0045913, AA, 86, 6, 14.333333, GDX, 16, 2, 8.000000, ZIC, 195, 14, 13.928571, ZIP, 135, 10, 13.500000, 
trial0045914, AA, 153, 6, 25.500000, GDX, 15, 2, 7.500000, ZIC, 106, 14, 7.571429, ZIP, 186, 10, 18.600000, 
trial0045915, AA, 58, 6, 9.666667, GDX, 33, 2, 16.500000, ZIC, 239, 14, 17.071429, ZIP, 88, 10, 8.800000, 
trial0045916, AA, 69, 6, 11.500000, GDX, 74, 2, 37.000000, ZIC, 62, 14, 4.428571, ZIP, 248, 10, 24.800000, 
trial0045917, AA, 36, 6, 6.000000, GDX, 20, 2, 10.000000, ZIC, 123, 14, 8.785714, ZIP, 253, 10, 25.300000, 
