trial0052501, GDX, 185, 16, 11.562500, ZIC, 384, 16, 24.000000, 
trial0052502, GDX, 118, 16, 7.375000, ZIC, 361, 16, 22.562500, 
trial0052503, GDX, 249, 16, 15.562500, ZIC, 310, 16, 19.375000, 
trial0052504, GDX, 140, 16, 8.750000, ZIC, 409, 16, 25.562500, 
trial0052505, GDX, 72, 16, 4.500000, ZIC, 397, 16, 24.812500, 
trial0052506, GDX, 213, 16, 13.312500, ZIC, 246, 16, 15.375000, 
trial0052507, GDX, 62, 16, 3.875000, ZIC, 297, 16, 18.562500, 
trial0052508, GDX, 322, 16, 20.125000, ZIC, 197, 16, 12.312500, 
trial0052509, GDX, 273, 16, 17.062500, ZIC, 316, 16, 19.750000, 
trial0052510, GDX, 330, 16, 20.625000, ZIC, 179, 16, 11.187500, 
trial0052511, GDX, 127, 16, 7.937500, ZIC, 202, 16, 12.625000, 
trial0052512, GDX, 14, 16, 0.875000, ZIC, 305, 16, 19.062500, 
trial0052513, GDX, 91, 16, 5.687500, ZIC, 488, 16, 30.500000, 
trial0052514, GDX, 132, 16, 8.250000, ZIC, 378, 16, 23.625000, 
trial0052515, GDX, 270, 16, 16.875000, ZIC, 269, 16, 16.812500, 
trial0052516, GDX, 382, 16, 23.875000, ZIC, 227, 16, 14.187500, 
trial0052517, GDX, 231, 16, 14.437500, ZIC, 238, 16, 14.875000, 
trial0052518, GDX, 224, 16, 14.000000, ZIC, 305, 16, 19.062500, 
trial0052519, GDX, 105, 16, 6.562500, ZIC, 324, 16, 20.250000, 
trial0052520, GDX, 223, 16, 13.937500, ZIC, 336, 16, 21.000000, 
trial0052521, GDX, 10, 16, 0.625000, ZIC, 499, 16, 31.187500, 
trial0052522, GDX, 124, 16, 7.750000, ZIC, 215, 16, 13.437500, 
trial0052523, GDX, 279, 16, 17.437500, ZIC, 330, 16, 20.625000, 
trial0052524, GDX, 64, 16, 4.000000, ZIC, 435, 16, 27.187500, 
trial0052525, GDX, 212, 16, 13.250000, ZIC, 347, 16, 21.687500, 
trial0052526, GDX, 140, 16, 8.750000, ZIC, 339, 16, 21.187500, 
trial0052527, GDX, 306, 16, 19.125000, ZIC, 273, 16, 17.062500, 
trial0052528, GDX, 214, 16, 13.375000, ZIC, 235, 16, 14.687500, 
trial0052529, GDX, 188, 16, 11.750000, ZIC, 211, 16, 13.187500, 
trial0052530, GDX, 173, 16, 10.812500, ZIC, 346, 16, 21.625000, 
trial0052531, GDX, 32, 16, 2.000000, ZIC, 73, 16, 4.562500, 
trial0052532, GDX, 29, 16, 1.812500, ZIC, 62, 16, 3.875000, 
trial0052533, GDX, 37, 16, 2.312500, ZIC, 104, 16, 6.500000, 
trial0052534, GDX, 45, 16, 2.812500, ZIC, 44, 16, 2.750000, 
trial0052535, GDX, 43, 16, 2.687500, ZIC, 74, 16, 4.625000, 
trial0052536, GDX, 57, 16, 3.562500, ZIC, 87, 16, 5.437500, 
trial0052537, GDX, 37, 16, 2.312500, ZIC, 33, 16, 2.062500, 
trial0052538, GDX, 63, 16, 3.937500, ZIC, 55, 16, 3.437500, 
