trial0000001, 000600, AA, 2617, 32, 81.781250, 122, 371, 
trial0000002, 000600, AA, 1839, 32, 57.468750, 110, 112, 
trial0000003, 000600, AA, 2531, 32, 79.093750, N, 146, 
trial0000004, 000600, AA, 3077, 32, 96.156250, 199, 213, 
trial0000005, 000600, AA, 2908, 32, 90.875000, 124, 125, 
trial0000006, 000600, AA, 1745, 32, 54.531250, 142, 362, 
trial0000007, 000600, AA, 3385, 32, 105.781250, 96, N, 
trial0000008, 000600, AA, 1707, 32, 53.343750, 57, 129, 
trial0000009, 000600, AA, 2781, 32, 86.906250, 141, 368, 
trial0000010, 000600, AA, 2734, 32, 85.437500, N, 168, 
trial0000011, 000600, AA, 7073, 32, 221.031250, 146, 156, 
trial0000012, 000600, AA, 7430, 32, 232.187500, 84, 131, 
trial0000013, 000600, AA, 7090, 32, 221.562500, 90, 94, 
trial0000014, 000600, AA, 7480, 32, 233.750000, 99, 106, 
trial0000015, 000600, AA, 7536, 32, 235.500000, 103, 104, 
trial0000016, 000600, AA, 7429, 32, 232.156250, 81, 82, 
trial0000017, 000600, AA, 7607, 32, 237.718750, 96, 105, 
trial0000018, 000600, AA, 7495, 32, 234.218750, 38, 100, 
trial0000019, 000600, AA, 7471, 32, 233.468750, 106, 113, 
trial0000020, 000600, AA, 7371, 32, 230.343750, 94, 95, 
trial0000021, 000600, AA, 8914, 32, 278.562500, 116, 141, 
trial0000022, 000600, AA, 8588, 32, 268.375000, 117, 119, 
trial0000023, 000600, AA, 8643, 32, 270.093750, 40, 131, 
trial0000024, 000600, AA, 8717, 32, 272.406250, 106, 136, 
trial0000025, 000600, AA, 8729, 32, 272.781250, 114, 124, 
trial0000026, 000600, AA, 8439, 32, 263.718750, 141, 148, 
trial0000027, 000600, AA, 8550, 32, 267.187500, 124, 125, 
trial0000028, 000600, AA, 8304, 32, 259.500000, 154, 159, 
trial0000029, 000600, AA, 8873, 32, 277.281250, 126, 146, 
trial0000030, 000600, AA, 7399, 32, 231.218750, 178, 374, 
trial0000031, 000600, AA, 3853, 32, 120.406250, 196, 208, 
trial0000032, 000600, AA, 4149, 32, 129.656250, N, 173, 
trial0000033, 000600, AA, 4271, 32, 133.468750, 159, 244, 
trial0000034, 000600, AA, 3561, 32, 111.281250, 107, 109, 
trial0000035, 000600, AA, 3964, 32, 123.875000, 213, 219, 
trial0000036, 000600, AA, 3731, 32, 116.593750, 108, 109, 
trial0000037, 000600, AA, 3004, 32, 93.875000, 23, 216, 
trial0000038, 000600, AA, 3059, 32, 95.593750, 184, 228, 
trial0000039, 000600, AA, 3727, 32, 116.468750, 136, 165, 
trial0000040, 000600, AA, 3648, 32, 114.000000, 117, 118, 
trial0000041, 000600, AA, 4235, 32, 132.343750, 82, 139, 
trial0000042, 000600, AA, 4033, 32, 126.031250, 69, 159, 
trial0000043, 000600, AA, 4450, 32, 139.062500, N, 129, 
trial0000044, 000600, AA, 4133, 32, 129.156250, 205, 300, 
trial0000045, 000600, AA, 4739, 32, 148.093750, 33, 171, 
trial0000046, 000600, AA, 3357, 32, 104.906250, 74, 136, 
trial0000047, 000600, AA, 3045, 32, 95.156250, 198, 199, 
trial0000048, 000600, AA, 4461, 32, 139.406250, 175, 184, 
trial0000049, 000600, AA, 4986, 32, 155.812500, 98, 385, 
trial0000050, 000600, AA, 4060, 32, 126.875000, 24, 206, 
trial0000051, 000600, AA, 5143, 32, 160.718750, 194, 261, 
trial0000052, 000600, AA, 4827, 32, 150.843750, 108, N, 
trial0000053, 000600, AA, 4987, 32, 155.843750, 143, N, 
trial0000054, 000600, AA, 5263, 32, 164.468750, 96, 152, 
trial0000055, 000600, AA, 4624, 32, 144.500000, 136, 137, 
trial0000056, 000600, AA, 3768, 32, 117.750000, 140, 287, 
trial0000057, 000600, AA, 4431, 32, 138.468750, 119, 146, 
trial0000058, 000600, AA, 4793, 32, 149.781250, 193, 261, 
trial0000059, 000600, AA, 5077, 32, 158.656250, 113, 115, 
trial0000060, 000600, AA, 3955, 32, 123.593750, 159, 297, 
trial0000061, 000600, AA, 1288, 32, 40.250000, 37, 168, 
trial0000062, 000600, AA, 1237, 32, 38.656250, 157, 162, 
trial0000063, 000600, AA, 1052, 32, 32.875000, 136, 147, 
trial0000064, 000600, AA, 614, 32, 19.187500, 59, 109, 
trial0000065, 000600, AA, 772, 32, 24.125000, 160, 194, 
trial0000066, 000600, AA, 692, 32, 21.625000, 125, 139, 
trial0000067, 000600, AA, 688, 32, 21.500000, 166, 174, 
trial0000068, 000600, AA, 798, 32, 24.937500, 70, 120, 
trial0000069, 000600, AA, 1159, 32, 36.218750, 139, 141, 
trial0000070, 000600, AA, 1331, 32, 41.593750, 172, 219, 
trial0000071, 000600, AA, 1482, 32, 46.312500, 97, 128, 
trial0000072, 000600, AA, 1855, 32, 57.968750, N, 145, 
trial0000073, 000600, AA, 1503, 32, 46.968750, 119, 226, 
trial0000074, 000600, AA, 1212, 32, 37.875000, 87, 89, 
trial0000075, 000600, AA, 1362, 32, 42.562500, 47, 116, 
trial0000076, 000600, AA, 1320, 32, 41.250000, 91, N, 
trial0000077, 000600, AA, 1093, 32, 34.156250, 127, 296, 
trial0000078, 000600, AA, 1662, 32, 51.937500, 86, N, 
trial0000079, 000600, AA, 1588, 32, 49.625000, 167, 173, 
trial0000080, 000600, AA, 865, 32, 27.031250, 62, 110, 
