trial0025501, GDX, 566, 24, 23.583333, ZIC, 56, 8, 7.000000, 
trial0025502, GDX, 269, 24, 11.208333, ZIC, 192, 8, 24.000000, 
trial0025503, GDX, 405, 24, 16.875000, ZIC, 125, 8, 15.625000, 
trial0025504, GDX, 716, 24, 29.833333, ZIC, 176, 8, 22.000000, 
trial0025505, GDX, 182, 24, 7.583333, ZIC, 344, 8, 43.000000, 
trial0025506, GDX, 511, 24, 21.291667, ZIC, 44, 8, 5.500000, 
trial0025507, GDX, 559, 24, 23.291667, ZIC, 72, 8, 9.000000, 
trial0025508, GDX, 224, 24, 9.333333, ZIC, 0, 8, 0.000000, 
trial0025509, GDX, 432, 24, 18.000000, ZIC, 243, 8, 30.375000, 
trial0025510, GDX, 151, 24, 6.291667, ZIC, 157, 8, 19.625000, 
trial0025511, GDX, 689, 24, 28.708333, ZIC, 208, 8, 26.000000, 
trial0025512, GDX, 102, 24, 4.250000, ZIC, 174, 8, 21.750000, 
trial0025513, GDX, 131, 24, 5.458333, ZIC, 258, 8, 32.250000, 
trial0025514, GDX, 162, 24, 6.750000, ZIC, 514, 8, 64.250000, 
trial0025515, GDX, 521, 24, 21.708333, ZIC, 48, 8, 6.000000, 
trial0025516, GDX, 399, 24, 16.625000, ZIC, 131, 8, 16.375000, 
trial0025517, GDX, 527, 24, 21.958333, ZIC, 90, 8, 11.250000, 
trial0025518, GDX, 361, 24, 15.041667, ZIC, 43, 8, 5.375000, 
trial0025519, GDX, 248, 24, 10.333333, ZIC, 120, 8, 15.000000, 
trial0025520, GDX, 380, 24, 15.833333, ZIC, 251, 8, 31.375000, 
trial0025521, GDX, 266, 24, 11.083333, ZIC, 381, 8, 47.625000, 
trial0025522, GDX, 343, 24, 14.291667, ZIC, 0, 8, 0.000000, 
trial0025523, GDX, 528, 24, 22.000000, ZIC, 158, 8, 19.750000, 
trial0025524, GDX, 191, 24, 7.958333, ZIC, 186, 8, 23.250000, 
trial0025525, GDX, 436, 24, 18.166667, ZIC, 213, 8, 26.625000, 
trial0025526, GDX, 218, 24, 9.083333, ZIC, 259, 8, 32.375000, 
trial0025527, GDX, 31, 24, 1.291667, ZIC, 164, 8, 20.500000, 
trial0025528, GDX, 281, 24, 11.708333, ZIC, 35, 8, 4.375000, 
trial0025529, GDX, 19, 24, 0.791667, ZIC, 100, 8, 12.500000, 
trial0025530, GDX, 285, 24, 11.875000, ZIC, 111, 8, 13.875000, 
trial0025531, GDX, 841, 24, 35.041667, ZIC, 424, 8, 53.000000, 
trial0025532, GDX, 67, 24, 2.791667, ZIC, 833, 8, 104.125000, 
trial0025533, GDX, 165, 24, 6.875000, ZIC, 295, 8, 36.875000, 
trial0025534, GDX, 206, 24, 8.583333, ZIC, 19, 8, 2.375000, 
trial0025535, GDX, 360, 24, 15.000000, ZIC, 153, 8, 19.125000, 
trial0025536, GDX, 383, 24, 15.958333, ZIC, 746, 8, 93.250000, 
trial0025537, GDX, 297, 24, 12.375000, ZIC, 455, 8, 56.875000, 
trial0025538, GDX, 600, 24, 25.000000, ZIC, 318, 8, 39.750000, 
trial0025539, GDX, 803, 24, 33.458333, ZIC, 276, 8, 34.500000, 
trial0025540, GDX, 979, 24, 40.791667, ZIC, 373, 8, 46.625000, 
trial0025541, GDX, 467, 24, 19.458333, ZIC, 304, 8, 38.000000, 
