trial0025501, GDX, 345, 10, 34.500000, ZIC, 1342, 22, 61.000000, 
trial0025502, GDX, 792, 10, 79.200000, ZIC, 785, 22, 35.681818, 
trial0025503, GDX, 779, 10, 77.900000, ZIC, 612, 22, 27.818182, 
trial0025504, GDX, 816, 10, 81.600000, ZIC, 818, 22, 37.181818, 
trial0025505, GDX, 556, 10, 55.600000, ZIC, 553, 22, 25.136364, 
trial0025506, GDX, 438, 10, 43.800000, ZIC, 811, 22, 36.863636, 
trial0025507, GDX, 414, 10, 41.400000, ZIC, 998, 22, 45.363636, 
trial0025508, GDX, 427, 10, 42.700000, ZIC, 875, 22, 39.772727, 
trial0025509, GDX, 313, 10, 31.300000, ZIC, 969, 22, 44.045455, 
trial0025510, GDX, 216, 10, 21.600000, ZIC, 1007, 22, 45.772727, 
trial0025511, GDX, 622, 10, 62.200000, ZIC, 774, 22, 35.181818, 
trial0025512, GDX, 497, 10, 49.700000, ZIC, 690, 22, 31.363636, 
trial0025513, GDX, 151, 10, 15.100000, ZIC, 1101, 22, 50.045455, 
trial0025514, GDX, 518, 10, 51.800000, ZIC, 1237, 22, 56.227273, 
trial0025515, GDX, 611, 10, 61.100000, ZIC, 685, 22, 31.136364, 
trial0025516, GDX, 587, 10, 58.700000, ZIC, 1065, 22, 48.409091, 
trial0025517, GDX, 347, 10, 34.700000, ZIC, 646, 22, 29.363636, 
trial0025518, GDX, 574, 10, 57.400000, ZIC, 1021, 22, 46.409091, 
trial0025519, GDX, 385, 10, 38.500000, ZIC, 1322, 22, 60.090909, 
trial0025520, GDX, 636, 10, 63.600000, ZIC, 892, 22, 40.545455, 
trial0025521, GDX, 622, 10, 62.200000, ZIC, 1066, 22, 48.454545, 
trial0025522, GDX, 470, 10, 47.000000, ZIC, 913, 22, 41.500000, 
trial0025523, GDX, 445, 10, 44.500000, ZIC, 783, 22, 35.590909, 
trial0025524, GDX, 323, 10, 32.300000, ZIC, 929, 22, 42.227273, 
trial0025525, GDX, 524, 10, 52.400000, ZIC, 545, 22, 24.772727, 
trial0025526, GDX, 645, 10, 64.500000, ZIC, 974, 22, 44.272727, 
trial0025527, GDX, 526, 10, 52.600000, ZIC, 565, 22, 25.681818, 
trial0025528, GDX, 215, 10, 21.500000, ZIC, 1192, 22, 54.181818, 
trial0025529, GDX, 539, 10, 53.900000, ZIC, 1074, 22, 48.818182, 
trial0025530, GDX, 293, 10, 29.300000, ZIC, 877, 22, 39.863636, 
trial0025531, GDX, 452, 10, 45.200000, ZIC, 824, 22, 37.454545, 
trial0025532, GDX, 441, 10, 44.100000, ZIC, 922, 22, 41.909091, 
trial0025533, GDX, 377, 10, 37.700000, ZIC, 857, 22, 38.954545, 
trial0025534, GDX, 654, 10, 65.400000, ZIC, 743, 22, 33.772727, 
trial0025535, GDX, 438, 10, 43.800000, ZIC, 769, 22, 34.954545, 
trial0025536, GDX, 869, 10, 86.900000, ZIC, 1023, 22, 46.500000, 
trial0025537, GDX, 511, 10, 51.100000, ZIC, 849, 22, 38.590909, 
trial0025538, GDX, 554, 10, 55.400000, ZIC, 857, 22, 38.954545, 
trial0025539, GDX, 1107, 10, 110.700000, ZIC, 893, 22, 40.590909, 
trial0025540, GDX, 614, 10, 61.400000, ZIC, 786, 22, 35.727273, 
trial0025541, GDX, 619, 10, 61.900000, ZIC, 912, 22, 41.454545, 
trial0025542, GDX, 623, 10, 62.300000, ZIC, 848, 22, 38.545455, 
trial0025543, GDX, 451, 10, 45.100000, ZIC, 911, 22, 41.409091, 
trial0025544, GDX, 476, 10, 47.600000, ZIC, 969, 22, 44.045455, 
trial0025545, GDX, 350, 10, 35.000000, ZIC, 711, 22, 32.318182, 
trial0025546, GDX, 293, 10, 29.300000, ZIC, 982, 22, 44.636364, 
trial0025547, GDX, 857, 10, 85.700000, ZIC, 893, 22, 40.590909, 
trial0025548, GDX, 745, 10, 74.500000, ZIC, 994, 22, 45.181818, 
trial0025549, GDX, 860, 10, 86.000000, ZIC, 646, 22, 29.363636, 
trial0025550, GDX, 910, 10, 91.000000, ZIC, 500, 22, 22.727273, 
trial0025551, GDX, 641, 10, 64.100000, ZIC, 1025, 22, 46.590909, 
trial0025552, GDX, 839, 10, 83.900000, ZIC, 746, 22, 33.909091, 
trial0025553, GDX, 818, 10, 81.800000, ZIC, 588, 22, 26.727273, 
trial0025554, GDX, 545, 10, 54.500000, ZIC, 1152, 22, 52.363636, 
trial0025555, GDX, 884, 10, 88.400000, ZIC, 954, 22, 43.363636, 
trial0025556, GDX, 146, 10, 14.600000, ZIC, 882, 22, 40.090909, 
trial0025557, GDX, 664, 10, 66.400000, ZIC, 802, 22, 36.454545, 
trial0025558, GDX, 633, 10, 63.300000, ZIC, 1116, 22, 50.727273, 
trial0025559, GDX, 815, 10, 81.500000, ZIC, 528, 22, 24.000000, 
trial0025560, GDX, 583, 10, 58.300000, ZIC, 899, 22, 40.863636, 
trial0025561, GDX, 284, 10, 28.400000, ZIC, 364, 22, 16.545455, 
trial0025562, GDX, 150, 10, 15.000000, ZIC, 338, 22, 15.363636, 
trial0025563, GDX, 410, 10, 41.000000, ZIC, 560, 22, 25.454545, 
trial0025564, GDX, 325, 10, 32.500000, ZIC, 617, 22, 28.045455, 
trial0025565, GDX, 183, 10, 18.300000, ZIC, 245, 22, 11.136364, 
trial0025566, GDX, 212, 10, 21.200000, ZIC, 481, 22, 21.863636, 
trial0025567, GDX, 102, 10, 10.200000, ZIC, 288, 22, 13.090909, 
trial0025568, GDX, 174, 10, 17.400000, ZIC, 417, 22, 18.954545, 
trial0025569, GDX, 415, 10, 41.500000, ZIC, 292, 22, 13.272727, 
trial0025570, GDX, 378, 10, 37.800000, ZIC, 218, 22, 9.909091, 
trial0025571, GDX, 238, 10, 23.800000, ZIC, 407, 22, 18.500000, 
trial0025572, GDX, 161, 10, 16.100000, ZIC, 508, 22, 23.090909, 
trial0025573, GDX, 214, 10, 21.400000, ZIC, 166, 22, 7.545455, 
trial0025574, GDX, 73, 10, 7.300000, ZIC, 406, 22, 18.454545, 
trial0025575, GDX, 146, 10, 14.600000, ZIC, 605, 22, 27.500000, 
trial0025576, GDX, 345, 10, 34.500000, ZIC, 351, 22, 15.954545, 
trial0025577, GDX, 144, 10, 14.400000, ZIC, 304, 22, 13.818182, 
