trial0016201, AA, 315, 8, 39.375000, GDX, 106, 4, 26.500000, ZIC, 269, 20, 13.450000, 
trial0016202, AA, 442, 8, 55.250000, GDX, 105, 4, 26.250000, ZIC, 177, 20, 8.850000, 
trial0016203, AA, 273, 8, 34.125000, GDX, 161, 4, 40.250000, ZIC, 260, 20, 13.000000, 
trial0016204, AA, 127, 8, 15.875000, GDX, 195, 4, 48.750000, ZIC, 380, 20, 19.000000, 
trial0016205, AA, 94, 8, 11.750000, GDX, 297, 4, 74.250000, ZIC, 424, 20, 21.200000, 
trial0016206, AA, 375, 8, 46.875000, GDX, 166, 4, 41.500000, ZIC, 330, 20, 16.500000, 
trial0016207, AA, 485, 8, 60.625000, GDX, 37, 4, 9.250000, ZIC, 205, 20, 10.250000, 
trial0016208, AA, 164, 8, 20.500000, GDX, 77, 4, 19.250000, ZIC, 407, 20, 20.350000, 
trial0016209, AA, 611, 8, 76.375000, GDX, 268, 4, 67.000000, ZIC, 310, 20, 15.500000, 
trial0016210, AA, 301, 8, 37.625000, GDX, 246, 4, 61.500000, ZIC, 399, 20, 19.950000, 
trial0016211, AA, 289, 8, 36.125000, GDX, 226, 4, 56.500000, ZIC, 240, 20, 12.000000, 
trial0016212, AA, 463, 8, 57.875000, GDX, 43, 4, 10.750000, ZIC, 275, 20, 13.750000, 
trial0016213, AA, 378, 8, 47.250000, GDX, 22, 4, 5.500000, ZIC, 242, 20, 12.100000, 
trial0016214, AA, 278, 8, 34.750000, GDX, 126, 4, 31.500000, ZIC, 430, 20, 21.500000, 
trial0016215, AA, 306, 8, 38.250000, GDX, 64, 4, 16.000000, ZIC, 350, 20, 17.500000, 
trial0016216, AA, 404, 8, 50.500000, GDX, 290, 4, 72.500000, ZIC, 303, 20, 15.150000, 
trial0016217, AA, 257, 8, 32.125000, GDX, 53, 4, 13.250000, ZIC, 398, 20, 19.900000, 
trial0016218, AA, 598, 8, 74.750000, GDX, 183, 4, 45.750000, ZIC, 142, 20, 7.100000, 
trial0016219, AA, 497, 8, 62.125000, GDX, 82, 4, 20.500000, ZIC, 166, 20, 8.300000, 
trial0016220, AA, 358, 8, 44.750000, GDX, 0, 4, 0.000000, ZIC, 300, 20, 15.000000, 
trial0016221, AA, 506, 8, 63.250000, GDX, 74, 4, 18.500000, ZIC, 522, 20, 26.100000, 
trial0016222, AA, 391, 8, 48.875000, GDX, 177, 4, 44.250000, ZIC, 270, 20, 13.500000, 
trial0016223, AA, 309, 8, 38.625000, GDX, 177, 4, 44.250000, ZIC, 570, 20, 28.500000, 
trial0016224, AA, 571, 8, 71.375000, GDX, 146, 4, 36.500000, ZIC, 338, 20, 16.900000, 
trial0016225, AA, 338, 8, 42.250000, GDX, 380, 4, 95.000000, ZIC, 398, 20, 19.900000, 
trial0016226, AA, 218, 8, 27.250000, GDX, 187, 4, 46.750000, ZIC, 338, 20, 16.900000, 
trial0016227, AA, 195, 8, 24.375000, GDX, 0, 4, 0.000000, ZIC, 429, 20, 21.450000, 
trial0016228, AA, 412, 8, 51.500000, GDX, 282, 4, 70.500000, ZIC, 235, 20, 11.750000, 
trial0016229, AA, 469, 8, 58.625000, GDX, 154, 4, 38.500000, ZIC, 232, 20, 11.600000, 
trial0016230, AA, 585, 8, 73.125000, GDX, 136, 4, 34.000000, ZIC, 298, 20, 14.900000, 
trial0016231, AA, 724, 8, 90.500000, GDX, 12, 4, 3.000000, ZIC, 1962, 20, 98.100000, 
trial0016232, AA, 406, 8, 50.750000, GDX, 425, 4, 106.250000, ZIC, 1742, 20, 87.100000, 
trial0016233, AA, 755, 8, 94.375000, GDX, 228, 4, 57.000000, ZIC, 1332, 20, 66.600000, 
trial0016234, AA, 1018, 8, 127.250000, GDX, 22, 4, 5.500000, ZIC, 1633, 20, 81.650000, 
trial0016235, AA, 878, 8, 109.750000, GDX, 499, 4, 124.750000, ZIC, 1441, 20, 72.050000, 
trial0016236, AA, 485, 8, 60.625000, GDX, 334, 4, 83.500000, ZIC, 1400, 20, 70.000000, 
trial0016237, AA, 564, 8, 70.500000, GDX, 460, 4, 115.000000, ZIC, 1011, 20, 50.550000, 
trial0016238, AA, 1007, 8, 125.875000, GDX, 336, 4, 84.000000, ZIC, 1174, 20, 58.700000, 
trial0016239, AA, 897, 8, 112.125000, GDX, 235, 4, 58.750000, ZIC, 1131, 20, 56.550000, 
trial0016240, AA, 835, 8, 104.375000, GDX, 279, 4, 69.750000, ZIC, 930, 20, 46.500000, 
trial0016241, AA, 1630, 8, 203.750000, GDX, 483, 4, 120.750000, ZIC, 722, 20, 36.100000, 
trial0016242, AA, 892, 8, 111.500000, GDX, 372, 4, 93.000000, ZIC, 1551, 20, 77.550000, 
trial0016243, AA, 670, 8, 83.750000, GDX, 221, 4, 55.250000, ZIC, 1346, 20, 67.300000, 
trial0016244, AA, 1037, 8, 129.625000, GDX, 564, 4, 141.000000, ZIC, 1391, 20, 69.550000, 
trial0016245, AA, 724, 8, 90.500000, GDX, 208, 4, 52.000000, ZIC, 1529, 20, 76.450000, 
trial0016246, AA, 1045, 8, 130.625000, GDX, 255, 4, 63.750000, ZIC, 1378, 20, 68.900000, 
trial0016247, AA, 1288, 8, 161.000000, GDX, 293, 4, 73.250000, ZIC, 933, 20, 46.650000, 
trial0016248, AA, 546, 8, 68.250000, GDX, 524, 4, 131.000000, ZIC, 1013, 20, 50.650000, 
trial0016249, AA, 471, 8, 58.875000, GDX, 749, 4, 187.250000, ZIC, 1287, 20, 64.350000, 
trial0016250, AA, 1150, 8, 143.750000, GDX, 596, 4, 149.000000, ZIC, 970, 20, 48.500000, 
trial0016251, AA, 383, 8, 47.875000, GDX, 173, 4, 43.250000, ZIC, 1297, 20, 64.850000, 
trial0016252, AA, 1370, 8, 171.250000, GDX, 452, 4, 113.000000, ZIC, 899, 20, 44.950000, 
trial0016253, AA, 1377, 8, 172.125000, GDX, 369, 4, 92.250000, ZIC, 933, 20, 46.650000, 
trial0016254, AA, 819, 8, 102.375000, GDX, 166, 4, 41.500000, ZIC, 1471, 20, 73.550000, 
trial0016255, AA, 1144, 8, 143.000000, GDX, 278, 4, 69.500000, ZIC, 1072, 20, 53.600000, 
trial0016256, AA, 540, 8, 67.500000, GDX, 343, 4, 85.750000, ZIC, 1082, 20, 54.100000, 
trial0016257, AA, 535, 8, 66.875000, GDX, 462, 4, 115.500000, ZIC, 1303, 20, 65.150000, 
trial0016258, AA, 761, 8, 95.125000, GDX, 193, 4, 48.250000, ZIC, 1774, 20, 88.700000, 
trial0016259, AA, 1292, 8, 161.500000, GDX, 373, 4, 93.250000, ZIC, 766, 20, 38.300000, 
trial0016260, AA, 836, 8, 104.500000, GDX, 175, 4, 43.750000, ZIC, 1312, 20, 65.600000, 
trial0016261, AA, 418, 8, 52.250000, GDX, 94, 4, 23.500000, ZIC, 402, 20, 20.100000, 
trial0016262, AA, 214, 8, 26.750000, GDX, 26, 4, 6.500000, ZIC, 283, 20, 14.150000, 
trial0016263, AA, 492, 8, 61.500000, GDX, 83, 4, 20.750000, ZIC, 343, 20, 17.150000, 
trial0016264, AA, 252, 8, 31.500000, GDX, 148, 4, 37.000000, ZIC, 395, 20, 19.750000, 
trial0016265, AA, 456, 8, 57.000000, GDX, 268, 4, 67.000000, ZIC, 172, 20, 8.600000, 
trial0016266, AA, 359, 8, 44.875000, GDX, 196, 4, 49.000000, ZIC, 491, 20, 24.550000, 
trial0016267, AA, 485, 8, 60.625000, GDX, 0, 4, 0.000000, ZIC, 260, 20, 13.000000, 
trial0016268, AA, 559, 8, 69.875000, GDX, 66, 4, 16.500000, ZIC, 446, 20, 22.300000, 
trial0016269, AA, 325, 8, 40.625000, GDX, 115, 4, 28.750000, ZIC, 638, 20, 31.900000, 
trial0016270, AA, 272, 8, 34.000000, GDX, 23, 4, 5.750000, ZIC, 413, 20, 20.650000, 
trial0016271, AA, 679, 8, 84.875000, GDX, 76, 4, 19.000000, ZIC, 352, 20, 17.600000, 
trial0016272, AA, 649, 8, 81.125000, GDX, 269, 4, 67.250000, ZIC, 358, 20, 17.900000, 
trial0016273, AA, 506, 8, 63.250000, GDX, 16, 4, 4.000000, ZIC, 466, 20, 23.300000, 
trial0016274, AA, 544, 8, 68.000000, GDX, 157, 4, 39.250000, ZIC, 315, 20, 15.750000, 
trial0016275, AA, 276, 8, 34.500000, GDX, 272, 4, 68.000000, ZIC, 430, 20, 21.500000, 
trial0016276, AA, 225, 8, 28.125000, GDX, 336, 4, 84.000000, ZIC, 273, 20, 13.650000, 
trial0016277, AA, 388, 8, 48.500000, GDX, 230, 4, 57.500000, ZIC, 268, 20, 13.400000, 
trial0016278, AA, 463, 8, 57.875000, GDX, 78, 4, 19.500000, ZIC, 277, 20, 13.850000, 
trial0016279, AA, 382, 8, 47.750000, GDX, 331, 4, 82.750000, ZIC, 356, 20, 17.800000, 
trial0016280, AA, 325, 8, 40.625000, GDX, 65, 4, 16.250000, ZIC, 454, 20, 22.700000, 
trial0016281, AA, 483, 8, 60.375000, GDX, 236, 4, 59.000000, ZIC, 166, 20, 8.300000, 
trial0016282, AA, 653, 8, 81.625000, GDX, 24, 4, 6.000000, ZIC, 477, 20, 23.850000, 
trial0016283, AA, 544, 8, 68.000000, GDX, 72, 4, 18.000000, ZIC, 255, 20, 12.750000, 
trial0016284, AA, 384, 8, 48.000000, GDX, 211, 4, 52.750000, ZIC, 612, 20, 30.600000, 
trial0016285, AA, 301, 8, 37.625000, GDX, 256, 4, 64.000000, ZIC, 308, 20, 15.400000, 
trial0016286, AA, 144, 8, 18.000000, GDX, 199, 4, 49.750000, ZIC, 402, 20, 20.100000, 
trial0016287, AA, 238, 8, 29.750000, GDX, 119, 4, 29.750000, ZIC, 403, 20, 20.150000, 
trial0016288, AA, 393, 8, 49.125000, GDX, 53, 4, 13.250000, ZIC, 443, 20, 22.150000, 
trial0016289, AA, 89, 8, 11.125000, GDX, 107, 4, 26.750000, ZIC, 452, 20, 22.600000, 
trial0016290, AA, 414, 8, 51.750000, GDX, 227, 4, 56.750000, ZIC, 378, 20, 18.900000, 
trial0016291, AA, 85, 8, 10.625000, GDX, 219, 4, 54.750000, ZIC, 153, 20, 7.650000, 
trial0016292, AA, 73, 8, 9.125000, GDX, 46, 4, 11.500000, ZIC, 26, 20, 1.300000, 
trial0016293, AA, 113, 8, 14.125000, GDX, 0, 4, 0.000000, ZIC, 65, 20, 3.250000, 
trial0016294, AA, 56, 8, 7.000000, GDX, 10, 4, 2.500000, ZIC, 71, 20, 3.550000, 
trial0016295, AA, 15, 8, 1.875000, GDX, 14, 4, 3.500000, ZIC, 16, 20, 0.800000, 
trial0016296, AA, 57, 8, 7.125000, GDX, 30, 4, 7.500000, ZIC, 30, 20, 1.500000, 
trial0016297, AA, 142, 8, 17.750000, GDX, 9, 4, 2.250000, ZIC, 59, 20, 2.950000, 
trial0016298, AA, 58, 8, 7.250000, GDX, 89, 4, 22.250000, ZIC, 130, 20, 6.500000, 
trial0016299, AA, 49, 8, 6.125000, GDX, 11, 4, 2.750000, ZIC, 6, 20, 0.300000, 
trial0016300, AA, 65, 8, 8.125000, GDX, 49, 4, 12.250000, ZIC, 37, 20, 1.850000, 
trial0016301, AA, 38, 8, 4.750000, GDX, 16, 4, 4.000000, ZIC, 109, 20, 5.450000, 
trial0016302, AA, 78, 8, 9.750000, GDX, 21, 4, 5.250000, ZIC, 47, 20, 2.350000, 
trial0016303, AA, 62, 8, 7.750000, GDX, 22, 4, 5.500000, ZIC, 22, 20, 1.100000, 
trial0016304, AA, 106, 8, 13.250000, GDX, 26, 4, 6.500000, ZIC, 54, 20, 2.700000, 
trial0016305, AA, 74, 8, 9.250000, GDX, 110, 4, 27.500000, ZIC, 22, 20, 1.100000, 
trial0016306, AA, 68, 8, 8.500000, GDX, 61, 4, 15.250000, ZIC, 2, 20, 0.100000, 
trial0016307, AA, 109, 8, 13.625000, GDX, 112, 4, 28.000000, ZIC, 147, 20, 7.350000, 
trial0016308, AA, 54, 8, 6.750000, GDX, 3, 4, 0.750000, ZIC, 27, 20, 1.350000, 
trial0016309, AA, 79, 8, 9.875000, GDX, 17, 4, 4.250000, ZIC, 132, 20, 6.600000, 
trial0016310, AA, 64, 8, 8.000000, GDX, 41, 4, 10.250000, ZIC, 36, 20, 1.800000, 
trial0016311, AA, 45, 8, 5.625000, GDX, 59, 4, 14.750000, ZIC, 26, 20, 1.300000, 
trial0016312, AA, 86, 8, 10.750000, GDX, 115, 4, 28.750000, ZIC, 58, 20, 2.900000, 
trial0016313, AA, 46, 8, 5.750000, GDX, 137, 4, 34.250000, ZIC, 32, 20, 1.600000, 
trial0016314, AA, 64, 8, 8.000000, GDX, 36, 4, 9.000000, ZIC, 79, 20, 3.950000, 
trial0016315, AA, 134, 8, 16.750000, GDX, 49, 4, 12.250000, ZIC, 21, 20, 1.050000, 
trial0016316, AA, 107, 8, 13.375000, GDX, 13, 4, 3.250000, ZIC, 35, 20, 1.750000, 
trial0016317, AA, 99, 8, 12.375000, GDX, 50, 4, 12.500000, ZIC, 32, 20, 1.600000, 
trial0016318, AA, 87, 8, 10.875000, GDX, 46, 4, 11.500000, ZIC, 31, 20, 1.550000, 
trial0016319, AA, 74, 8, 9.250000, GDX, 16, 4, 4.000000, ZIC, 65, 20, 3.250000, 
trial0016320, AA, 53, 8, 6.625000, GDX, 24, 4, 6.000000, ZIC, 79, 20, 3.950000, 
trial0016321, AA, 227, 8, 28.375000, GDX, 284, 4, 71.000000, ZIC, 310, 20, 15.500000, 
trial0016322, AA, 199, 8, 24.875000, GDX, 22, 4, 5.500000, ZIC, 253, 20, 12.650000, 
trial0016323, AA, 205, 8, 25.625000, GDX, 266, 4, 66.500000, ZIC, 220, 20, 11.000000, 
