trial0034801, ZIC, 220, 22, 10.000000, ZIP, 115, 10, 11.500000, 
trial0034802, ZIC, 203, 22, 9.227273, ZIP, 120, 10, 12.000000, 
trial0034803, ZIC, 225, 22, 10.227273, ZIP, 63, 10, 6.300000, 
trial0034804, ZIC, 221, 22, 10.045455, ZIP, 103, 10, 10.300000, 
trial0034805, ZIC, 251, 22, 11.409091, ZIP, 107, 10, 10.700000, 
trial0034806, ZIC, 308, 22, 14.000000, ZIP, 62, 10, 6.200000, 
trial0034807, ZIC, 120, 22, 5.454545, ZIP, 163, 10, 16.300000, 
trial0034808, ZIC, 216, 22, 9.818182, ZIP, 102, 10, 10.200000, 
trial0034809, ZIC, 269, 22, 12.227273, ZIP, 66, 10, 6.600000, 
trial0034810, ZIC, 179, 22, 8.136364, ZIP, 163, 10, 16.300000, 
trial0034811, ZIC, 150, 22, 6.818182, ZIP, 203, 10, 20.300000, 
trial0034812, ZIC, 353, 22, 16.045455, ZIP, 17, 10, 1.700000, 
trial0034813, ZIC, 216, 22, 9.818182, ZIP, 125, 10, 12.500000, 
trial0034814, ZIC, 186, 22, 8.454545, ZIP, 155, 10, 15.500000, 
trial0034815, ZIC, 288, 22, 13.090909, ZIP, 82, 10, 8.200000, 
trial0034816, ZIC, 163, 22, 7.409091, ZIP, 127, 10, 12.700000, 
trial0034817, ZIC, 133, 22, 6.045455, ZIP, 167, 10, 16.700000, 
trial0034818, ZIC, 214, 22, 9.727273, ZIP, 133, 10, 13.300000, 
trial0034819, ZIC, 192, 22, 8.727273, ZIP, 166, 10, 16.600000, 
trial0034820, ZIC, 220, 22, 10.000000, ZIP, 68, 10, 6.800000, 
trial0034821, ZIC, 170, 22, 7.727273, ZIP, 177, 10, 17.700000, 
trial0034822, ZIC, 220, 22, 10.000000, ZIP, 132, 10, 13.200000, 
trial0034823, ZIC, 215, 22, 9.772727, ZIP, 155, 10, 15.500000, 
trial0034824, ZIC, 220, 22, 10.000000, ZIP, 133, 10, 13.300000, 
trial0034825, ZIC, 256, 22, 11.636364, ZIP, 90, 10, 9.000000, 
trial0034826, ZIC, 197, 22, 8.954545, ZIP, 103, 10, 10.300000, 
trial0034827, ZIC, 252, 22, 11.454545, ZIP, 112, 10, 11.200000, 
trial0034828, ZIC, 192, 22, 8.727273, ZIP, 155, 10, 15.500000, 
trial0034829, ZIC, 179, 22, 8.136364, ZIP, 174, 10, 17.400000, 
trial0034830, ZIC, 200, 22, 9.090909, ZIP, 111, 10, 11.100000, 
trial0034831, ZIC, 356, 22, 16.181818, ZIP, 141, 10, 14.100000, 
trial0034832, ZIC, 327, 22, 14.863636, ZIP, 130, 10, 13.000000, 
trial0034833, ZIC, 348, 22, 15.818182, ZIP, 141, 10, 14.100000, 
trial0034834, ZIC, 284, 22, 12.909091, ZIP, 173, 10, 17.300000, 
trial0034835, ZIC, 431, 22, 19.590909, ZIP, 74, 10, 7.400000, 
trial0034836, ZIC, 267, 22, 12.136364, ZIP, 198, 10, 19.800000, 
trial0034837, ZIC, 189, 22, 8.590909, ZIP, 292, 10, 29.200000, 
trial0034838, ZIC, 344, 22, 15.636364, ZIP, 169, 10, 16.900000, 
trial0034839, ZIC, 341, 22, 15.500000, ZIP, 140, 10, 14.000000, 
trial0034840, ZIC, 386, 22, 17.545455, ZIP, 95, 10, 9.500000, 
trial0034841, ZIC, 300, 22, 13.636364, ZIP, 173, 10, 17.300000, 
trial0034842, ZIC, 362, 22, 16.454545, ZIP, 103, 10, 10.300000, 
trial0034843, ZIC, 250, 22, 11.363636, ZIP, 191, 10, 19.100000, 
trial0034844, ZIC, 237, 22, 10.772727, ZIP, 188, 10, 18.800000, 
trial0034845, ZIC, 442, 22, 20.090909, ZIP, 63, 10, 6.300000, 
trial0034846, ZIC, 371, 22, 16.863636, ZIP, 142, 10, 14.200000, 
trial0034847, ZIC, 340, 22, 15.454545, ZIP, 101, 10, 10.100000, 
trial0034848, ZIC, 383, 22, 17.409091, ZIP, 82, 10, 8.200000, 
trial0034849, ZIC, 263, 22, 11.954545, ZIP, 218, 10, 21.800000, 
trial0034850, ZIC, 152, 22, 6.909091, ZIP, 249, 10, 24.900000, 
trial0034851, ZIC, 327, 22, 14.863636, ZIP, 114, 10, 11.400000, 
trial0034852, ZIC, 205, 22, 9.318182, ZIP, 284, 10, 28.400000, 
trial0034853, ZIC, 293, 22, 13.318182, ZIP, 180, 10, 18.000000, 
trial0034854, ZIC, 326, 22, 14.818182, ZIP, 155, 10, 15.500000, 
trial0034855, ZIC, 399, 22, 18.136364, ZIP, 98, 10, 9.800000, 
trial0034856, ZIC, 207, 22, 9.409091, ZIP, 282, 10, 28.200000, 
trial0034857, ZIC, 279, 22, 12.681818, ZIP, 170, 10, 17.000000, 
trial0034858, ZIC, 227, 22, 10.318182, ZIP, 246, 10, 24.600000, 
trial0034859, ZIC, 238, 22, 10.818182, ZIP, 219, 10, 21.900000, 
trial0034860, ZIC, 395, 22, 17.954545, ZIP, 118, 10, 11.800000, 
trial0034861, ZIC, 274, 22, 12.454545, ZIP, 63, 10, 6.300000, 
trial0034862, ZIC, 229, 22, 10.409091, ZIP, 139, 10, 13.900000, 
trial0034863, ZIC, 181, 22, 8.227273, ZIP, 162, 10, 16.200000, 
trial0034864, ZIC, 309, 22, 14.045455, ZIP, 65, 10, 6.500000, 
trial0034865, ZIC, 248, 22, 11.272727, ZIP, 95, 10, 9.500000, 
trial0034866, ZIC, 137, 22, 6.227273, ZIP, 206, 10, 20.600000, 
trial0034867, ZIC, 231, 22, 10.500000, ZIP, 136, 10, 13.600000, 
trial0034868, ZIC, 216, 22, 9.818182, ZIP, 108, 10, 10.800000, 
trial0034869, ZIC, 288, 22, 13.090909, ZIP, 105, 10, 10.500000, 
trial0034870, ZIC, 229, 22, 10.409091, ZIP, 139, 10, 13.900000, 
trial0034871, ZIC, 178, 22, 8.090909, ZIP, 127, 10, 12.700000, 
trial0034872, ZIC, 267, 22, 12.136364, ZIP, 106, 10, 10.600000, 
trial0034873, ZIC, 210, 22, 9.545455, ZIP, 151, 10, 15.100000, 
trial0034874, ZIC, 208, 22, 9.454545, ZIP, 172, 10, 17.200000, 
trial0034875, ZIC, 274, 22, 12.454545, ZIP, 100, 10, 10.000000, 
trial0034876, ZIC, 293, 22, 13.318182, ZIP, 81, 10, 8.100000, 
trial0034877, ZIC, 284, 22, 12.909091, ZIP, 71, 10, 7.100000, 
trial0034878, ZIC, 208, 22, 9.454545, ZIP, 147, 10, 14.700000, 
trial0034879, ZIC, 246, 22, 11.181818, ZIP, 115, 10, 11.500000, 
trial0034880, ZIC, 229, 22, 10.409091, ZIP, 151, 10, 15.100000, 
trial0034881, ZIC, 292, 22, 13.272727, ZIP, 50, 10, 5.000000, 
trial0034882, ZIC, 260, 22, 11.818182, ZIP, 107, 10, 10.700000, 
