trial0045301, ZIC, 353, 32, 11.031250, 
trial0045302, ZIC, 323, 32, 10.093750, 
trial0045303, ZIC, 341, 32, 10.656250, 
trial0045304, ZIC, 347, 32, 10.843750, 
trial0045305, ZIC, 318, 32, 9.937500, 
trial0045306, ZIC, 323, 32, 10.093750, 
trial0045307, ZIC, 347, 32, 10.843750, 
trial0045308, ZIC, 312, 32, 9.750000, 
trial0045309, ZIC, 318, 32, 9.937500, 
trial0045310, ZIC, 283, 32, 8.843750, 
trial0045311, ZIC, 253, 32, 7.906250, 
trial0045312, ZIC, 359, 32, 11.218750, 
trial0045313, ZIC, 277, 32, 8.656250, 
trial0045314, ZIC, 342, 32, 10.687500, 
trial0045315, ZIC, 335, 32, 10.468750, 
trial0045316, ZIC, 306, 32, 9.562500, 
trial0045317, ZIC, 336, 32, 10.500000, 
trial0045318, ZIC, 364, 32, 11.375000, 
trial0045319, ZIC, 335, 32, 10.468750, 
trial0045320, ZIC, 352, 32, 11.000000, 
trial0045321, ZIC, 370, 32, 11.562500, 
trial0045322, ZIC, 329, 32, 10.281250, 
trial0045323, ZIC, 312, 32, 9.750000, 
trial0045324, ZIC, 323, 32, 10.093750, 
trial0045325, ZIC, 359, 32, 11.218750, 
trial0045326, ZIC, 312, 32, 9.750000, 
trial0045327, ZIC, 335, 32, 10.468750, 
trial0045328, ZIC, 323, 32, 10.093750, 
trial0045329, ZIC, 370, 32, 11.562500, 
trial0045330, ZIC, 324, 32, 10.125000, 
trial0045331, ZIC, 589, 32, 18.406250, 
trial0045332, ZIC, 599, 32, 18.718750, 
trial0045333, ZIC, 609, 32, 19.031250, 
trial0045334, ZIC, 580, 32, 18.125000, 
trial0045335, ZIC, 570, 32, 17.812500, 
trial0045336, ZIC, 619, 32, 19.343750, 
trial0045337, ZIC, 609, 32, 19.031250, 
trial0045338, ZIC, 589, 32, 18.406250, 
trial0045339, ZIC, 619, 32, 19.343750, 
trial0045340, ZIC, 599, 32, 18.718750, 
