trial0040501, GDX, 32, 6, 5.333333, ZIC, 72, 26, 2.769231, 
trial0040502, GDX, 13, 6, 2.166667, ZIC, 111, 26, 4.269231, 
trial0040503, GDX, 19, 6, 3.166667, ZIC, 81, 26, 3.115385, 
trial0040504, GDX, 23, 6, 3.833333, ZIC, 112, 26, 4.307692, 
trial0040505, GDX, 22, 6, 3.666667, ZIC, 109, 26, 4.192308, 
trial0040506, GDX, 27, 6, 4.500000, ZIC, 81, 26, 3.115385, 
trial0040507, GDX, 24, 6, 4.000000, ZIC, 95, 26, 3.653846, 
trial0040508, GDX, 39, 6, 6.500000, ZIC, 71, 26, 2.730769, 
trial0040509, GDX, 48, 6, 8.000000, ZIC, 72, 26, 2.769231, 
trial0040510, GDX, 27, 6, 4.500000, ZIC, 106, 26, 4.076923, 
trial0040511, GDX, 18, 6, 3.000000, ZIC, 76, 26, 2.923077, 
trial0040512, GDX, 28, 6, 4.666667, ZIC, 83, 26, 3.192308, 
trial0040513, GDX, 10, 6, 1.666667, ZIC, 49, 26, 1.884615, 
trial0040514, GDX, 42, 6, 7.000000, ZIC, 67, 26, 2.576923, 
trial0040515, GDX, 28, 6, 4.666667, ZIC, 67, 26, 2.576923, 
trial0040516, GDX, 29, 6, 4.833333, ZIC, 80, 26, 3.076923, 
trial0040517, GDX, 27, 6, 4.500000, ZIC, 59, 26, 2.269231, 
trial0040518, GDX, 3, 6, 0.500000, ZIC, 117, 26, 4.500000, 
trial0040519, GDX, 27, 6, 4.500000, ZIC, 76, 26, 2.923077, 
trial0040520, GDX, 8, 6, 1.333333, ZIC, 96, 26, 3.692308, 
trial0040521, GDX, 7, 6, 1.166667, ZIC, 92, 26, 3.538462, 
trial0040522, GDX, 10, 6, 1.666667, ZIC, 96, 26, 3.692308, 
trial0040523, GDX, 25, 6, 4.166667, ZIC, 52, 26, 2.000000, 
trial0040524, GDX, 26, 6, 4.333333, ZIC, 79, 26, 3.038462, 
trial0040525, GDX, 36, 6, 6.000000, ZIC, 61, 26, 2.346154, 
trial0040526, GDX, 37, 6, 6.166667, ZIC, 79, 26, 3.038462, 
trial0040527, GDX, 7, 6, 1.166667, ZIC, 88, 26, 3.384615, 
trial0040528, GDX, 16, 6, 2.666667, ZIC, 78, 26, 3.000000, 
trial0040529, GDX, 13, 6, 2.166667, ZIC, 80, 26, 3.076923, 
