trial0031501, GDX, 232, 20, 11.600000, ZIC, 234, 12, 19.500000, 
trial0031502, GDX, 652, 20, 32.600000, ZIC, 53, 12, 4.416667, 
trial0031503, GDX, 517, 20, 25.850000, ZIC, 98, 12, 8.166667, 
trial0031504, GDX, 268, 20, 13.400000, ZIC, 95, 12, 7.916667, 
trial0031505, GDX, 423, 20, 21.150000, ZIC, 111, 12, 9.250000, 
trial0031506, GDX, 136, 20, 6.800000, ZIC, 168, 12, 14.000000, 
trial0031507, GDX, 162, 20, 8.100000, ZIC, 190, 12, 15.833333, 
trial0031508, GDX, 253, 20, 12.650000, ZIC, 14, 12, 1.166667, 
trial0031509, GDX, 123, 20, 6.150000, ZIC, 194, 12, 16.166667, 
trial0031510, GDX, 181, 20, 9.050000, ZIC, 301, 12, 25.083333, 
trial0031511, GDX, 187, 20, 9.350000, ZIC, 296, 12, 24.666667, 
trial0031512, GDX, 352, 20, 17.600000, ZIC, 204, 12, 17.000000, 
trial0031513, GDX, 367, 20, 18.350000, ZIC, 507, 12, 42.250000, 
trial0031514, GDX, 278, 20, 13.900000, ZIC, 172, 12, 14.333333, 
trial0031515, GDX, 532, 20, 26.600000, ZIC, 255, 12, 21.250000, 
trial0031516, GDX, 753, 20, 37.650000, ZIC, 251, 12, 20.916667, 
trial0031517, GDX, 564, 20, 28.200000, ZIC, 383, 12, 31.916667, 
trial0031518, GDX, 618, 20, 30.900000, ZIC, 264, 12, 22.000000, 
trial0031519, GDX, 643, 20, 32.150000, ZIC, 355, 12, 29.583333, 
trial0031520, GDX, 519, 20, 25.950000, ZIC, 508, 12, 42.333333, 
trial0031521, GDX, 570, 20, 28.500000, ZIC, 415, 12, 34.583333, 
trial0031522, GDX, 617, 20, 30.850000, ZIC, 342, 12, 28.500000, 
trial0031523, GDX, 575, 20, 28.750000, ZIC, 480, 12, 40.000000, 
trial0031524, GDX, 570, 20, 28.500000, ZIC, 367, 12, 30.583333, 
trial0031525, GDX, 384, 20, 19.200000, ZIC, 541, 12, 45.083333, 
trial0031526, GDX, 688, 20, 34.400000, ZIC, 251, 12, 20.916667, 
trial0031527, GDX, 489, 20, 24.450000, ZIC, 482, 12, 40.166667, 
trial0031528, GDX, 504, 20, 25.200000, ZIC, 339, 12, 28.250000, 
trial0031529, GDX, 451, 20, 22.550000, ZIC, 264, 12, 22.000000, 
trial0031530, GDX, 126, 20, 6.300000, ZIC, 224, 12, 18.666667, 
trial0031531, GDX, 843, 20, 42.150000, ZIC, 423, 12, 35.250000, 
trial0031532, GDX, 312, 20, 15.600000, ZIC, 707, 12, 58.916667, 
trial0031533, GDX, 266, 20, 13.300000, ZIC, 400, 12, 33.333333, 
trial0031534, GDX, 283, 20, 14.150000, ZIC, 460, 12, 38.333333, 
