trial0021601, AA, 1344, 10, 134.400000, GDX, 462, 12, 38.500000, ZIC, 263, 10, 26.300000, 
trial0021602, AA, 566, 10, 56.600000, GDX, 145, 12, 12.083333, ZIC, 68, 10, 6.800000, 
trial0021603, AA, 858, 10, 85.800000, GDX, 937, 12, 78.083333, ZIC, 278, 10, 27.800000, 
trial0021604, AA, 354, 10, 35.400000, GDX, 1072, 12, 89.333333, ZIC, 690, 10, 69.000000, 
trial0021605, AA, 810, 10, 81.000000, GDX, 954, 12, 79.500000, ZIC, 275, 10, 27.500000, 
trial0021606, AA, 910, 10, 91.000000, GDX, 190, 12, 15.833333, ZIC, 833, 10, 83.300000, 
trial0021607, AA, 684, 10, 68.400000, GDX, 914, 12, 76.166667, ZIC, 567, 10, 56.700000, 
trial0021608, AA, 1005, 10, 100.500000, GDX, 820, 12, 68.333333, ZIC, 385, 10, 38.500000, 
trial0021609, AA, 472, 10, 47.200000, GDX, 470, 12, 39.166667, ZIC, 595, 10, 59.500000, 
trial0021610, AA, 729, 10, 72.900000, GDX, 1036, 12, 86.333333, ZIC, 354, 10, 35.400000, 
trial0021611, AA, 627, 10, 62.700000, GDX, 348, 12, 29.000000, ZIC, 1027, 10, 102.700000, 
trial0021612, AA, 1177, 10, 117.700000, GDX, 637, 12, 53.083333, ZIC, 200, 10, 20.000000, 
trial0021613, AA, 932, 10, 93.200000, GDX, 753, 12, 62.750000, ZIC, 817, 10, 81.700000, 
trial0021614, AA, 1062, 10, 106.200000, GDX, 485, 12, 40.416667, ZIC, 655, 10, 65.500000, 
trial0021615, AA, 450, 10, 45.000000, GDX, 469, 12, 39.083333, ZIC, 697, 10, 69.700000, 
trial0021616, AA, 912, 10, 91.200000, GDX, 844, 12, 70.333333, ZIC, 419, 10, 41.900000, 
trial0021617, AA, 650, 10, 65.000000, GDX, 798, 12, 66.500000, ZIC, 190, 10, 19.000000, 
trial0021618, AA, 1003, 10, 100.300000, GDX, 507, 12, 42.250000, ZIC, 614, 10, 61.400000, 
trial0021619, AA, 562, 10, 56.200000, GDX, 646, 12, 53.833333, ZIC, 635, 10, 63.500000, 
trial0021620, AA, 850, 10, 85.000000, GDX, 533, 12, 44.416667, ZIC, 444, 10, 44.400000, 
trial0021621, AA, 582, 10, 58.200000, GDX, 941, 12, 78.416667, ZIC, 616, 10, 61.600000, 
trial0021622, AA, 559, 10, 55.900000, GDX, 340, 12, 28.333333, ZIC, 461, 10, 46.100000, 
trial0021623, AA, 908, 10, 90.800000, GDX, 871, 12, 72.583333, ZIC, 540, 10, 54.000000, 
trial0021624, AA, 879, 10, 87.900000, GDX, 581, 12, 48.416667, ZIC, 1117, 10, 111.700000, 
trial0021625, AA, 790, 10, 79.000000, GDX, 527, 12, 43.916667, ZIC, 427, 10, 42.700000, 
trial0021626, AA, 946, 10, 94.600000, GDX, 591, 12, 49.250000, ZIC, 720, 10, 72.000000, 
trial0021627, AA, 1226, 10, 122.600000, GDX, 588, 12, 49.000000, ZIC, 508, 10, 50.800000, 
trial0021628, AA, 774, 10, 77.400000, GDX, 511, 12, 42.583333, ZIC, 515, 10, 51.500000, 
trial0021629, AA, 824, 10, 82.400000, GDX, 292, 12, 24.333333, ZIC, 223, 10, 22.300000, 
trial0021630, AA, 248, 10, 24.800000, GDX, 1235, 12, 102.916667, ZIC, 566, 10, 56.600000, 
trial0021631, AA, 1639, 10, 163.900000, GDX, 811, 12, 67.583333, ZIC, 590, 10, 59.000000, 
trial0021632, AA, 1505, 10, 150.500000, GDX, 238, 12, 19.833333, ZIC, 750, 10, 75.000000, 
trial0021633, AA, 1371, 10, 137.100000, GDX, 577, 12, 48.083333, ZIC, 723, 10, 72.300000, 
trial0021634, AA, 1913, 10, 191.300000, GDX, 225, 12, 18.750000, ZIC, 930, 10, 93.000000, 
trial0021635, AA, 722, 10, 72.200000, GDX, 1004, 12, 83.666667, ZIC, 1007, 10, 100.700000, 
trial0021636, AA, 423, 10, 42.300000, GDX, 562, 12, 46.833333, ZIC, 1273, 10, 127.300000, 
trial0021637, AA, 898, 10, 89.800000, GDX, 426, 12, 35.500000, ZIC, 903, 10, 90.300000, 
trial0021638, AA, 868, 10, 86.800000, GDX, 551, 12, 45.916667, ZIC, 602, 10, 60.200000, 
trial0021639, AA, 1429, 10, 142.900000, GDX, 766, 12, 63.833333, ZIC, 638, 10, 63.800000, 
trial0021640, AA, 580, 10, 58.000000, GDX, 1360, 12, 113.333333, ZIC, 707, 10, 70.700000, 
trial0021641, AA, 912, 10, 91.200000, GDX, 1671, 12, 139.250000, ZIC, 221, 10, 22.100000, 
