trial0023101, GDX, 235, 22, 10.681818, ZIC, 127, 10, 12.700000, 
trial0023102, GDX, 122, 22, 5.545455, ZIC, 245, 10, 24.500000, 
trial0023103, GDX, 530, 22, 24.090909, ZIC, 129, 10, 12.900000, 
trial0023104, GDX, 295, 22, 13.409091, ZIC, 160, 10, 16.000000, 
trial0023105, GDX, 126, 22, 5.727273, ZIC, 145, 10, 14.500000, 
trial0023106, GDX, 266, 22, 12.090909, ZIC, 158, 10, 15.800000, 
trial0023107, GDX, 263, 22, 11.954545, ZIC, 301, 10, 30.100000, 
trial0023108, GDX, 88, 22, 4.000000, ZIC, 154, 10, 15.400000, 
trial0023109, GDX, 295, 22, 13.409091, ZIC, 182, 10, 18.200000, 
trial0023110, GDX, 0, 22, 0.000000, ZIC, 147, 10, 14.700000, 
trial0023111, GDX, 486, 22, 22.090909, ZIC, 199, 10, 19.900000, 
trial0023112, GDX, 114, 22, 5.181818, ZIC, 86, 10, 8.600000, 
trial0023113, GDX, 299, 22, 13.590909, ZIC, 263, 10, 26.300000, 
trial0023114, GDX, 244, 22, 11.090909, ZIC, 189, 10, 18.900000, 
trial0023115, GDX, 108, 22, 4.909091, ZIC, 188, 10, 18.800000, 
trial0023116, GDX, 353, 22, 16.045455, ZIC, 143, 10, 14.300000, 
trial0023117, GDX, 169, 22, 7.681818, ZIC, 146, 10, 14.600000, 
trial0023118, GDX, 91, 22, 4.136364, ZIC, 117, 10, 11.700000, 
trial0023119, GDX, 140, 22, 6.363636, ZIC, 162, 10, 16.200000, 
trial0023120, GDX, 275, 22, 12.500000, ZIC, 217, 10, 21.700000, 
trial0023121, GDX, 352, 22, 16.000000, ZIC, 33, 10, 3.300000, 
trial0023122, GDX, 99, 22, 4.500000, ZIC, 8, 10, 0.800000, 
trial0023123, GDX, 434, 22, 19.727273, ZIC, 140, 10, 14.000000, 
trial0023124, GDX, 189, 22, 8.590909, ZIC, 211, 10, 21.100000, 
trial0023125, GDX, 113, 22, 5.136364, ZIC, 265, 10, 26.500000, 
trial0023126, GDX, 220, 22, 10.000000, ZIC, 130, 10, 13.000000, 
trial0023127, GDX, 210, 22, 9.545455, ZIC, 181, 10, 18.100000, 
trial0023128, GDX, 179, 22, 8.136364, ZIC, 205, 10, 20.500000, 
trial0023129, GDX, 249, 22, 11.318182, ZIC, 199, 10, 19.900000, 
trial0023130, GDX, 420, 22, 19.090909, ZIC, 161, 10, 16.100000, 
trial0023131, GDX, 198, 22, 9.000000, ZIC, 673, 10, 67.300000, 
trial0023132, GDX, 405, 22, 18.409091, ZIC, 794, 10, 79.400000, 
trial0023133, GDX, 598, 22, 27.181818, ZIC, 311, 10, 31.100000, 
trial0023134, GDX, 849, 22, 38.590909, ZIC, 362, 10, 36.200000, 
