trial0022501, AA, 25, 4, 6.250000, GDX, 250, 18, 13.888889, ZIC, 42, 10, 4.200000, 
trial0022502, AA, 222, 4, 55.500000, GDX, 332, 18, 18.444444, ZIC, 209, 10, 20.900000, 
trial0022503, AA, 4, 4, 1.000000, GDX, 159, 18, 8.833333, ZIC, 51, 10, 5.100000, 
trial0022504, AA, 0, 4, 0.000000, GDX, 62, 18, 3.444444, ZIC, 227, 10, 22.700000, 
trial0022505, AA, 166, 4, 41.500000, GDX, 133, 18, 7.388889, ZIC, 95, 10, 9.500000, 
trial0022506, AA, 30, 4, 7.500000, GDX, 159, 18, 8.833333, ZIC, 145, 10, 14.500000, 
trial0022507, AA, 0, 4, 0.000000, GDX, 53, 18, 2.944444, ZIC, 50, 10, 5.000000, 
trial0022508, AA, 54, 4, 13.500000, GDX, 159, 18, 8.833333, ZIC, 123, 10, 12.300000, 
trial0022509, AA, 63, 4, 15.750000, GDX, 85, 18, 4.722222, ZIC, 152, 10, 15.200000, 
trial0022510, AA, 0, 4, 0.000000, GDX, 65, 18, 3.611111, ZIC, 68, 10, 6.800000, 
trial0022511, AA, 0, 4, 0.000000, GDX, 40, 18, 2.222222, ZIC, 116, 10, 11.600000, 
trial0022512, AA, 13, 4, 3.250000, GDX, 83, 18, 4.611111, ZIC, 106, 10, 10.600000, 
trial0022513, AA, 45, 4, 11.250000, GDX, 145, 18, 8.055556, ZIC, 83, 10, 8.300000, 
trial0022514, AA, 0, 4, 0.000000, GDX, 88, 18, 4.888889, ZIC, 130, 10, 13.000000, 
trial0022515, AA, 5, 4, 1.250000, GDX, 154, 18, 8.555556, ZIC, 166, 10, 16.600000, 
trial0022516, AA, 100, 4, 25.000000, GDX, 124, 18, 6.888889, ZIC, 155, 10, 15.500000, 
trial0022517, AA, 31, 4, 7.750000, GDX, 202, 18, 11.222222, ZIC, 295, 10, 29.500000, 
trial0022518, AA, 0, 4, 0.000000, GDX, 95, 18, 5.277778, ZIC, 82, 10, 8.200000, 
trial0022519, AA, 48, 4, 12.000000, GDX, 161, 18, 8.944444, ZIC, 143, 10, 14.300000, 
trial0022520, AA, 1, 4, 0.250000, GDX, 194, 18, 10.777778, ZIC, 130, 10, 13.000000, 
trial0022521, AA, 31, 4, 7.750000, GDX, 134, 18, 7.444444, ZIC, 77, 10, 7.700000, 
trial0022522, AA, 34, 4, 8.500000, GDX, 101, 18, 5.611111, ZIC, 41, 10, 4.100000, 
trial0022523, AA, 30, 4, 7.500000, GDX, 314, 18, 17.444444, ZIC, 88, 10, 8.800000, 
trial0022524, AA, 128, 4, 32.000000, GDX, 204, 18, 11.333333, ZIC, 74, 10, 7.400000, 
trial0022525, AA, 36, 4, 9.000000, GDX, 102, 18, 5.666667, ZIC, 75, 10, 7.500000, 
trial0022526, AA, 55, 4, 13.750000, GDX, 64, 18, 3.555556, ZIC, 132, 10, 13.200000, 
trial0022527, AA, 100, 4, 25.000000, GDX, 122, 18, 6.777778, ZIC, 167, 10, 16.700000, 
trial0022528, AA, 6, 4, 1.500000, GDX, 277, 18, 15.388889, ZIC, 36, 10, 3.600000, 
trial0022529, AA, 33, 4, 8.250000, GDX, 283, 18, 15.722222, ZIC, 122, 10, 12.200000, 
trial0022530, AA, 76, 4, 19.000000, GDX, 191, 18, 10.611111, ZIC, 97, 10, 9.700000, 
trial0022531, AA, 90, 4, 22.500000, GDX, 732, 18, 40.666667, ZIC, 299, 10, 29.900000, 
trial0022532, AA, 100, 4, 25.000000, GDX, 320, 18, 17.777778, ZIC, 637, 10, 63.700000, 
trial0022533, AA, 180, 4, 45.000000, GDX, 964, 18, 53.555556, ZIC, 618, 10, 61.800000, 
trial0022534, AA, 369, 4, 92.250000, GDX, 496, 18, 27.555556, ZIC, 679, 10, 67.900000, 
trial0022535, AA, 548, 4, 137.000000, GDX, 1020, 18, 56.666667, ZIC, 218, 10, 21.800000, 
trial0022536, AA, 353, 4, 88.250000, GDX, 484, 18, 26.888889, ZIC, 704, 10, 70.400000, 
trial0022537, AA, 609, 4, 152.250000, GDX, 891, 18, 49.500000, ZIC, 543, 10, 54.300000, 
trial0022538, AA, 210, 4, 52.500000, GDX, 869, 18, 48.277778, ZIC, 306, 10, 30.600000, 
trial0022539, AA, 9, 4, 2.250000, GDX, 1381, 18, 76.722222, ZIC, 970, 10, 97.000000, 
trial0022540, AA, 141, 4, 35.250000, GDX, 677, 18, 37.611111, ZIC, 354, 10, 35.400000, 
trial0022541, AA, 20, 4, 5.000000, GDX, 757, 18, 42.055556, ZIC, 608, 10, 60.800000, 
trial0022542, AA, 385, 4, 96.250000, GDX, 413, 18, 22.944444, ZIC, 860, 10, 86.000000, 
trial0022543, AA, 120, 4, 30.000000, GDX, 247, 18, 13.722222, ZIC, 904, 10, 90.400000, 
trial0022544, AA, 349, 4, 87.250000, GDX, 464, 18, 25.777778, ZIC, 839, 10, 83.900000, 
trial0022545, AA, 422, 4, 105.500000, GDX, 1562, 18, 86.777778, ZIC, 438, 10, 43.800000, 
trial0022546, AA, 626, 4, 156.500000, GDX, 584, 18, 32.444444, ZIC, 661, 10, 66.100000, 
trial0022547, AA, 131, 4, 32.750000, GDX, 737, 18, 40.944444, ZIC, 57, 10, 5.700000, 
trial0022548, AA, 192, 4, 48.000000, GDX, 804, 18, 44.666667, ZIC, 575, 10, 57.500000, 
trial0022549, AA, 197, 4, 49.250000, GDX, 613, 18, 34.055556, ZIC, 690, 10, 69.000000, 
trial0022550, AA, 135, 4, 33.750000, GDX, 233, 18, 12.944444, ZIC, 531, 10, 53.100000, 
trial0022551, AA, 429, 4, 107.250000, GDX, 212, 18, 11.777778, ZIC, 480, 10, 48.000000, 
trial0022552, AA, 327, 4, 81.750000, GDX, 507, 18, 28.166667, ZIC, 379, 10, 37.900000, 
trial0022553, AA, 327, 4, 81.750000, GDX, 669, 18, 37.166667, ZIC, 626, 10, 62.600000, 
trial0022554, AA, 346, 4, 86.500000, GDX, 826, 18, 45.888889, ZIC, 799, 10, 79.900000, 
trial0022555, AA, 324, 4, 81.000000, GDX, 913, 18, 50.722222, ZIC, 439, 10, 43.900000, 
trial0022556, AA, 49, 4, 12.250000, GDX, 1257, 18, 69.833333, ZIC, 542, 10, 54.200000, 
trial0022557, AA, 116, 4, 29.000000, GDX, 514, 18, 28.555556, ZIC, 438, 10, 43.800000, 
trial0022558, AA, 641, 4, 160.250000, GDX, 430, 18, 23.888889, ZIC, 413, 10, 41.300000, 
trial0022559, AA, 0, 4, 0.000000, GDX, 1154, 18, 64.111111, ZIC, 178, 10, 17.800000, 
trial0022560, AA, 67, 4, 16.750000, GDX, 398, 18, 22.111111, ZIC, 904, 10, 90.400000, 
trial0022561, AA, 0, 4, 0.000000, GDX, 125, 18, 6.944444, ZIC, 55, 10, 5.500000, 
trial0022562, AA, 13, 4, 3.250000, GDX, 169, 18, 9.388889, ZIC, 70, 10, 7.000000, 
trial0022563, AA, 60, 4, 15.000000, GDX, 191, 18, 10.611111, ZIC, 65, 10, 6.500000, 
trial0022564, AA, 0, 4, 0.000000, GDX, 119, 18, 6.611111, ZIC, 89, 10, 8.900000, 
trial0022565, AA, 113, 4, 28.250000, GDX, 206, 18, 11.444444, ZIC, 34, 10, 3.400000, 
trial0022566, AA, 10, 4, 2.500000, GDX, 90, 18, 5.000000, ZIC, 93, 10, 9.300000, 
trial0022567, AA, 2, 4, 0.500000, GDX, 84, 18, 4.666667, ZIC, 155, 10, 15.500000, 
trial0022568, AA, 80, 4, 20.000000, GDX, 149, 18, 8.277778, ZIC, 33, 10, 3.300000, 
trial0022569, AA, 22, 4, 5.500000, GDX, 118, 18, 6.555556, ZIC, 67, 10, 6.700000, 
trial0022570, AA, 42, 4, 10.500000, GDX, 215, 18, 11.944444, ZIC, 59, 10, 5.900000, 
trial0022571, AA, 0, 4, 0.000000, GDX, 7, 18, 0.388889, ZIC, 121, 10, 12.100000, 
trial0022572, AA, 15, 4, 3.750000, GDX, 62, 18, 3.444444, ZIC, 47, 10, 4.700000, 
trial0022573, AA, 83, 4, 20.750000, GDX, 184, 18, 10.222222, ZIC, 89, 10, 8.900000, 
trial0022574, AA, 67, 4, 16.750000, GDX, 100, 18, 5.555556, ZIC, 103, 10, 10.300000, 
trial0022575, AA, 0, 4, 0.000000, GDX, 162, 18, 9.000000, ZIC, 98, 10, 9.800000, 
trial0022576, AA, 13, 4, 3.250000, GDX, 41, 18, 2.277778, ZIC, 191, 10, 19.100000, 
trial0022577, AA, 104, 4, 26.000000, GDX, 137, 18, 7.611111, ZIC, 164, 10, 16.400000, 
trial0022578, AA, 72, 4, 18.000000, GDX, 209, 18, 11.611111, ZIC, 63, 10, 6.300000, 
trial0022579, AA, 24, 4, 6.000000, GDX, 55, 18, 3.055556, ZIC, 142, 10, 14.200000, 
trial0022580, AA, 39, 4, 9.750000, GDX, 89, 18, 4.944444, ZIC, 205, 10, 20.500000, 
