trial0029101, AA, 35, 2, 17.500000, GDX, 669, 16, 41.812500, ZIC, 496, 10, 49.600000, ZIP, 312, 4, 78.000000, 
trial0029102, AA, 0, 2, 0.000000, GDX, 400, 16, 25.000000, ZIC, 289, 10, 28.900000, ZIP, 489, 4, 122.250000, 
trial0029103, AA, 0, 2, 0.000000, GDX, 551, 16, 34.437500, ZIC, 796, 10, 79.600000, ZIP, 293, 4, 73.250000, 
trial0029104, AA, 61, 2, 30.500000, GDX, 499, 16, 31.187500, ZIC, 779, 10, 77.900000, ZIP, 168, 4, 42.000000, 
trial0029105, AA, 226, 2, 113.000000, GDX, 423, 16, 26.437500, ZIC, 260, 10, 26.000000, ZIP, 197, 4, 49.250000, 
trial0029106, AA, 47, 2, 23.500000, GDX, 507, 16, 31.687500, ZIC, 180, 10, 18.000000, ZIP, 305, 4, 76.250000, 
trial0029107, AA, 173, 2, 86.500000, GDX, 591, 16, 36.937500, ZIC, 334, 10, 33.400000, ZIP, 90, 4, 22.500000, 
trial0029108, AA, 187, 2, 93.500000, GDX, 565, 16, 35.312500, ZIC, 212, 10, 21.200000, ZIP, 377, 4, 94.250000, 
trial0029109, AA, 115, 2, 57.500000, GDX, 407, 16, 25.437500, ZIC, 616, 10, 61.600000, ZIP, 225, 4, 56.250000, 
trial0029110, AA, 85, 2, 42.500000, GDX, 368, 16, 23.000000, ZIC, 561, 10, 56.100000, ZIP, 183, 4, 45.750000, 
trial0029111, AA, 0, 2, 0.000000, GDX, 801, 16, 50.062500, ZIC, 519, 10, 51.900000, ZIP, 22, 4, 5.500000, 
trial0029112, AA, 324, 2, 162.000000, GDX, 570, 16, 35.625000, ZIC, 389, 10, 38.900000, ZIP, 233, 4, 58.250000, 
trial0029113, AA, 46, 2, 23.000000, GDX, 360, 16, 22.500000, ZIC, 962, 10, 96.200000, ZIP, 7, 4, 1.750000, 
trial0029114, AA, 162, 2, 81.000000, GDX, 776, 16, 48.500000, ZIC, 441, 10, 44.100000, ZIP, 176, 4, 44.000000, 
trial0029115, AA, 162, 2, 81.000000, GDX, 717, 16, 44.812500, ZIC, 417, 10, 41.700000, ZIP, 357, 4, 89.250000, 
trial0029116, AA, 32, 2, 16.000000, GDX, 382, 16, 23.875000, ZIC, 439, 10, 43.900000, ZIP, 209, 4, 52.250000, 
trial0029117, AA, 168, 2, 84.000000, GDX, 433, 16, 27.062500, ZIC, 192, 10, 19.200000, ZIP, 379, 4, 94.750000, 
trial0029118, AA, 144, 2, 72.000000, GDX, 248, 16, 15.500000, ZIC, 561, 10, 56.100000, ZIP, 522, 4, 130.500000, 
trial0029119, AA, 16, 2, 8.000000, GDX, 641, 16, 40.062500, ZIC, 275, 10, 27.500000, ZIP, 446, 4, 111.500000, 
trial0029120, AA, 366, 2, 183.000000, GDX, 433, 16, 27.062500, ZIC, 986, 10, 98.600000, ZIP, 144, 4, 36.000000, 
trial0029121, AA, 127, 2, 63.500000, GDX, 762, 16, 47.625000, ZIC, 609, 10, 60.900000, ZIP, 44, 4, 11.000000, 
trial0029122, AA, 221, 2, 110.500000, GDX, 1085, 16, 67.812500, ZIC, 319, 10, 31.900000, ZIP, 348, 4, 87.000000, 
trial0029123, AA, 74, 2, 37.000000, GDX, 516, 16, 32.250000, ZIC, 566, 10, 56.600000, ZIP, 78, 4, 19.500000, 
trial0029124, AA, 215, 2, 107.500000, GDX, 574, 16, 35.875000, ZIC, 263, 10, 26.300000, ZIP, 349, 4, 87.250000, 
trial0029125, AA, 0, 2, 0.000000, GDX, 830, 16, 51.875000, ZIC, 85, 10, 8.500000, ZIP, 372, 4, 93.000000, 
trial0029126, AA, 0, 2, 0.000000, GDX, 929, 16, 58.062500, ZIC, 309, 10, 30.900000, ZIP, 347, 4, 86.750000, 
trial0029127, AA, 12, 2, 6.000000, GDX, 1005, 16, 62.812500, ZIC, 598, 10, 59.800000, ZIP, 90, 4, 22.500000, 
trial0029128, AA, 185, 2, 92.500000, GDX, 663, 16, 41.437500, ZIC, 313, 10, 31.300000, ZIP, 183, 4, 45.750000, 
trial0029129, AA, 368, 2, 184.000000, GDX, 255, 16, 15.937500, ZIC, 508, 10, 50.800000, ZIP, 343, 4, 85.750000, 
trial0029130, AA, 262, 2, 131.000000, GDX, 798, 16, 49.875000, ZIC, 322, 10, 32.200000, ZIP, 160, 4, 40.000000, 
trial0029131, AA, 0, 2, 0.000000, GDX, 369, 16, 23.062500, ZIC, 49, 10, 4.900000, ZIP, 58, 4, 14.500000, 
trial0029132, AA, 23, 2, 11.500000, GDX, 352, 16, 22.000000, ZIC, 326, 10, 32.600000, ZIP, 6, 4, 1.500000, 
trial0029133, AA, 89, 2, 44.500000, GDX, 364, 16, 22.750000, ZIC, 241, 10, 24.100000, ZIP, 144, 4, 36.000000, 
trial0029134, AA, 79, 2, 39.500000, GDX, 267, 16, 16.687500, ZIC, 217, 10, 21.700000, ZIP, 80, 4, 20.000000, 
trial0029135, AA, 153, 2, 76.500000, GDX, 382, 16, 23.875000, ZIC, 339, 10, 33.900000, ZIP, 71, 4, 17.750000, 
trial0029136, AA, 119, 2, 59.500000, GDX, 647, 16, 40.437500, ZIC, 27, 10, 2.700000, ZIP, 218, 4, 54.500000, 
trial0029137, AA, 89, 2, 44.500000, GDX, 508, 16, 31.750000, ZIC, 344, 10, 34.400000, ZIP, 87, 4, 21.750000, 
trial0029138, AA, 102, 2, 51.000000, GDX, 170, 16, 10.625000, ZIC, 245, 10, 24.500000, ZIP, 98, 4, 24.500000, 
trial0029139, AA, 245, 2, 122.500000, GDX, 200, 16, 12.500000, ZIC, 331, 10, 33.100000, ZIP, 228, 4, 57.000000, 
trial0029140, AA, 60, 2, 30.000000, GDX, 447, 16, 27.937500, ZIC, 18, 10, 1.800000, ZIP, 78, 4, 19.500000, 
trial0029141, AA, 0, 2, 0.000000, GDX, 575, 16, 35.937500, ZIC, 253, 10, 25.300000, ZIP, 82, 4, 20.500000, 
trial0029142, AA, 152, 2, 76.000000, GDX, 460, 16, 28.750000, ZIC, 217, 10, 21.700000, ZIP, 184, 4, 46.000000, 
trial0029143, AA, 78, 2, 39.000000, GDX, 438, 16, 27.375000, ZIC, 76, 10, 7.600000, ZIP, 280, 4, 70.000000, 
trial0029144, AA, 2, 2, 1.000000, GDX, 335, 16, 20.937500, ZIC, 454, 10, 45.400000, ZIP, 245, 4, 61.250000, 
trial0029145, AA, 136, 2, 68.000000, GDX, 498, 16, 31.125000, ZIC, 65, 10, 6.500000, ZIP, 102, 4, 25.500000, 
trial0029146, AA, 123, 2, 61.500000, GDX, 354, 16, 22.125000, ZIC, 344, 10, 34.400000, ZIP, 178, 4, 44.500000, 
