trial0003901, ZIC, 4291, 12, 357.583333, ZIP, 6508, 20, 325.400000, 
trial0003902, ZIC, 4499, 12, 374.916667, ZIP, 6041, 20, 302.050000, 
trial0003903, ZIC, 4634, 12, 386.166667, ZIP, 4778, 20, 238.900000, 
trial0003904, ZIC, 2992, 12, 249.333333, ZIP, 6789, 20, 339.450000, 
trial0003905, ZIC, 1743, 12, 145.250000, ZIP, 7754, 20, 387.700000, 
trial0003906, ZIC, 5117, 12, 426.416667, ZIP, 5205, 20, 260.250000, 
trial0003907, ZIC, 4623, 12, 385.250000, ZIP, 6009, 20, 300.450000, 
trial0003908, ZIC, 5058, 12, 421.500000, ZIP, 5422, 20, 271.100000, 
trial0003909, ZIC, 2983, 12, 248.583333, ZIP, 7312, 20, 365.600000, 
trial0003910, ZIC, 1846, 12, 153.833333, ZIP, 8012, 20, 400.600000, 
trial0003911, ZIC, 3356, 12, 279.666667, ZIP, 6601, 20, 330.050000, 
trial0003912, ZIC, 4701, 12, 391.750000, ZIP, 5529, 20, 276.450000, 
trial0003913, ZIC, 2678, 12, 223.166667, ZIP, 6332, 20, 316.600000, 
trial0003914, ZIC, 3135, 12, 261.250000, ZIP, 6707, 20, 335.350000, 
trial0003915, ZIC, 3228, 12, 269.000000, ZIP, 5974, 20, 298.700000, 
trial0003916, ZIC, 2688, 12, 224.000000, ZIP, 8038, 20, 401.900000, 
trial0003917, ZIC, 4125, 12, 343.750000, ZIP, 6536, 20, 326.800000, 
trial0003918, ZIC, 2838, 12, 236.500000, ZIP, 6563, 20, 328.150000, 
trial0003919, ZIC, 3365, 12, 280.416667, ZIP, 6878, 20, 343.900000, 
trial0003920, ZIC, 6260, 12, 521.666667, ZIP, 4056, 20, 202.800000, 
trial0003921, ZIC, 2938, 12, 244.833333, ZIP, 7213, 20, 360.650000, 
trial0003922, ZIC, 2681, 12, 223.416667, ZIP, 7493, 20, 374.650000, 
trial0003923, ZIC, 2317, 12, 193.083333, ZIP, 6751, 20, 337.550000, 
trial0003924, ZIC, 3201, 12, 266.750000, ZIP, 6570, 20, 328.500000, 
trial0003925, ZIC, 4440, 12, 370.000000, ZIP, 6208, 20, 310.400000, 
trial0003926, ZIC, 1419, 12, 118.250000, ZIP, 7955, 20, 397.750000, 
trial0003927, ZIC, 4710, 12, 392.500000, ZIP, 5521, 20, 276.050000, 
trial0003928, ZIC, 4059, 12, 338.250000, ZIP, 6314, 20, 315.700000, 
trial0003929, ZIC, 3948, 12, 329.000000, ZIP, 6496, 20, 324.800000, 
trial0003930, ZIC, 1661, 12, 138.416667, ZIP, 7811, 20, 390.550000, 
trial0003931, ZIC, 1090, 12, 90.833333, ZIP, 2135, 20, 106.750000, 
trial0003932, ZIC, 788, 12, 65.666667, ZIP, 2527, 20, 126.350000, 
trial0003933, ZIC, 1135, 12, 94.583333, ZIP, 2128, 20, 106.400000, 
trial0003934, ZIC, 1012, 12, 84.333333, ZIP, 2460, 20, 123.000000, 
trial0003935, ZIC, 670, 12, 55.833333, ZIP, 2648, 20, 132.400000, 
trial0003936, ZIC, 319, 12, 26.583333, ZIP, 3012, 20, 150.600000, 
trial0003937, ZIC, 695, 12, 57.916667, ZIP, 2961, 20, 148.050000, 
trial0003938, ZIC, 1182, 12, 98.500000, ZIP, 1889, 20, 94.450000, 
trial0003939, ZIC, 1227, 12, 102.250000, ZIP, 1520, 20, 76.000000, 
trial0003940, ZIC, 784, 12, 65.333333, ZIP, 2771, 20, 138.550000, 
trial0003941, ZIC, 749, 12, 62.416667, ZIP, 2224, 20, 111.200000, 
trial0003942, ZIC, 1051, 12, 87.583333, ZIP, 1942, 20, 97.100000, 
trial0003943, ZIC, 828, 12, 69.000000, ZIP, 2693, 20, 134.650000, 
trial0003944, ZIC, 854, 12, 71.166667, ZIP, 2292, 20, 114.600000, 
trial0003945, ZIC, 754, 12, 62.833333, ZIP, 2604, 20, 130.200000, 
trial0003946, ZIC, 1009, 12, 84.083333, ZIP, 2338, 20, 116.900000, 
trial0003947, ZIC, 930, 12, 77.500000, ZIP, 2308, 20, 115.400000, 
trial0003948, ZIC, 1162, 12, 96.833333, ZIP, 2420, 20, 121.000000, 
trial0003949, ZIC, 618, 12, 51.500000, ZIP, 2591, 20, 129.550000, 
trial0003950, ZIC, 412, 12, 34.333333, ZIP, 3034, 20, 151.700000, 
trial0003951, ZIC, 507, 12, 42.250000, ZIP, 3176, 20, 158.800000, 
trial0003952, ZIC, 806, 12, 67.166667, ZIP, 2200, 20, 110.000000, 
trial0003953, ZIC, 290, 12, 24.166667, ZIP, 3534, 20, 176.700000, 
trial0003954, ZIC, 662, 12, 55.166667, ZIP, 2983, 20, 149.150000, 
trial0003955, ZIC, 1224, 12, 102.000000, ZIP, 2295, 20, 114.750000, 
trial0003956, ZIC, 1269, 12, 105.750000, ZIP, 2322, 20, 116.100000, 
trial0003957, ZIC, 940, 12, 78.333333, ZIP, 2733, 20, 136.650000, 
trial0003958, ZIC, 618, 12, 51.500000, ZIP, 2714, 20, 135.700000, 
trial0003959, ZIC, 853, 12, 71.083333, ZIP, 2258, 20, 112.900000, 
trial0003960, ZIC, 643, 12, 53.583333, ZIP, 2915, 20, 145.750000, 
trial0003961, ZIC, 3201, 12, 266.750000, ZIP, 6529, 20, 326.450000, 
trial0003962, ZIC, 3818, 12, 318.166667, ZIP, 5165, 20, 258.250000, 
trial0003963, ZIC, 1102, 12, 91.833333, ZIP, 6861, 20, 343.050000, 
trial0003964, ZIC, 3077, 12, 256.416667, ZIP, 6059, 20, 302.950000, 
trial0003965, ZIC, 4674, 12, 389.500000, ZIP, 5444, 20, 272.200000, 
trial0003966, ZIC, 3101, 12, 258.416667, ZIP, 6704, 20, 335.200000, 
trial0003967, ZIC, 4033, 12, 336.083333, ZIP, 5383, 20, 269.150000, 
trial0003968, ZIC, 3056, 12, 254.666667, ZIP, 7100, 20, 355.000000, 
trial0003969, ZIC, 2727, 12, 227.250000, ZIP, 7233, 20, 361.650000, 
trial0003970, ZIC, 3106, 12, 258.833333, ZIP, 7209, 20, 360.450000, 
trial0003971, ZIC, 1829, 12, 152.416667, ZIP, 8005, 20, 400.250000, 
trial0003972, ZIC, 4120, 12, 343.333333, ZIP, 5351, 20, 267.550000, 
trial0003973, ZIC, 2439, 12, 203.250000, ZIP, 7055, 20, 352.750000, 
trial0003974, ZIC, 1879, 12, 156.583333, ZIP, 7956, 20, 397.800000, 
trial0003975, ZIC, 3683, 12, 306.916667, ZIP, 5875, 20, 293.750000, 
trial0003976, ZIC, 1776, 12, 148.000000, ZIP, 7657, 20, 382.850000, 
trial0003977, ZIC, 2795, 12, 232.916667, ZIP, 6954, 20, 347.700000, 
trial0003978, ZIC, 3651, 12, 304.250000, ZIP, 6305, 20, 315.250000, 
trial0003979, ZIC, 4576, 12, 381.333333, ZIP, 4966, 20, 248.300000, 
trial0003980, ZIC, 2345, 12, 195.416667, ZIP, 6722, 20, 336.100000, 
trial0003981, ZIC, 4290, 12, 357.500000, ZIP, 5811, 20, 290.550000, 
trial0003982, ZIC, 3232, 12, 269.333333, ZIP, 6265, 20, 313.250000, 
trial0003983, ZIC, 2835, 12, 236.250000, ZIP, 7131, 20, 356.550000, 
trial0003984, ZIC, 3908, 12, 325.666667, ZIP, 5633, 20, 281.650000, 
trial0003985, ZIC, 3277, 12, 273.083333, ZIP, 4856, 20, 242.800000, 
trial0003986, ZIC, 3150, 12, 262.500000, ZIP, 6382, 20, 319.100000, 
trial0003987, ZIC, 3472, 12, 289.333333, ZIP, 6790, 20, 339.500000, 
trial0003988, ZIC, 2954, 12, 246.166667, ZIP, 6511, 20, 325.550000, 
trial0003989, ZIC, 3178, 12, 264.833333, ZIP, 5934, 20, 296.700000, 
trial0003990, ZIC, 2302, 12, 191.833333, ZIP, 6851, 20, 342.550000, 
trial0003991, ZIC, 1881, 12, 156.750000, ZIP, 3934, 20, 196.700000, 
trial0003992, ZIC, 1637, 12, 136.416667, ZIP, 4673, 20, 233.650000, 
trial0003993, ZIC, 2194, 12, 182.833333, ZIP, 4383, 20, 219.150000, 
trial0003994, ZIC, 3051, 12, 254.250000, ZIP, 2808, 20, 140.400000, 
trial0003995, ZIC, 1972, 12, 164.333333, ZIP, 4320, 20, 216.000000, 
trial0003996, ZIC, 2621, 12, 218.416667, ZIP, 3851, 20, 192.550000, 
trial0003997, ZIC, 1589, 12, 132.416667, ZIP, 4546, 20, 227.300000, 
trial0003998, ZIC, 2392, 12, 199.333333, ZIP, 4062, 20, 203.100000, 
trial0003999, ZIC, 1996, 12, 166.333333, ZIP, 4357, 20, 217.850000, 
trial0004000, ZIC, 1666, 12, 138.833333, ZIP, 4046, 20, 202.300000, 
trial0004001, ZIC, 935, 12, 77.916667, ZIP, 5162, 20, 258.100000, 
trial0004002, ZIC, 2775, 12, 231.250000, ZIP, 3650, 20, 182.500000, 
trial0004003, ZIC, 2940, 12, 245.000000, ZIP, 3206, 20, 160.300000, 
trial0004004, ZIC, 1394, 12, 116.166667, ZIP, 5360, 20, 268.000000, 
trial0004005, ZIC, 1895, 12, 157.916667, ZIP, 4012, 20, 200.600000, 
trial0004006, ZIC, 959, 12, 79.916667, ZIP, 5573, 20, 278.650000, 
trial0004007, ZIC, 1365, 12, 113.750000, ZIP, 5232, 20, 261.600000, 
trial0004008, ZIC, 1466, 12, 122.166667, ZIP, 4481, 20, 224.050000, 
trial0004009, ZIC, 1812, 12, 151.000000, ZIP, 4457, 20, 222.850000, 
trial0004010, ZIC, 1674, 12, 139.500000, ZIP, 4685, 20, 234.250000, 
trial0004011, ZIC, 2828, 12, 235.666667, ZIP, 3356, 20, 167.800000, 
trial0004012, ZIC, 2749, 12, 229.083333, ZIP, 3651, 20, 182.550000, 
trial0004013, ZIC, 1708, 12, 142.333333, ZIP, 4047, 20, 202.350000, 
trial0004014, ZIC, 1873, 12, 156.083333, ZIP, 4344, 20, 217.200000, 
trial0004015, ZIC, 2831, 12, 235.916667, ZIP, 3312, 20, 165.600000, 
trial0004016, ZIC, 1754, 12, 146.166667, ZIP, 4927, 20, 246.350000, 
trial0004017, ZIC, 1876, 12, 156.333333, ZIP, 4861, 20, 243.050000, 
trial0004018, ZIC, 1527, 12, 127.250000, ZIP, 4801, 20, 240.050000, 
trial0004019, ZIC, 717, 12, 59.750000, ZIP, 5455, 20, 272.750000, 
trial0004020, ZIC, 1646, 12, 137.166667, ZIP, 4881, 20, 244.050000, 
trial0004021, ZIC, 1438, 12, 119.833333, ZIP, 5957, 20, 297.850000, 
trial0004022, ZIC, 3202, 12, 266.833333, ZIP, 3693, 20, 184.650000, 
trial0004023, ZIC, 2373, 12, 197.750000, ZIP, 4716, 20, 235.800000, 
trial0004024, ZIC, 1068, 12, 89.000000, ZIP, 5171, 20, 258.550000, 
trial0004025, ZIC, 2771, 12, 230.916667, ZIP, 4230, 20, 211.500000, 
trial0004026, ZIC, 2437, 12, 203.083333, ZIP, 5143, 20, 257.150000, 
trial0004027, ZIC, 3051, 12, 254.250000, ZIP, 3833, 20, 191.650000, 
trial0004028, ZIC, 2815, 12, 234.583333, ZIP, 4285, 20, 214.250000, 
trial0004029, ZIC, 3236, 12, 269.666667, ZIP, 4115, 20, 205.750000, 
trial0004030, ZIC, 2761, 12, 230.083333, ZIP, 4320, 20, 216.000000, 
trial0004031, ZIC, 1024, 12, 85.333333, ZIP, 5905, 20, 295.250000, 
trial0004032, ZIC, 2418, 12, 201.500000, ZIP, 4011, 20, 200.550000, 
trial0004033, ZIC, 1548, 12, 129.000000, ZIP, 5191, 20, 259.550000, 
trial0004034, ZIC, 2750, 12, 229.166667, ZIP, 4170, 20, 208.500000, 
trial0004035, ZIC, 2793, 12, 232.750000, ZIP, 4471, 20, 223.550000, 
trial0004036, ZIC, 1623, 12, 135.250000, ZIP, 5381, 20, 269.050000, 
trial0004037, ZIC, 3397, 12, 283.083333, ZIP, 3503, 20, 175.150000, 
trial0004038, ZIC, 1876, 12, 156.333333, ZIP, 5281, 20, 264.050000, 
trial0004039, ZIC, 3041, 12, 253.416667, ZIP, 3601, 20, 180.050000, 
trial0004040, ZIC, 1441, 12, 120.083333, ZIP, 4664, 20, 233.200000, 
trial0004041, ZIC, 3063, 12, 255.250000, ZIP, 4682, 20, 234.100000, 
trial0004042, ZIC, 2430, 12, 202.500000, ZIP, 4563, 20, 228.150000, 
trial0004043, ZIC, 1942, 12, 161.833333, ZIP, 5120, 20, 256.000000, 
trial0004044, ZIC, 2051, 12, 170.916667, ZIP, 3815, 20, 190.750000, 
trial0004045, ZIC, 1868, 12, 155.666667, ZIP, 5357, 20, 267.850000, 
trial0004046, ZIC, 2801, 12, 233.416667, ZIP, 4211, 20, 210.550000, 
trial0004047, ZIC, 1884, 12, 157.000000, ZIP, 5197, 20, 259.850000, 
trial0004048, ZIC, 2834, 12, 236.166667, ZIP, 3816, 20, 190.800000, 
trial0004049, ZIC, 2450, 12, 204.166667, ZIP, 4456, 20, 222.800000, 
trial0004050, ZIC, 2961, 12, 246.750000, ZIP, 3547, 20, 177.350000, 
trial0004051, ZIC, 773, 12, 64.416667, ZIP, 2996, 20, 149.800000, 
trial0004052, ZIC, 1218, 12, 101.500000, ZIP, 2307, 20, 115.350000, 
trial0004053, ZIC, 1085, 12, 90.416667, ZIP, 2475, 20, 123.750000, 
trial0004054, ZIC, 738, 12, 61.500000, ZIP, 2508, 20, 125.400000, 
trial0004055, ZIC, 567, 12, 47.250000, ZIP, 3066, 20, 153.300000, 
trial0004056, ZIC, 1085, 12, 90.416667, ZIP, 2072, 20, 103.600000, 
trial0004057, ZIC, 406, 12, 33.833333, ZIP, 3455, 20, 172.750000, 
trial0004058, ZIC, 845, 12, 70.416667, ZIP, 2594, 20, 129.700000, 
trial0004059, ZIC, 502, 12, 41.833333, ZIP, 3517, 20, 175.850000, 
trial0004060, ZIC, 601, 12, 50.083333, ZIP, 3300, 20, 165.000000, 
trial0004061, ZIC, 807, 12, 67.250000, ZIP, 3082, 20, 154.100000, 
trial0004062, ZIC, 442, 12, 36.833333, ZIP, 3305, 20, 165.250000, 
trial0004063, ZIC, 1344, 12, 112.000000, ZIP, 2248, 20, 112.400000, 
trial0004064, ZIC, 655, 12, 54.583333, ZIP, 2926, 20, 146.300000, 
trial0004065, ZIC, 607, 12, 50.583333, ZIP, 2627, 20, 131.350000, 
trial0004066, ZIC, 1431, 12, 119.250000, ZIP, 1842, 20, 92.100000, 
trial0004067, ZIC, 751, 12, 62.583333, ZIP, 2765, 20, 138.250000, 
trial0004068, ZIC, 472, 12, 39.333333, ZIP, 3076, 20, 153.800000, 
trial0004069, ZIC, 1031, 12, 85.916667, ZIP, 2756, 20, 137.800000, 
trial0004070, ZIC, 538, 12, 44.833333, ZIP, 3072, 20, 153.600000, 
trial0004071, ZIC, 1084, 12, 90.333333, ZIP, 2403, 20, 120.150000, 
trial0004072, ZIC, 962, 12, 80.166667, ZIP, 2615, 20, 130.750000, 
trial0004073, ZIC, 1028, 12, 85.666667, ZIP, 2495, 20, 124.750000, 
trial0004074, ZIC, 1293, 12, 107.750000, ZIP, 2583, 20, 129.150000, 
trial0004075, ZIC, 673, 12, 56.083333, ZIP, 2443, 20, 122.150000, 
trial0004076, ZIC, 1069, 12, 89.083333, ZIP, 2306, 20, 115.300000, 
trial0004077, ZIC, 621, 12, 51.750000, ZIP, 3062, 20, 153.100000, 
trial0004078, ZIC, 514, 12, 42.833333, ZIP, 2794, 20, 139.700000, 
trial0004079, ZIC, 755, 12, 62.916667, ZIP, 2406, 20, 120.300000, 
trial0004080, ZIC, 629, 12, 52.416667, ZIP, 3356, 20, 167.800000, 
trial0004081, ZIC, 2745, 12, 228.750000, ZIP, 5899, 20, 294.950000, 
trial0004082, ZIC, 1549, 12, 129.083333, ZIP, 7270, 20, 363.500000, 
