trial0012901, AA, 1146, 8, 143.250000, GDX, 381, 4, 95.250000, ZIC, 545, 14, 38.928571, ZIP, 954, 6, 159.000000, 
trial0012902, AA, 1075, 8, 134.375000, GDX, 361, 4, 90.250000, ZIC, 341, 14, 24.357143, ZIP, 648, 6, 108.000000, 
trial0012903, AA, 1152, 8, 144.000000, GDX, 678, 4, 169.500000, ZIC, 752, 14, 53.714286, ZIP, 251, 6, 41.833333, 
trial0012904, AA, 656, 8, 82.000000, GDX, 660, 4, 165.000000, ZIC, 491, 14, 35.071429, ZIP, 720, 6, 120.000000, 
trial0012905, AA, 405, 8, 50.625000, GDX, 388, 4, 97.000000, ZIC, 1083, 14, 77.357143, ZIP, 648, 6, 108.000000, 
trial0012906, AA, 772, 8, 96.500000, GDX, 423, 4, 105.750000, ZIC, 506, 14, 36.142857, ZIP, 1030, 6, 171.666667, 
trial0012907, AA, 813, 8, 101.625000, GDX, 652, 4, 163.000000, ZIC, 211, 14, 15.071429, ZIP, 581, 6, 96.833333, 
trial0012908, AA, 1079, 8, 134.875000, GDX, 805, 4, 201.250000, ZIC, 620, 14, 44.285714, ZIP, 324, 6, 54.000000, 
trial0012909, AA, 697, 8, 87.125000, GDX, 541, 4, 135.250000, ZIC, 758, 14, 54.142857, ZIP, 542, 6, 90.333333, 
trial0012910, AA, 1078, 8, 134.750000, GDX, 0, 4, 0.000000, ZIC, 442, 14, 31.571429, ZIP, 668, 6, 111.333333, 
trial0012911, AA, 1107, 8, 138.375000, GDX, 248, 4, 62.000000, ZIC, 657, 14, 46.928571, ZIP, 261, 6, 43.500000, 
trial0012912, AA, 817, 8, 102.125000, GDX, 355, 4, 88.750000, ZIC, 581, 14, 41.500000, ZIP, 535, 6, 89.166667, 
trial0012913, AA, 1032, 8, 129.000000, GDX, 605, 4, 151.250000, ZIC, 815, 14, 58.214286, ZIP, 584, 6, 97.333333, 
trial0012914, AA, 792, 8, 99.000000, GDX, 288, 4, 72.000000, ZIC, 734, 14, 52.428571, ZIP, 629, 6, 104.833333, 
trial0012915, AA, 971, 8, 121.375000, GDX, 445, 4, 111.250000, ZIC, 477, 14, 34.071429, ZIP, 844, 6, 140.666667, 
trial0012916, AA, 898, 8, 112.250000, GDX, 29, 4, 7.250000, ZIC, 657, 14, 46.928571, ZIP, 1008, 6, 168.000000, 
trial0012917, AA, 700, 8, 87.500000, GDX, 175, 4, 43.750000, ZIC, 739, 14, 52.785714, ZIP, 546, 6, 91.000000, 
trial0012918, AA, 623, 8, 77.875000, GDX, 348, 4, 87.000000, ZIC, 1166, 14, 83.285714, ZIP, 543, 6, 90.500000, 
trial0012919, AA, 1136, 8, 142.000000, GDX, 577, 4, 144.250000, ZIC, 318, 14, 22.714286, ZIP, 863, 6, 143.833333, 
trial0012920, AA, 750, 8, 93.750000, GDX, 150, 4, 37.500000, ZIC, 905, 14, 64.642857, ZIP, 416, 6, 69.333333, 
trial0012921, AA, 1031, 8, 128.875000, GDX, 326, 4, 81.500000, ZIC, 1305, 14, 93.214286, ZIP, 376, 6, 62.666667, 
trial0012922, AA, 967, 8, 120.875000, GDX, 155, 4, 38.750000, ZIC, 831, 14, 59.357143, ZIP, 540, 6, 90.000000, 
trial0012923, AA, 744, 8, 93.000000, GDX, 504, 4, 126.000000, ZIC, 786, 14, 56.142857, ZIP, 1023, 6, 170.500000, 
trial0012924, AA, 1046, 8, 130.750000, GDX, 381, 4, 95.250000, ZIC, 717, 14, 51.214286, ZIP, 623, 6, 103.833333, 
trial0012925, AA, 240, 8, 30.000000, GDX, 796, 4, 199.000000, ZIC, 1085, 14, 77.500000, ZIP, 528, 6, 88.000000, 
trial0012926, AA, 1292, 8, 161.500000, GDX, 372, 4, 93.000000, ZIC, 505, 14, 36.071429, ZIP, 900, 6, 150.000000, 
trial0012927, AA, 1075, 8, 134.375000, GDX, 73, 4, 18.250000, ZIC, 317, 14, 22.642857, ZIP, 852, 6, 142.000000, 
trial0012928, AA, 563, 8, 70.375000, GDX, 15, 4, 3.750000, ZIC, 416, 14, 29.714286, ZIP, 664, 6, 110.666667, 
